336.3-05.6 |   12.  82..1559|   21.   79..1507
337.4+01.6 |  119.  82..1559|  117.   82..2582
338.1-08.3 |   61.  82..1559|   73.   82..2582
338.8+05.6 |   47.  82..1559|   70.   82..2582
340.8+12.3 |                |    3.5  89..1570
341.5-09.1 |<   1.  82..1559|   13.   79..1507
341.6+13.7 |   19.  82..1559|   22.   89..1570
341.8+05.4 |  559.  82..1559|  477.   75..9002
342.1+10.8 |  160.  82..1559|  152.   82..2582
342.1+27.5 |   39.  82..1559|   30.   90..1502
342.5-14.3 |   34.  82..1559|   61.   82..2582
343.5-07.8 |   13.  82..1559|
345.2-08.8 |  130.  82..1559|  134.   82..2582
345.4+00.1 |  117.  82..1559|  401.   82..2582
345.5+15.1 |                |<   2.   89..1570
346.0+08.5 |    7.  82..2501|   10.   82..2501
346.2-08.2 |   35.  82..1559|   45.   82..2582
346.9+12.4 |<   2.  82..1559|<   9.   79..1507
347.4+05.8 |                |   62.   89..1570
348.0+06.3 |                |   10.2  90..1016
348.0-13.8 |    6.  82..1559|   20.   82..2582
349.2-03.5 |                |    4.9  90..1016
349.3-01.1 |  126.  82..1559|  103.   82..2582
349.5+01.0 | 3034.  82..1559| 3100.   89..1570
349.8+04.4 |                |   32.0  83..1405
350.9+04.4 |   66.  82..2501|   61.   89..1570
351.1+04.8 |                |   26.   89..1570
351.2+05.2 |                |   12.   83..1405
352.1+05.1 |                |   18.   89..1570
352.6+00.1 |                |> 719.   89..1570
352.8-00.2 |                |> 620.   89..1570
352.9-07.5 |   92.  82..1559|  107.   82..2582
353.3+06.3 |                |   17.   83..1405
353.5-04.9 |   90.  82..2501|   50.   90..1502
353.7+06.3 |                |    7. : 89..1570
354.2+04.3 |                |    9.1  83..1405
355.1-02.9 |                |   16.   83..1405
355.1-06.9 |   22.  82..1559|   30.   82..2582
355.4-02.4 |   30.  82..1559|   30.   89..1570
355.4-04.0 |   14.  82..1559|    9.   89..1570
355.6-02.7 |                |   37.   83..1405
355.7-03.0 |                |   12.   89..1570
355.7-03.5 |   96.  82..1559|   72.   89..1570
355.9+02.7 |                |   29.5  89..1570
355.9+03.6 |                |   25.   89..1570
355.9-04.2 |                |   31.   83..1405
356.1+02.7 |                |   14.3  88.30862
356.2-04.4 |   78.  82..1559|   49.   89..1570
356.5+01.5 |                |    6.1  91..1533
356.5-02.3 |                |   63.   89..1570
356.5-03.9 |                |   13.   89..1570
356.7-04.8 |   11.  82..1559|   12.   89..1570
356.8+03.3 |                |    3.5  89..1570
356.9+04.4 |                |   18.4  89..1570
356.9+04.5 |   29.  82..1559|   22.   89..1570
356.9-05.8 |   15.  82..1559|    3.   89..1570
357.0+02.4 |                |    9.8  88.30862
357.1+03.6 |   32.  82..1559|   28.   89..1570
357.1+04.4 |                |    4.2  88.30862
357.1-04.7 |                |    6.   89..1570
357.2+07.4 |                |   28.   83..1405
357.2-04.5 |   32.  82..1559|   40.   82..2582
357.3+03.3 |   16.  82..1559|   75.   79..1507
357.3+04.0 |                |    9.   89..1570
357.4-03.2 |   18.  82..1559|   25.   89..1570
357.4-03.5 |                |   17.   89..1570
357.4-04.6 |   36.  82..1559|    6.5  89..1570
357.5+03.2 |                |    6.   89..1570
357.6+01.7 |                |   40.   82..2501
357.6+02.6 |   36.  82..1559|   32.3  88.30862
357.9-05.1 |   13.  82..1559|
358.0-05.1 |                |    8.   89..1570
358.2+03.5 |                |   20.   89..1570
358.2+03.6 |   12.  82..1559|   44.   81...204
358.2+04.2 |                |   18.2  89..1570
358.3+03.0 |                |   35.   89..1570
358.3-02.5 |                |   36.8  90..1016
358.4+03.3 |                |   15.   83..1405
358.5+05.4 |  284.  82..1559|  249.   89..1570
358.5-02.5 |                |   33.   89..1570
358.5-04.2 |   54.  82..1559|   43.   89..1570
358.5-07.3 |   55.  82..1559|   77.   82..2582
358.6+01.8 |                |   42.   83..1405
358.6+07.8 |                |    3.5  89..1570
358.7+05.2 |   24.  82..1559|   15.1  89..1570
358.7-05.2 |                |   31.   89..1570
358.8+03.0 |                |   10.   89..1570
358.8+04.1 |                |    3.   89..1570
358.9+03.2 |   34.  82..1559|   32.   89..1570
358.9+03.4 |                |   26.   89..1570
358.9-00.7 |  420.  82..2501|  400.   90..1502
359.1+15.1 |   14.  82..1559|    2.   89..1570
359.1-01.7 |   95.  82..1559|   97.   89..1570
359.1-02.3 |                |   17.   89..1570
359.2+01.2 |                |   21.3  90..1016
359.2+04.7 |                |    4.   89..1570
359.3-00.9 |  551.  82..1559|  548.   82..2582
359.3-01.8 |                |   35.   83..1405
359.3-03.1 |                |   12.   89..1570
359.4-03.4 |                |    5.   89..1570
359.7-01.8 |                |   24.3  90..1016
359.7-02.6 |   56.  82..1559|<  40.   82..2582
359.7-04.4 |                |    1.4  89..1570
359.8+03.7 |                |   18.   89..1570
359.8+05.6 |                |   12.9  88.30862
359.8+06.9 |                |    5.   89..1570
359.9+05.1 |   57.  82..1559|   19.5  89..1570
359.9-04.5 |                |   50.   83..1405
359.9-05.4 |                |    3.1  89..1570
