082.1+07.0 |399   |       | 16.1  |>15.6  |D| SK 85                     |                            |WNb?          81.27751                                            |
082.5+11.3 |387   |       | 14.6  | 14.5  |C| 91..1502                  |                            |                                                                  |
083.5+12.7 |383   |       | 10.33 | 10.41 |B| 72.30001,SK 85   ,91..1502|                            |O3f(H)        91.50001                                            |AG +50 1416;BD +50 2869;GCRV 12124;HD 186924;PLX 4649;SAO 31951;TD1 25412;DC 37693;EM* CDS 1096
083.9-08.4 |      |       | 15.49 | 15.75 |B| 91..1502                  |                            |                                                                  |
084.0+09.5 |      |       | 20.8  |       | | 90.00004                  |                            |                                                                  |
084.9+04.4 |412   |  18.66| 19.32 | 18.95 | | 66..9017                  |                            |                                                                  |UBV 17830;CSI +47 -20308
084.9-03.4 |421   |       |       | 16.25 |B| 88..9151,90.00003         |                            |                                                                  |AG +42 1976;BD +41 4004;GCRV 13282;PLX 5083;HD 201272;SAO 50463
086.1+05.4 |411   |       | 18.1  |       | | 77..1547                  |                            |                                                                  |
086.5-08.8 |432   |       |       | 17.32 |B| 89..2255                  |                            |                                                                  |
088.7-01.6 |424   |       |       | 19.12 |A| 89..2255                  |                            |                                                                  |
089.0+00.3 |420   |       | 15.33 | 14.20 |B| SK 85                     |                            |O VI          84...100|WC 3        91.50001                       |CSI +47 -21046;HD 201192;PLX 5080
089.3-02.2 |      |       | 12.72 | 12.12 |A| 83..1191,91..1502         |                            |OB ?          91.30002                                            |
089.8-00.6 |423   |       | 19.7  |       |P| 67.30013                  |                            |                                                                  |
089.8-05.1 |431   |       | 17.5  | 16.7  |D| SK 85                     |                            |WR            73..9127                                            |CSI +44-21305 0;HD 205211;EM* CDS 1256
091.6+01.8 |422   |       |>21.   |       | | 72..9045                  |                            |                                                                  |
093.3-00.9 |428   |       | 19.5  |       | | 72..9045                  |                            |                                                                  |
093.3-02.4 |435   |       |       | 19.11 |A| 89..2255                  |                            |                                                                  |
093.4+05.4 |417   |  12.99| 13.75 | 13.23 |A| 72.30001,SK 85            |                            |O7            76.25010|O(H)        91.50001                       |PLX 5049;CSI +54 -20591;GCRV 13203
094.0+27.4 |307   |  13.45| 14.74 | 15.08 |A| 72.30001,91..1502         |                            |Hg O(C)       84....70                                            |DS Dra
095.2+00.7 |429   |       |       |       | |                           |                            |Contin.       82.29501                                            |
095.2+07.8 |416   |       | 21.1  |       |P| 67.30013                  |                            |                                                                  |
096.3+02.3 |427   |       |>15.9  |>14.8  | | 72.30001                  |                            |WC            91.30002                                            |
096.4+29.9 |279   |       | 11.23 | 11.14 |B| 80.30014,SK 85   ,91..1502|                            |Of/WR(H)      91.50001                                            |AG +66 812;BD +66 1066;GCRV 10447;HD 164963;PLX 4128.0;EM* CDS 945;DC 36017
097.5+03.1 |430   |       | 16.86 | 15.70 |B| SK 85   ,91..1502         |                            |                                                                  |
098.1+02.4 |      |       | 15.78 | 15.12 |B| SK 85                     |  field star?               |                                                                  |
100.0-08.7 |442   |       | 15.4  | 16.1  |C| SK 85                     |                            |                                                                  |
100.6-05.4 |439   |       | 15.4  | 15.5  | | 78...302                  |                            |WNb?          70..9056                                            |CSI +50-22218 0;HD 212534;EM* CDS 1337
101.8+08.7 |426   |       | 18.0  |       |P| 67.30013                  |                            |IUE obsns     82.10001                                            |
102.8-05.0 |444   |  18.40| 19.38 | 19.61 |A| KJL 88                    |                            |                                                                  |
102.9-02.3 |440   |       | 18.7  |       |P| 67.30013                  |                            |                                                                  |
103.2+00.6 |437bis|       | 19.2  | 20.4  | | 90.00004                  |                            |                                                                  |
104.1+07.9 |436   |       |       | 18.72 |B| 89..2255                  |                            |                                                                  |
104.2-29.6 |454   |  14.47| 15.72 | 16.13 | | 72.30001                  |                            |Of/WR(C)?     91.50001                                            |
104.4-01.6 |443   |       | 21.2  |       | | 90.00004                  |                            |WNa?          68.43751                                            |
104.8-06.7 |447   |       | 12.17 | 12.08 |A| SK 85   ,91..1502         |                            |B             91.30002                                            |CSI +51-22495 0;LS III +51 42
106.5-17.6 |451   |       | 13.6  | 13.2  |D| SK 85                     |                            |                                                                  |AG +42 2277;BD +41 4773;GCRV 14695;HD 220733;PLX 5676;NSV 14555
107.6-13.3 |450   |       | 14.32 | 14.72 |B| SK 85   ,91..1502         |                            |                                                                  |
107.7+07.8 |      |  17.02| 18.06 | 17.71 | | 87..1248                  |                            |                                                                  |
107.7-02.2 |448   |       |       |       | |                           |                            |Contin.       82.29501                                            |
107.8+02.3 |445   |       |       |>16.2  | | SK 85                     |                            |                                                                  |
108.4-76.1 |  5bis|       |       |       | |                           |                            |                                                                  |
110.6-12.9 |455   |       | 20.7  |       |P| 67.30013                  |                            |                                                                  |
111.0+11.6 |438   |       | 15.1  |       | | 80..1011                  |                            |                                                                  |
111.8-02.8 |452   |       | 14.5  | 13.8  |C| 91..1502,81..1008         |                            |WN 7?         78..1076                                            |
112.9-10.2 |458   |  17.67| 18.67 | 18.49 | | 66..9017                  |                            |                                                                  |UBV 20433;CSI +51 -23452
113.6-06.9 |457   |       |>21.   |       |P| 67.30013                  |                            |                                                                  |
114.0-04.6 |456   |       | 16.20 | 14.92 |A| KJL 88                    |  field star?               |                                                                  |
116.2+08.5 |453   |       | 21.2  | 21.1  | | 90.00004                  |                            |                                                                  |
117.5+18.9 |446   |       | 18.8  |       |P| 67.30013                  |                            |                                                                  |
118.0-08.6 |  3   |       | 13.94 | 14.19 |B| SK 85   ,91..1502         |                            |                                                                  |
118.7+08.2 |460   |       |       |       | |                           |                            |                                                                  |
118.8-74.7 |  8   |  10.41| 11.60 | 11.96 |A| 68..9085,72.30001         |                            |WC OVI        78.30024|O(C)        91.50001                       |BD -12 134;PLX 152;CSI -12 -00445;PHL 829;TD1 31081;UBV 644
119.3+00.3 |      |       |       | 22.3  |D| 89..2255                  |                            |                                                                  |
119.4+06.5 |  1   |       | 20.5  |       |P| 67.30013                  |                            |                                                                  |
119.6-06.7 |  4   |       |       | 19.15 |B| 89..2255                  |                            |A ?           76..9051                                            |
120.0+09.8 |  2   |  11.14| 11.82 | 11.58 |B| 80.30014,91..1502         |                            |WC 8          91.50001                                            |Em* CDS 11;CSI+72-00102 0;HD 826;PLX 31;DC 22918
120.2-05.3 |  5   |       | 18.1  |       | | 83...109                  |                            |                                                                  |
121.6+03.5 |  6   |       |>21.   |       | | 77..1547                  |                            |                                                                  |
122.1-04.9 |  7   |       | 20.07 |       |A| 89..2255                  |                            |                                                                  |
123.6+34.5 |147   |       | 13.73 | 13.45 |B| 91..1502                  |                            |O3(H)         91.50001                                            |AG +82 365;BD +83 357;GCRV 7565;HD 109540
124.0+10.7 |  9bis|  15.37| 16.42 | 16.45 |A| 84..3036,91..1502         |                            |                                                                  |EQ 0103 +73
125.9-47.0 |  9   |  10.73| 11.83 | 12.14 | | 67..9003                  |                            |Hg O(H)       91.50001                                            |PHL 932
128.0-04.1 |      |  16.43| 17.43 | 17.44 |A| KJL 88                    |                            |                                                                  |
129.5+04.5 |      |       |       |>20.5  | | 89..2255                  |                            |                                                                  |
130.2+01.3 | 12   |       | 15.8  | 15.4  |C| 78...302                  |                            |O VI          84...100|WC 4        91.50001                       |CSI +63-01538 0;HD 11758;EM* CDS 226;EQ 0154 +630
130.3-11.7 | 10   |       | 16.5  | 16.2  |C| 91..1502                  |                            |                                                                  |
130.4+03.1 |      |       |       | 20.6  | | 90.00004                  |                            |                                                                  |
130.9-10.5 | 11   |       |       |       | |                           |                            |                                                                  |
131.4-05.4 |      |       | 18.   |       | | 83...481                  |                            |                                                                  |
131.5+02.6 | 14   |       | 18.8  |       |P| 67.30013                  |                            |                                                                  |
133.1-08.6 | 13   |       | 15.17 | 13.44 |A| 91..1502                  |  G-type companion          |O + G2 Ib     83..9268                                            |CSI +52-01555 0;LS V +52 1;V741 Per
136.1+04.9 | 17   |       | 19.6  |       |P| 67.30013                  |                            |                                                                  |
136.3+05.5 | 18bis|       | 13.76 | 13.38 |A| 91..1502                  |  close binary              |                                                                  |V664 Cas
138.1+04.1 |      |       | 12.98 | 12.61 |A| 91..1502                  |                            |A             91.30002                                            |
138.8+02.8 | 19   |       |>15.1  |>15.9  | | SK 85                     |                            |                                                                  |NSV 1056
141.7-07.8 | 16   |  20.6 | 21.4  | 21.4  |D| KJL 88                    |                            |                                                                  |
143.6+23.8 |      |       | 12.79 | 12.77 |A| 91..1502                  |                            |                                                                  |PG 0623+71
144.3-15.5 | 15   |       | 19.9  |       |P| 67.30013                  |                            |                                                                  |
144.5+06.5 | 26   |  14.34| 15.17 | 14.39 |B| 80.30014,SK 85   ,91..1502|                            |WC 6-7,OVI    76.25010|WC early    91.50001                       |PLX 894;GCRV 2334;CSI +60 -04027
146.7+07.6 | 31   |       | 14.22 | 13.96 |A| SK 85                     |  field star?               |WC 11         91.50001                                            |
147.4-02.3 | 22   |       |       | 16.7  |D| SK 85                     |                            |                                                                  |
148.4+57.0 |135   |  14.36| 15.66 | 16.01 |B| 72.30001,80.30014,91..1502|                            |                                                                  |
149.4-09.2 | 20   |  16.0 | 16.9  | 17.0  |C| 87..1593                  |                            |                                                                  |
149.7-03.3 |      |  15.71| 16.45 | 16.56 | | 87..1248                  |                            |O(C)          91.50001                                            |
153.7+22.8 | 67   |       | 18.0  | 17.4  |C| 91..1502                  |                            |                                                                  |
156.9-13.3 |      |       | 17.1  | 17.7  |C| 87..1593,91..1502         |                            |                                                                  |
158.8+37.1 |105   |       |       | 17.4  | | 85..9051                  |                            |IUE obsns     82.29501                                            |
158.9+17.8 | 61   |       | 15.3  |       | | 80..1019                  |                            |sd O          80..1019                                            |
159.0-15.1 | 23   |       | 15.9  | 15.8  |C| 91..1502                  |                            |WR-Of         69..9068                                            |
160.5-00.5 | 36   |  20.37| 21.33 | 20.87 |B| KJL 88                    |                            |                                                                  |
161.2-14.8 | 25   |       | 14.7  | 15.0  |C| 91..1502                  |                            |WC 7-8        76.25010|WC early    91.50001|O VI          84...100|
163.1-00.8 | 37   |  20.23| 21.24 | 21.01 |A| KJL 88                    |                            |                                                                  |
164.8+31.1 | 95   |  15.26| 16.53 | 16.83 |A| 88..3016                  |                            |                                                                  |
165.5-06.5 | 34   |       | 18.5  |       |D| 91..1502                  |                            |O(C)          91.50001                                            |
165.5-15.2 | 28   |   9.87|  9.93 |  9.42 |A| 72.30001,SK 85   ,91..1502|  A-type companion          |sdO + A0 III  78.30024                                            |AG +30 402;BD +30 623;HD 281679;PLX 915;SAO  57020;FB 33;FB 34
166.1+10.4 | 51   |       | 11.28 | 11.59 |A| SK 85                     |                            |O4 (f)        77....41|Of(H)       91.50001                       |BD +46 1067;GCRV 3681;HD 39659;PLX 1357
166.4-06.5 | 35   |       |       | 17.0  | | 75..9035                  |                            |BO - O9.5 ?   75..9035                                            |AFGL 618
167.0-00.9 | 40   |       | 20.2  |       |P| 67.30013                  |                            |                                                                  |
167.4-09.1 | 32   |       | 16.26 | 15.36 |B| 91..1502                  |                            |Contin.       69...260                                            |
170.3+15.8 |      |       | 17.4  | 17.6  |C| 91..1502                  |                            |                                                                  |
171.3-25.8 | 24   |       | 18.7  |       | | 90.00004                  |                            |                                                                  |
173.5+03.2 | 55   |       | 20.9  | 19.9  |C| KJL 88                    |                            |                                                                  |
173.7-05.8 | 41   |       | 18.8  |       |P| 67.30013                  |                            |                                                                  |
174.2-14.6 | 33   |       |>18.8  |>18.6  | | 72.30001                  |                            |                                                                  |GL Tau
178.3-02.5 | 45   |       |       |       | |                           |                            |                                                                  |
181.5+00.9 | 50   |  20.58| 21.13 | 21.16 |A| KJL 88                    |                            |                                                                  |
189.1+19.8 | 80   |  13.28| 14.48 | 14.85 |A| 68..9085,72.30001,91..1502|                            |O VI          84...100|WC early    91.50001                       |
189.8+07.7 | 64bis|       |       | 19.64 |A| 89..2255                  |                            |O VI, WC 8    76.25010                                            |
190.3-17.7 | 39   |       | 14.45 | 14.42 |A| SK 85   ,91..1502         |                            |WC            85..3155                                            |
192.5+07.2 | 65   |       | 19.   |       | | 87..1593                  |                            |                                                                  |
194.2+02.5 | 63   |       |       | 17.8  |C| 86.50105                  |                            |WC ?          91.30002                                            |
196.6-10.9 | 49   |       | 15.89 |       |B| 88..1306                  |                            |                                                                  |HD 37882;PLX 1306
197.2-14.2 | 46   |       | 20.2  |       |P| 67.30013                  |                            |                                                                  |
197.4-06.4 | 53   |  15.8 | 17.1  | 17.4  | | 83...109                  |                            |Hg O(H)       91.50001                                            |
197.8+17.3 | 81   |   9.30| 10.38 | 10.53 |A| 68..9085,SK 85            |                            |O6 f          77....41|Of(H)       91.50001                       |AG +21 821;BD +21 1609;GCRV 4981;HD 59088;PLX 1765;NSV 3604;CSV 100874;SV* ZI 631;EM* CDS 689;DC 13050;CSI +21 01609
197.8-03.3 | 59   |  15.74| 15.75 | 15.24 | | 66..9017                  |                            |F7 V?         66..9017                                            |CSI +11 -06084;UBV 6225
198.6-06.3 | 56   |       | 19.7  |       |P| 67.30013                  |                            |                                                                  |
201.9-04.6 | 60   |       |>21.1  |       | | 77..1547                  |                            |                                                                  |
204.0-08.5 | 58   |  19.06| 20.06 | 19.87 | | 66..9017                  |                            |                                                                  |CSI +03 -06022;UBV 6150
204.1+04.7 | 69   |  12.8 | 14.3  | 15.0  |D| KJL 88                    |                            |                                                                  |
205.1+14.2 | 82   |  14.41| 15.67 | 15.99 | | 66..9017                  |                            |                                                                  |CSI +13 -07262;UBV 7228
205.8-26.7 |      |       | 16.6  | 16.7  |C| 91..1502                  |                            |                                                                  |
206.4-40.5 | 29   |       | 12.19 | 12.18 |A| 89..2255,91..1502         |                            |O5            78..1007|O(H)        91.50001                       |BD -13 842;GCRV 2426;HD 26847;TD1 31084
208.5+33.2 |107   |  13.32| 14.32 | 14.38 |A| 66..9017,72.30001,80.30014|                            |O VI          84...100|Of/WR(C)?   91.50001                       |CSI +18 -08440;UBV 8495
210.3+01.9 |      |       |       | 21.38 |B| 89..2255                  |                            |                                                                  |
211.2-03.5 |      |       | 16.76 | 15.84 |B| 91..1502                  |                            |                                                                  |
211.4+18.4 | 94   |       | 16.6  |       | | 87..1593                  |                            |Hg O(H)       91.50001                                            |
211.9+22.6 |      |       | 14.26 | 14.27 |B| 91..1502                  |                            |Hg O(H)       91.50001                                            |
211.9+22.6 | 98bis|       | 14.26 | 14.27 |B| 91..1502                  |                            |Hg O(H)       91.50001                                            |EQ 0808 +11
212.0+04.3 |      |       | 15.7  | 15.6  |C| 91..1502                  |                            |                                                                  |
214.9+07.8 | 79   |  15.17| 16.29 | 16.56 | | 66..9017                  |                            |O(H)          91.50001                                            |CSI +01 -07204;UBV 7149
215.2-24.2 | 43   |       | 10.00 | 10.17 |A| SK 89                     |                            |Of(H)         91.50001                                            |BD -12 1172;GCRV 3288;HD 35914;PLX 1239;EM* CDS 500;TD1 4662
215.5-30.8 | 38   |  13.81| 15.15 | 15.44 |A| 66..9017,72.30001         |                            |DAO           80.30013|Hg O(H)     91.50001                       |UBV 4868;CSI -15 -05009;FB 43
215.6+03.6 | 74   |       | 11.78 | 11.47 |A| 91..1502                  |  A-type companion          |? + A2 V      81...203                                            |AG -00 965;CSI -00 -7068 0;V651 Mon;HD 293373
215.6+11.1 | 84   |  18.07| 19.24 | 19.59 | | 66..9017                  |                            |                                                                  |CSI +02 -07335;UBV 7306;DDO 45;1A 0733 +02
216.0-00.2 |      |  20.46| 21.36 | 20.90 |B| KJL 88                    |                            |                                                                  |
216.3-04.4 | 66   |       | 19.7  | 19.1  | | 90.00004                  |                            |                                                                  |
217.1+14.7 | 93   |  15.82| 16.97 | 17.18 | | 66..9017                  |                            |                                                                  |CSI +03 -07491;UBV 7572
218.9-10.7 |      |       | 16.55 | 16.29 |B| 91..1502                  |                            |Hg O(H)       91.50001                                            |
219.1+31.2 |109   |  13.92| 15.20 | 15.51 | | 66..9017                  |                            |sd O6         76.25010|Hg O(H)     91.50001                       |CSI +09 -08515;UBV 8615;FB 53
220.3-53.9 | 21   |   9.64| 10.96 | 11.35 |A| 72.30001,SK 85            |                            |sd O          78.30005|O(H)        91.50001                       |CPD -26 389;PHL 1556;CD -26 1340
221.3-12.3 | 62   |       |       | 17.9  |B| 86.50105                  |                            |                                                                  |
221.5+46.3 |      |  14.50| 15.75 | 16.04 |A| 84..3036,91..1502         |                            |Hg O(H)       91.50001                                            |
221.5+46.3 |122bis|  14.50| 15.75 | 16.04 |A| 84..3036,91..1502         |                            |Hg O(H)       91.50001                                            |EQ 0950 +13
224.3+15.3 | 97   |  17.65| 18.80 | 18.94 | | 66..9017                  |                            |                                                                  |CSI -02 -08042;UBV 7761
224.9+01.0 | 78   |       | 16.8  |       | | 77..1547                  |                            |Hg O(H)       91.50001                                            |
226.4-03.7 |      |       | 16.7  | 16.2  |C| 91..1502                  |                            |                                                                  |
226.7+05.6 | 85   |       |>17.9  | 16.9  |C| SK 89                     |                            |                                                                  |
228.2-22.1 | 52   |       |       |       | |                           |                            |                                                                  |
228.8+05.3 |      |       | 18.5  |       |D| 91..1502                  |                            |                                                                  |
229.6-02.7 | 76   |       |>21.   |       |P| 67.30013                  |                            |                                                                  |
231.4+04.3 | 89   |       | 20.9  |       |C| 88..1306                  |                            |                                                                  |
231.8+04.1 | 87   |       | 17.7  |       |D| 88..1306,90.00004         |                            |                                                                  |
232.0+05.7 |      |       | 13.58 | 13.26 |A| 91..1502                  |                            |                                                                  |
232.8-04.7 | 75   |       | 14.76 | 13.95 |A| SK 89   ,91..1502         |                            |                                                                  |
233.5-16.3 | 64   |       | 15.89 | 16.16 |B| 88..1306,91..1502         |                            |sd Op         64...352 ;O(H)       91.50001                       |CSI -25-06250;UBV 6450
234.3-06.6 | 73   |       |>21.   |       |P| 67.30013                  |                            |                                                                  |
234.8+02.4 | 88   |       |       | 17.65 |B| 88..9151,90.00003         |                            |                                                                  |BD -17 2105;HD 62166;GCRV 5132;CSI -17 02105
234.9-01.4 |      |       | 14.65 | 14.18 |B| 91..1502                  |                            |                                                                  |
235.3-03.9 |      |       | 14.44 | 14.08 |B| 91..1502                  |                            |                                                                  |
236.0-10.6 |      |       | 19.8  |       | | 87..1593                  |                            |                                                                  |
236.7+03.5 | 92   |       |>21.   |       |P| 67.30013                  |                            |                                                                  |
238.0+34.8 |118   |  14.28| 15.43 | 15.50 |A| 66..9017,SK 89   ,91..1502|                            |sd Op         76.25010|O(H)        91.50001                       |CSI -02 -09366;UBV 9180;FB 58
238.9+07.3 | 98   |       |       |       | |                           |                            |                                                                  |
239.6+13.9 |104   |       | 15.60 | 15.90 |A| SK 89                     |                            |                                                                  |
239.6-12.0 | 69bis|       | 19.   |       | | 84..1537                  |                            |                                                                  |
240.3+07.0 |      |       | 15.54 | 15.65 |B| 91..1502                  |                            |                                                                  |
240.3-07.6 |      |       |       | 21.1  |D| 89..2255                  |                            |                                                                  |
241.0+02.3 |      |       | 16.68 | 15.72 |B| 91..1502                  |  cool star?                |                                                                  |
242.6-11.6 | 71   |       | 15.38 | 15.55 |B| SK 89   ,91..1502         |                            |                                                                  |
243.3-01.0 | 90   |       | 17.71 |       |B| 88..1306                  |                            |WC 7.8, O IV  76.25010|WC 3        91.50001                       |GCRV 5190;GRS 243.50 -01.00
243.8-37.1 |      |       |       | 15.6  |C| 90..1006                  |                            |O(H)          91.50001                                            |
244.5+12.5 |106   |  17.04| 18.12 | 18.35 | | 66..9017                  |                            |                                                                  |UBV 8351;CSI -20 -08380
245.4+01.6 | 96   |       |>18.9  |>17.9  | | SK 89                     |  field star?               |O7            73...475                                            |
248.7+29.5 |121   |  15.04| 16.06 | 16.32 | | 66..9017                  |                            |Hg O(H)       91.50001                                            |CSI -12 -09432;UBV 9230
248.8-08.5 | 83   |       |       |       | |                           |                            |                                                                  |
249.0+06.9 |102   |       | 13.   |       | | 72..9043                  |                            |G2III         87..4105                                            |
252.6+04.4 |103   |       | 15.20 | 13.93 |B| 91..1502                  |                            |G-K           91.30002                                            |
253.5+10.7 |110   |  15.4 | 16.6  | 16.6  |B| 72.30001,82..2587         |                            |                                                                  |VW Pyx
253.9+05.7 |      |       | 13.40 | 13.91 |B| 91..1502                  |                            |Of ?          91.30002                                            |
254.6+00.2 | 99   |       | 10.5  |       | | 75...211                  |                            |                                                                  |
255.3-59.6 | 18   |       |       | 15.4  | | 85..9051                  |                            |Hg O(H)       91.50001                                            |
258.0-15.7 | 77   |       |       |       | |                           |                            |O(C)          91.50001                                            |
258.1-00.3 |101   |       | 17.55 | 16.25 |B| SK 89                     |                            |                                                                  |
259.1+00.9 |      |       |>19.2  | 18.9  |C| SK 89                     |                            |                                                                  |
261.0+32.0 |127   |       | 12.02 | 12.31 |B| 88..1306,SK 89            |                            |O(H)          91.50001                                            |BD -17 3140;GC 14298;GCRV 6542;HD 90255;PLX 2442;SAO 155965;NSV 4848;TD1 14821
261.6+03.0 |      |       |>17.7  |>17.8  | | SK 89                     |                            |                                                                  |
261.9+08.5 |      |       | 19.45 |       |B| 88..1306                  |                            |                                                                  |
263.2+00.4 |108   |       |       | 11.3  | | 71..9006                  |                            |O(H)          91.50001                                            |
264.1-08.1 |      |       | 16.8  | 16.9  |D| 91..1502                  |                            |                                                                  |
264.4-12.7 | 91   |       | 14.65 | 14.74 |A| SK 89   ,91..1502         |                            |Of(H)         91.50001                                            |
265.7+04.1 |112   |       | 17.22 |       |B| 88..1306                  |                            |                                                                  |HD 79384;CD -41 4893;GCRV 6026
268.4+02.4 |115   |       |>19.7  | 18.7  |D| SK 89                     |                            |                                                                  |
270.1+24.8 |129   |       | 16.7  |       | | 77..1134                  |                            |                                                                  |
272.1+12.3 |124   |  10.29| 10.15 | 10.07 | | 72.30001,77..1146         |   A-type companion         |A2 V          78..2525                                            |CD -39 6137;CPD -39 4199;HD 87892;CSI -40 -10049;HD 87877
272.4-05.9 |      |       | 19.4  |       | | 90..2581                  |                            |                                                                  |
273.6+06.1 |      |  11.11| 12.26 | 12.47 | | 88..1202                  |                            |O(H)          91.50001                                            |LSS 1362
274.1+02.5 |      |       | 18.2  | 16.5  |C| 91..1502                  |                            |                                                                  |
274.3+09.1 |123   |       | 22.0  | 20.5  | | 90.00004                  |                            |O(C)          91.50001                                            |
274.6+02.1 |      |       | 16.4  | 16.2  |C| 91..1502                  |                            |WC ?          91.30002                                            |
275.0-04.1 |114   |       | 15.97 | 16.12 |A| SK 89   ,91..1502         |                            |                                                                  |
275.2-02.9 |      |       | 17.6  | 17.0  |C| 91..1502                  |                            |                                                                  |
275.2-03.7 |116   |       | 17.08 | 16.96 |B| SK 89                     |                            |                                                                  |
277.1-03.8 |      |       |>16.4  |>15.9  | | SK 89                     |                            |                                                                  |
278.1-05.9 |117   |       | 16.62 |       |B| 88..1306                  |                            |WC 3          91.50001                                            |HD 81119;CSI -58 -09200
278.8+04.9 |      |       | 17.4  | 17.6  |C| 91..1502                  |                            |O VI,IUE spect91..3002|WC 3        91.30002                       |
279.6-03.1 |120   |       | 11.88 | 11.30 |A| SK 89   ,91..1502         | A-type companion           |sdO + A2 III  78..2525                                            |CD -56 2932;CPD -56 2466;LS 1340
281.0-05.6 |119   |       | 14.42 | 14.48 |B| SK 89                     |                            |                                                                  |HD 83832;CD -59 2483
283.6+25.3 |136   |       |       | 17.4  | | 85..9051                  |                            |IUE obsns.    82.29501                                            |Tol 53
283.8+02.2 |128   |       | 17.6  | 17.2  |C| SK 89   ,91..1502         |  field star?               |                                                                  |
283.8-04.2 |      |       | 17.9  | 16.4  |C| 91..1502                  |                            |                                                                  |
283.9+09.7 |131bis|  10.93| 12.09 | 12.26 | | 83...423                  |  binary (88.10506)         |sdO + MV      86.30753|O(H)        91.50001                       |LSS 2018;CPD -48 3606;CD -48 6027;KU Vel
283.9-01.8 |126   |       |       |       | |                           |                            |                                                                  |
285.4+01.5 |130   |       |       |       | |                           |                            |WC 4-6        91.30002                                            |
285.4-05.3 |125   |       | 15.4  | 15.5  |C| SK 89                     |  field star?               |                                                                  |HD 88367;CSI -62 -10077
285.6-02.7 |      |       | 13.32 | 12.98 |A| 91..1502                  |                            |                                                                  |
285.7-14.9 |111   |       | 13.97 | 14.22 |B| 88..1306,SK 89   ,91..1502|                            |O(H)          91.50001                                            |HD 78991;CSI -69 -09066
286.2-06.9 |      |       | 16.97 | 16.97 |B| 91..1502                  |                            |                                                                  |
286.3+02.8 |      |       | 17.6  | 17.4  |C| 91..1502                  |                            |WC 3          91.30002                                            |
286.3-04.8 |126bis|       | 18.00 |       |B| 88..1306                  |                            |                                                                  |HD 89516;CSI -62 -10162
286.5+11.6 |134   |       |       |       | |                           |                            |                                                                  |
286.8-29.5 | 54   |       |       | 16.7  | | 85..9051                  |                            |O(He)         91.50001                                            |FRL 246
288.7+08.1 |      |       | 15.59 | 15.68 |B| 91..1502                  |                            |                                                                  |
288.8-05.2 |      |       | 17.15 | 15.66 |A| SK 89   ,91..1502         |  cool star?                |                                                                  |
288.9-00.8 |131   |       | 12.53 | 11.16 |A| 91..1502                  |  cool star?                |Be pec.       SaSt 73, Sa 76                                      |HD 305696;CPD - 59 2824;SS73 25
291.3-26.2 |      |       | 16.7  | 15.8  | | 90..2503                  |                            |WC 10 ?       88.30003                                            |
291.4+19.2 |141   |       |       |       | |                           |                            |O(He)         91.50001                                            |
291.6-04.8 |133   |       | 16.4  | 15.4  |D| SK 89                     |                            |                                                                  |HD 95541;CSI -64 -10584
291.7+03.7 |137   |       |       |       | |                           |                            |Contin.       69..9047                                            |
292.4+04.1 |138   |  12.79| 13.94 | 13.60 |A| 72.30001,SK 89            |   field star?              |Of/WR(H)      91.50001                                            |
293.6+10.9 |142   |       | 18.0  |       | | 75...826                  |                            |                                                                  |
294.1+14.4 |143   |       |       |       | |                           |                            |                                                                  |
294.1+43.6 |145   |  11.53| 12.85 | 13.21 |A| 72.30001,80.30014,SK 89   |                            |O(H)          91.50001                                            |HD 107969;BD -17 3614;GCRV 7449
294.6+04.7 |140   |       | 15.69 |       |B| 88..1306                  |                            |IUE obsns     82.29501                                            |HD 102854;CPD -56 4818;GCRV 7159
296.3-03.0 |139   |       | 17.2  | 16.1  |C| SK 89                     |                            |                                                                  |
296.6-20.0 |      |       | 16.1  |>15.3  |D| SK 89                     |  field star?               |                                                                  |
298.0+34.8 |      |       | 17.2  | 16.8  |C| 91..1502                  |                            |                                                                  |
298.3-04.8 |      |       | 18.2  | 19.2  |C| SK 89                     |                            |                                                                  |
299.0+18.4 |146   |       |       | 18.7  | | 71..9006                  |                            |                                                                  |
300.5-01.1 |      |       | 17.75 | 16.59 |B| SK 89                     |                            |                                                                  |
300.7-02.0 |      |       | 19.0  |       |D| 91..1502                  |                            |WC            91.30002                                            |
302.3-01.3 |      |       | 17.25 | 15.30 |A| 90..1202                  |                            |WN 8          90..1202                                            | Wr 47a
303.6+40.0 |148   |  10.88| 10.53 |  9.63 | | 81.....5                  |  close binary              |? + G8 IV     90..1001                                            |BD -22 3467;CD -22 9659;SAO 181201;CPD -22 5522:LW Hya
304.5-04.8 |150   |       | 16.8  | 16.4  |D| SK 89                     |                            |                                                                  |HD 113981;CSI -67 -13054
304.8+05.1 |      |       | 15.6  | 15.3  |C| 91..1502                  |                            |                                                                  |
305.1+01.4 |151   |       | 16.2  | 15.6  |C| 91..1502                  |                            |                                                                  |
305.6-13.1 |153   |       | 16.77 | 16.45 |B| 91..1502                  |                            |                                                                  |
306.4-00.6 |      |       | 15.35 | 14.47 |B| 91..1502                  |                            |                                                                  |
307.2-03.4 |154   |       | 14.92 |       |B| 88..1306                  |                            |O VI          84...100|WC 2        91.50001                       |CSI -65-13298 0;HD 117622;EM* CDS 877;GUM 47
307.2-09.0 |158   |       | 15.39 | 15.35 |B| SK 89   ,91..1502         |    field star?             |                                                                  |
