031.0-10.8 |           5.99   CKS91
031.0-10.8 |           6.82   71..9065
031.2+05.9 |           4.10   CKS91
031.2+05.9 |           9.35   71..9065
031.2+05.9 |          11.5    84..1511
032.0-03.0 |           6.2    84..1511
032.0-03.0 |           9.19   CKS91
032.0-03.0 |           9.50   71..9065
032.1+07.0 |           5.71   CKS91
032.7+05.6 |           2.90   84..4108
032.7+05.6 |           3.73   CKS91
032.7+05.6 |           6.5    84..1511
032.7+05.6 |    1.3  - 1.4    71..9065
032.7-02.0 |           3.44   CKS91
032.9+07.8 |          10.1    CKS91
032.9-02.8 |           5.11   CKS91
033.0-05.3 |           1.5    71..9065
033.0-05.3 |           1.8    84..1511
033.0-05.3 |           2.50   CKS91
033.1-06.3 |           0.86   84..4108
033.1-06.3 |           0.91   75..9002
033.1-06.3 |           1.20   82...363
033.1-06.3 |           1.23   76..9034
033.1-06.3 |           1.25   78..1992
033.1-06.3 |           1.25   CKS91
033.1-06.3 |           1.4    84..1511
033.1-06.3 |    1.1  - 1.3    71..9065
033.8-02.6 |           1.10   84..4108
033.8-02.6 |           1.25   82...363
033.8-02.6 |           1.38   84..1007
033.8-02.6 |           1.6    78..1992
033.8-02.6 |           1.7    84..1511
033.8-02.6 |           2.05   CKS91
033.8-02.6 |           2.57   71..9065
033.8-02.6 |           3.43   75..9002
033.8-02.6 |           3.70   76..9034
034.0+02.2 |           5.10   CKS91
034.3+06.2 |           7.4    84..1511
034.3+06.2 |           8.7    71..9065
034.5-06.7 |           1.90   84..4108
034.5-06.7 |           2.2    84..1511
034.5-06.7 |           2.32   78..1992
034.5-06.7 |           2.43   71..9065
034.5-06.7 |           2.73   75..9002
034.5-06.7 |           2.85   82...363
034.5-06.7 |           3.0    76..9034
034.5-06.7 |           3.12   CKS91
034.5-06.7 |           8.09   84..1007
034.6+11.8 |           0.43   84..4108
034.6+11.8 |           0.47   82...363
034.6+11.8 |           0.67   78..1992
034.6+11.8 |           0.71   CKS91
034.6+11.8 |           0.8    84..1511
034.6+11.8 |           1.04   84..1007
034.6+11.8 |           1.73   76..9034
034.6+11.8 |           1.8    71..9065
034.6+11.8 |           1.96   75..9002
035.1-00.7 |           0.92   84..4108
035.1-00.7 |           1.42   82...363
035.1-00.7 |           1.6    84..1511
035.1-00.7 |           1.74   71..9065
035.9-01.1 |           0.65   78..1992
035.9-01.1 |           0.74   82...363
035.9-01.1 |           0.74   84..4108
035.9-01.1 |           0.76   75..9002
035.9-01.1 |           0.83   71..9065
035.9-01.1 |           1.0    84..1511
035.9-01.1 |           1.0    CKS91
036.0+17.6 |           1.62   CKS91
036.0+17.6 |           1.64   71..9065
036.0+17.6 |           2.7    84..1511
036.1-57.1 |           0.12   78..1992
036.1-57.1 |           0.15   71..9065
036.1-57.1 |           0.15   82...363
036.1-57.1 |           0.16   76..9034
036.1-57.1 |           0.18   75..9002
036.1-57.1 |           0.18   84..4108
036.1-57.1 |           0.2    84..1511
037.5-05.1 |           2.68   71..9065
037.5-05.1 |           3.8    84..1511
037.7-34.5 |           0.42   84..1007
037.7-34.5 |           0.59   84..4108
037.7-34.5 |           0.76   82...363
037.7-34.5 |           0.9    84..1511
037.7-34.5 |           0.93   78..1992
037.7-34.5 |           1.20   CKS91
037.7-34.5 |           1.30   76..9034
037.7-34.5 |           1.32   75..9002
037.7-34.5 |           1.4    71..9065
037.8-06.3 |           0.95   84..4108
037.8-06.3 |           1.13   82...363
037.8-06.3 |           1.19   84..1007
037.8-06.3 |           1.5    84..1511
037.8-06.3 |           1.54   CKS91
037.8-06.3 |           1.59   78..1992
037.8-06.3 |           3.7    76..9034
037.8-06.3 |           4.72   75..9002
037.8-06.3 |           4.9    71..9065
037.9-03.4 |           0.89   71..9065
037.9-03.4 |           1.7    84..1511
038.1-25.4 |           2.35   CKS91
038.1-25.4 |           2.48   71..9065
038.1-25.4 |           3.5    84..1511
038.2+12.0 |           2.0    78..1992
038.2+12.0 |           2.20   84..4108
038.2+12.0 |           2.64   82...363
038.2+12.0 |           2.9    84..1511
038.2+12.0 |           3.58   CKS91
038.2+12.0 |           5.39   75..9002
038.2+12.0 |           5.95   76..9034
038.2+12.0 |    5.0  - 6.9    71..9065
038.7+01.9 |           0.51   71..9065
038.7+01.9 |           0.9    84..1511
039.5-02.7 |           1.80   84..4108
039.5-02.7 |           2.24   82...363
039.5-02.7 |           2.9    84..1511
039.5-02.7 |           3.5    78..1992
039.5-02.7 |           4.1    71..9065
039.5-02.7 |           4.54   76..9034
039.8+02.1 |           0.76   84..4108
039.8+02.1 |           0.94   82...363
039.8+02.1 |           1.52   CKS91
039.8+02.1 |           2.4    84..1511
039.8+02.1 |           3.11   71..9065
040.3-00.4 |           1.6    84..1511
040.3-00.4 |           1.8    71..9065
040.3-00.4 |           1.90   CKS91
040.4-03.1 |           6.29   CKS91
041.8-02.9 |           0.64   84..4108
041.8-02.9 |           0.67   76..9034
041.8-02.9 |           0.67   82...363
041.8-02.9 |           0.70   CKS91
041.8-02.9 |           0.80   78..1992
041.8-02.9 |           0.87   75..9002
041.8-02.9 |           0.9    84..1511
041.8-02.9 |    0.5  - 0.9    71..9065
042.0+05.4 |          12.6    CKS91
042.5-14.5 |           2.30   84..4108
042.5-14.5 |           2.71   CKS91
042.5-14.5 |           2.76   82...363
042.5-14.5 |           3.4    84..1511
042.9-06.9 |           3.40   84..4108
042.9-06.9 |           3.67   82...363
042.9-06.9 |           5.1    78..1992
042.9-06.9 |           5.14   CKS91
042.9-06.9 |           5.5    84..1511
042.9-06.9 |           9.94   71..9065
042.9-06.9 |          12.58   75..9002
042.9-06.9 |          13.18   76..9034
043.0-03.0 |           1.6    84..1511
043.0-03.0 |           2.97   78..1992
043.0-03.0 |           3.7    71..9065
043.0-03.0 |           6.69   CKS91
043.1+03.8 |           2.3    84..1511
043.1+03.8 |           5.20   78..1992
043.1+03.8 |           6.54   CKS91
043.1+03.8 |           6.73   71..9065
043.1+37.7 |           0.13   84..1007
043.1+37.7 |           0.92   84..4108
043.1+37.7 |           1.05   78..1992
043.1+37.7 |           1.19   82...363
043.1+37.7 |           1.3    84..1511
043.1+37.7 |           2.03   CKS91
043.1+37.7 |           2.04   71..9065
043.1+37.7 |           2.07   75..9002
043.1+37.7 |           2.15   76..9034
043.3+11.6 |           2.98   CKS91
043.5-13.4 |           1.99   CKS91
043.5-13.4 |           2.30   84..4108
043.5-13.4 |           2.32   71..9065
043.5-13.4 |           3.2    84..1511
043.5-13.4 |         > 1.87   75..9002
044.0+05.2 |          10.8    CKS91
045.4-02.7 |           1.90   78..1992
045.4-02.7 |           2.16   CKS91
045.6+24.3 |           3.0    71..9065
045.6+24.3 |           3.38   CKS91
045.6+24.3 |           5.3    84..1511
045.7-04.5 |           1.10   84..4108
045.7-04.5 |           1.16   82...363
045.7-04.5 |           1.28   78..1992
045.7-04.5 |           1.53   75..9002
045.7-04.5 |           1.6    84..1511
045.7-04.5 |           1.71   CKS91
045.7-04.5 |           1.74   76..9034
045.7-04.5 |    1.2  - 1.6    71..9065
045.9-01.9 |           6.12   CKS91
046.3-03.1 |           4.66   CKS91
046.4-04.1 |           1.50   84..4108
046.4-04.1 |           1.6    78..1992
046.4-04.1 |           1.64   84..1007
046.4-04.1 |           1.68   82...363
046.4-04.1 |           2.5    84..1511
046.4-04.1 |           2.98   CKS91
046.4-04.1 |           3.11   71..9065
046.4-04.1 |           4.94   75..9002
046.4-04.1 |           5.0    76..9034
047.0+42.4 |           0.98   71..9065
047.0+42.4 |           1.16   CKS91
047.0+42.4 |           1.9    84..1511
047.1+04.1 |           9.81   71..9065
047.1+04.1 |          10.5    84..1511
047.1-04.2 |           0.49   CKS91
047.1-04.2 |           0.71   71..9065
047.1-04.2 |           1.1    84..1511
048.0-02.3 |           4.69   CKS91
048.1+01.1 |           2.83   CKS91
048.5+04.2 |          15.1    CKS91
048.7+01.9 |           0.8    84
048.7+01.9 |           2.80   78..1992
048.7+01.9 |           3.38   CKS91
048.7+01.9 |           3.61   71..9065
048.7+02.3 |           3.10   84..4108
048.7+02.3 |           3.6    84..1511
048.7+02.3 |           4.14   82...363
048.7+02.3 |           5.86   71..9065
048.7+02.3 |           6.34   CKS91
048.7+02.3 |           6.38   76..9034
049.3+88.1 |           9.9    78..1992
049.3+88.1 |          11.87   71..9065
049.3+88.1 |          12.7    84..1511
049.3+88.1 |          17.8    CKS91
049.4+02.4 |           1.7    84..1511
049.4+02.4 |           2.7    71..9065
050.1+03.3 |           0.65   78..1992
050.1+03.3 |           0.66   84..4108
050.1+03.3 |           0.68   CKS91
050.1+03.3 |           0.79   75..9002
050.1+03.3 |           0.8    71..9065
050.1+03.3 |           0.84   82...363
050.1+03.3 |           1.0    84..1511
050.4+05.2 |           2.45   71..9065
050.4+05.2 |           3.1    84..1511
050.4-01.6 |           4.99   CKS91
051.0+03.0 |           3.97   CKS91
051.4+09.6 |           1.18   82...363
051.4+09.6 |           1.3    78..1992
051.4+09.6 |           1.50   84..4108
051.4+09.6 |           1.9    84..1511
051.4+09.6 |           2.50   CKS91
051.4+09.6 |           6.6    71..9065
051.4+09.6 |           6.76   76..9034
051.5+06.1 |           2.6    71..9065
051.5+06.1 |           3.9    84..1511
051.9+25.8 |           3.77   71..9065
051.9+25.8 |           7.2    84..1511
051.9-03.8 |           1.9    84..1511
051.9-03.8 |           3.26   78..1992
051.9-03.8 |           4.5    71..9065
051.9-03.8 |           4.67   CKS91
052.2-04.0 |           4.12   CKS91
052.5-02.9 |           2.20   71..9065
052.5-02.9 |           2.50   84..4108
052.5-02.9 |           3.8    84..1511
052.5-02.9 |           3.84   82...363
052.5-02.9 |           3.87   76..9034
052.5-02.9 |           4.0    78..1992
052.5-02.9 |           4.62   CKS91
052.9+02.7 |           3.94   CKS91
052.9-02.7 |          20.5    CKS91
053.2-01.5 |           1.3    84..1511
053.2-01.5 |           4.92   71..9065
053.2-01.5 |           5.64   CKS91
053.2-01.5 |           5.77   CKS91
053.3+03.0 |           1.25   71..9065
053.3+03.0 |           1.41   CKS91
053.3+03.0 |           1.8    84..1511
053.3+24.0 |           4.7    84..1511
053.3+24.0 |           5.7    78..1992
053.3+24.0 |    7.6  - 8.3    71..9065
053.8-03.0 |           2.19   71..9065
053.8-03.0 |           2.7    84..1511
054.1-12.1 |           1.35   84..4108
054.1-12.1 |           1.42   84..1007
054.1-12.1 |           1.81   82...363
054.1-12.1 |           2.1    84..1511
054.1-12.1 |           2.16   78..1992
054.1-12.1 |           3.0    71..9065
054.1-12.1 |           3.02   75..9002
054.1-12.1 |           3.19   CKS91
054.1-12.1 |           3.40   76..9034
054.4-02.5 |           4.26   CKS91
055.1-01.8 |           1.5    84..1511
055.1-01.8 |           6.32   71..9065
055.2+02.8 |           1.90   84..4108
055.2+02.8 |           2.20   82...363
055.2+02.8 |           4.68   CKS91
055.2+02.8 |           6.25   71..9065
055.3+02.7 |           3.6    84..1511
055.3+02.7 |           6.17   CKS91
055.3+06.6 |           2.41   71..9065
055.3+06.6 |           2.71   CKS91
055.3+06.6 |           4.1    84..1511
055.4+16.0 |           1.97   71..9065
055.4+16.0 |           2.19   CKS91
055.4+16.0 |           3.1    84..1511
055.5-00.5 |           1.66   CKS91
055.6+02.1 |           8.27   CKS91
056.0+02.0 |           3.98   CKS91
056.4-00.9 |           0.8    84..1511
056.4-00.9 |           4.06   71..9065
056.4-00.9 |           5.73   CKS91
057.2-08.9 |           3.20   84..4108
057.2-08.9 |           3.7    84..1511
057.2-08.9 |           3.99   82...363
057.2-08.9 |           5.1    78..1992
057.2-08.9 |           7.2    76..9034
057.2-08.9 |           8.2    71..9065
057.9-01.5 |           2.87   CKS91
058.3-10.9 |           1.21   82...363
058.3-10.9 |           1.30   84..4108
058.3-10.9 |           1.5    78..1992
058.3-10.9 |           2.3    84..1511
058.3-10.9 |           8.84   75..9002
058.3-10.9 |          10.8    76..9034
058.6+06.1 |           3.25   71..9065
058.6+06.1 |           5.0    84..1511
058.9+01.3 |           7.07   CKS91
059.0+04.6 |           5.7    84..1511
059.0+04.6 |           6.10   71..9065
059.4+02.3 |           7.15   CKS91
059.7-18.7 |           0.79   71..9065
059.7-18.7 |           1.1    84..1511
059.7-18.7 |           1.14   CKS91
059.9+02.0 |           7.67   CKS91
060.0-04.3 |           2.43   71..9065
060.0-04.3 |           3.2    84..1511
060.1-07.7 |           0.38   84..1007
060.1-07.7 |           1.60   84..4108
060.1-07.7 |           1.79   82...363
060.1-07.7 |           2.8    84..1511
060.1-07.7 |           3.1    CKS91
060.1-07.7 |           3.10   78..1992
060.1-07.7 |           4.0    76..9034
060.1-07.7 |           4.96   75..9002
060.1-07.7 |           5.7    71..9065
060.3-07.3 |           2.30   78..1992
060.3-07.3 |           2.54   71..9065
060.3-07.3 |           2.8    84..1511
060.3-07.3 |          30.48   CKS91
060.5+01.8 |           3.96   CKS91
060.5-00.3 |           1.9    84..1511
060.5-00.3 |           4.13   71..9065
060.8-03.6 |           0.26   CKS91
060.8-03.6 |           0.4    84..1511
061.0+08.0 |           4.71   CKS91
061.0+08.0 |           4.86   71..9065
061.0+08.0 |           5.7    84..1511
061.3+03.6 |           7.0    84..1511
061.3+03.6 |           7.79   71..9065
061.4-09.5 |           0.21   84..1007
061.4-09.5 |           1.27   78..1992
061.4-09.5 |           1.30   84..4108
061.4-09.5 |           1.55   75..9002
061.4-09.5 |           1.63   82...363
061.4-09.5 |           1.73   CKS91
061.4-09.5 |           1.79   76..9034
061.4-09.5 |           1.8    84..1511
061.4-09.5 |    1.4  - 1.8    71..9065
061.8+02.1 |           9.18   CKS91
061.9+41.3 |          11.0    CKS91
062.4+09.5 |           2.31   CKS91
062.4+09.5 |           2.36   78..1992
062.4+09.5 |           2.8    71..9065
062.4+09.5 |           4.1    84..1511
062.4-00.2 |           1.6    84..1511
062.4-00.2 |           3.42   71..9065
062.4-00.2 |           6.97   CKS91
063.1+13.9 |           0.7    84..1511
063.1+13.9 |           0.872  CKS91
063.8-03.3 |           9.46   CKS91
064.6+48.2 |           2.10   84..4108
064.6+48.2 |           2.6    78..1992
064.6+48.2 |           2.7    76..9034
064.6+48.2 |           2.72   82...363
064.6+48.2 |           4.1    84..1511
064.6+48.2 |    2.9  - 3.4    71..9065
064.7+05.0 |           0.6    84..1511
064.7+05.0 |           0.65   78..1992
064.7+05.0 |           0.66   84..4108
064.7+05.0 |           0.73   82...363
064.7+05.0 |           1.16   CKS91
064.7+05.0 |           1.3    71..9065
064.7+05.0 |           1.9    76..9034
064.7+05.0 |           6.51   84..1007
064.9+15.5 |           2.47   78..1992
064.9+15.5 |           3.1    84..1511
064.9+15.5 |           3.4    71..9065
064.9+15.5 |           5.59   CKS91
064.9-02.1 |           2.88   CKS91
065.0-27.3 |           8.38   CKS91
065.0-27.3 |           9.3    84..1511
065.0-27.3 |           9.30   84..4108
065.0-27.3 |          13.5    78..1992
065.0-27.3 |          24.95   71..9065
065.2-05.6 |           4.68   78..1992
065.2-05.6 |           6.9    84..1511
065.2-05.6 |    3.4  - 5.6    71..9065
065.9+00.5 |           1.27   78..1992
065.9+00.5 |           1.28   82...363
065.9+00.5 |           1.37   76..9034
065.9+00.5 |           1.40   84..4108
065.9+00.5 |           1.7    84..1511
065.9+00.5 |    1.4  - 1.6    71..9065
066.7-28.2 |           1.27   78..1992
066.7-28.2 |           1.35   CKS91
066.7-28.2 |           1.47   82...363
066.7-28.2 |           1.5    71..9065
066.7-28.2 |           2.9    84..1511
066.9-05.2 |           3.10   CKS91
066.9-05.2 |           7.77   CKS91
067.9-00.2 |           2.46   CKS91
068.3-02.7 |           3.35   CKS91
068.6+01.1 |           1.84   78..1992
068.6+01.1 |           1.9    84..1511
068.6+01.1 |           2.26   71..9065
068.6+01.1 |           3.20   82...363
068.6+01.1 |           3.28   CKS91
068.7+01.9 |           7.93   CKS91
068.7+03.0 |           6.68   CKS91
068.8-00.0 |           2.40   84..4108
068.8-00.0 |           2.8    78..1992
068.8-00.0 |           3.1    84..1511
068.8-00.0 |           3.21   82...363
068.8-00.0 |           3.90   76..9034
068.8-00.0 |    2.6  - 3.7    71..9065
069.2+02.8 |           1.71   82...363
069.2+03.8 |           2.15   71..9065
069.2+03.8 |           3.2    84..1511
069.4-02.6 |           1.20   84..4108
069.4-02.6 |           1.41   78..1992
069.4-02.6 |           1.5    84..1511
069.4-02.6 |           1.65   CKS91
069.4-02.6 |           1.68   76..9034
069.4-02.6 |    1.4  - 1.5    71..9065
069.6-03.9 |           5.7    84..1511
069.6-03.9 |           6.6    71..9065
069.7-00.0 |           3.31   CKS91
071.6-02.3 |           1.76   CKS91
072.1+00.1 |           4.02   CKS91
072.7-17.1 |           0.26   71..9065
072.7-17.1 |           0.6    84..1511
074.5+02.1 |           1.10   84..4108
074.5+02.1 |           1.45   82...363
074.5+02.1 |           1.7    84..1511
074.5+02.1 |           3.57   78..1992
074.5+02.1 |           5.19   76..9034
074.5+02.1 |    3.9  - 5.0    71..9065
075.6+04.3 |           3.27   71..9065
075.6+04.3 |           3.90   CKS91
075.6+04.3 |           4.2    84..1511
076.3+01.1 |           0.3    84..1511
076.3+01.1 |           1.7    71..9065
076.3+01.1 |           4.17   CKS91
077.6+14.7 |           0.85   71..9065
077.6+14.7 |           1.7    84..1511
078.5+18.7 |           2.7    71..9065
078.5+18.7 |           2.8    84..1511
078.5+18.7 |           5.04   CKS91
078.9+00.7 |           5.56   CKS91
079.6+05.8 |           1.8    84..1511
079.6+05.8 |           2.1    78..1992
079.6+05.8 |           2.68   71..9065
079.9+06.4 |          18.43   71..9065
079.9+06.4 |          20.3    84..1511
081.2-14.9 |           1.61   CKS91
081.2-14.9 |           1.83   71..9065
081.2-14.9 |           4.0    84..1511
082.1+07.0 |           1.12   82...363
082.1+07.0 |           1.40   84..4108
082.1+07.0 |           1.7    84..1511
082.1+07.0 |           2.8    78..1992
082.1+07.0 |           3.62   76..9034
082.1+07.0 |           4.8    71..9065
082.5+11.3 |           1.16   82...363
082.5+11.3 |           2.6    84..1511
082.5+11.3 |           3.10   84..4108
082.5+11.3 |           7.88   78..1992
082.5+11.3 |           9.1    76..9034
082.5+11.3 |          10.09   71..9065
083.5+12.7 |           0.7    84..1511
083.5+12.7 |           0.76   84..1007
083.5+12.7 |           0.80   84..4108
083.5+12.7 |           1.02   78..1992
083.5+12.7 |           1.08   82...363
083.5+12.7 |           1.57   CKS91
083.5+12.7 |           1.6    76..9034
083.5+12.7 |    0.7  - 1.3    71..9065
084.9+04.4 |           0.7    71..9065
084.9+04.4 |           0.72   CKS91
084.9+04.4 |           0.9    84..1511
084.9-03.4 |           0.18   82...363
084.9-03.4 |           0.27   CKS91
084.9-03.4 |           0.30   84..1007
084.9-03.4 |           0.7    84..1511
084.9-03.4 |           0.82   84..4108
084.9-03.4 |           1.09   78..1992
084.9-03.4 |           1.3    76..9034
084.9-03.4 |           1.8    71..9065
086.5-08.8 |           1.30   84..4108
086.5-08.8 |           1.42   82...363
086.5-08.8 |           1.48   CKS91
086.5-08.8 |           2.2    84..1511
086.5-08.8 |           3.98   78..1992
086.5-08.8 |           5.24   71..9065
086.5-08.8 |           5.6    76..9034
088.7+04.6 |           7.83   CKS91
088.7-01.6 |           0.95   84..4108
088.7-01.6 |           1.16   76..9034
088.7-01.6 |           1.18   82...363
088.7-01.6 |           1.2    84..1511
088.7-01.6 |           1.3    78..1992
088.7-01.6 |    1.0  - 1.2    71..9065
089.0+00.3 |           0.52   84..1007
089.0+00.3 |           0.9    84..1511
089.0+00.3 |           0.95   84..4108
089.0+00.3 |           1.27   82...363
089.0+00.3 |           1.6    71..9065
089.0+00.3 |           1.67   78..1992
089.0+00.3 |           1.90   CKS91
089.0+00.3 |           2.30   76..9034
089.3-02.2 |           0.7    84..1511
089.3-02.2 |           2.83   71..9065
089.3-02.2 |           5.50   CKS91
089.8-00.6 |           1.6    84..1511
089.8-00.6 |           1.94   CKS91
089.8-00.6 |    0.9  - 1.8    71..9065
089.8-05.1 |           0.80   84..4108
089.8-05.1 |           1.00   82...363
089.8-05.1 |           1.7    84..1511
089.8-05.1 |           2.28   78..1992
089.8-05.1 |           7.78   71..9065
089.8-05.1 |           8.5    76..9034
093.3-00.9 |           2.68   CKS91
093.3-02.4 |           1.0    84..1511
093.3-02.4 |           1.15   78..1992
093.3-02.4 |           1.32   71..9065
093.3-02.4 |           2.63   CKS91
093.4+05.4 |           0.71   84..4108
093.4+05.4 |           0.79   82...363
093.4+05.4 |           0.8    76..9034
093.4+05.4 |           0.82   78..1992
093.4+05.4 |           0.9    84..1511
093.4+05.4 |    0.6  - 1.1    71..9065
093.5+01.4 |           0.70   CKS91
093.5+01.4 |           3.1    84..1511
093.5+01.4 |           4.43   78..1992
093.5+01.4 |           4.7    71..9065
094.0+27.4 |           1.00   CKS91
094.0+27.4 |           1.3    71..9065
094.0+27.4 |           2.5    84..1511
094.5-00.8 |           9.54   CKS91
095.1-02.0 |           2.87   CKS91
095.2+00.7 |           2.27   CKS91
095.2+07.8 |           1.72   71..9065
095.2+07.8 |           1.86   CKS91
095.2+07.8 |           2.8    84..1511
096.3+02.3 |           1.09   71..9065
096.3+02.3 |           1.1    84..1511
096.3+02.3 |           7.34   CKS91
096.4+29.9 |           0.55   84..4108
096.4+29.9 |           0.64   82...363
096.4+29.9 |           0.65   78..1992
096.4+29.9 |           0.7    84..1511
096.4+29.9 |           0.98   CKS91
096.4+29.9 |           1.5    71..9065
096.4+29.9 |           1.54   76..9034
096.4+29.9 |           4.14   84..1007
097.5+03.1 |           0.94   CKS91
097.5+03.1 |           1.4    71..9065
097.5+03.1 |           1.5    84..1511
097.6-02.4 |           1.5    84..1511
097.6-02.4 |           4.83   78..1992
097.6-02.4 |           5.36   71..9065
097.6-02.4 |          10.0    CKS91
098.1+02.4 |           1.7    84..1511
098.1+02.4 |           3.89   71..9065
098.1+02.4 |           5.78   CKS91
098.2+04.9 |           3.89   CKS91
100.0-08.7 |           1.90   84..4108
100.0-08.7 |           5.00   CKS91
100.6-05.4 |           1.08   84..1007
100.6-05.4 |           1.40   84..4108
100.6-05.4 |           1.62   82...363
100.6-05.4 |           2.8    84..1511
100.6-05.4 |           3.27   78..1992
100.6-05.4 |           3.9    71..9065
100.6-05.4 |           4.33   76..9034
100.6-05.4 |           4.65   CKS91
101.8+08.7 |           1.83   CKS91
101.8+08.7 |           2.19   71..9065
101.8+08.7 |           3.5    84..1511
102.8-05.0 |           0.8    71..9065
102.8-05.0 |           1.1    84..1511
102.8-05.0 |           1.74   CKS91
102.9-02.3 |           1.1    71..9065
102.9-02.3 |           1.3    84..1511
102.9-02.3 |           1.78   CKS91
103.2+00.6 |           1.5    84..1511
103.2+00.6 |           1.65   78..1992
103.2+00.6 |           1.92   CKS91
103.2+00.6 |    1.1  - 1.5    71..9065
103.7+00.4 |           1.5    84..1511
103.7+00.4 |           2.35   78..1992
103.7+00.4 |           2.53   71..9065
103.7+00.4 |           4.41   CKS91
104.1+01.0 |           3.24   CKS91
104.1+07.9 |           1.15   78..1992
104.1+07.9 |           1.20   84..4108
104.1+07.9 |           1.28   71..9065
104.1+07.9 |           1.35   82...363
104.1+07.9 |           1.39   76..9034
104.1+07.9 |           1.6    84..1511
104.2-29.6 |           0.47   71..9065
104.2-29.6 |           0.71   CKS91
104.2-29.6 |           0.9    84..1511
104.4-01.6 |           0.9    84..1511
104.4-01.6 |           1.64   78..1992
104.4-01.6 |           1.89   71..9065
104.4-01.6 |           3.74   CKS91
104.8-06.7 |           9.28   CKS91
106.5-17.6 |           0.67   84..4108
106.5-17.6 |           0.8    84..1511
106.5-17.6 |           0.84   82...363
106.5-17.6 |           1.15   78..1992
106.5-17.6 |           1.16   CKS91
106.5-17.6 |           1.6    71..9065
106.5-17.6 |           2.0    76..9034
106.5-17.6 |           3.01   84..1007
107.4-02.6 |           9.20   CKS91
107.6-13.3 |           7.1    78..1992
107.6-13.3 |           7.4    84..1511
107.6-13.3 |           9.80   71..9065
107.6-13.3 |          11.7    CKS91
107.7+07.8 |           0.25   CKS91
107.7-02.2 |           1.6    84..1511
107.7-02.2 |           2.5    78..1992
107.7-02.2 |           3.90   84..4108
107.7-02.2 |           5.50   CKS91
107.7-02.2 |           6.22   76..9034
107.7-02.2 |           6.38   82...363
107.7-02.2 |    2.5  - 3.5    71..9065
107.8+02.3 |           0.64   84..4108
107.8+02.3 |           0.88   82...363
107.8+02.3 |           1.6    71..9065
107.8+02.3 |           1.6    78..1992
107.8+02.3 |           1.68   76..9034
110.6-12.9 |           4.0    71..9065
110.6-12.9 |           4.18   CKS91
110.6-12.9 |           6.1    84..1511
111.2+07.0 |           6.63   CKS91
111.8-02.8 |           0.5    84..1511
111.8-02.8 |           1.60   84..4108
111.8-02.8 |           1.85   71..9065
111.8-02.8 |           2.24   CKS91
111.8-02.8 |           2.3    78..1992
111.8-02.8 |           3.13   76..9034
112.9-10.2 |           1.0    71..9065
112.9-10.2 |           1.1    84..1511
112.9-10.2 |           1.56   CKS91
113.6-06.9 |           2.36   71..9065
113.6-06.9 |           3.8    84..1511
114.0-04.6 |           1.2    71..9065
114.0-04.6 |           1.87   CKS91
114.0-04.6 |           2.0    84..1511
116.2+08.5 |           1.79   71..9065
116.2+08.5 |           1.80   78..1992
116.2+08.5 |           1.9    84..1511
116.2+08.5 |           2.21   CKS91
117.5+18.9 |           2.63   71..9065
117.5+18.9 |           3.3    84..1511
117.5+18.9 |           4.2    CKS91
118.0-08.6 |           1.90   78..1992
118.0-08.6 |           2.50   84..4108
118.0-08.6 |           6.19   CKS91
118.8-74.7 |           0.37   78..1992
118.8-74.7 |           0.4    84..1511
118.8-74.7 |           0.45   84..4108
118.8-74.7 |           0.46   82...363
118.8-74.7 |           0.47   76..9034
118.8-74.7 |           0.47   CKS91
118.8-74.7 |           0.50   75..9002
118.8-74.7 |    0.4  - 0.7    71..9065
119.3+00.3 |           2.19   CKS91
119.4+06.5 |           2.45   71..9065
119.4+06.5 |           2.51   CKS91
119.4+06.5 |           3.7    84..1511
119.6-06.7 |           1.9    84..1511
119.6-06.7 |           4.30   84..4108
119.6-06.7 |           4.7    78..1992
119.6-06.7 |           5.05   71..9065
119.6-06.7 |           6.04   82...363
119.6-06.7 |           6.3    76..9034
119.6-06.7 |           6.74   CKS91
120.0+09.8 |           0.70   84..4108
120.0+09.8 |           0.8    84..1511
120.0+09.8 |           0.91   78..1992
120.0+09.8 |           1.0    71..9065
120.0+09.8 |           1.07   82...363
120.0+09.8 |           1.24   CKS91
120.0+09.8 |           1.26   76..9034
120.0+09.8 |           2.07   84..1007
121.6+03.5 |           5.74   CKS91
122.1-04.9 |           2.58   71..9065
122.1-04.9 |           3.0    84..1511
122.1-04.9 |           3.93   CKS91
123.6+34.5 |           0.29   84..1007
123.6+34.5 |           1.50   84..4108
123.6+34.5 |           2.1    78..1992
123.6+34.5 |           2.1    84..1511
123.6+34.5 |           2.65   71..9065
123.6+34.5 |           2.7    76..9034
123.6+34.5 |           2.71   CKS91
123.6+34.5 |           2.73   82...363
125.9-47.0 |           0.5    78..1992
125.9-47.0 |           0.59   71..9065
125.9-47.0 |           0.82   CKS91
125.9-47.0 |           1.1    84..1511
126.3+02.9 |           5.76   CKS91
128.0-04.1 |           0.22   84..1332
129.2-02.0 |           0.813  CKS91
129.5+04.5 |           8.44   CKS91
130.2+01.3 |           0.9    84..1511
130.2+01.3 |           1.20   84..4108
130.2+01.3 |           1.80   84..1007
130.2+01.3 |           1.86   82...363
130.2+01.3 |           2.10   78..1992
130.2+01.3 |           2.11   71..9065
130.2+01.3 |           2.94   CKS91
130.2+01.3 |           3.5    76..9034
130.3-11.7 |           2.40   84..4108
130.3-11.7 |           2.90   82...363
130.3-11.7 |           5.33   78..1992
