Wray 16-63     |          | 10 02.3 -58 14 |282.16 -02.35 | H alpha emission star (b)
Wray 16-65     |          | 10 04.8 -47 06 |275.83 +06.81 | Star (b)
Wray 16-82/83  |          | 11 00.9 -60 49 |289.87 -00.78 | Diffuse nebula or HII region (a)
Wray 16-84     |          | 11 03.3 -58 27 |289.17 +01.49 | Emission-line star (a)
Wray 16-97     |          | 11 38.1 -62 16 |294.51 -00.60 | WR star (a)
Wray 16-109    |          | 12 20.0 -62 55 |299.36 -00.27 | Diffuse nebula or HII region ? (a)
Wray 16-118    |          | 12 34.9 -61 39 |300.97 +01.16 | Diffuse nebula or HII region ? (a)
Wray 16-136    |          | 13 49.6 -61 32 |309.80 +00.56 | WR star (a)
Wray 16-154    |          | 14 31.1 -61 21 |314.59 -00.75 | WR star (a)
Wray 16-160    |*320+ 0 1 | 15 05.3 -57 32 |320.15 +00.80 | HII region (a)
Wray 16-166/167|          | 15 07.1 -57 48 |320.23 +00.43 | Diffuse nebula or HII region ? (a)
Wray 16-172    |          | 15 18.2 -59 39 |320.52 -01.89 | Same object as Wra 16-173 = 320- 1.2 = WC star (a)
Wray 16-173    |          | 15 18.4 -59 38 |320.54 -01.88 | WR star (a)
Wray 16-174    |          | 15 19.5 -57 22 |321.87 -00.05 | H alpha emission-line star(b)
Wray 16-185    |          | 15 45.0 -54 02 |326.72 +00.62 | HII region ? (a)
Wray 16-196    |          | 15 59.6 -53 46 |328.57 -00.53 | H II region (a)
Wray 16-202    |*332+ 1 1 | 16 06.9 -49 27 |332.28 +01.96 | Symbiotic star (a)
Wray 16-206    |          | 16 12.6 -46 38 |334.89 +03.38 | WR star (b)
Wray 16-214    |          | 16 19.5 -50 38 |332.93 -00.29 | Me star (a)
Wray 16-216    |          | 16 20.9 -50 02 |333.52 -00.02 | HII region ? (b)
Wray 16-237    |          | 16 51.3 -26 00 |355.52 +11.55 | Emission-line star or symbiotic star (b)
Wray 16-292    |          | 17 36.3 -33 26 |355.13 -00.70 | WC star WR 95 (a)
Wray 16-294    |          | 17 39.2 -25 38 |002.06 +02.94 | Star Hen 1447 (a)
Wray 16-312    |*358- 1 2 | 17 50.3 -30 58 |358.79 -01.91 | Symbiotic star (a)
Wray 16-319    |          | 17 52.0 -35 23 |355.15 -04.47 | V 720 Sco, Nova Sco 1950b (b)
Wray 16-355    |          | 18 03.1 -31 35 |359.61 -04.59 | Star (b)
Wray 16-384    |          | 18 12.2 -33 11 |359.14 -07.04 | Symbiotic star (a)
Wray 16-391    |          | 18 14.4 -42 51 |350.61 -11.83 | Symbiotic star (b)
Wray 16-401    |          | 18 17.3 -28 10 |004.11 -05.68 | Symbiotic star ? (b)
Wray 16-421    |          | 18 53.3 -24 23 |011.15 -11.23 | Symbiotic star (a)
Wray 17-8      |          | 07 49.7 -27 36 |243.85 -00.74 | No emission-line object detected (b)
Wray 17-20     |          | 07 51.5 -55 42 |268.76 -14.29 | No emission-line object detected (b)
Wray 17-25     |          | 09 09.2 -37 43 |261.86 +06.86 | No emission-line object detected (b)
Wray 17-34     |          | 09 39.9 -63 12 |283.20 -07.93 | Star (b)
Wray 17-36     |          | 09 46.3 -65 43 |285.40 -09.36 | Star (b)
Wray 17-39     |          | 10 02.9 -55 50 |280.79 -00.37 | No emission-line object detected (b)
Wray 17-41     |          | 10 08.8 -67 00 |288.00 -08.97 | Galaxy ? (b)
Wray 17-42     |          | 10 21.1 -67 32 |289.29 -08.74 | No emission-line object detected(b)
Wray 17-46     |          | 11 23.2 -62 20 |292.89 -01.20 | Star (b)
Wray 17-57     |          | 12 53.3 -61 46 |303.15 +01.10 | Star (b)
Wray 17-71     |          | 15 49.9 -24 26 |346.87 +22.85 | No emission-line object detected (b)
Y-C 2-1        |*259- 9 2 | 07 52.5 -45 51 |259.99 -09.44 | No emission-line object detected (b)
Y-C 2-3        |*259- 7 1 | 07 59.5 -44 44 |259.65 -07.81 | No emission-line object detected (b)
Y-C 2-4        |*238+ 7 1 | 08 09.2 -18 42 |238.59 +07.73 | Emission-line galaxy (b)
Y-C 2-6        |*289-11 1 | 10 05.8 -70 01 |289.59 -11.56 | Galaxy (b)
Y-C 2-7        |*285+11 1 | 11 09.2 -48 03 |285.81 +11.39 | No emission-line object detedted (b)
Y-C 2-8        |*286+10 1 | 11 10.6 -49 06 |286.45 +10.52 | Emission-line galaxy (b - c)
Y-C 2-12       |*290+ 9 1 | 11 29.9 -51 15 |290.17 +09.58 | Galaxy (b)
Y-C 2-16       |*333+32 1 | 14 44.9 -23 48 |333.85 +32.18 | Emission-line galaxy (b - c)
Y-C 34         |*231- 8 1 | 06 51.8 -20 14 |231.14 -09.00 | Galaxy (b)
Y-C 36         |*221+ 4 1 | 07 22.2 -05 56 |221.73 +04.09 | Galaxy ? (b)
Y-C 39         |*223+ 4 1 | 07 26.9 -07 33 |223.71 +04.36 | Galaxy (b)
Y-C 42         |*214+31 1 | 08 46.0 +12 37 |214.19 +31.06 | Emission-line galaxy (b - c)
Y-C 46         |* 40+ 7 1 | 18 36.4 +10 19 |040.47 +07.99 | Galaxy ? (b)
