notRadio,Name,RAh,RAm,RAs,DE-,DEd,DEm,DEs,n_RAh,F6cm,r_F6cm,F11cm,r_F11cm,l_z,z,Sp,n_Vmag,Vmag,B-V,U-B,Mabs,FC,r_Vmag,r_z,RA1950h,RA1950m,RA1950s,DE1950-,DE1950d,DE1950m,DE1950s
--,FIRST J00080-0129,0,8,4.1,-,1,29,16,R,--,165,--,--,--,0.313,S2,--,19.93,--,--,-21.5,--,--,165,0,5,30.4,-,1,45,58
*,Zw 433.025,0,8,5.8,--,14,50,21,O,--,--,--,--,--,0.045,S1,--,15.7,--,--,-21.5,--,--,1581,0,5,31.5,--,14,33,39
*,SDSS J00081-0015,0,8,9.8,-,0,15,16,O,--,2,--,--,--,0.19,S1,--,20.4,--,--,-19.9,--,--,2,0,5,36.0,-,0,31,58
*,Q 0005+012,0,8,10.7,--,1,31,29,--,--,--,--,--,*,0.32,--,--,19.0,--,--,-22.5,2355,--,2355,0,5,36.9,--,1,14,47
--,RXS J00082-0057,0,8,13.2,-,0,57,52,O,--,278,--,--,--,0.139,S1,--,18.5,--,--,-21.2,--,--,278,0,5,39.5,-,1,14,34
*,SDSS J00082-0009,0,8,14.2,-,0,9,50,O,--,2,--,--,--,0.079,S1,--,19.27,--,--,-19.1,--,--,2,0,5,40.4,-,0,26,32
*,SDSS J00082-1046,0,8,15.5,-,10,46,20,O,--,1,--,--,--,0.199,S1,--,19.87,--,--,-20.6,--,--,1,0,5,42.1,-,11,3,2
*,SDSS J00083+0038,0,8,18.6,--,0,38,47,O,--,2,--,--,--,0.113,S1,--,19.46,--,--,-19.7,--,--,2,0,5,44.8,--,0,22,5
*,NPM1G+40.0002,0,8,20.5,--,40,37,56,O,--,--,--,--,--,0.044,S2,--,16.8,--,--,-20.3,--,--,110,0,5,45.0,--,40,21,15
*,SDSS J00083+0103,0,8,23.7,--,1,3,22,O,--,2,--,--,--,0.055,S1,--,18.47,--,--,-19.1,--,--,2,0,5,49.9,--,0,46,40
*,SDSS J00084-0000,0,8,27.8,-,0,0,17,O,--,2,--,--,--,0.158,S1,--,18.85,--,--,-21.1,--,--,2,0,5,54.0,-,0,16,59
*,SDSS J00084-0007,0,8,28.4,-,0,7,29,O,--,2,--,--,--,0.158,S1,--,20.19,--,--,-19.7,--,--,2,0,5,54.6,-,0,24,11
*,SDSS J00085+0052,0,8,32.0,--,0,52,57,O,--,1,--,--,--,0.257,S1,--,20.75,--,--,-20.3,--,--,1,0,5,58.2,--,0,36,15
*,PB 5760,0,8,34.8,--,0,31,56,O,--,--,--,--,--,0.263,S1n,O,18.2,--,--,-22.9,--,--,2241,0,6,1.0,--,0,15,14
*,2QZ J000836-2725,0,8,37.0,-,27,25,5,O,--,--,--,--,--,0.592,S1,*,20.29,--,-1.04,-22.6,--,487,487,0,6,4.3,-,27,41,47
*,CRSS 0008.6+2046,0,8,40.9,--,20,46,0,O,--,--,--,--,--,0.752,--,--,20.7,--,--,-22.7,--,--,260,0,6,6.3,--,20,29,19
*,SDSS J00087-0044,0,8,42.2,-,0,44,7,O,--,2,--,--,--,0.154,S1,--,19.77,--,--,-20.1,--,--,2,0,6,8.5,-,1,0,49
*,SDSS J00087-0016,0,8,44.0,-,0,16,45,O,--,2,--,--,--,0.148,S1,--,20.83,--,--,-19.0,--,--,2,0,6,10.2,-,0,33,27
*,2QZ J000845-2732,0,8,45.4,-,27,32,33,O,--,--,--,--,--,0.669,S1,*,20.38,--,-0.47,-22.8,--,487,487,0,6,12.8,-,27,49,15
*,CTS C16.08,0,8,46.0,-,46,49,11,O,--,--,--,--,--,0.071,S1.0,--,17.0,--,--,-21.2,1327,--,1325,0,6,14.6,-,47,5,53
*,SDSS J00087-0915,0,8,46.1,-,9,15,20,O,--,2,--,--,--,0.201,S1,--,19.27,--,--,-21.2,--,--,2,0,6,12.7,-,9,32,2
*,SDSS J00087-0859,0,8,47.5,-,8,59,5,O,--,2,--,--,--,0.027,S1,--,18.33,--,--,-17.7,--,--,2,0,6,14.1,-,9,15,47
*,SDSS J00088+0102,0,8,52.0,--,1,2,22,O,--,2,--,--,--,0.286,S1,--,20.56,--,--,-20.7,--,--,2,0,6,18.2,--,0,45,40
*,2QZ J000852-2943,0,8,52.4,-,29,43,38,O,--,--,--,--,--,0.06,S1,*,20.29,--,-0.38,-17.5,--,487,487,0,6,19.9,-,30,0,20
*,SDSSp J00089+0113,0,8,59.2,--,1,13,51,O,--,1802,--,--,--,0.287,--,--,18.77,--,--,-22.5,--,--,1802,0,6,25.4,--,0,57,9
*,SDSS J00090-0100,0,9,0.7,-,1,0,46,O,--,2,--,--,--,0.039,S1,--,18.4,--,--,-18.5,--,--,2,0,6,27.0,-,1,17,28
*,2QZ J000904-2833,0,9,4.2,-,28,33,50,O,--,--,--,--,--,0.751,S1,*,20.81,--,-1.6,-22.6,--,487,487,0,6,31.7,-,28,50,32
*,PHL 2680,0,9,4.5,-,10,34,28,O,--,1,--,--,--,0.241,S1,--,17.95,--,--,-22.9,1587,--,1587,0,6,31.2,-,10,51,10
*,IRAS 00065+1411,0,9,7.4,--,14,27,50,--,--,--,--,--,--,0.04,S2,--,--,--,--,--,--,--,1612,0,6,33.0,--,14,11,9
*,SDSS J00091-0010,0,9,7.6,-,0,10,45,O,--,2,--,--,--,0.248,S1,--,20.69,--,--,-20.3,--,--,2,0,6,33.8,-,0,27,26
*,SDSS J00091-0002,0,9,10.8,-,0,2,12,O,--,2,--,--,--,0.106,S1,--,19.84,--,--,-19.2,--,--,2,0,6,37.0,-,0,18,53
*,SDSS J00091-0011,0,9,11.9,-,0,11,33,O,--,2,--,--,--,0.077,S1,--,19.9,--,--,-18.4,--,--,2,0,6,38.1,-,0,28,14
*,SDSS J00092+0019,0,9,13.6,--,0,19,2,O,--,2,--,--,--,0.063,S1,--,19.15,--,--,-18.8,--,--,2,0,6,39.8,--,0,2,21
*,SDSS J00092+0106,0,9,14.2,--,1,6,14,O,--,2,--,--,--,0.199,S1,--,19.81,--,--,-20.6,--,--,2,0,6,40.4,--,0,49,33
*,2QZ J000914-2713,0,9,14.6,-,27,13,47,O,--,--,--,--,--,0.401,S1,*,19.47,--,-1.16,-22.5,--,487,487,0,6,42.0,-,27,30,29
*,RXS J00092+2437,0,9,15.2,--,24,37,38,O,--,--,--,--,--,0.118,--,--,17.6,--,--,-21.7,--,--,2206,0,6,40.4,--,24,20,57
*,SDSS J00093-0113,0,9,18.4,-,1,13,40,O,--,2,--,--,--,0.113,S1,--,19.97,--,--,-19.2,--,--,2,0,6,44.7,-,1,30,21
*,SDSS J00093-0008,0,9,21.4,-,0,8,29,O,--,2,--,--,--,0.092,S1,--,19.6,--,--,-19.1,--,--,2,0,6,47.6,-,0,25,10
*,1WGA J0009.3+1051,0,9,22.9,--,10,50,36,O,--,--,--,--,--,0.349,--,R,18.7,--,--,-22.5,1320,--,1320,0,6,48.7,--,10,33,55
*,SDSS J00094+0019,0,9,26.4,--,0,19,31,O,--,1,--,--,--,0.114,S1,--,20.12,--,--,-19.1,--,--,1,0,6,52.6,--,0,2,50
--,SDSS J00094-1108,0,9,26.9,-,11,8,4,O,--,1,--,--,--,0.423,S1,--,19.52,--,--,-22.6,--,--,1,0,6,53.6,-,11,24,46
*,2QZ J000931-2717,0,9,31.6,-,27,17,1,O,--,--,--,--,--,0.449,S1,*,20.64,--,-1.0,-21.6,--,487,487,0,6,59.1,-,27,33,43
*,SDSS J00095-0055,0,9,33.9,-,0,55,27,O,--,2,--,--,--,0.116,S1,--,19.82,--,--,-19.4,--,--,2,0,7,0.2,-,1,12,8
*,SDSS J00096+0020,0,9,37.1,--,0,20,54,O,--,2,--,--,--,0.063,S1,--,19.33,--,--,-18.6,--,--,2,0,7,3.3,--,0,4,13
*,SDSS J00096-0032,0,9,39.5,-,0,32,25,O,--,2,--,--,--,0.041,S1,--,19.39,--,--,-17.6,--,--,2,0,7,5.8,-,0,49,6
--,MS 00071-0231,0,9,39.6,-,2,14,38,O,0.001,1960,--,--,--,0.087,S1,--,16.33,--,--,-22.3,1235,--,1960,0,7,5.9,-,2,31,19
*,Q 0007+0217,0,9,39.8,--,2,34,18,--,--,--,--,--,--,0.038,--,R,20.06,--,--,-16.2,1795,--,1795,0,7,5.9,--,2,17,37
*,2QZ J000942-2721,0,9,43.0,-,27,21,5,O,--,--,--,--,--,0.452,S1,*,20.31,--,-0.68,-22.0,--,487,487,0,7,10.5,-,27,37,47
*,SDSS J00097+0059,0,9,43.1,--,0,59,26,O,--,2,--,--,--,0.06,S1,--,20.07,--,--,-17.7,--,--,2,0,7,9.3,--,0,42,45
*,SDSS J00097+0034,0,9,45.1,--,0,34,58,O,--,2,--,--,--,0.168,S1,--,20.28,--,--,-19.8,--,--,2,0,7,11.3,--,0,18,17
*,SDSS J00098-1102,0,9,48.8,-,11,2,7,O,--,2,--,--,--,0.211,S1,--,19.64,--,--,-20.9,--,--,2,0,7,15.5,-,11,18,48
*,2QZ J000950-3005,0,9,50.4,-,30,5,36,O,--,--,--,--,--,0.259,S1,*,19.5,--,-1.36,-21.5,--,489,489,0,7,18.1,-,30,22,18
*,SDSS J00098-0017,0,9,51.8,-,0,17,45,O,--,2,--,--,--,0.122,S1,--,19.86,--,--,-19.5,--,--,2,0,7,18.0,-,0,34,26
*,SDSS J00099+0009,0,9,56.5,--,0,9,33,O,--,2,--,--,--,0.243,S1,--,20.37,--,--,-20.5,--,--,2,0,7,22.7,-,0,7,8
*,SDSS J00100-0041,0,10,0.4,-,0,41,47,O,--,2,--,--,--,0.145,S1,--,19.73,--,--,-20.0,--,--,2,0,7,26.7,-,0,58,28
*,SDSS J00100-0105,0,10,5.5,-,1,5,40,O,--,2,--,--,--,0.038,S1,--,18.93,--,--,-17.9,--,--,2,0,7,31.8,-,1,22,21
*,E 0007-114,0,10,7.6,-,11,12,23,O,--,--,--,--,--,0.456,--,*,19.6,-0.1,--,-22.8,605,1270,1270,0,7,34.3,-,11,29,4
*,2QZ J001008-2730,0,10,8.1,-,27,30,41,O,--,--,--,--,--,0.39,S1,*,20.42,--,-0.44,-21.6,--,487,487,0,7,35.7,-,27,47,22
*,SDSS J00101-0046,0,10,9.9,-,0,46,3,O,--,2,--,--,--,0.243,S1,--,20.1,--,--,-20.8,--,--,2,0,7,36.2,-,1,2,44
*,SDSSp J00101+0051,0,10,10.0,--,0,51,26,O,--,1802,--,--,--,0.387,--,--,19.15,--,--,-22.8,--,--,1802,0,7,36.2,--,0,34,45
*,SDSS J00101-0018,0,10,10.7,-,0,18,41,O,--,2,--,--,--,0.074,S1,--,19.38,--,--,-18.9,--,--,2,0,7,36.9,-,0,35,22
--,MARK  937,0,10,10.8,-,4,42,36,O,--,157,--,--,--,0.03,S1,--,13.8,--,--,-22.5,1286,--,1404,0,7,37.2,-,4,59,17
*,SDSS J00102-0928,0,10,14.0,-,9,28,40,O,--,2,--,--,--,0.022,S1,--,17.75,--,--,-17.9,--,--,2,0,7,40.7,-,9,45,21
*,SDSS J00102-0023,0,10,16.6,-,0,23,5,O,--,2,--,--,--,0.21,S1,--,20.17,--,--,-20.4,--,--,2,0,7,42.9,-,0,39,46
*,SDSS J00103+0056,0,10,19.3,--,0,56,34,O,--,2,--,--,--,0.158,S1,--,20.16,--,--,-19.8,--,--,2,0,7,45.5,--,0,39,53
*,MS 00078-3543,0,10,21.1,-,35,26,19,O,--,1960,--,--,--,0.093,S1,--,16.0,--,--,-22.8,1235,--,1960,0,7,49.2,-,35,43,0
*,SDSS J00104-0046,0,10,29.0,-,0,46,12,O,--,2,--,--,--,0.039,S1,--,19.46,--,--,-17.4,--,--,2,0,7,55.3,-,1,2,53
*,SDSS J00104-1016,0,10,29.6,-,10,16,18,O,--,2,--,--,--,0.108,S1,--,19.78,--,--,-19.3,--,--,2,0,7,56.3,-,10,32,59
--,III Zw  2,0,10,31.0,--,10,58,28,O,0.435,1167,0.23,1098,--,0.089,S1.2,--,15.4,0.56,-0.83,-22.7,251,71,2239,0,7,56.7,--,10,41,47
*,SDSS J00107-0103,0,10,47.4,-,1,3,13,O,--,2,--,--,--,0.112,S1,--,19.99,--,--,-19.2,--,--,2,0,8,13.7,-,1,19,54
*,ESO 538-G25,0,10,54.3,-,21,4,3,O,--,--,--,--,--,0.026,S2,--,15.3,--,--,-20.7,--,--,1252,0,8,21.6,-,21,20,44
*,Q 0008-0001,0,10,54.9,--,0,14,50,O,--,--,--,--,--,0.243,--,--,18.4,--,--,-22.5,--,--,359,0,8,21.1,-,0,1,51
*,SDSS J00109-0901,0,10,56.2,-,9,1,10,O,--,1,--,--,--,0.081,S1,--,18.1,--,--,-20.4,--,--,1,0,8,22.9,-,9,17,51
*,2QZ J001058-2955,0,10,58.5,-,29,55,6,O,--,--,--,--,--,0.786,S1,*,20.82,--,-0.73,-22.7,--,489,489,0,8,26.4,-,30,11,47
*,SDSS J00110-0114,0,11,2.0,-,1,14,6,O,--,2,--,--,--,0.073,S1,--,18.63,--,--,-19.6,--,--,2,0,8,28.3,-,1,30,47
*,SDSS J00110-0023,0,11,3.7,-,0,23,32,O,--,2,--,--,--,0.197,S1,--,19.83,--,--,-20.6,--,--,2,0,8,30.0,-,0,40,13
*,2QZ J001104-2948,0,11,4.6,-,29,48,2,O,--,--,--,--,--,0.578,S1,*,20.41,--,-0.22,-22.4,--,487,487,0,8,32.5,-,30,4,43
*,SDSS J00110-1110,0,11,5.7,-,11,10,23,O,--,2,--,--,--,0.218,S1,--,20.21,--,--,-20.4,--,--,2,0,8,32.5,-,11,27,4
--,MARK  938,0,11,6.6,-,12,6,27,O,0.026,1313,--,--,--,0.019,S2,--,13.52,0.62,0.18,-21.2,1335,1443,2097,0,8,33.4,-,12,23,8
*,SDSS J00111+0035,0,11,7.8,--,0,35,51,O,--,2,--,--,--,0.155,S1,--,19.51,--,--,-20.4,--,--,2,0,8,34.0,--,0,19,10
*,SDSS J00111+0050,0,11,8.8,--,0,50,43,O,--,2,--,--,--,0.108,S1,--,18.23,--,--,-20.9,--,--,2,0,8,35.0,--,0,34,2
*,SDSS J00111-0111,0,11,9.0,-,1,11,14,O,--,1,--,--,--,0.22,S1,--,20.46,--,--,-20.2,--,--,1,0,8,35.3,-,1,27,55
*,SDSS J00112-1100,0,11,13.5,-,11,0,23,O,--,1,--,--,--,0.495,S1,--,20.07,--,--,-22.4,--,--,1,0,8,40.3,-,11,17,4
*,RXS J00113+3739,0,11,21.0,--,37,39,23,O,--,--,--,--,--,0.104,S1,--,16.5,--,--,-22.5,--,--,2206,0,8,45.0,--,37,22,42
*,SDSS J00113+0100,0,11,22.1,--,1,0,42,O,--,2,--,--,--,0.053,S1,--,18.47,--,--,-19.1,--,--,2,0,8,48.3,--,0,44,1
*,SDSS J00114+0004,0,11,26.6,--,0,4,4,O,--,2,--,--,--,0.211,S1,--,19.9,--,--,-20.7,--,--,2,0,8,52.8,-,0,12,37
--,SDSS J00114+0009,0,11,27.1,--,0,9,33,O,0.001,2,--,--,--,0.108,S1,--,19.04,--,--,-20.1,--,--,2,0,8,53.3,-,0,7,8
*,SDSS J00115-1023,0,11,30.2,-,10,23,53,O,--,1,--,--,--,0.337,S1,--,19.52,--,--,-22.1,--,--,1,0,8,57.0,-,10,40,34
*,Q 0008+005,0,11,31.4,--,0,47,18,O,--,--,--,--,--,0.29,--,--,18.5,--,--,-22.8,2355,--,1645,0,8,57.6,--,0,30,37
*,2QZ J001135-3027,0,11,35.7,-,30,27,28,O,--,--,--,--,--,0.679,S1,*,20.71,--,-0.46,-22.5,--,489,489,0,9,3.7,-,30,44,9
*,SDSS J00118+0047,0,11,49.2,--,0,47,35,O,--,2,--,--,--,0.11,S1,--,19.47,--,--,-19.7,--,--,2,0,9,15.4,--,0,30,54
*,SDSS J00118-0001,0,11,49.5,-,0,1,54,O,--,2,--,--,--,0.04,S1,--,18.65,--,--,-18.3,--,--,2,0,9,15.7,-,0,18,35
*,SDSS J00118+0031,0,11,54.0,--,0,31,56,O,--,2,--,--,--,0.187,S1,--,19.79,--,--,-20.5,--,--,2,0,9,20.2,--,0,15,15
*,SDSS J00120+0037,0,12,2.9,--,0,37,11,O,--,2,--,--,--,0.11,S1,--,19.12,--,--,-20.0,--,--,2,0,9,29.1,--,0,20,30
*,SDSS J00121+0005,0,12,7.2,--,0,5,38,O,--,2,--,--,--,0.189,S1,--,19.96,--,--,-20.4,--,--,2,0,9,33.4,-,0,11,3
*,2QZ J001210-3034,0,12,10.9,-,30,34,47,O,--,--,--,--,--,0.685,S1,*,20.41,--,-0.88,-22.8,--,489,489,0,9,39.0,-,30,51,28
*,UM 213,0,12,17.9,-,0,6,10,O,--,--,--,--,--,0.041,H2,--,16.0,--,--,-21.0,1231,--,1841,0,9,44.1,-,0,22,51
*,SDSS J00123+0007,0,12,19.1,--,0,7,22,O,--,2,--,--,--,0.108,S1,--,19.62,--,--,-19.5,--,--,2,0,9,45.3,-,0,9,19
*,SDSS J00123+0037,0,12,21.0,--,0,37,4,O,--,2,--,--,--,0.25,S1,--,20.65,--,--,-20.3,--,--,2,0,9,47.2,--,0,20,23
*,SDSS J00123-0854,0,12,21.4,-,8,54,34,O,--,1,--,--,--,0.332,S1,--,19.72,--,--,-21.9,--,--,1,0,9,48.1,-,9,11,15
*,SDSS J00124-1018,0,12,27.2,-,10,18,15,O,--,2,--,--,--,0.022,S1,--,18.95,--,--,-16.7,--,--,2,0,9,54.0,-,10,34,56
*,SDSS J00124-0113,0,12,28.8,-,1,13,35,O,--,2,--,--,--,0.209,S1,--,20.07,--,--,-20.5,--,--,2,0,9,55.1,-,1,30,16
*,Q 0009+026A,0,12,31.9,--,2,56,10,O,--,--,--,--,*,0.36,--,--,19.0,--,--,-22.8,2355,--,2355,0,9,58.0,--,2,39,29
*,SDSS J00125-1001,0,12,32.6,-,10,1,32,O,--,1,--,--,--,0.419,S1,--,19.91,--,--,-22.2,--,--,1,0,9,59.4,-,10,18,13
--,TEX 0010-167,0,12,33.9,-,16,28,7,--,0.05,787,--,--,--,0.151,S1,--,17.7,--,--,-22.1,157,--,1549,0,10,1.1,-,16,44,48
*,2QZ J001241-3001,0,12,41.6,-,30,1,58,O,--,--,--,--,--,0.48,S1,*,20.26,--,-0.54,-22.1,--,487,487,0,10,9.8,-,30,18,39
*,SDSS J00128+0030,0,12,52.8,--,0,30,43,O,--,2,--,--,--,0.148,S1,--,19.77,--,--,-20.0,--,--,2,0,10,19.0,--,0,14,2
*,SDSS J00129-0112,0,12,54.7,-,1,12,48,O,--,2,--,--,--,0.195,S1,--,20.39,--,--,-20.0,--,--,2,0,10,21.0,-,1,29,29
*,SDSS J00129+0109,0,12,55.0,--,1,9,5,O,--,1,--,--,--,0.155,S1,--,19.63,--,--,-20.3,--,--,1,0,10,21.2,--,0,52,24
*,SDSS J00129+0003,0,12,55.7,--,0,3,7,O,--,2,--,--,--,0.039,S1,--,19.64,--,--,-17.2,--,--,2,0,10,21.9,-,0,13,34
*,SDSS J00129-0020,0,12,56.2,-,0,20,50,O,--,2,--,--,--,0.087,S1,--,19.31,--,--,-19.3,--,--,2,0,10,22.5,-,0,37,31
*,2QZ J001258-2924,0,12,58.2,-,29,24,11,O,--,--,--,--,--,0.448,S1,*,19.65,--,-0.4,-22.6,--,487,487,0,10,26.4,-,29,40,52
*,SDSS J00130+0047,0,13,3.7,--,0,47,49,O,--,1,--,--,--,0.085,S1,--,19.19,--,--,-19.4,--,--,1,0,10,29.9,--,0,31,8
*,Q 0010+0221,0,13,9.5,--,2,38,10,--,--,--,--,--,--,0.083,--,R,17.74,--,--,-20.2,1795,--,1795,0,10,35.6,--,2,21,29
*,SDSS J00131+0054,0,13,11.1,--,0,54,25,O,--,2,--,--,--,0.212,S1,--,20.56,--,--,-20.0,--,--,2,0,10,37.3,--,0,37,44
--,S5 0010+77,0,13,11.6,--,77,48,46,O,0.78,1135,1.32,1135,--,0.326,S2,O,18.7,--,--,-22.9,1137,--,1946,0,10,22.1,--,77,32,6
*,Q 0010+0219,0,13,13.7,--,2,36,16,--,--,--,--,--,--,0.088,--,R,17.66,--,--,-20.4,1795,--,2052,0,10,39.8,--,2,19,35
*,SDSS J00132-0031,0,13,16.7,-,0,31,22,O,--,2,--,--,--,0.065,S1,--,19.25,--,--,-18.7,--,--,2,0,10,43.0,-,0,48,3
*,Q 0010-2932,0,13,19.2,-,29,16,9,O,--,--,--,--,--,0.054,S2,--,15.82,--,-0.67,-21.8,1158,1158,1158,0,10,47.4,-,29,32,50
*,SDSS J00134-0018,0,13,27.4,-,0,18,55,O,--,2,--,--,--,0.043,S1,--,19.45,--,--,-17.6,--,--,2,0,10,53.7,-,0,35,36
*,SDSS J00135-0949,0,13,30.6,-,9,49,47,O,--,2,--,--,--,0.21,S1,--,19.97,--,--,-20.6,--,--,2,0,10,57.5,-,10,6,28
*,2QZ J001332-2726,0,13,32.5,-,27,26,9,O,--,--,--,--,--,0.428,S1,*,19.9,--,-0.8,-22.2,--,489,489,0,11,0.6,-,27,42,50
*,SDSS J00135-0854,0,13,35.2,-,8,54,14,O,--,1,--,--,--,0.098,S1,--,18.92,--,--,-20.0,--,--,1,0,11,2.0,-,9,10,55
*,SDSS J00135-0951,0,13,35.3,-,9,51,20,O,--,1,--,--,--,0.062,S1,--,17.4,--,--,-20.5,--,--,1,0,11,2.2,-,10,8,1
*,SDSS J00136+0008,0,13,36.2,--,0,8,11,O,--,2,--,--,--,0.198,S1,--,19.98,--,--,-20.5,--,--,2,0,11,2.4,-,0,8,30
*,SDSS J00136-0023,0,13,37.7,-,0,23,7,O,--,2,--,--,--,0.228,S1,--,20.83,--,--,-19.9,--,--,2,0,11,4.0,-,0,39,48
*,SDSS J00136-1111,0,13,40.7,-,11,11,0,O,--,1,--,--,--,0.255,S1,--,18.31,--,--,-22.7,--,--,1,0,11,7.7,-,11,27,41
*,SDSS J00137+0034,0,13,46.5,--,0,34,3,O,--,1,--,--,--,0.274,S1,--,19.23,--,--,-21.9,--,--,1,0,11,12.7,--,0,17,22
*,SDSS J00139+0054,0,13,54.8,--,0,54,27,O,--,2,--,--,--,0.085,S1,--,19.93,--,--,-18.6,--,--,2,0,11,21.0,--,0,37,46
*,AC 118-171,0,14,14.3,-,30,22,40,O,--,--,--,--,--,0.323,--,--,20.8,--,--,-20.7,--,--,448,0,11,42.8,-,30,39,21
*,2QZ J001421-3058,0,14,21.6,-,30,58,3,O,--,--,--,--,--,0.645,S1,*,20.8,--,-0.48,-22.3,--,489,489,0,11,50.1,-,31,14,44
*,SDSS J00143+0026,0,14,21.7,--,0,26,47,O,--,2,--,--,--,0.093,S1,--,19.15,--,--,-19.6,--,--,2,0,11,47.9,--,0,10,7
*,MARK  940,0,14,22.3,--,34,12,9,O,--,191,--,--,--,0.064,S?,--,16.0,--,--,-21.9,1286,--,1295,0,11,46.0,--,33,55,29
*,2QZ J001432-2800,0,14,32.8,-,28,0,16,O,--,--,--,--,--,0.283,S1,*,19.37,--,-0.54,-21.9,--,487,487,0,12,1.1,-,28,16,57
*,SDSS J00146-0056,0,14,38.6,-,0,56,19,O,--,2,--,--,--,0.067,S1,--,19.58,--,--,-18.5,--,--,2,0,12,4.9,-,1,12,59
*,2QZ J001439-2721,0,14,39.5,-,27,21,4,O,--,--,--,--,--,0.547,S1,*,19.86,--,-0.48,-22.8,--,489,489,0,12,7.8,-,27,37,45
*,2QZ J001445-2903,0,14,45.7,-,29,3,48,O,--,--,--,--,--,0.571,S1,*,19.83,--,-0.77,-22.9,--,487,487,0,12,14.1,-,29,20,28
*,SDSS J00147+0028,0,14,46.8,--,0,28,54,O,--,2,--,--,--,0.065,S1,--,19.02,--,--,-19.0,--,--,2,0,12,13.0,--,0,12,14
*,SDSS J00147+0015,0,14,47.9,--,0,15,54,O,--,2,--,--,--,0.038,S1,--,19.54,--,--,-17.3,--,--,2,0,12,14.1,-,0,0,46
*,RXS J00148+2705,0,14,53.1,--,27,5,41,O,--,--,--,--,--,0.086,S1,--,16.4,--,--,-22.2,--,--,2206,0,12,17.3,--,26,49,1
*,SDSS J00149-1002,0,14,54.7,-,10,2,22,O,--,1,--,--,--,0.852,S1,--,20.94,--,--,-22.9,--,--,1,0,12,21.6,-,10,19,2
--,SDSS J00149+0015,0,14,55.1,--,0,15,8,O,0.003,2,--,--,--,0.039,S1,--,17.58,--,--,-19.3,--,--,2,0,12,21.3,-,0,1,32
*,SDSS J00149-0945,0,14,57.5,-,9,45,11,O,--,1,--,--,--,0.178,S1,--,20.15,--,--,-20.1,--,--,1,0,12,24.4,-,10,1,51
*,SDSS J00150+0057,0,15,2.3,--,0,57,0,O,--,2,--,--,--,0.153,S1,--,20.26,--,--,-19.6,--,--,2,0,12,28.5,--,0,40,20
*,SDSS J00150-0944,0,15,2.4,-,9,44,39,O,--,1,--,--,--,0.336,S1,--,19.19,--,--,-22.4,--,--,1,0,12,29.3,-,10,1,19
*,6QZ J001502-2922,0,15,2.7,-,29,22,12,O,--,--,--,--,--,0.205,S1,*,18.13,--,-0.69,-22.4,--,489,489,0,12,31.2,-,29,38,52
*,SDSS J00150-1000,0,15,2.9,-,10,0,1,O,--,2,--,--,--,0.319,S1,--,22.63,--,--,-18.9,--,--,2,0,12,29.8,-,10,16,41
*,2QZ J001507-2922,0,15,7.5,-,29,22,6,O,--,--,--,--,--,0.392,S1,*,19.42,--,-1.38,-22.6,--,487,487,0,12,36.0,-,29,38,46
*,SDSS J00151+0038,0,15,8.9,--,0,38,43,O,--,2,--,--,--,0.15,S1,--,19.63,--,--,-20.2,--,--,2,0,12,35.1,--,0,22,3
*,Q 0012+0219,0,15,10.0,--,2,35,48,--,--,--,--,--,--,0.362,--,R,20.11,--,--,-21.1,1795,--,1795,0,12,36.1,--,2,19,8
--,2QZ J001520-2930,0,15,20.0,-,29,30,33,O,--,487,--,--,--,0.432,S1,*,19.53,--,-1.12,-22.6,--,487,487,0,12,48.6,-,29,47,13
*,SDSS J00153-0034,0,15,21.3,-,0,34,17,O,--,2,--,--,--,0.066,S1,--,19.42,--,--,-18.6,--,--,2,0,12,47.6,-,0,50,57
*,SDSS J00154-0058,0,15,26.8,-,0,58,18,O,--,2,--,--,--,0.167,S1,--,19.95,--,--,-20.1,--,--,2,0,12,53.1,-,1,14,58
*,SDSS J00155+0058,0,15,30.9,--,0,58,22,O,--,2,--,--,--,0.156,S1,--,19.75,--,--,-20.2,--,--,2,0,12,57.1,--,0,41,42
*,SDSS J00155-0019,0,15,31.0,-,0,19,40,O,--,2,--,--,--,0.215,S1,--,20.61,--,--,-20.0,--,--,2,0,12,57.3,-,0,36,20
*,SDSS J00155+0024,0,15,35.3,--,0,24,47,O,--,1,--,--,--,0.227,S1,--,20.18,--,--,-20.6,--,--,1,0,13,1.5,--,0,8,7
*,SDSS J00155-1021,0,15,35.6,-,10,21,14,O,--,2,--,--,--,0.066,S1,--,19.41,--,--,-18.6,--,--,2,0,13,2.6,-,10,37,54
*,SDSS J00156-0047,0,15,41.4,-,0,47,24,O,--,1,--,--,--,0.153,S1,--,19.84,--,--,-20.0,--,--,1,0,13,7.7,-,1,4,4
*,Q 0013+0220,0,15,43.4,--,2,37,8,--,--,--,--,--,--,0.059,--,R,17.52,--,--,-19.7,1795,--,1795,0,13,9.4,--,2,20,28
*,SDSSp J00157+0008,0,15,45.4,--,0,8,23,O,--,1802,--,--,--,0.371,--,--,19.79,--,--,-22.1,--,--,1802,0,13,11.6,-,0,8,17
*,SDSS J00158-0846,0,15,50.0,-,8,46,34,O,--,2,--,--,--,0.18,S1,--,19.43,--,--,-20.8,--,--,2,0,13,16.9,-,9,3,14
