notRadio,Name,RAh,RAm,RAs,DE-,DEd,DEm,DEs,n_RAh,F6cm,r_F6cm,F11cm,r_F11cm,l_z,z,Sp,n_Vmag,Vmag,B-V,U-B,Mabs,FC,r_Vmag,r_z,RA1950h,RA1950m,RA1950s,DE1950-,DE1950d,DE1950m,DE1950s
--,RXS J09530-0840,9,53,2.7,-,8,40,18,--,0.077,788,--,--,--,--,BL,--,17.2,--,--,--,157,--,157,9,50,34.3,-,8,26,9
--,MS 09509+4929,9,54,9.8,--,49,15,0,O,0.003,1959,--,--,--,--,HP,--,19.3,--,--,--,1876,--,1625,9,50,55.0,--,49,29,11
--,S4 0954+65,9,58,47.2,--,65,33,54,O,1.46,1532,1.22,1532,--,0.367,HP,--,16.81,--,--,-25.0,397,1539,1622,9,54,57.8,--,65,48,15
--,RXS J09594+2123,9,59,30.0,--,21,23,18,--,0.035,778,--,--,--,0.365,BL?,--,17.4,--,--,-24.4,157,--,157,9,56,42.9,--,21,37,42
*,2QZ J100011-0208,10,0,11.9,-,2,8,21,O,--,--,--,--,--,0.0,BL?,*,19.03,--,-0.76,--,--,489,489,9,57,39.3,-,1,53,56
--,Q J10006+5319,10,0,40.7,--,53,19,12,O,--,--,--,--,--,--,BL,I,18.77,--,--,--,--,--,2230,9,57,21.6,--,53,33,37
--,MS 09589+2102,10,1,42.4,--,20,48,18,O,0.001,1960,--,--,--,0.344,BL,--,19.84,--,--,-21.9,1876,--,1625,9,58,55.9,--,21,2,46
--,EXO 1004.0+3509,10,6,56.3,--,34,54,45,--,0.006,737,--,--,--,0.612,BL,--,19.0,--,--,-23.9,157,--,168,10,4,0.1,--,35,9,24
*,RXS J10081+4705,10,8,11.3,--,47,5,20,--,--,157,--,--,--,0.343,BL,--,19.0,--,--,-22.7,157,--,116,10,5,3.3,--,47,20,2
--,PKS 1008+013,10,11,15.6,--,1,6,42,O,0.24,227,0.24,2155,--,--,BL,--,19.0,--,--,--,227,--,927,10,8,41.2,--,1,21,31
--,NRAO 350,10,12,13.3,--,6,30,57,O,0.331,776,--,--,--,--,?,--,16.8,--,--,--,2305,--,1512,10,9,36.0,--,6,45,48
--,RXS J10127+4229,10,12,44.3,--,42,29,57,O,0.046,778,--,--,--,0.364,BL?,--,18.27,--,--,-23.6,115,1539,344,10,9,42.5,--,42,44,48
--,GB 1011+496,10,15,4.2,--,49,26,1,O,0.286,776,--,--,--,0.2,BL,--,16.15,0.41,-0.68,-23.9,1242,1247,1602,10,11,55.3,--,49,40,57
*,SBS 1012+529,10,15,25.9,--,52,42,19,O,--,--,--,--,--,--,BL?,--,16.0,--,--,--,--,--,1923,10,12,12.8,--,52,57,15
--,RXS J10162+4108,10,16,16.7,--,41,8,13,O,--,278,--,--,--,0.281,BL,--,17.3,--,--,-23.9,157,--,2228,10,13,17.0,--,41,23,11
--,RXS J10186+3128,10,18,34.0,--,31,28,33,R,--,278,--,--,--,0.161,BL?,--,18.6,--,--,-21.4,--,--,278,10,15,42.4,--,31,43,36
--,TEX 1015+594,10,18,58.6,--,59,11,28,O,0.076,778,--,--,--,--,BL?,R,17.26,--,--,--,--,--,332,10,15,36.1,--,59,26,31
--,PKS 1016-268,10,19,8.5,-,27,8,54,R,0.36,1753,0.29,1753,--,--,BL,--,18.3,--,--,--,983,--,927,10,16,49.4,-,26,53,50
--,RXS J10227-0112,10,22,43.7,-,1,13,2,O,0.051,788,--,--,--,--,BL,--,17.19,--,--,--,157,--,55,10,20,10.5,-,0,57,51
*,2QZ J102321+0014,10,23,21.3,--,0,14,37,O,--,--,--,--,--,0.0,BL?,*,19.92,--,-0.58,--,--,489,489,10,20,47.4,--,0,29,49
*,SBS 1020+541,10,23,27.4,--,53,53,0,O,--,--,--,--,--,--,BL?,--,17.5,--,--,--,--,--,1923,10,20,15.5,--,54,8,11
--,RXS J10237+3001,10,23,39.7,--,30,0,57,R,--,278,--,--,--,--,BL,--,20.4,--,--,--,--,--,278,10,20,49.9,--,30,16,9
*,2QZ J102355-0206,10,23,55.5,-,2,6,23,O,--,--,--,--,--,0.0,BL?,*,19.49,--,-1.15,--,--,489,489,10,21,22.7,-,1,51,10
*,RXS J10239-4336,10,23,56.4,-,43,36,2,--,--,--,--,--,--,--,BL,--,17.5,--,--,--,--,--,1422,10,21,48.7,-,43,20,48
--,RXS J10249+2332,10,24,53.6,--,23,32,34,O,0.135,778,--,--,--,--,BL,--,18.6,--,--,--,--,--,278,10,22,7.9,--,23,47,48
*,Q J10262-0006,10,26,15.4,-,0,6,30,O,--,--,--,--,--,--,BL,*,19.4,--,-0.98,--,--,1209,1209,10,23,41.6,--,0,8,47
--,RXS J10269-1749,10,26,58.5,-,17,48,58,--,--,157,--,--,--,0.114,BL,--,16.6,--,--,-22.6,157,--,157,10,24,33.3,-,17,33,39
*,2QZ J102702+0034,10,27,2.3,--,0,34,3,O,--,--,--,--,--,0.0,BL?,*,19.52,--,-0.89,--,--,489,489,10,24,28.2,--,0,49,21
--,1ES 1028+511,10,31,18.5,--,50,53,36,O,0.05,776,--,--,--,0.361,BL,--,17.0,--,--,-24.8,1548,--,116,10,28,13.1,--,51,9,1
--,TEX 1029+378,10,32,40.7,--,37,38,26,O,0.027,778,--,--,--,--,BL,--,17.35,--,--,--,264,--,2228,10,29,47.4,--,37,53,54
--,RXS J10336-1436,10,33,35.0,-,14,36,24,--,--,333,--,--,--,0.367,BL,--,20.2,--,--,-21.6,--,--,333,10,31,7.7,-,14,20,54
*,Q J10361+0156,10,36,7.4,--,1,56,58,O,--,--,--,--,--,--,BL,*,19.23,--,-0.94,--,--,1209,1209,10,33,32.8,--,2,12,32
--,RXS J10377+5711,10,37,44.2,--,57,11,57,O,0.126,778,--,--,--,--,BL,--,16.7,--,--,--,115,--,1440,10,34,33.2,--,57,27,32
*,2QZ J104134+0037,10,41,34.7,--,0,37,11,O,--,--,--,--,--,0.0,BL?,*,19.82,--,-0.94,--,--,489,489,10,39,0.6,--,0,52,53
--,B3 1038+392,10,41,49.2,--,39,1,20,O,0.019,778,--,--,--,0.21,BL?,--,15.8,--,--,-24.8,157,--,168,10,38,56.9,--,39,17,2
*,2QZ J104207+0158,10,42,8.0,--,1,58,21,O,--,--,--,--,--,0.0,BL?,*,20.0,--,-0.64,--,--,489,489,10,39,33.4,--,2,14,4
*,2QZ J104254-0042,10,42,54.3,-,0,42,30,O,--,--,--,--,--,0.0,BL?,*,20.44,--,-0.5,--,--,489,489,10,40,20.8,-,0,26,46
--,TEX 1040+244,10,43,9.0,--,24,8,36,O,0.328,778,0.47,430,--,0.56,BL,--,17.69,--,--,-25.0,430,--,2228,10,40,25.2,--,24,24,20
*,Q J10453+0026,10,45,19.7,--,0,26,15,O,--,--,--,--,--,--,BL,*,18.68,--,-1.03,--,--,1209,1209,10,42,45.7,--,0,42,2
--,1ES 1044+549,10,47,45.8,--,54,37,41,O,0.004,1548,--,--,--,--,?,--,19.8,--,--,--,1548,--,1548,10,44,42.1,--,54,53,31
*,2QZ J104746+0147,10,47,46.6,--,1,47,12,O,--,--,--,--,--,0.0,BL?,*,20.45,--,-0.41,--,--,489,489,10,45,12.1,--,2,3,3
*,2QZ J105037-0115,10,50,37.8,-,1,15,57,O,--,--,--,--,--,0.0,BL?,*,19.44,--,-0.89,--,--,489,489,10,48,4.4,-,1,0,2
--,RXS J10514+3943,10,51,25.3,--,39,43,26,O,--,157,--,--,--,0.498,BL,--,20.0,--,--,-22.5,157,--,168,10,48,34.8,--,39,59,21
--,MS 10507+4946,10,53,44.2,--,49,29,54,--,0.059,778,--,--,--,0.14,BL,--,16.9,--,--,-22.8,1235,--,1625,10,50,47.6,--,49,45,52
*,Q J10539-0055,10,53,55.2,-,0,55,38,O,--,--,--,--,--,--,BL,*,19.53,--,-0.77,--,--,1209,1209,10,51,21.7,-,0,39,39
--,FIRST J10545+3855,10,54,31.8,--,38,55,22,R,0.056,778,--,--,--,1.363,BL,--,16.93,--,--,-28.1,--,--,2228,10,51,42.5,--,39,11,21
*,RXS J10555-0126,10,55,34.3,-,1,26,17,O,--,--,--,--,--,--,BL,*,18.96,--,-1.22,--,--,1209,55,10,53,1.0,-,1,10,16
--,RXS J10561+0252,10,56,6.6,--,2,52,13,O,--,157,--,--,--,0.235,BL,--,19.5,--,--,-21.3,157,--,675,10,53,31.9,--,3,8,15
*,2QZ J105626-0005,10,56,26.6,-,0,5,14,O,--,--,--,--,--,0.0,BL?,*,20.27,--,-0.77,--,--,489,489,10,53,52.8,--,0,10,48
*,2QZ J105632-0010,10,56,32.1,-,0,10,42,O,--,--,--,--,--,0.0,BL?,*,18.58,--,-0.82,--,--,489,489,10,53,58.4,--,0,5,20
*,2QZ J105634+0023,10,56,34.7,--,0,23,11,O,--,--,--,--,--,0.0,BL?,*,19.75,--,-0.55,--,--,489,489,10,54,0.8,--,0,39,13
*,2QZ J105722+0029,10,57,23.0,--,0,29,47,O,--,--,--,--,--,0.0,BL?,*,20.03,--,-1.08,--,--,489,489,10,54,49.0,--,0,45,50
--,FIRST J10573+2303,10,57,23.1,--,23,3,18,O,--,--,--,--,--,0.379,BL,--,19.26,--,--,-22.7,157,--,2228,10,54,41.5,--,23,19,21
--,1WGA J1057.6-7724,10,57,33.4,-,77,24,29,O,0.409,777,--,--,--,0.181,BL?,--,21.0,--,--,-19.2,--,--,1159,10,56,20.0,-,77,8,24
--,RXS J10578-2753,10,57,50.7,-,27,54,11,--,--,157,--,--,--,0.092,BL,--,17.8,--,--,-20.9,157,--,112,10,55,26.5,-,27,38,7
*,RXS J10578-0059,10,57,52.8,-,0,59,8,O,--,--,--,--,--,0.468,BL,--,--,--,--,--,--,--,2,10,55,19.3,-,0,43,4
--,FIRST J10584+2817,10,58,29.9,--,28,17,46,O,0.175,778,--,--,--,--,BL,--,18.26,--,--,--,--,--,2228,10,55,46.3,--,28,33,50
--,RXS J10586+5628,10,58,37.7,--,56,28,12,O,0.247,778,--,--,--,0.144,BL,--,15.8,--,--,-23.9,157,--,116,10,55,36.5,--,56,44,16
--,PKS 1056-112,10,59,12.6,-,11,34,22,O,0.61,237,0.37,237,--,--,BL,--,17.5,--,--,--,1747,--,927,10,56,42.5,-,11,18,16
*,2QZ J110007+0029,11,0,7.2,--,0,29,11,O,--,--,--,--,--,0.0,BL?,*,20.09,--,-1.16,--,--,489,489,10,57,33.3,--,0,45,18
--,RXS J11004+4210,11,0,21.0,--,42,10,53,O,--,278,--,--,--,0.323,BL?,--,19.1,--,--,-22.4,--,--,278,10,57,31.2,--,42,26,59
--,RXS J11003+4019,11,0,21.1,--,40,19,28,O,--,278,--,--,--,0.225,BL,--,17.3,--,--,-23.4,157,--,168,10,57,32.3,--,40,35,34
*,RXS J11028-0148,11,2,52.0,-,1,48,51,--,--,--,--,--,--,--,BL,--,21.65,--,--,--,--,--,55,11,0,18.7,-,1,32,41
--,H 1101-232,11,3,37.7,-,23,29,31,O,0.066,787,--,--,--,0.186,BL,--,16.55,0.45,-0.61,-23.3,1876,1637,643,11,1,11.1,-,23,13,20
--,MARK  421,11,4,27.2,--,38,12,32,O,0.696,1097,0.57,1097,--,0.031,HP,--,12.9,0.6,-0.77,-22.9,2060,1992,754,11,1,40.5,--,38,28,43
*,Q J11067+0007,11,6,44.5,--,0,7,17,O,--,--,--,--,--,--,BL,*,19.86,--,-1.11,--,--,1209,1209,11,4,10.7,--,0,23,31
--,RXS J11078+1502,11,7,48.1,--,15,2,10,O,0.037,778,--,--,--,0.259,BL,--,18.0,--,--,-23.0,157,--,157,11,5,10.2,--,15,18,25
--,1WGA J1108.1-7748,11,8,11.3,-,77,48,17,--,0.067,777,--,--,--,0.351,BL,R,21.0,--,--,-20.2,--,--,1549,11,6,47.0,-,77,32,1
--,RXS J11089-0149,11,8,58.2,-,1,49,32,--,--,157,--,--,--,0.106,BL?,--,18.0,--,--,-21.1,157,--,157,11,6,24.9,-,1,33,16
--,1ES 1106+244,11,9,16.2,--,24,11,20,O,0.018,1548,--,--,--,--,BL,--,18.7,--,--,--,1548,--,1548,11,6,35.6,--,24,27,36
--,OP 1106.7+3654,11,9,33.5,--,36,38,26,O,--,995,--,--,--,--,?,--,19.4,--,--,--,995,--,995,11,6,48.5,--,36,54,42
--,RXS J11106+7133,11,10,37.5,--,71,33,57,O,0.022,1168,--,--,--,--,BL,--,18.0,--,--,--,--,--,1168,11,7,19.2,--,71,50,14
--,FIRST J11109+3539,11,10,56.9,--,35,39,6,R,--,--,--,--,--,--,BL,--,18.07,--,--,--,--,--,2228,11,8,12.6,--,35,55,24
--,RXS J11115+3452,11,11,30.9,--,34,52,0,--,--,157,--,--,--,0.212,BL,--,19.5,--,--,-21.1,157,--,116,11,8,47.0,--,35,8,18
--,1WGA J1111.9+4856,11,11,58.0,--,48,56,54,--,--,333,--,--,--,--,BL,--,20.3,--,--,--,--,--,333,11,9,7.7,--,49,13,13
--,RXS J11171+2014,11,17,6.2,--,20,14,8,--,0.082,778,--,--,--,0.138,BL?,--,15.2,--,--,-24.4,157,--,157,11,14,27.7,--,20,30,31
--,FIRST J11176+2548,11,17,40.4,--,25,48,46,O,--,--,--,--,--,0.36,BL,--,17.92,--,--,-23.9,--,--,2228,11,15,0.5,--,26,5,10
--,EXO 1118.0+4228,11,20,48.1,--,42,12,13,O,0.035,776,--,--,--,0.124,BL,--,17.3,--,--,-22.1,1548,--,1548,11,18,3.6,--,42,28,39
--,PKS 1119-069,11,21,42.1,-,7,11,6,R,0.42,237,0.34,237,--,--,BL,--,20.3,--,--,--,983,--,927,11,19,9.8,-,6,54,39
--,RXS J11238+7230,11,23,49.2,--,72,30,0,O,--,157,--,--,--,--,BL?,--,18.8,--,--,--,157,--,157,11,20,40.4,--,72,46,28
--,GB6 J11242+5133,11,24,13.4,--,51,33,50,--,0.039,778,--,--,--,0.234,BL,R,17.01,--,--,-23.2,--,--,332,11,21,26.0,--,51,50,19
--,RGB J1124+495,11,24,53.7,--,49,34,11,--,0.018,778,--,--,--,--,BL?,--,19.9,--,--,--,157,--,157,11,22,7.5,--,49,50,40
--,RXS J11258-0742,11,25,52.0,-,7,42,21,--,--,157,--,--,--,0.279,BL?,--,19.0,--,--,-22.2,157,--,157,11,23,19.6,-,7,25,51
*,2QZ J112738+0014,11,27,38.4,--,0,14,47,O,--,--,--,--,--,0.0,BL?,*,20.24,--,-0.41,--,--,489,489,11,25,4.6,--,0,31,18
*,2QZ J112947+0016,11,29,47.4,--,0,16,22,O,--,--,--,--,--,0.0,BL?,*,20.67,--,-0.21,--,--,489,489,11,27,13.6,--,0,32,55
--,US 2504,11,29,50.1,--,26,52,53,O,--,2228,--,--,--,--,BL,--,16.81,--,--,--,939,--,2228,11,27,11.7,--,27,9,25
*,2QZ J113045+0055,11,30,45.3,--,0,55,45,O,--,--,--,--,--,0.0,BL?,*,19.98,--,-1.0,--,--,489,489,11,28,11.4,--,1,12,18
--,RXS J11313+3334,11,31,20.9,--,33,34,46,O,--,157,--,--,--,0.22,BL?,--,17.5,--,--,-23.2,157,--,157,11,28,41.3,--,33,51,19
--,PKS 1130+008,11,32,45.7,--,0,34,28,O,0.34,778,--,--,--,--,BL,--,17.56,--,--,--,--,--,1885,11,30,11.8,--,0,51,2
*,2QZ J113532+0126,11,35,32.6,--,1,26,1,O,--,--,--,--,--,0.0,BL?,*,20.62,--,-0.73,--,--,489,489,11,32,58.6,--,1,42,37
--,MS 11337+1618,11,36,17.6,--,16,1,53,O,0.009,1959,--,--,--,0.574,BL,--,20.04,--,--,-22.7,1876,--,1625,11,33,41.7,--,16,18,29
--,MARK  180,11,36,26.5,--,70,9,28,O,0.295,1980,0.17,417,--,0.046,BL,--,14.49,0.67,-0.22,-22.1,1275,2189,2062,11,33,32.4,--,70,26,4
--,RXS J11365+6737,11,36,30.1,--,67,37,4,O,0.048,776,--,--,--,0.135,BL,--,17.3,--,--,-22.3,157,--,112,11,33,38.6,--,67,53,40
--,FIRST J11368+2550,11,36,50.1,--,25,50,52,O,--,--,--,--,--,0.155,BL,--,17.48,--,--,-22.4,--,--,2228,11,34,12.9,--,26,7,28
*,2QZ J113656-0037,11,36,56.7,-,0,37,32,O,--,--,--,--,--,0.0,BL?,*,20.33,--,-0.29,--,--,489,489,11,34,23.0,-,0,20,56
*,Q J11390-0201,11,39,0.5,-,2,1,41,O,--,--,--,--,--,--,BL,*,19.68,--,-0.48,--,--,1209,1209,11,36,27.0,-,1,45,4
*,Q J11401-0029,11,40,10.5,-,0,29,37,O,--,--,--,--,--,--,BL,*,19.9,--,-1.02,--,--,1209,1209,11,37,36.8,-,0,12,59
*,Q J11423-0148,11,42,21.4,-,1,48,13,O,--,--,--,--,--,1.276,BL,*,19.3,--,-1.28,-25.5,--,1209,1209,11,39,47.8,-,1,31,34
*,2QZ J114316-0108,11,43,16.4,-,1,8,38,O,--,--,--,--,--,0.0,BL?,*,19.45,--,-0.83,--,--,489,489,11,40,42.7,-,0,51,59
*,Q J11434-0050,11,43,27.3,-,0,50,51,O,--,--,--,--,--,1.591,BL,*,19.97,--,-0.39,-25.4,--,1209,1209,11,40,53.6,-,0,34,12
*,2QZ J114422-0238,11,44,22.1,-,2,38,2,O,--,--,--,--,--,0.0,BL?,*,19.43,--,-0.73,--,--,489,489,11,41,48.6,-,2,21,23
*,Q J11453-0247,11,45,21.6,-,2,47,59,O,--,--,--,--,--,--,BL,*,18.79,--,-0.95,--,--,1209,1209,11,42,48.1,-,2,31,19
*,Q J11459+0010,11,45,54.9,--,0,10,23,O,--,--,--,--,--,0.834,BL,*,19.59,--,-0.83,-24.2,--,1209,489,11,43,21.1,--,0,27,3
*,RXS J11479+2205,11,47,54.9,--,22,5,34,--,--,--,--,--,--,0.276,BL,--,21.0,--,--,-20.2,--,--,168,11,45,19.5,--,22,22,14
--,2E 1146+2456,11,49,30.4,--,24,39,22,R,0.013,737,--,--,--,0.402,BL,--,18.0,--,--,-24.0,157,--,168,11,46,55.1,--,24,56,3
--,B2 1147+24,11,50,19.2,--,24,17,54,O,1.0,1528,0.81,430,--,--,HP,--,15.74,0.52,-0.6,--,2266,2251,1622,11,47,44.0,--,24,34,35
--,RXS J11514+5859,11,51,24.6,--,58,59,14,O,0.131,778,--,--,--,--,BL,--,17.3,--,--,--,115,--,1440,11,48,46.0,--,59,15,55
--,FIRST J11521+2837,11,52,10.7,--,28,37,21,O,0.029,778,--,--,--,--,BL,--,18.66,--,--,--,--,--,2228,11,49,35.5,--,28,54,2
--,FIRST J11537+3823,11,53,42.9,--,38,23,6,R,0.07,778,--,--,--,--,BL,--,18.36,--,--,--,--,--,2228,11,51,7.4,--,38,39,47
--,RXS J11540-0010,11,54,4.6,-,0,10,11,O,--,157,--,--,--,0.254,BL?,--,18.8,--,--,-22.2,157,--,2,11,51,30.8,--,0,6,31
--,MS 11541+4255,11,56,46.6,--,42,38,10,--,--,--,--,--,--,0.17,BL,--,17.7,--,--,-22.4,1235,--,1625,11,54,11.6,--,42,54,52
*,2QZ J115809-0101,11,58,9.4,-,1,1,13,O,--,--,--,--,--,0.0,BL?,*,20.48,--,-1.27,--,--,489,489,11,55,35.7,-,0,44,31
*,Q J11591-0245,11,59,9.6,-,2,45,35,O,--,--,--,--,--,--,BL,*,19.24,--,-0.81,--,--,1209,1209,11,56,35.9,-,2,28,53
*,Q J12002+0005,12,0,15.4,--,0,5,53,O,--,--,--,--,--,1.65,BL,*,19.81,--,-0.51,-25.6,--,1209,1,11,57,41.6,--,0,22,35
--,RXS J12010-0006,12,1,6.3,-,0,7,3,--,0.056,778,--,--,--,0.165,BL?,--,18.7,--,--,-21.3,157,--,157,11,58,32.5,--,0,9,39
--,B3 1159+450,12,2,8.6,--,44,44,21,O,0.078,776,--,--,--,--,--,--,18.1,--,--,--,1687,--,1512,11,59,35.1,--,45,1,3
*,2QZ J120246-0221,12,2,46.6,-,2,21,54,O,--,--,--,--,--,0.0,BL?,*,20.62,--,-1.38,--,--,489,489,12,0,12.8,-,2,5,12
--,RXS J12042+1145,12,4,12.2,--,11,45,55,--,--,157,--,--,--,0.46,BL?,--,16.9,--,--,-25.4,406,--,333,12,1,38.6,--,12,2,37
--,1WGA J1204.2-0710,12,4,16.7,-,7,10,10,O,0.128,788,--,--,--,0.185,BL,--,18.0,--,--,-22.3,--,--,1159,12,1,42.8,-,6,53,28
*,Q J12059-0042,12,5,58.2,-,0,42,16,O,--,--,--,--,--,--,BL,*,19.11,--,-0.47,--,--,1209,1209,12,3,24.4,-,0,25,34
--,RXS J12071-1745,12,7,11.5,-,17,46,6,O,--,157,--,--,--,--,BL,--,20.5,--,--,--,157,--,675,12,4,37.2,-,17,29,24
*,Q J12080-0042,12,8,1.9,-,0,42,20,O,--,--,--,--,--,--,BL,*,18.96,--,-1.01,--,--,1209,1209,12,5,28.1,-,0,25,38
*,MS 12057-2921,12,8,18.1,-,29,38,0,--,--,--,--,--,--,0.249,BL?,--,17.5,--,--,-23.5,--,--,1625,12,5,43.2,-,29,21,18
--,PKS 1206-238,12,9,2.5,-,24,6,22,O,--,--,--,--,--,1.299,--,--,18.0,--,--,-26.9,983,--,927,12,6,27.7,-,23,49,40
--,B3 1206+416,12,9,22.8,--,41,19,41,O,0.459,778,--,--,--,--,BL,--,16.3,--,--,--,115,--,884,12,6,51.1,--,41,36,22
--,1207+39W4,12,10,26.6,--,39,29,8,O,0.006,733,--,--,--,0.617,--,--,20.3,0.47,-0.77,-22.2,1687,96,1625,12,7,55.1,--,39,45,49
*,MS 12090+3917,12,11,34.2,--,39,0,55,--,--,--,--,--,--,0.602,BL,--,20.0,--,--,-22.9,--,--,1625,12,9,2.9,--,39,17,36
--,RXS J12119+2242,12,11,58.7,--,22,42,32,--,--,157,--,--,--,0.455,BL,--,19.5,--,--,-22.8,157,--,168,12,9,26.2,--,22,59,13
--,PKS 1210-097,12,13,23.0,-,10,3,25,R,0.28,237,0.27,237,--,--,BL,--,21.5,--,--,--,983,--,927,12,10,48.6,-,9,46,44
--,RXS J12133-2618,12,13,23.1,-,26,18,7,O,--,157,--,--,--,0.278,BL,--,19.0,--,--,-22.2,157,--,675,12,10,47.6,-,26,1,26
--,1ES 1212+078,12,15,10.9,--,7,32,3,O,0.094,776,--,--,--,0.136,BL,--,16.0,--,--,-23.6,1548,--,1548,12,12,37.7,--,7,48,43
--,RXS J12160-0243,12,16,3.3,-,2,43,4,--,--,157,--,--,--,0.358,BL,--,18.0,--,--,-23.8,157,--,157,12,13,29.3,-,2,26,24
--,RXS J12161+0929,12,16,6.3,--,9,29,9,--,0.157,778,--,--,--,0.093,BL?,--,13.2,--,--,-25.6,157,--,157,12,13,33.3,--,9,45,49
*,2QZ J121649+0152,12,16,49.8,--,1,52,48,O,--,--,--,--,--,0.0,BL?,*,18.92,--,-0.6,--,--,489,489,12,14,16.2,--,2,9,28
*,Q 1214+1753,12,16,56.9,--,17,37,12,O,--,1961,--,--,>,0.679,?,--,17.6,--,--,-25.6,--,--,892,12,14,24.6,--,17,53,52
--,B2 1215+30,12,17,52.0,--,30,7,1,O,0.42,1528,0.47,--,--,0.237,HP,--,15.62,0.45,-0.63,-24.8,289,155,1163,12,15,21.1,--,30,23,40
--,RXS J12197-0314,12,19,45.7,-,3,14,21,--,--,157,--,--,--,--,BL,--,17.6,--,--,--,157,--,157,12,17,11.6,-,2,57,42
--,GB2 1217+348,12,20,8.4,--,34,31,22,O,0.16,1240,0.16,425,--,0.182,BL,--,17.09,0.62,-0.52,-22.5,425,1247,2228,12,17,38.4,--,34,48,0
--,RXS J12211+4742,12,21,7.8,--,47,42,30,--,0.018,778,--,--,--,0.21,BL?,--,9.0,--,--,-31.6,157,--,157,12,18,40.4,--,47,59,8
--,PG 1218+304,12,21,21.9,--,30,10,37,O,0.052,2274,--,--,--,0.182,HP,--,15.85,0.65,-0.5,-23.8,1876,2274,116,12,18,51.6,--,30,27,15
--,ON 231,12,21,31.7,--,28,13,58,O,0.72,1528,1.88,430,--,0.102,BL,--,16.11,0.7,-0.52,-22.2,289,1505,2211,12,19,1.1,--,28,30,36
--,RXS J12215+0821,12,21,32.1,--,8,21,44,O,0.058,778,--,--,--,0.132,BL?,--,17.1,--,--,-22.4,157,--,157,12,18,59.2,--,8,38,22
*,RXS J12222+3541,12,22,12.4,--,35,41,0,--,--,--,--,--,--,--,BL,--,19.68,--,--,--,--,--,55,12,19,43.0,--,35,57,38
*,Q J12236-0156,12,23,38.1,-,1,56,19,O,--,--,--,--,--,--,BL,*,19.22,--,-1.16,--,--,1209,1209,12,21,4.1,-,1,39,42
--,S5 1221+80,12,23,40.4,--,80,40,4,O,0.518,1135,0.4,1135,--,--,BL,--,19.0,--,--,--,1137,--,1137,12,21,47.5,--,80,56,41
--,MS 12218+2452,12,24,24.3,--,24,36,24,O,0.026,1959,--,--,--,0.218,HP,--,17.37,0.56,-0.67,-22.7,1876,996,1625,12,21,53.6,--,24,53,1
--,B3 1222+438,12,24,51.5,--,43,35,20,O,0.213,778,--,--,--,1.872,BL,--,19.71,--,--,-26.0,--,--,1885,12,22,24.3,--,43,51,56
--,RXS J12252+7214,12,25,13.9,--,72,14,50,O,--,157,--,--,--,0.114,BL?,--,16.3,--,--,-22.9,157,--,157,12,23,2.3,--,72,31,26
*,1WGA J1225.3+1818,12,25,18.2,--,18,18,20,O,--,--,--,--,--,--,BL,--,18.9,--,--,--,1090,--,1090,12,22,46.8,--,18,34,56
--,FIRST J12260+2604,12,26,4.1,--,26,4,28,O,--,--,--,--,--,0.176,BL,--,18.37,--,--,-21.8,--,--,2228,12,23,33.9,--,26,21,4
--,RXS J12267+0639,12,26,44.2,--,6,38,53,O,--,157,--,--,--,--,BL,--,17.5,--,--,--,157,--,157,12,24,11.3,--,6,55,29
--,PKS 1224-443,12,27,26.8,-,44,36,32,R,0.36,193,0.32,193,--,--,BL,--,21.5,--,--,--,983,--,927,12,24,45.6,-,44,19,56
--,RXS J12302+2517,12,30,14.0,--,25,18,6,O,0.425,776,--,--,--,0.135,BL,--,15.6,--,--,-24.0,115,--,1440,12,27,44.2,--,25,34,40
--,2E 1228+1437,12,31,23.9,--,14,21,25,O,0.062,776,--,--,--,0.26,--,--,17.7,--,--,-23.4,2305,--,1512,12,28,52.4,--,14,37,58
--,MS 12292+6430,12,31,31.3,--,64,14,18,O,0.042,1959,--,--,--,0.164,BL,--,16.9,--,--,-23.1,1958,--,1625,12,29,16.0,--,64,30,51
*,Q J12346-0129,12,34,37.6,-,1,29,53,O,--,--,--,--,--,--,BL,*,19.44,--,-0.64,--,--,1209,1209,12,32,3.6,-,1,13,22
--,FIRST J12363+3900,12,36,23.1,--,39,0,1,O,0.042,778,--,--,--,--,BL,--,18.64,--,--,--,--,--,2228,12,33,57.6,--,39,16,31
--,RXS J12370+3020,12,37,5.5,--,30,20,4,R,--,278,--,--,--,0.7,BL,--,21.1,--,--,-22.2,157,--,116,12,34,37.9,--,30,36,34
--,MS 12354+6315,12,37,38.6,--,62,58,44,O,0.015,734,--,--,--,0.297,--,--,18.52,--,--,-22.8,734,--,1625,12,35,25.8,--,63,15,13
*,RXS J12393+4132,12,39,22.7,--,41,32,52,--,--,--,--,--,--,0.16,BL,--,20.3,--,--,-19.7,--,--,168,12,36,58.8,--,41,49,20
*,2QZ J124034-0145,12,40,35.0,-,1,45,0,O,--,--,--,--,--,0.0,BL?,*,19.47,--,-0.76,--,--,489,489,12,38,0.9,-,1,28,33
--,RXS J12416+3440,12,41,41.2,--,34,40,32,O,--,278,--,--,--,--,BL,--,19.6,--,--,--,157,--,1440,12,39,15.6,--,34,56,58
--,1ES 1239+069,12,41,48.3,--,6,36,1,O,0.01,1548,--,--,--,0.15,BL,--,19.4,--,--,-20.4,1548,--,1548,12,39,15.9,--,6,52,27
