RefCode,f_RefCode,Text
723,=,1994ApJS...91..491G
724,--,"Georgantopoulos I.,Stewart G.C.,Blair A.J. et al. 1997,MNRAS 291,203."
724,=,1997MNRAS.291..203G
725,--,"Georgantopoulos I.,Almaini O.,Shanks T. et al. 1999,MNRAS 305,125."
725,=,1999MNRAS.305..125G
726,--,"Georgokakis A.,Mobasher B.,Cram L. et al. 1999,MNRAS 306,708."
726,=,1999MNRAS.306..708G
727,--,"Ghigo F.D. 1977,ApJS 35,359."
727,=,1977ApJS...35..359G
728,--,"Ghigo F.D.,Wyckoff S.,Wardle J.F.C.,Cohen N.L. 1982,AJ 87,1438."
728,=,1982AJ.....87.1438G
729,--,"Giacconi R.,Bechtold J.,Branduardi G. et al. 1979,ApJ 234,L1."
729,=,1979ApJ...234L...1G
730,--,"Giacconi R.,Zirm A.,Wang J.-X. et al. 2002,ApJS 139,369."
730,=,2002ApJS..139..369G
731,--,"Gilmore G. 1984,MNRAS 211,25P."
731,=,1984MNRAS.211p..25G
732,--,"Gilmozzi R.,Clavel J.,Wamsteker W.,Prieto A. 1986,A&A 168,62."
732,=,1986A&A...168...62G
733,--,"Gioia I.M.,Feigelson E.D.,Maccacaro T.,Schild R.,Zamorani G. 1983,ApJ 271,524."
733,=,1983ApJ...271..524G
734,--,"Gioia I.M.,Maccacaro T.,Schild R.E. et al. 1984,ApJ 283,495."
734,=,1984ApJ...283..495G
735,--,"Gioia I.M.,Luppino G.A. 1994,ApJS 94,583."
735,=,1994ApJS...94..583G
736,--,"Giommi P.,Beuermann K.,Barr P. et al. 1989,MNRAS 236,375."
736,=,1989MNRAS.236..375G
737,--,"Giommi P.,Tagliaferri G.,Beuermann K. et al. 1991,ApJ 378,77."
737,=,1991ApJ...378...77G
738,--,"Gisler G.R.,Miley G.K. 1979,A&A 76,109."
738,=,1979A&A....76..109G
739,--,"Gladders M.D.,Abraham R.G.,McHardy I.M. et al. 1997,MNRAS 284,27."
739,=,1997MNRAS.284...27G
740,--,"Glazebrook K.,Ellis R.,Colless M. et al. 1995,MNRAS 273,157."
740,=,1995MNRAS.273..157G
741,--,"Goldschmidt P.,Miller L.,La Franca F.,Cristiani S. 1992,MNRAS 256,65P."
741,=,1992MNRAS.256p..65G
742,--,"Goldschmidt P.,Kukula M.J.,Miller L.,Dunlop J.S. 1999,ApJ 511,612."
742,=,1999ApJ...511..612G
743,--,"Goncalves A.C.,Veron P.,Veron-Cetty M.-P. 1998,A&AS 127,107."
743,=,1998A&AS..127..107G
744,--,"Goncalves A.C.,Veron P.,Veron-Cetty M.P. 1998,A&A 333,877."
744,=,1998A&A...333..877G
745,--,"Goncalves A.C.,Veron-Cetty M.-P.,Veron P. 1999,A&AS 135,437."
745,=,1999A&AS..135..437G
746,--,"Gondhalekar P.M.,Kellett B.J.,Pounds K.A.,Matthews L.,Quenby J.J. 1994,MNRAS 268,973"
746,=,1994MNRAS.268..973G
747,--,"Gonzalez Delgado R.M.,Perez E.,Taghunter C.,Vilchez J.M.,Rodriguez-Espinoza J.M."
747,--,"1997,ApJS 108,155."
747,=,1997ApJS..108..155G
748,--,"Gonzalez-Perez J.N.,Kidger M.R.,Martin-Luis F. 2001,AJ 122,2055."
748,=,2001AJ....122.2055G
749,--,"Goodrich R.W. 1989,ApJ 340,190."
749,=,1989ApJ...340..190G
750,--,"Goodrich R.W.,Miller J.S. 1994,ApJ 434,82."
750,=,1994ApJ...434...82G
751,--,"Goodrich R.W.,Veilleux S.,Hill G.J. 1994,ApJ 422,521."
751,=,1994ApJ...422..521G
752,--,"Goodrich R.W.,Campbell R.,Chaffee F.H. et al. 2001,ApJ 561,L23."
752,=,2001ApJ...561L..23G
753,--,"Goranskij V.P. 1978,Astron. Tsirk. 978,3."
753,=,1978ATsir.978....3G
754,--,"Gorham P.W.,van Zee L.,Unwin S.C.,Jacobs C. 2000,AJ 119,1677."
754,=,2000AJ....119.1677G
755,--,"Gorosabel J.,Castro-Tirado A.J.,Wolf C. et al. 1998,A&A 339,719."
755,=,1998A&A...339..719G
756,--,"Gorshkov A.G.,Konnikova V.K. 1993,Astron. Letters 19,55."
756,=,1993AstL...19...55G
757,--,"Gosset E.,Moreau O.,Surdej J.,Swings J.-P.,Arp H.C. 1997,A&AS 123,529."
757,=,1997A&AS..123..529G
758,--,"Graham M.J.,Clowes R.G.,Campusano L.E. 1996,MNRAS 279,1349."
758,=,1996MNRAS.279.1349G
759,--,"Grandi S.A. 1983,MNRAS 204,691."
759,=,1983MNRAS.204..691G
760,--,"Grandi S.A.,Osterbrock D.E. 1978,ApJ 220,783."
760,=,1978ApJ...220..783G
761,--,"Grauer A.D. 1984,ApJ 277,77."
761,=,1984ApJ...277...77G
762,--,"Grazian A.,Cristiani S.,d'Odorico V.,Omizzolo A., Pizzella A. 2000,AJ 119,2540."
762,=,2000AJ....119.2540G
763,--,"Grazian A.,Omizzolo A.,Corbally C. et al. 2002,AJ 124,2955."
763,=,2002AJ....124.2955G
764,--,"Green P.J.,Ward M.J.,Anderson S.F. et al. 1989,ApJ 339,93."
764,=,1989ApJ...339...93G
765,--,"Green R.F. 1976,PASP 88,665."
765,=,1976PASP...88..665G
766,--,"Green R.F.,Schmidt M. 1978,ApJ 220,L1."
766,=,1978ApJ...220L...1G
767,--,"Green R.F.,Pier J.R.,Schmidt M. et al. 1980,ApJ 239,483."
767,=,1980ApJ...239..483G
768,--,"Green R.F.,Schmidt M.,Liebert J. 1986,ApJS 61,305."
768,=,1986ApJS...61..305G
769,--,"Greenstein J.,Oke J.B. 1970,PASP 82,898."
769,=,1970PASP...82..898G
770,--,"Greenstein J.,Schmidt M. 1964,ApJ 140,1."
770,=,1964ApJ...140....1G
771,--,"Gregg M.D.,Becker R.H.,White R.L. et al. 1996,AJ 112,407."
771,=,1996AJ....112..407G
772,--,"Gregg M.D.,Wisotzki L.,Becker R.H. et al. 2000,AJ 119,2535."
772,=,2000AJ....119.2535G
773,--,"Gregg M.D.,Becker R.H.,Brotherton M.S. et al. 2000,ApJ 544,142."
773,=,2000ApJ...544..142G
774,--,"Gregg M.D.,Lacy M.,White R.L. et al. 2002,ApJ 564,133."
774,=,2002ApJ...564..133G
775,--,"Gregg M.D.,Becker R.H.,White R.L. et al. 2002,ApJ 573,L85."
775,=,2002ApJ...573L..85G
776,--,"Gregory P.C.,Condon J.J. 1991,ApJS 75,1011."
776,=,1991ApJS...75.1011G
777,--,"Gregory P.C.,Vavasour J.D.,Scott W.K.,Condon J.J. 1994,ApJS 90,173."
777,=,1994ApJS...90..173G
778,--,"Gregory P.C.,Scott W.K.,Douglas K.,Condon J.J. 1996,ApJS 103,427."
778,=,1996ApJS..103..427G
779,--,"Gregory S.A.,Tifft W.G.,Cocke W.J. 1991,AJ 102,1977."
779,=,1991AJ....102.1977G
780,--,"Gregory S.A.,Tifft W.G.,Moody J.W.,Newberry M.V.,Hall S.M. 2000,AJ 119,545."
780,=,2000AJ....119..545G
781,--,"Greiner J.,Danner R.,Bade N. et al. 1996,A&A 310,384."
781,=,1996A&A...310..384G
782,--,"Griersmith D. 1980,AJ 85,789."
782,=,1980AJ.....85..789G
783,--,"Griersmith D.,Hyland A.R.,Jones T.J. 1982,AJ 87,1106."
783,=,1982AJ.....87.1106G
784,--,"Griffin R. 1963,AJ 68,421."
784,=,1963AJ.....68..421G
785,--,"Griffith M.R.,Langston G.,Heflin M. et al. 1990,ApJS 74,129."
785,=,1990ApJS...74..129G
786,--,"Griffith M.R.,Langston G.,Heflin M.,Conner S.,Burke B. 1991,ApJS 75,801."
786,=,1991ApJS...75..801G
787,--,"Griffith M.R.,Wright A.E.,Burke B.F.,Ekers R.D. 1994,ApJS 90,179."
787,=,1994ApJS...90..179G
788,--,"Griffith M.R.,Wright A.E.,Burke B.F.,Ekers R.D. 1995,ApJS 97,347."
788,=,1995ApJS...97..347G
789,--,"Griffiths R.E.,Doxsey R.E.,Johnston M.D. et al. 1979,ApJ 230,L21."
789,=,1979ApJ...230L..21G
790,--,"Griffiths R.E.,Murray S.S.,Giacconi R. et al. 1983,ApJ 269,375."
790,=,1983ApJ...269..375G
791,--,"Griffiths R.E.,Wilson A.S.,Ward M.J.,Tapia S.,Ulvestad J.S. 1989,MNRAS 240,33."
791,=,1989MNRAS.240...33G
792,--,"Griffiths R.E.,Georgantopoulos I.,Boyle B.J. et al. 1995,MNRAS 275,77."
792,=,1995MNRAS.275...77G
793,--,"Griffiths R.E.,Della Ceca R.,Georgantopoulos I. et al. 1996,MNRAS 281,71."
793,=,1996MNRAS.281...71G
794,--,"Grindlay J.E. 1993,A&AS 97,113."
794,=,1993A&AS...97..113G
795,--,"Grindlay J.E.,Steiner J.E.,Forman W.R.,Canizares C.R.,McClintock J.E. 1980,"
795,--,"ApJ 239,L43."
795,=,1980ApJ...239L..43G
796,--,"Groote D.,Heber U.,Jordan S. 1989,A&A 223,L1."
796,=,1989A&A...223L...1G
797,--,"Grueff G. 1971,AJ 76,530."
797,=,1971AJ.....76..530G
798,--,"Grueff G.,Vigotti M. 1972,A&AS 6,1."
798,=,1972A&AS....6....1G
799,--,"Grueff G.,Vigotti M. 1973,A&AS 11,41."
799,=,1973A&AS...11...41G
800,--,"Grueff G.,Vigotti M. 1979,A&AS 35,371."
800,=,1979A&AS...35..371G
801,--,"Grupe D.,Beuermann K.,Mannheim K. et al. 1995,A&A 300,L21."
801,=,1995A&A...300L..21G
802,--,"Grupe D.,Beuermann K.,Mannheim K.,Thomas H.-C. 1999,A&A 350,805."
802,=,1999A&A...350..805G
803,--,"Grupe D.,Wills B.J.,Wills D.,Beuermann K. 1998,A&A 333,827."
803,=,1998A&A...333..827G
804,--,"Grupe D.,Leighly K.M.,Thomas H.-C.,Laurent-Muehleisen S.A. 2000,A&A 356,11."
804,=,2000A&A...356...11G
805,--,"Grupe D.,Thomas H.-C.,Leighly K.M. 2001,A&A 369,450."
805,=,2001A&A...369..450G
806,--,"Gruppioni C.,Zamorani G.,de Ruiter H.R. et al. 1997,MNRAS 286,470."
806,=,1997MNRAS.286..470G
807,--,"Gruppioni C.,Mignoli M.,Zamorani G. 1999,MNRAS 304,199."
807,=,1999MNRAS.304..199G
808,--,"Gu Q.-S.,Zhu J.,Huang J.-H. et al. 1995,Chin. Astron. Astrophys. 19,289."
808,=,1995ChA&A..19..289G
809,--,"Gu Q.-S.,Huang J.-H.,Su H.-J.,Shang Z.-H. 1997,A&A 319,92."
809,=,1997A&A...319...92G
810,--,"Guainazzi M.,Dennefeld M.,Piro L. et al. 2000,A&A 355,113."
810,=,2000A&A...355..113G
811,--,"Gunn J.E.,Hoessel J.G.,Westphal J.A.,Perryman M.A.C.,Longair M.S. 1981,"
811,--,"MNRAS 194,111."
811,=,1981MNRAS.194..111G
812,--,"Gurvits L.I.,Kellermann K.I.,Frey S. 1999,A&A 342,378."
812,=,1999A&A...342..378G
813,--,"Haddad B.,Vanderriest C. 1991,A&A 245,423."
813,=,1991A&A...245..423H
814,--,"Hagen H.J.,Cordis L.,Engels D. et al. 1992,A&A 253,L5."
814,=,1992A&A...253L...5H
815,--,"Hagen H.J.,Hopp U.,Engels D.,Reimers D. 1996,A&A 308,L25."
815,=,1996A&A...308L..25H
816,--,"Hagen H.J.,Engels D.,Reimers D. 1999,A&AS 134,483."
816,=,1999A&AS..134..483H
817,--,"Hagen H.J.,Reimers D. 2000,A&A 357,L29."
817,=,2000A&A...357L..29H
818,--,"Hall P.B.,Osmer P.S.,Green R.F.,Porter A.C.,Warren S.J. 1996,ApJ 462,614."
818,=,1996ApJ...462..614H
819,--,"Hall P.B.,Yee H.K.C.,Lin H. et al. 2000,AJ 120,2220."
819,=,2000AJ....120.2220H
820,--,"Hall P.B.,Anderson S.F.,Strauss M.A. et al. 2002,ApJS 141,267."
820,=,2002ApJS..141..267H
821,--,"Halliday J. 1977,MNRAS 179,111."
821,=,1977MNRAS.179..111H
822,--,"Halpern J.P.,Filippenko A.V. 1986,AJ 91,1019."
822,=,1986AJ.....91.1019H
823,--,"Halpern J.P.,Oke J.B. 1987,ApJ 312,91."
823,=,1987ApJ...312...91H
824,--,"Halpern J.P.,Moran E.C. 1998,ApJ 494,194."
824,=,1998ApJ...494..194H
825,--,"Halpern J.P.,Impey C.D.,Bothun G.D. et al. 1986,ApJ 302,711."
825,=,1986ApJ...302..711H
826,--,"Halpern J.P.,Chen V.S.,Madejski G.M.,Chanan G.A. 1991,AJ 101,818."
826,=,1991AJ....101..818H
827,--,"Halpern J.P.,Helfand J.D.,Moran E.C. 1995,ApJ 453,611."
827,=,1995ApJ...453..611H
828,--,"Halpern J.P.,Eracleous M.,Forster K. 1997,AJ 114,1736."
828,=,1997AJ....114.1736H
829,--,"Halpern J.P.,Eracleous M.,Forster K. 1998,ApJ 501,103."
829,=,1998ApJ...501..103H
830,--,"Halpern J.P.,Turner T.J.,George I.M. 1999,MNRAS 307,L47."
830,=,1999MNRAS.307L..47H
831,--,"Halpern J.P.,Eracleous M.,Mukherjee R.,Gotthelf E.V. 2001,ApJ 551,1016."
831,=,2001ApJ...551.1016H
832,--,"Halpern J.P.,Eracleous M.,Mattox J.R. 2003,AJ 125,572."
832,=,2003AJ....125..572H
833,--,"Hamuy M.,Maza J. 1987,A&AS 68,383."
833,=,1987A&AS...68..383H
834,--,"Haro G.,Luyten W.J. 1960,Bol. Obs. Tonantzintla y Tacubaya 2,N19,17."
834,=,1960BOTT....2...17H
835,--,"Haro G.,Luyten W.J. 1962,Bol. Obs. Tonantzintla y Tacubaya 3,37."
835,=,1962BOTT....3...37H
836,--,"Harris D.E.,Robertson J.G.,Dewdney P.E.,Costain C.H. 1982,A&A 111,299."
836,=,1982A&A...111..299H
837,--,"Harris D.E.,Dewdney P.E.,Costain C.H.,Butcher H.,Willis A.G. 1983,ApJ 270,39."
837,=,1983ApJ...270...39H
838,--,"Harris H.C.,Guetter H.H.,Pier J.R. et al. 1992,AJ 104,53."
838,=,1992AJ....104...53H
839,--,"Hasinger G.,Bergeron J.,Mainieri V. et al. 2002,The Messenger 108,11."
839,=,2002Msngr.108...11H
840,--,"Hawarden T.G.,Longmore A.J.,Cannon R.D.,Allen D.A. 1979,MNRAS 186,495."
840,=,1979MNRAS.186..495H
841,--,"Hawkins M.R.S. 1981,Nat 293,116."
841,=,1981Natur.293..116H
842,--,"Hawkins M.R.S. 1983,MNRAS 202,571."
842,=,1983MNRAS.202..571H
843,--,"Hawkins M.R.S. 1986,MNRAS 219,417."
843,=,1986MNRAS.219..417H
844,--,"Hawkins M.R.S. 1990,Private communication."
844,=,1990Private........
845,--,"Hawkins M.R.S. 2000,A&AS 143,465."
845,=,2000A&AS..143..465H
846,--,"Hawkins M.R.S.,Veron P. 1993,MNRAS 260,202."
846,=,1993MNRAS.260..202H
847,--,"Hawkins M.R.S.,Veron P. 1995,MNRAS 275,1102."
847,=,1995MNRAS.275.1102H
848,--,"Hawkins M.R.S.,Veron P. 1996,MNRAS 281,348."
848,=,1996MNRAS.281..348H
849,--,"Hawkins M.R.S.,Woltjer L. 1985,MNRAS 214,241."
849,=,1985MNRAS.214..241H
850,--,"Hawkins M.R.S.,Veron P.,Hunstead R.W.,Burgess A.M. 1991,A&A 248,421."
850,=,1991A&A...248..421H
851,--,"Hawkins M.R.S.,Hunstead R.W.,Meylan G. et al. 1993,The Messenger 74,27."
851,=,1993Msngr..74...27H
852,--,"Hawkins M.R.S.,Shaver P.A.,Clements D.,van der Werf P. 1996,MNRAS 280,L1."
852,=,1996MNRAS.280L...1H
853,--,"Hawkins M.R.S.,Clements D.,Fried J.W. et al. 1997,MNRAS 291,811."
853,=,1997MNRAS.291..811H
854,--,"Hazard C. 1992,Private communication to Hewitt & Burbidge,1993."
854,=,1992Private........
855,--,"Hazard C.,McMahon R. 1985,Nat 314,238."
855,=,1985Natur.314..238H
856,--,"Hazard C.,Murdoch H.S. 1977,Aust. J. Phys. Astrophys. Suppl. 42."
856,=,1977AuJPA..42....1H
857,--,"Hazard C.,Gulkis S.,Bray A.D. 1967,ApJ 148,669."
857,=,1967ApJ...148..669H
858,--,"Hazard C.,Gulkis S.,Sutton J. 1968,ApJ 154,413."
858,=,1968ApJ...154..413H
859,--,"Hazard C.,Jauncey D.L.,Sargent W.L.W.,Baldwin J.A.,Wampler E.J. 1973,Nat 246,205."
859,=,1973Natur.246..205H
860,--,"Hazard C.,Arp H.,Morton D.C. 1979,Nat 282,271."
860,=,1979Natur.282..271H
861,--,"Hazard C.,Morton D.,Terlevich R.,McMahon R. 1984,ApJ 282,33."
861,=,1984ApJ...282...33H
862,--,"Hazard C.,Terlevich R.,McMahon R. et al. 1984,MNRAS 211,45P."
862,=,1984MNRAS.211p..45H
863,--,"Hazard C.,McMahon R.G.,Sargent W.L.W. 1986,Nat 322,38."
863,=,1986Natur.322...38H
864,--,"Hazard C.,Morton D.C.,McMahon R.G.,Sargent W.L.W.,Terlevich R. 1986,MNRAS 223,87."
864,=,1986MNRAS.223...87H
865,--,"Hazard C.,McMahon R.G.,Morton D.C. 1987,MNRAS 229,371."
865,=,1987MNRAS.229..371H
866,--,"He R.,Chen J.-S. 1993,Ap&SS 200,279."
866,=,1993Ap&SS.200..279H
867,--,"He X.-T.,Impey C.D. 1986,MNRAS 221,727."
867,=,1986MNRAS.221..727H
868,--,"He X.-T.,Cannon R.D.,Peacock J.A.,Smith M.G.,Oke J.B. 1984,MNRAS 211,443."
868,=,1984MNRAS.211..443H
869,--,"He X.-T.,Wu J.-H.,Yuan Q.-R. et al. 2001,AJ 121,1863."
869,=,2001AJ....121.1863H
870,--,"Heckman T.M.,Balick B. 1980,A&A 83,100."
870,=,1980A&A....83..100B
871,--,"Heckman T.M.,Balick B.,Crane P.C. 1980,A&AS 40,295."
871,=,1980A&AS...40..295H
872,--,"Heckman T.M.,van Breugel W.,Miley G.K.,Butcher H.R. 1983,AJ 88,1077."
872,=,1983AJ.....88.1077H
873,--,"Heeschen D.S. 1968,ApJ 151,L135."
873,=,1968ApJ...151L.135H
874,--,"Heeschen D.S. 1970,AJ 75,523."
874,=,1970AJ.....75..523H
875,--,"Heidt J.,Nilsson K.,Fried J.W.,Takalo L.O.,Sillanpaa A. 1999,A&A 348,113."
875,=,1999A&A...348..113H
876,--,"Heidt J.,Jaeger,K., Nilsson K. et al. 2003,A&A 406,565."
876,=,2003A&A...406..565H
877,--,"Heisler C.A.,Vader J.P. 1994,AJ 107,35."
877,=,1994AJ....107...35H
878,--,"Heisler C.A.,Lumsden S.L.,Balley J.A. 1997,Nat 385,700."
878,=,1997Natur.385..700H
879,--,"Heisler C.A.,Norris R.P.,Jauncey D.L.,Reynolds J.E.,King E.A. 1998,MNRAS 300,1111."
879,=,1998MNRAS.300.1111H
880,--,"Helfand D.J.,Stone R.P.S.,Willman B. et al. 2001,AJ 121,1872."
880,=,2001AJ....121.1872H
881,--,"Henry J.P.,Clarke J.T.,Bowyer S.,Lavery R.J. 1983,ApJ 272,434."
881,=,1983ApJ...272..434H
882,--,"Henry J.P.,Clarke J.T.,Bowyer S.,Lavery R.J. 1985,AJ 90,1425."
882,=,1985AJ.....90.1425H
883,--,"Henry J.P.,Gioia I.M.,Boehringer H. et al. 1994,AJ 107,1270."
883,=,1994AJ....107.1270H
884,--,"Henstock B.R.,Browne I.W.A.,Wilkinson P.N.,McMahon R.G. 1997,MNRAS 290,380."
884,=,1997MNRAS.290..380H
885,--,"Herbig T.,Readhead A.C.S. 1992,ApJS 81,83."
885,=,1992ApJS...81...83H
886,--,"Hertz P.,Grindlay J.E. 1984,ApJ 278,137."
886,=,1984ApJ...278..137H
887,--,"Hertz P.,Grindlay J.E. 1988,AJ 96,233."
887,=,1988AJ.....96..233H
888,--,"Hes R.,Barthel P.D.,Fosbury R.A.E. 1996,A&A 313,423."
888,=,1996A&A...313..423H
889,--,"Hewett P.C.,Webster R.L.,Harding M.E. et al. 1989,ApJ 346,L61."
889,=,1989ApJ...346L..61H
890,--,"Hewett P.C.,Foltz C.B.,Chaffee F.H. et al. 1991,AJ 101,1121."
890,=,1991AJ....101.1121H
891,--,"Hewett P.C.,Irwin M.J.,Foltz C.B. et al. 1994,AJ 108,1534."
891,=,1994AJ....108.1534H
892,--,"Hewett P.C.,Foltz C.B.,Chaffee F.H. 1995,AJ 109,1498."
892,=,1995AJ....109.1498H
893,--,"Hewett P.C.,Foltz C.B.,Harding M.E.,Lewis G.F. 1998,AJ 115,383."
893,=,1998AJ....115..383H
894,--,"Hewett P.C.,Foltz C.B.,Chaffee F.H. 2001,AJ 122,518."
894,=,2001AJ....122..518H
895,--,"Hewitt A.,Burbidge G. 1980,ApJS 43,57."
895,=,1980ApJS...43...57H
896,--,"Hewitt A.,Burbidge G. 1987,ApJS 63,1."
896,=,1987ApJS...63....1H
897,--,"Hewitt A.,Burbidge G. 1993,ApJS 87,451."
897,=,1993ApJS...87..451H
898,--,"Hewitt J.N.,Turner E.L.,Lawrence C.R. et al. 1987,ApJ 321,706."
898,=,1987ApJ...321..706H
899,--,"Hewitt J.N.,Turner E.L.,Lawrence C.R.,Schneider D.P.,Brody J.P. 1992,AJ 104,968."
899,=,1992AJ....104..968H
900,--,"Hicks E.K.S.,Malkan M.A.,Teplitz H.I.,McCarthy P.J.,Lin Yan 2002,ApJ 581,205."
900,=,2002ApJ...581..205H
901,--,"Hill G.J.,Heasley J.N.,Becklin E.E.,Wynn-Williams C.G. 1988,AJ 95,1031."
901,=,1988AJ.....95.1031H
902,--,"Hill G.J.,Goodrich R.W.,DePoy D.L. 1996,ApJ 462,163."
902,=,1996ApJ...462..163H
903,--,"Hill J.M.,Oegerle W.R. 1993,AJ 106,831."
903,=,1993AJ....106..831H
904,--,"Hiltner P.R.,Roeser H.-J. 1991,A&A 244,37."
904,=,1991A&A...244...37H
905,--,"Hiltner W.A. 1960,ApJ 131,163."
905,=,1960ApJ...131..163H
906,--,"Hines D.C.,Schmidt G.D.,Gordon K.D. et al. 2001,ApJ 563,512."
906,=,2001ApJ...563..512H
907,--,"Hintzen P.,Ulvestad J.,Owen F. 1983,AJ 88,709."
907,=,1983AJ.....88..709H
908,--,"Hippelein H.H. 1989,A&A 216,11."
908,=,1989A&A...216...11H
909,--,"Ho L.C.,Ulvestad J.S. 2001,ApJS 133,77."
909,=,2001ApJS..133...77H
910,--,"Ho L.C.,Filippenko A.V.,Sargent W.L.W. 1993,ApJ 417,63."
910,=,1993ApJ...417...63H
911,--,"Ho L.C.,Filippenko A.V.,Sargent W.L.W. 1995,ApJS 98,477."
911,=,1995ApJS...98..477H
912,--,"Ho L.C.,Filippenko A.V.,Sargent W.L.W.,Peng C.Y. 1997,ApJS 112,391."
912,=,1997ApJS..112..391H
913,--,"Ho L.C.,Filippenko A.V.,Sargent W.L.W. 1997,ApJS 112,315."
913,=,1997ApJS..112..315H
914,--,"Ho L.C.,Rudnick G.,Rix H.-W. et al. 2000,ApJ 541,120."
914,=,2000ApJ...541..120H
915,--,"Hoag A.A. 1976,PASP 88,860."
915,=,1976PASP...88..860H
916,--,"Hoag A.A. 1986,IAU Symp. 119,p.47."
916,=,1986IAUS..119...47H
917,--,"Hoag A.A.,Smith M.G. 1977,ApJ 217,362."
917,=,1977ApJ...217..362H
918,--,"Hoag A.A.,Thomas N.G.,Vaucher B.G. 1982,ApJ 263,23."
918,=,1982ApJ...263...23H
919,--,"Holmberg E.B.,Lauberts A.,Schuster H.E.,West R.M. 1977,A&AS 27,295."
919,=,1977A&AS...27..295H
920,--,"Holt J.,Tadhunter C.N.,Morganti R. 2003,MNRAS 342,227."
920,=,2003MNRAS.342..227H
921,--,"Hook I.M.,McMahon R.G.,Boyle B.J.,Irwin M.J. 1994,MNRAS 268,305."
921,=,1994MNRAS.268..305H
922,--,"Hook I.M.,McMahon R.G.,Patnaik A.R. et al. 1995,MNRAS 273,L63."
922,=,1995MNRAS.273L..63H
923,--,"Hook I.M.,McMahon R.G.,Irwin M.J.,Hazard C. 1996,MNRAS 282,1274."
923,=,1996MNRAS.282.1274H
924,--,"Hook I.M.,McMahon R.G. 1998,MNRAS 294,L7."
924,=,1998MNRAS.294L...7H
925,--,"Hook I.M.,Becker R.H.,McMahon R.G.,White R.L. 1998,MNRAS 297,1115."
925,=,1998MNRAS.297.1115H
926,--,"Hook I.M.,McMahon R.G.,Shaver P.A.,Snellen I.A.G. 2002,A&A 391,509."
926,=,2002A&A...391..509H
927,--,"Hook I.M.,Shaver P.A.,Jackson C.A.,Wall J.V.,Kellermann K.I. 2003,A&A 399,469."
927,=,2003A&A...399..469H
928,--,"Hooper E.J.,Impey C.D.,Foltz C.B.,Hewett P.C. 1995,ApJ 445,62."
928,=,1995ApJ...445...62H
929,--,"Hooper E.J.,Impey C.D.,Foltz C.B.,Hewett P.C. 1996,ApJ 473,746."
929,=,1996ApJ...473..746H
930,--,"Hopp U.,Engels D.,Green R.F. et al. 2000 A&AS 142,417."
930,=,2000A&AS..142..417H
931,--,"Hornschemeier A.E.,Brandt W.N.,Garmire G.P. et al. 2001,ApJ 554,742."
931,=,2001ApJ...554..742H
932,--,"Hoskins D.G.,Murdoch H.S.,Hazard C.,Jauncey D.L. 1972,Aust. J. Phys. 25,559."
932,=,1972AuJPh..25..559H
933,--,"Hoskins D.G.,Murdoch H.S.,Adgie R.L.,Crowther J.H.,Gent H. 1974,MNRAS 166,235."
933,=,1974MNRAS.166..235H
934,--,"Hough D.H.,Vermeulen R.C.,Readhead A.C.S. et al. 2002,AJ 123,1258."
934,=,2002AJ....123.1258H
935,--,"Howell S.B.,Usher P.D. 1993,PASP 105,383."
935,=,1993PASP..105..383H
936,--,"Howell S.B.,Pesce J.E.,Condon J.J.,Ciardullo R.,Usher P.D. 1997,PASP 109,1149."
936,=,1997PASP..109.1149H
937,--,"Hu E.M.,Songaila A.,Cowie L.L.,Stockton A. 1991,ApJ 368,28."
937,=,1991ApJ...368...28H
938,--,"Huang K.-L.,Huang J.-H. 1986,Ap&SS 125,85."
938,=,1986Ap&SS.125...85H
939,--,"Huang K.-L.,Usher P.D. 1984,ApJS 56,393."
939,=,1984ApJS...56..393H
940,--,"Huchra J.P. 1977,ApJS 35,171."
940,=,1977ApJS...35..171H
941,--,"Huchra J.P. 1980,ApJ 238,L11."
941,=,1980ApJ...238L..11H
942,--,"Huchra J.P. 1984,Private communication."
942,=,1984Private........
943,--,"Huchra J.P. 1989,Private Communication to Hewitt & Burbidge 1991,ApJS 75,297."
943,=,1981Private........
944,--,"Huchra J.P.,Burg R. 1992,ApJ 393,90."
944,=,1992ApJ...393...90H
945,--,"Huchra J.P.,Wyatt W.F.,Davis M. 1982,AJ 87,1628."
945,=,1982AJ.....87.1628H
946,--,"Huchra J.P.,Gorenstein M.,Kent S. et al. 1985,AJ 90,691."
946,=,1985AJ.....90..691H
947,--,"Huchra J.P.,Brodie J.P.,Kent S.M. 1991,ApJ 370,495."
947,=,1991ApJ...370..495H
948,--,"Hulst J.M. van der,Crane P.C.,Keel W.C. 1981,AJ 86,1175."
948,=,1981AJ.....86.1175H
949,--,"Hummel E.,Kotanyi C.G.,van Gorkom J.H. 1986,A&A 155,161."
949,=,1986A&A...155..161H
950,--,"Hunstead R.W. 1971,MNRAS 152,277."
950,=,1971MNRAS.152..277H
951,--,"Hunstead R.W.,Jauncey D. 1970,MNRAS 149,91."
951,=,1970MNRAS.149...91H
952,--,"Hunstead R.W.,Murdoch H.S. 1980,MNRAS 192,31P."
952,=,1980MNRAS.192p..31H
953,--,"Hunstead R.W.,Lasker B.,Mintz B.,Smith M. 1971,Aust. J. Phys. 24,601."
953,=,1971AuJPh..24..601H
954,--,"Hunstead R.W.,Murdoch H.S.,Shobbrook R.R. 1978,MNRAS 185,149."
954,=,1978MNRAS.185..149H
