RAh,RAm,RAs,DE-,DEd,DEm,ESO,Text
20,25,40,-,83,12.8,11- G?  1,in F ring or tightly wound spiral
20,27,36,-,19,21.5,596- G  49,like a planetary
20,27,38,-,53,43.4,186-IG  56,in IG 59 group
20,27,52,-,25,31.9,528- G  13,p w G 14
20,28,6,-,53,56.7,186-IG  57,in IG 59 group
20,28,17,-,53,48.2,186-IG  58,"connected? w compact 1.7 f, in IG 59 group"
20,28,17,-,53,54.8,186-IG  59,star superimp?
20,29,27,-,57,39.6,143-IG  31,in cl
20,29,37,-,28,27.4,462-IG  34,streamers
20,30,3,-,31,28.2,463- G   1,in field 462
20,30,54,-,47,50.4,234-IG  48,in cl
20,31,42,-,50,2.2,234-IG  49,connected? w compact E nf
20,31,47,-,57,55.0,143-IG  32,in cl
20,32,53,-,53,37.0,186-IG  68,in IG 66 group
20,34,39,-,52,17.1,234- G  59,cz=3800:90(2C) based on H K 5175
20,36,37,-,51,36.4,234-IG  63,con w compact n
20,37,57,-,40,8.4,341-IG   3,in cl
20,37,59,-,20,59.4,597-IG  25,in cl
20,38,56,-,73,39.4,47-IG  11,in cluster
20,39,12,-,24,23.6,528-IG  33,two B bodies w oppositely directed tails
20,39,46,-,42,32.7,285-IG  47,S comp 0.2 sp
20,40,11,-,30,2.0,463- G  20,IC 5046 RA 0.5 min off
20,40,31,-,29,53.1,463- G  21,IC 5047 RA 1.3 min off
20,41,13,-,41,8.1,341- G? 10,dif ext env
20,42,16,-,38,21.5,341- G  11,in G 15 cl
20,42,23,-,38,24.8,341-IG  12,"dif ext env, in G 15 cl"
20,45,58,-,39,24.5,341-IG  16,S comp on tip of n arm
20,46,7,-,39,1.0,341- G  17,in cl
20,46,24,-,50,19.2,235-IG   4,interact w S comp 0.8 p
20,47,24,-,19,36.8,597- G  41,F thin arms around stellar centre
20,48,39,-,48,57.9,235- G   8,S comp 1.9 n
20,48,44,-,30,2.2,463- G  30,"fits IC description, but RA 1.5 min off"
20,49,8,-,52,21.2,235- G   9,cz=1500:40(2C) ? based on H K
20,50,9,-,42,59.9,286-IG   8,in cl
20,50,49,-,39,39.3,341- G? 20,dif ext env
20,53,11,-,55,54.7,187-IG  35,connected w compact? n
20,54,12,-,46,45.7,286-IG  15,jet pointing westw
20,55,9,-,42,50.6,286-IG  19,"spir w multiple nuclei (superimp stars?), or compact"
20,55,9,-,42,50.6,286-IG  19,group w spir streamers?
20,55,24,-,60,51.7,144-IG  11,S... connected w compacts 1.0 sf and 0.8 nf
20,56,12,-,42,58.1,286-IG  20,in cl
20,56,13,-,72,50.3,47- G  19,S comp 2.2 sp
20,56,19,-,49,31.7,235-IG  29,interact w S comp 0.3 n
20,57,1,-,65,9.7,107- G   2,"*? superimp, sev S comps"
20,57,20,-,52,25.2,235- G  32,in cluster
20,58,26,-,50,20.1,235-IG  36,2 S comp attached
20,58,28,-,38,16.8,341- G  30,S comp near tip of s arm
20,58,58,-,34,10.9,401- G  29,S comp on tip of s arm
20,59,25,-,28,22.3,464- G  16,in cl
20,59,43,-,38,10.9,341-IG  31,in cluster
21,0,53,-,43,47.4,286- G  35,compact comp 0.6 p
21,1,8,-,48,1.9,235-IG  48,B comp 0.7 np
21,1,18,-,52,1.3,235- G  50,redshift based on G
21,2,13,-,44,16.7,286-IG  43,in cl
21,2,23,-,56,27.0,187- G  49,nominal value of RA off 0.6 min
21,2,33,-,43,51.6,286-IG  45,dif region of matter s
21,2,49,-,25,26.4,529- G  20,"S comp 0.4 sf, in cl"
21,3,3,-,48,19.3,235- G  58,in G 55 group
21,3,24,-,47,23.3,286- G  49,cz=8100:250(2C) based on H 5175
21,3,31,-,24,36.9,529- G  22,NGC RA 0.8 m off
21,3,44,-,45,5.2,286-IG  54,in cl
21,3,49,-,47,45.4,235-IG  61,cz=5100:10(2C) based on H-alfa 5007 em D A
21,4,9,-,52,15.6,235-IG  62,"bridge? to S comp 2.2 s, in cluster"
21,4,59,-,33,25.5,402-IG   9,connected w IG 10
21,5,26,-,38,46.1,342- G   7,"interacting w 2 S comps nf, np"
21,5,35,-,40,3.3,342-IG  10,incl compact E sf
21,5,38,-,48,53.5,235-IG  64,"S comp att, in cl"
21,5,46,-,53,9.5,187- G  54,"N 1.8 nf, in group w G 55"
21,6,5,-,62,48.2,107-IG   9,"* superimp, interacting w S comp 0.5 nf"
21,6,32,-,45,38.1,286-IG  62,in G 63 group?
21,7,13,-,64,13.8,107- G  13,30' error in N 7021 Dec
21,7,17,-,45,47.6,286-IG  65,in G 63 group?
21,7,32,-,46,16.1,286-IG  67,in group
21,8,15,-,45,27.5,286-IG  73,interaction? w S comp 0.5 s
21,8,18,-,47,33.1,235-IG  71,"in chaotic region, in cluster"
21,9,17,-,27,51.6,464-IG  28,irr arm connecting object w starlike centre and F
21,9,17,-,27,51.6,464-IG  28,ring
21,11,46,-,47,25.7,286- G  79,cz=6500:360(2C) based on G H 5175
21,12,12,-,46,59.3,286- G  80,star imp
21,12,50,-,42,54.8,286-IG  84,jet? connecting S comp 0.6 sf
21,13,32,-,60,9.4,145-IG   2,stars superimposed? or triple chain in envelope?
21,13,56,-,59,5.0,145-IG   3,sf comp = compact or star?
21,16,17,-,52,27.0,236-IG   2,eruptive?
21,16,33,-,51,16.2,236- G   3,interacting? w S comp 0.8 np
21,16,34,-,68,14.1,75- G   2,eF bridge? to S comp 1.3 sf
21,16,43,-,20,38.9,599- G   6,dif irr env
21,17,58,-,46,21.9,287- G   9,"nominal position off 1.5 m, 9'"
21,19,0,-,69,54.0,75- G   6,S comp 1.4 np
21,19,56,-,45,59.2,287- G  13,in foregrund?
21,22,20,-,42,54.7,287- G  19,in cl
21,23,5,-,42,34.7,287- G  25,in G 22 group
21,24,10,-,38,4.4,342-IG  49,in G 50 group?
21,24,26,-,51,32.6,236-IG  15,2 S comps attached
21,25,6,-,20,38.8,599- G  14,S comp w tail 0.6 nf
21,25,6,-,53,20.5,188-IG   8,star superimp
21,26,58,-,60,13.3,145-IG   7,"complex spiral structure, crossing arms"
21,28,1,-,68,8.9,75- G  12,connected w S comp s
21,28,12,-,43,28.7,287-IG  32,superimp on distant galaxy cluster
21,29,51,-,20,6.3,599-IG  19,in cl
21,30,8,-,38,36.3,343-IG   5,"F knotty env, in cl"
21,31,4,-,36,52.5,403- G   8,IC RA off 1.9 min NGC Dec off 7'
21,31,40,-,40,56.6,343- G   9,"S comp 0.9 s, in G 08 group"
21,31,59,-,50,9.5,236-IG  22,also interact? w S comp 0.5 s
21,32,9,-,50,9.6,236-IG  23,1 or 2 S comp attached; star(s)? superimp
21,32,19,-,66,42.1,107- G  38,L in group
21,32,36,-,53,44.1,188-IG  11,star? between
21,33,5,-,38,46.1,343-IG  13,in cl
21,34,57,-,42,59.2,287-IG  41,"cf. G 42, F star superimp, nominal position off"
21,34,57,-,42,59.2,287-IG  41,"0.8m, 13'"
21,34,58,-,42,49.8,287- G  42,nominal value of RA off 0.8 m
21,35,20,-,63,30.8,107- G  42,"2 ""wisps"" att to n end of major axis"
21,36,46,-,48,47.7,236- G  30,interact? w S comp 1.0 sp
21,37,27,-,64,8.3,107- G  46,"interacting? w S comp 1.2 n, 30' error in IC Dec"
21,37,32,-,23,24.4,531-SC  21,GC1-122
21,37,45,-,71,36.7,75- G  20,nominal value of RA off 2.0 min
21,38,26,-,53,0.0,188- G  16,S comp 2.3 np
21,39,13,-,52,55.7,188- G  17,star superimp
21,39,25,-,51,31.0,236- G  34,ext? to dif comp 2.7 f
21,39,40,-,52,55.0,188-IG  18,p w G 17
21,41,54,-,51,55.7,236-IG  38,in cl
21,42,6,-,46,10.5,287- G  57,in field 288
21,42,40,-,48,30.3,236- G  42,interacting? w S comp 0.6 s
21,42,59,-,60,35.1,145-IG  14,S compact comp
21,43,2,-,46,45.1,288-IG   1,contact w IG 02
21,43,3,-,46,44.8,288-IG   2,"contact w IG 01, connecting arm to S comp 0.6 nf"
21,43,51,-,21,29.0,600-SC  11,MCG-4-51-13 = A 2143-21
21,44,9,-,36,1.7,403-IG  26,star superimp
21,44,56,-,70,56.2,75-IG  25,interacting w compact 0.5 s
21,45,20,-,35,11.1,403- G  32,NGC Dec off 30'
21,46,16,-,57,46.7,145-IG  19,S comp on tip of arm?
21,46,46,-,35,6.6,403-IG  35,in cl
21,47,11,-,55,59.2,189-IG   4,in G 07 cluster
21,47,33,-,54,47.2,189- G   5,S comp sp on tip of arm
21,47,50,-,48,56.6,237- G   5,many S comps
21,48,49,-,55,48.3,189- G   7,"L in cl, or in foreground? 1 deg err in NGC 7140 Dec,"
21,48,49,-,55,48.3,189- G   7,star superimp
21,48,54,-,54,38.1,189- G   8,S comp 0.3 p
21,50,30,-,26,48.8,532- G?  2,vis on PSS
21,50,44,-,45,19.0,288-IG  18,in G 15 group
21,52,16,-,56,20.9,189-IG  13,in group of 4
21,52,21,-,43,29.3,288- G  20,in G 21 group
21,52,55,-,49,45.5,237- G  16,cz=1800:10(2C) based on H K 5175 G
21,53,53,-,49,17.1,237- G  18,nominal value of RA off 0.9 min
21,54,9,-,28,51.5,466- G  18,in cl
21,55,19,-,27,37.9,466- G  24,cf. G 27
21,55,27,-,62,53.7,108-IG   8,compact comp (superimposed star?) on tip of arm
21,56,7,-,27,39.2,466- G  27,cf. G 24
21,56,11,-,44,6.4,288- G  25,in G 27 group
21,56,24,-,84,21.1,11- G   6,vF ext env
21,56,35,-,48,5.1,237-IG  23,star superimp?
21,57,0,-,70,58.5,75-IG  48,connected? w compact? sp
21,58,28,-,42,41.7,288- G  30,interacting? w G 32
21,59,12,-,32,14.0,466-IG  40,in cl
21,59,26,-,51,32.3,237- G  27,a great number of S conds
21,59,36,-,19,9.4,601- G   8,sev S comps
21,59,38,-,47,56.3,237- G  28,nom value of RA off 0.7 min
22,0,24,-,70,22.7,75- G  52,S comp 0.7 nf
22,2,42,-,50,21.8,237- G  36,compact E 1.1 nf
22,2,57,-,44,29.2,288-IG  39,eF bridge to S comp 0.7 n
22,3,24,-,28,12.2,467- G   3,in cl
22,3,36,-,21,19.0,601-IG  18,Arp 325
22,3,39,-,31,30.4,467- G   4,N 7202 may be the star at 22 03 50 -31 27.8
22,3,51,-,31,24.4,467- G   7,N 7202 may be the star at 22 03 50 -31 27.8
22,4,1,-,31,17.7,467-IG   8,B in group
22,4,34,-,73,37.6,48- G  17,sev S comps around
22,4,48,-,52,57.5,189-IG  25,L in group of 4 or 5
22,5,33,-,29,17.8,467- G  10,in cl
22,6,17,-,28,3.3,467- G  12,"inv S comp 0.6 nf, p w G 13, in cl"
22,6,21,-,27,24.8,532- G  22,in cl
22,8,10,-,46,52.7,288-IG  47,connected w S comp 0.3 sp
22,8,12,-,72,48.9,48- G  18,interaction?
22,8,43,-,45,50.3,288- G  49,4 S comps within 16'; in G 46 group?
22,8,44,-,71,21.0,76- G   4,in group
22,9,1,-,28,12.5,467- G  19,in cl
22,9,3,-,54,32.8,189- G  28,in G 31 group
22,9,11,-,48,53.1,237- G? 45,3 close stars superimp
22,9,44,-,53,29.0,189- G  29,B comp 2.5 f
22,9,47,-,38,25.2,344- G  13,p w G 14
22,10,8,-,53,14.2,189-IG  30,jet? ext 0.8 southwest
22,10,40,-,26,56.1,533- G   1,in field 532
22,10,59,-,24,35.1,533-IG   2,in field 532
22,11,36,-,65,48.0,108-IG  21,"arm appears wrapped around ""bar"""
22,12,33,-,46,6.0,289-IG   7,"in G 01 group, in Se 151/2 group"
22,12,44,-,46,5.8,289-IG   8,"in G 01 group, in Se 151/2 group"
22,12,48,-,46,1.8,289- G   9,in Se 151/2 group
22,13,13,-,37,5.5,405- G   5,"RA of IC 5184 off 0.7 m, also IC 5183 if 1 deg"
22,13,13,-,37,5.5,405- G   5,err in Dec
22,14,5,-,48,43.5,237- G  50,in cl
22,16,51,-,80,29.2,27-IG   7,in cl
22,17,45,-,49,1.6,238- G   2,L in group
22,17,46,-,48,37.6,238- G   3,disturbed? by S comp 1.1 nf
22,17,54,-,46,17.2,289- G  18,B knot 1.4 sf
22,19,25,-,48,39.4,238- G   5,in G 04 group
22,19,26,-,60,2.4,146-IG  21,comp or tip of arm
22,19,55,-,27,36.5,467- G  47,"IC pos 1.0 m, 7' off"
22,20,13,-,38,14.9,345- G   4,contact w S comp? sf
22,20,16,-,29,12.5,467- G  50,p w G 51
22,20,35,-,38,17.5,345- G   6,S comp 1.1 nf
22,21,10,-,54,54.4,190-IG   4,star superimp
22,21,29,-,62,54.3,108-IG  30,"asym arm points towards compact comp, or star?"
22,22,36,-,63,32.4,109- G   1,in group
22,22,38,-,27,57.4,467-IG  56,in group
22,22,44,-,25,54.0,533- G  25,"fits IC descr but pos 6.0m, 17' off; cf. G 39"
22,22,48,-,17,29.8,602- G  19,in field 674
22,22,51,-,31,27.3,467-IG  57,NGC RA 1.0 m off
22,22,53,-,47,58.2,238- G  10,in foreground
22,23,10,-,24,59.1,533- G  27,poss S comp superimp
22,25,52,-,25,5.8,533-IG  32,v long arm
22,27,29,-,46,15.0,289- G  31,IC RA off 1.0 min
22,27,53,-,17,49.8,602- G  23,NGC RA 1.4m off
22,28,17,-,25,36.0,533- G  39,IC pos OK but cf. G 25
22,28,59,-,42,0.4,345-IG  20,incl S comp nf on tip of arm
22,29,45,-,73,56.4,48-IG  26,tail?
22,30,30,-,37,37.0,345-IG  22,"incl 2 S comp n, s on tip of arms"
22,30,37,-,64,57.4,109- G   8,S comp 2.9 p
22,30,45,-,48,16.9,238- G  16,in cluster
22,30,57,-,41,11.5,345- G  26,sev S comps
22,30,59,-,42,34.7,289-IG  38,in G 40 group
22,31,38,-,43,33.8,289-IG  41,"2 S comps sf, in group"
22,31,53,-,22,44.6,533- G  49,S double system 0.7 s
22,33,0,-,26,18.6,533- G  53,cz=1694(5D)
22,33,22,-,61,39.6,147-IG   3,bridge and streamer
22,34,9,-,20,4.0,602- G  30,image blurred by halo around calibration marks
22,34,35,-,44,6.0,289-IG  43,e dif bridge? to S comp 1.9 sf
22,34,59,-,37,29.4,405- G  33,RA of NGC 7334 off 1 min
22,36,29,-,26,6.2,534- G  12,"2 S comps 0.4 s, 0.7 s"
22,38,32,-,22,3.4,603- G   4,1 deg error in NGC Dec
22,38,44,-,24,27.2,534-IG  16,interacting w S comp 0.2 p
22,38,55,-,46,21.3,290- G   1,"superimp star, or vB centre?"
22,39,31,-,30,19.2,468- G  23,IC RA 2.4 min off
22,40,5,-,21,25.7,603- G   6,p w G 07
22,40,37,-,45,35.3,290- G   6,sev S comps (background?)
22,41,20,-,45,23.0,290-IG   9,in group
22,42,32,-,22,59.6,534- G  24,"NGC pos off 3.7 m, 9'"
22,42,32,-,44,39.1,290-IG  10,con arm w compact 1.0 s
22,44,0,-,65,19.3,109-IG  22,B in group
22,44,42,-,52,6.1,238-IG  27,arm ext?  starlike object 0.8 s
22,45,10,-,47,30.0,290- G  13,S comp? 1.3 np
22,45,11,-,66,59.1,109-IG  23,B in group
22,45,58,-,45,41.4,290-IG  14,2 S comp attached
22,46,26,-,19,57.1,603- G  16,cf. G 17
22,47,14,-,89,23.7,1-IG   9,interacting w IG 08
22,47,27,-,19,59.3,603- G  17,cf. G 16; NGC RA 1.1 m off
22,47,34,-,44,4.7,290-IG  18,e dif arm con S com 1.2 nf
22,47,35,-,45,26.9,290-IG  19,1st and 2nd of 3
22,48,54,-,67,41.1,76- G  29,F bridge? to starlike object 0.9 f
22,49,8,-,20,52.4,603- G  22,cz=3015(5D)
22,49,28,-,54,18.4,191-IG   1,in field 190
22,49,48,-,17,27.1,603-IG  23,in field 675
22,51,27,-,45,36.8,290- G  22,NGC RA off 0.6 m
22,51,41,-,47,34.4,239-IG   3,"filaments? ext 0.7 n, eruptive?"
22,53,2,-,42,32.9,290-IG  25,B in group
22,53,54,-,37,2.4,406- G  27,in cl
22,55,5,-,45,4.2,290-IG  30,v dif region northw
22,56,13,-,44,23.4,290-IG  31,v dif plume southw
22,56,14,-,30,45.7,469- G   7,S comp n at tip of arm
22,58,29,-,59,54.4,147-IG  19,"spirals, distorted arms, long eF streamer"
22,59,44,-,42,59.3,290-IG  36,vF bridge to S comp 1.2 nf
22,59,44,-,69,28.8,77-IG   1,"sev S comps nf, nom val of Dec off 10'"
23,1,53,-,43,51.3,290- G  44,S comp 1.7 f
23,2,22,-,43,22.2,290- G  45,disturbed? B in group
23,2,37,-,43,15.3,290-IG  46,eF bridge over middle comp
23,2,52,-,51,57.0,239-IG  10,in cl
23,3,4,-,44,37.8,290- G  49,in v distant cl
23,3,57,-,44,31.3,290-IG  50,1 or 2 S comps f
23,4,44,-,28,5.2,469-IG  14,F irr env
23,4,52,-,49,1.2,239-IG  12,sev S comps attached
23,7,40,-,22,0.5,604-**   5,NGC RA 0.5 m off
23,8,34,-,32,43.5,407-IG   8,"in cl, IC Dec off 5'"
23,11,18,-,37,28.9,347- G   1,in field 407
23,12,56,-,51,18.6,239-IG  18,"rad vel in main cat at RA=231256, Dec=-511857"
23,12,56,-,51,18.6,239-IG  18,"cz=16100:160(2C) at RA=231257, Dec=-511810"
23,14,6,-,66,45.3,110-IG   7,eF bridge to S comp 0.9 n
23,16,10,-,42,30.7,347- G  33,in field 291 but not visible on displaced plate 1108
23,16,36,-,42,31.8,347- G  34,in field 291 but not visible on displaced plate 1108
23,16,36,-,42,33.0,347- ?  35,in field 291 but not visible on displaced plate 1108
23,16,37,-,64,50.6,110- G   9,IC RA off 1.1m
23,18,23,-,58,21.3,148-IG   7,interacting systems?
23,21,24,-,68,38.3,77- G  16,"incl compact 0.3 p, in cl"
23,21,54,-,19,20.1,605-IG   5,in cluster
23,24,15,-,26,11.8,536-AC?  5,moving obj; not vis on PSS
23,25,4,-,47,39.4,240- G   3,redshift based on 5175 G
23,25,24,-,68,2.1,77- G  21,nom val of RA off 1.0 m
23,25,33,-,68,2.2,77- G  22,nominal value of RA off 1.0 m
23,27,28,-,31,24.2,470- G  14,in cl
23,30,18,-,51,58.4,240- G   6,cz=2700:10(2C) based on H K G
23,30,49,-,38,52.4,347- G  22,in cl
23,32,2,-,48,30.8,240- G   7,contact w S comp sp
23,32,6,-,36,18.5,408- G? 10,"comp of G 09, or in background?"
23,32,7,-,66,57.4,110- G  13,S comp 1.2 nf
23,34,29,-,37,59.5,347- G  30,nominal value of Dec off 6'
23,35,3,-,47,46.9,240- G  10,in G 11 group
23,36,2,-,56,45.3,192-IG  11,S comp 0.8 sf; p w G 12
23,36,44,-,42,21.1,348- G   1,in field 347
23,37,27,-,44,44.3,292- G   8,in G 09 group
23,37,44,-,44,47.6,292- G   9,L in group
23,38,10,-,20,47.2,606- G   2,"NGC position 0.6m, 17' off, in cl"
23,38,41,-,58,25.1,148-IGA 21,sev S comps around
23,39,44,-,34,29.4,408-IG  18,jet ext 0.6 s
23,39,47,-,66,14.1,110- G  22,connected? w G 23
23,39,56,-,45,10.9,292- G  14,nominal value of Dec off 16'
23,40,27,-,72,50.9,28- G   1,follows overlap with field 049 in RA 23h27m to 23h39m
23,41,33,-,43,13.4,292- G  16,in cl
23,42,9,-,49,23.4,240-IG  16,eruptive? In cl
23,43,2,-,63,35.2,110-IG  25,connected w S comp n
23,43,53,-,70,39.6,77- G  31,L in group
23,46,57,-,46,34.8,241- G   1,also in field 292
23,47,0,-,46,17.3,241- G   2,also in field 292
23,47,6,-,43,55.1,241- G   3,also in field 292
23,49,8,-,26,7.7,472- G   1,image distorted by calibration spots
23,49,29,-,26,8.3,472- G   2,image distorted by calibration spots
23,49,39,-,25,41.1,472- G   4,image distorted by calibration spots
23,49,53,-,18,42.1,606- G  17,in field 538
23,49,56,-,20,19.2,606- G  18,in field 538
23,50,45,-,30,25.8,471-IG  37,in cluster
23,50,47,-,41,5.3,293-IG   8,in cl; RC2 Dec off 6'
23,51,21,-,42,43.7,241- G   4,also in field 292
23,53,21,-,44,0.2,241- G   5,also in field 292
23,53,27,-,41,10.2,293-IG  14,in cl
23,53,40,-,43,42.3,241- G   6,also in field 292
23,53,44,-,44,29.2,241- G   7,also in field 292
23,54,19,-,38,29.5,293-IG  19,in cl
23,54,36,-,37,16.8,349- G  11,IC RA 0.4 min off
23,55,1,-,46,26.1,241- G   8,also in field 292
23,55,38,-,45,6.5,241-IG   9,also in field 292
23,57,33,-,77,37.1,12-IG  11,star superimposed?
23,58,29,-,43,36.5,241- G  10,also in field 292
23,58,40,-,44,17.4,241- G  11,also in field 292
23,59,30,-,28,51.7,409- G   5,in cluster
