ES UBV,Z     Sadler, Elaine: 1982, Thesis
1A UBV,Z     Danks, A., Alcaino, G.: 1981, Astron. Astrophys. 98, 223
1B Z         Danziger, I.J., Goss, W.M.: 1982, ESO preprint no. 198
1C Z         Materne, J., Chincarini, G., Tarenghi, M., Hopp, U.: 1982, Astron.
1C           Astrophys. 109, 238
1D Z         Richter, O.-G., Materne, J., Huchtmeier, W.K.: Astron. Astrophys.
1D           111, 193
2A Z         Fairall, A.P.: 1983, Mon. Not. R. Astr. Soc. 203, 47
2B UBV,Z     Rose, J.A., Graham, J.A.: 1979, Astrophys. J. 231, 320
2C Z         Fairall, A.P.: 1983, Spectroscopic survey VI, private com.
2D           Fairall, A.P.: 1979, MNASSA 38, 18
3A UBV       Griersmith, D.: 1982, Astron. J. 87, 462
3B Z         Reif, K., Mebold, U., Goss, W.M., van Woerden, H., Siegman, Betty:
3B           1982, subm. to Astron. Astrophys. Suppl.
3C UBV       Griersmith, D., Hyland, A.R., Jones, T.J: 1982, Astron. J. 87, 1106
3D ubvr      Visvanathan, N., Griersmith, D.: 1977, Astron. Astrophys. 59, 317
4A BV        Peterson, C.: 1982, Publ. Astr. Soc. Pacific 94, 404
4B Z         Rodgers, A.W., Peterson, B.A., Harding, P.: 1978, Astrophys. J.
4B           225, 768
5A UBVR      Sandage, A., Visvanathan, N.: 1978, Astrophys. J. 223, 707
5B UBVRI     Smyth, R.: 1983, private communication
5C Z         Schweizer, F., Whitmore, B.C., Rubin, V.C.: 1983, Astron. J. 88,
5C           909
5D           Stauffer, J.R.: 1982, Astrophys. J. Suppl. Ser. 50, 517
5E           Richter, O.-G.: 1984, ESO Preprint No. 312
6A Z         Longmore, A.J., Hawarden, T.G., Goss, W.M., Mebold, U., Webster,
6A           B.L.: 1982, Mon. Not. R. Astr. Soc. 200, 325
6B Z         Lucey, J.R., Dickens, R.J., Mitchell, R.J., Dawe, J.A: 1983, Mon.
6B           Not. R. Astr. Soc. 203, 545
7A UBV       Ardeberg, A., Bergvall, N.: 1977, Astron. Astrophys. 61, 493
9A UBV       Veron-Cetty, M.P., Veron, P., Tarenghi, M.: 1982, Astron.
9A           Astrophys. 113, 46
9B UBV       Weedman, D.W.: 1976, Astrophys. J. 203, 1976
9C UBV       Chincarini, G., Tarenghi, M., Sol, Helene, Crane, P.,
9C           Manousoyannaki, Materne, J.: 1982, Horologium Supercluster
9C           (private communication)
9D Z         Jones, Janet E., Jones, J.T.: 1980, Mon. Not. Astr. Soc. 191, 685
9E BVR,Z     Gallagher, J.S., Hunter, D.A., Knapp, G.R.: 1981, Astron. J. 86,
9E           344
9F Z         Pineda, F.J., Delvaille, J.P., Grindlay, J.E., Schnopper, H.W.:
9F           1980, Astrophys. J. 237, 414
9G           Schwartz, R.D.: 1978, Publ. Astr. Soc. Pacific 90, 393
9H UBVR,Z    Gallagher, J.S., Bushouse, H.: 1983, Astron. J. 88, 55
9J UBVR      Gallagher, J.S.: 1979, Astron. J. 84, 1281
9K Z         Materne, J., Hopp, U.: 1983, Astron. Astrophys. 124, L13
9L UBVRIJHKL McAlary, C.W., McLaren, R.A., McGonegal, R.J., Maza, J.: 1983,
9L           Astrophys. J. Suppl. Ser. 52, 341
9M BV,Z      Chincarini, G., Tarenghi, M., Bettis, C.: 1981, Astron. Astrophys.
9M           96, 106
FW BV        Fredrick, L.W., West, R.M., 1983, ESO Scientific Preprint no. 292.
