PN,17 48 28.27,-24 41 28.9,,,,,,,,0.13,,,PNG 003.9+01.6,Te 2111,
PN,18 03 39.26,-26 43 24.8,,,,,,+82.0,,0.07,,,PNG 003.9-02.3,PK 003-02.1,M 1-35,
PN,18 06 49.91,-27 06 18.0,,,,,,-91.0,,0.08,,,PNG 003.9-03.1,KFL  7,
PN,18 55 38.58,-32 15 54.9,,,,,,-65.4,,0.07,,,PNG 003.9-14.9,PK 003-14.1,Hb  7,
PN,18 06 42.34,-26 55 20.5,,,,,,-114.0,,0.05,,,PNG 004.0-03.0,PK 004-03.1,M 2-29,
PN,18 17 42.00,-28 17 18.6,,,,,,,,0.15,,,PNG 004.0-05.8,PK 004-05.3,Pe 1-12,
PN,18 39 25.75,-30 40 36.3,,,,,,+50.3,,0.13,,,PNG 004.0-11.1,PK 004-11.1,M 3-29,
PN,18 10 12.25,-27 16 36.2,,,,,,-63.0,,0.05,,,PNG 004.1-03.8,KFL 11,
PN,18 08 01.41,-26 54 00.7,,,,,,-121.0,,0.10,,,PNG 004.2-03.2,KFL 10,
PN,18 12 24.64,-27 28 54.6,,,,,,,,0.08,,,PNG 004.2-04.3,PK 004-04.1,H 1-60,
PN,18 18 38.66,-28 08 05.4,,,,,,+57.0,,0.12,,,PNG 004.2-05.9,PK 004-05.5,M 2-37,
PN,17 48 36.29,-24 16 35.5,,,,,,,,0.07,,,PNG 004.3+01.8,PK 004+01.1,H 2-24,
PN,18 05 57.02,-26 29 41.8,,,,,,+75.0,,,,,PNG 004.3-02.6,PK 004-02.1,H 1-53,
PN,17 30 35.75,-21 28 50.7,,,,,,,,0.08,,,PNG 004.5+06.8,PK 004+06.1,H 2-12,
PN,17 33 37.68,-21 46 17.6,,,,,,+160.0,,0.13,,,PNG 004.6+06.0,PK 004+06.2,H 1-24,
PN,18 44 13.34,-30 18 26.7,,,,,,,,0.22,,,PNG 004.7-11.8,PK 004-11.2,He 2-418,
PN,17 49 00.51,-23 42 54.7,,,,,,,,0.07,,,PNG 004.8+02.0,PK 004+02.1,H 2-25,
PN,18 16 11.37,-27 14 57.1,,,,,,-9.8,,0.13,,,PNG 004.8-05.0,PK 004-05.1,M 3-26,
PN,19 32 07.23,-34 12 33.5,,,,,,,,,,,PNG 004.8-22.7,PK 004-22.1,He 2-436,
PN,17 38 30.25,-22 08 38.8,,,,,,+25.9,,0.07,,,PNG 004.9+04.9,PK 004+04.1,M 1-25,
PN,18 16 17.31,-27 04 32.6,,,,,,-75.0,,0.05,,,PNG 004.9-04.9,PK 004-04.2,M 1-44,
PN,17 45 36.85,-23 02 26.5,,,,,,,,0.20,,,PNG 005.0+03.0,PK 005+03.1,Pe 1- 9,
PN,17 40 18.01,-22 19 17.6,,,,,,+17.0,,0.08,,,PNG 005.0+04.4,PK 005+04.1,H 1-27,
PN,18 12 23.07,-26 32 54.7,,,,,,,,0.18,,,PNG 005.0-03.9,PK 005-03.2,H 2-42,
PN,18 09 13.35,-26 02 26.5,,,,,,,,0.10,,,PNG 005.1-03.0,PK 005-03.1,H 1-58,
PN,18 32 31.03,-28 43 21.1,,,,,,,,0.30,,,PNG 005.1-08.9,PK 005-08.1,Hf 2-2,
PN,17 41 36.89,-22 13 02.9,,,,,,,,,,,PNG 005.2+04.2,PK 005+04.2,M 3-13,
PN,17 36 23.88,-21 30 49.5,,,,,,+17.8,,0.10,,,PNG 005.2+05.6,PK 005+05.1,M 3-12,
PN,19 14 23.23,-32 34 18.1,,,,,,,,,,,PNG 005.2-18.6,StWr 2-21,
PN,18 05 23.47,-25 12 37.2,,,,,,,,,,,PNG 005.4-01.9,PBOZ 34,
PN,17 48 07.72,-22 46 46.5,,,,,,,,,,,PNG 005.5+02.7,PK 005+02.1,H 1-34,
PN,17 35 21.12,-20 57 18.1,,,,,,+1.0,,0.12,,,PNG 005.5+06.1,PK 005+06.1,M 3-11,
PN,18 07 53.44,-25 24 02.2,,,,,,+128.0,,0.17,,,PNG 005.5-02.5,PK 005-02.1,M 3-24,
PN,18 13 40.48,-26 08 43.0,,,,,,,,0.10,,,PNG 005.5-04.0,PK 005-04.1,H 2-44,
PN,18 16 53.61,-26 23 24.0,,,,,,+17.0,,0.20,,,PNG 005.6-04.7,KFL 16,
PN,18 12 44.90,-25 44 23.0,,,,,,-71.0,,0.23,,,PNG 005.7-03.6,KFL 13,
PN,18 19 25.07,-26 35 19.0,,,,,,-72.3,,0.15,,,PNG 005.7-05.3,PK 005-05.1,M 2-38,
PN,17 39 54.55,-21 14 06.2,,,,,,-56.0,,0.27,,,PNG 005.8+05.1,PK 005+05.2,H 2-16,
PN,18 22 54.17,-26 49 16.8,,,,,,+72.6,,0.13,,,NGC 6620,PNG 005.8-06.1,PK 005-06.1,
PN,18 09 12.47,-25 04 35.5,,,,,,,,0.17,,,PNG 005.9-02.6,MaC 1-10,
PN,17 48 37.04,-22 16 49.3,,,,,,,,,,,PNG 006.0+02.8,PK 006+02.1,Th 4- 3,
PN,17 47 38.19,-22 06 19.6,,,,,,+18.0,,0.23,,,PNG 006.0+03.1,PK 006+03.2,M 1-28,
PN,18 13 16.06,-25 30 05.6,,,,,,+157.3,,0.08,,,PNG 006.0-03.6,PK 006-03.3,M 2-31,
PN,21 05 53.44,-37 08 16.8,,,,,,,,0.13,,,PNG 006.0-41.9,PRMG 1,
PN,17 28 57.55,-19 15 53.8,,,,,,+91.7,,,,,PNG 006.1+08.3,PK 006+08.1,M 1-20,
PN,17 55 55.84,-22 59 01.4,,,,,,,,0.20,,,PNG 006.2+01.0,HaTr  8,
PN,18 14 19.33,-25 20 50.1,,,,,,+123.0,,0.13,,,PNG 006.2-03.7,KFL 15,
PN,17 47 34.37,-21 47 24.9,,,,,,,,0.10,,,PNG 006.3+03.3,PK 006+03.1,H 2-22,
PN,17 43 28.79,-21 09 52.5,,,,,,-116.0,,0.05,,,PNG 006.3+04.4,PK 006+04.1,H 2-18,
PN,17 52 41.38,-22 21 56.5,,,,,,+73.0,,,,,PNG 006.4+02.0,PK 006+02.5,M 1-31,
PN,18 18 13.71,-25 38 11.1,,,,,,,,0.10,,,PNG 006.4-04.6,PK 006-04.1,Pe 2-13,
PN,18 12 33.61,-24 49 59.8,,,,,,+53.0,,,,,PNG 006.5-03.1,PK 006-03.1,H 1-61,
PN,18 09 29.84,-24 12 28.2,,,,,,-4.7,,0.13,,,PNG 006.7-02.2,PK 006-02.1,M 1-41,
PN,17 53 36.66,-21 58 40.5,,,,,,,,0.05,,,PNG 006.8+02.0,PK 006+02.4,Pe 2-10,
PN,17 52 22.48,-21 51 12.9,,,,,,,,,,,PNG 006.8+02.3,PK 006+02.3,Th 4- 7,
PN,17 45 31.64,-20 58 01.8,,,,,,+100.2,,0.07,,,PNG 006.8+04.1,PK 006+04.2,M 3-15,
PN,18 14 28.45,-24 43 33.4,,,,,,,,0.07,,,PNG 006.8-03.4,PK 006-03.2,H 2-45,
PN,18 34 54.58,-27 06 22.7,,,,,,,,0.22,,,PNG 006.8-08.6,Al 1,
PN,19 22 10.54,-31 30 39.9,,,,,,,,,,,PNG 006.8-19.8,Wray 16-423,
PN,17 38 12.40,-19 37 41.6,,,,,,-7.0,,0.10,,,PNG 007.0+06.3,PK 007+06.2,M 1-24,
PN,18 24 56.72,-25 41 53.8,,,,,,+42.0,,0.13,,,PNG 007.0-06.0,PK 007-06.1,H 1-66,
PN,18 27 59.47,-26 06 40.6,,,,,,+115.0,,,,,PNG 007.0-06.8,PK 007-06.2,VY 2- 1,
PN,17 55 07.15,-21 44 37.9,,,,,,+9.2,,0.08,,,PNG 007.2+01.8,PK 007+01.1,Hb  6,
PN,17 46 20.28,-20 13 54.2,,,,,,-108.0,,,,,PNG 007.5+04.3,PK 007+04.1,Th 4- 1,
PN,17 35 10.00,-18 34 18.7,,,,,,+13.2,,0.15,,,PNG 007.5+07.4,PK 007+07.1,M 1-22,
PN,17 37 22.29,-18 46 45.2,,,,,,-65.4,,0.12,,,PNG 007.6+06.9,PK 007+06.1,M 1-23,
PN,18 17 16.38,-23 58 51.2,,,,,,+70.0,,0.13,,,PNG 007.8-03.7,PK 007-03.1,M 2-34,
PN,18 20 08.73,-24 15 05.7,,,,,,+161.0,,0.13,,,PNG 007.8-04.4,PK 007-04.1,H 1-65,
PN,17 26 38.04,-16 48 28.6,,,,,,,,,,,PNG 007.9+10.1,MaC 1- 4,
PN,17 49 15.20,-20 00 34.4,,,,,2.250E+03,+16.2,,0.55,,,NGC 6445,PNG 008.0+03.9,PK 008+03.1,
PN,18 22 01.11,-24 10 39.5,,,,,,+71.0,,0.05,,,PNG 008.1-04.7,PK 008-04.1,M 2-39,
PN,17 38 57.31,-18 17 35.8,,,,,,,,,,,PNG 008.2+06.8,PK 008+06.1,He 2-260,
PN,18 22 31.68,-24 09 28.3,,,,,,+157.0,,0.05,,,PNG 008.2-04.8,PK 008-04.2,M 2-42,
PN,18 08 25.29,-22 16 52.8,,,,,,-32.0,,0.08,,,PNG 008.3-01.1,PK 008-01.1,M 1-40,
PN,18 32 34.69,-25 07 43.9,,,,,,+193.9,,0.03,,,NGC 6644,PNG 008.3-07.3,PK 008-07.2,
