OC,03 24 19.00,+49 51 42.0,+0.00232,-0.0259,,,1.850E+02,-1.3,,300.00,,,Mel 20,
OC,03 27 27.00,+34 57 12.0,-0.00025,-0.0010,,,7.000E+02,,,57.00,,,Alessi Teutsch 9,
OC,03 27 50.00,+56 23 59.0,+0.00028,-0.0018,,,8.710E+02,,,3.00,,,King 6,
OC,03 30 48.00,+52 39 00.0,+0.00003,-0.0034,,,2.580E+03,,,5.00,,,Czernik 16,
OC,03 31 38.00,+37 22 36.0,-0.00025,-0.0018,,,6.650E+02,-10.6,,15.00,,,NGC 1342,
OC,03 32 17.00,+44 50 24.0,+0.00012,-0.0047,,,6.500E+02,-3.2,,42.00,,,ASCC 11,
OC,03 32 39.00,+52 39 14.0,+0.00012,-0.0006,,,1.480E+03,,,6.00,,,Berkeley 9,
OC,03 34 06.00,+51 24 30.0,+0.00006,-0.0004,,,1.820E+03,,,6.00,,,NGC 1348,
OC,03 39 32.00,+66 29 09.0,-0.00035,-0.0005,,,1.700E+03,,,10.00,,,Berkeley 10,
OC,03 40 22.00,+82 14 00.0,+0.00109,+0.0010,,,3.100E+03,,,3.00,,,SAI 30,
OC,03 40 24.00,+59 25 10.0,+0.00351,-0.0201,,,2.301E+03,,,1.00,,,FSR 0634,
OC,03 44 26.00,+29 40 00.0,+0.00037,-0.0033,,,,+26.0,,25.00,,,Alessi Teutsch 10,
OC,03 44 34.00,+32 09 48.0,+0.00027,-0.0074,,,3.850E+02,+18.1,,8.00,,,IC 348,
OC,03 47 00.00,+24 07 00.0,+0.00145,-0.0450,,,1.330E+02,+5.9,,120.00,,,M 45,Mel 22,Pleiades,Seven Sisters,
OC,03 47 18.00,+53 54 35.0,+0.00205,-0.0178,,,3.000E+03,,,5.00,,,Juchert 11,
OC,03 47 48.00,+59 03 00.0,-0.00009,-0.0018,,,1.750E+03,-5.8,,14.00,,,Tombaugh 5,
OC,03 49 25.00,+52 39 30.0,+0.00026,-0.0020,,,1.199E+03,+2.0,,4.00,,,NGC 1444,
OC,03 51 37.00,+51 31 00.0,,,,,,,,4.00,,,Majaess 36,
OC,03 52 24.00,+61 57 00.0,-0.00033,+0.0018,,,7.000E+03,,,8.00,,,Czernik 17,
OC,03 55 21.00,+58 23 30.0,-0.00004,+0.0009,,,4.400E+03,,,3.00,,,Juchert 9,
OC,03 55 35.00,+54 01 14.0,+0.00015,-0.0061,,,4.000E+03,,,3.00,,,FSR 0654,
OC,03 56 14.00,+53 51 54.0,+0.00014,-0.0022,,,1.742E+03,,,1.00,,,FSR 0655,
OC,03 57 51.00,-76 47 42.0,+0.00128,+0.0038,,,7.750E+02,,,7.00,,,NGC 1520,
OC,03 58 53.00,+53 37 54.0,-0.00001,-0.0018,,,1.400E+03,,,1.00,,,FSR 0656,
OC,03 59 00.00,+51 48 00.0,+0.00009,-0.0014,,,2.200E+03,,,7.00,,,King 7,
OC,03 59 11.00,+57 13 37.0,,,,,,,,2.00,,,FSR 0647,
OC,03 59 18.00,+57 14 14.0,-0.00022,+0.0014,,,3.981E+03,-32.4,,2.00,,,Alicante 1,
OC,04 00 18.00,-12 00 54.0,+0.00014,-0.0075,,,1.020E+03,,,7.00,,,NGC 1498,
OC,04 02 20.00,+52 26 39.0,-0.00051,-0.0038,,,1.340E+03,,,2.00,,,Juchert 19,
OC,04 02 38.00,+51 55 56.0,-0.00052,+0.0007,,,5.126E+03,,,2.00,,,FSR 0660,
OC,04 03 19.00,+51 17 58.0,+0.00002,+0.0001,,,,-24.2,,25.00,,,Majaess 41,
OC,04 03 48.00,+51 01 05.0,,,,,,,,2.00,,,Majaess 42,
OC,04 04 32.00,+52 39 42.0,+0.00005,+0.0014,,,1.230E+03,-14.4,,4.00,,,NGC 1496,
OC,04 05 12.00,+51 31 20.0,+0.00011,+0.0015,,,,,,4.00,,,FSR 0665,
OC,04 06 43.00,+27 32 34.0,+0.00013,-0.0009,,,1.670E+03,,,19.00,,,Dolidze 14,
OC,04 07 09.00,+51 10 18.0,-0.00007,-0.0010,,,1.818E+03,,,2.00,,,FSR 0667,
OC,04 07 50.00,+62 19 54.0,-0.00008,-0.0009,,,1.000E+03,-9.7,,8.00,,,NGC 1502,
OC,04 09 57.00,+49 30 54.0,+0.00011,-0.0047,,,1.320E+03,-15.1,,10.00,,,NGC 1513,
OC,04 10 47.00,+46 52 01.0,-0.00001,-0.0009,,,2.420E+03,,,5.00,,,Juchert 20,
OC,04 12 21.00,+48 44 07.0,-0.00024,-0.0018,,,3.400E+03,,,2.00,,,FSR 0674,
OC,04 13 11.00,-70 28 18.0,+0.00057,+0.0057,,,1.055E+03,+4.9,,26.00,,,NGC 1557,
OC,04 15 23.00,+51 12 54.0,+0.00010,-0.0011,,,1.090E+03,-16.9,,16.00,,,NGC 1528,
OC,04 16 50.00,+41 04 00.0,+0.00008,-0.0038,,,3.000E+03,,,3.00,,,SAI 36,
OC,04 18 36.00,+52 51 30.0,-0.00010,-0.0014,,,4.400E+03,,,5.00,,,Waterloo 1,
OC,04 19 00.01,+58 18 00.0,+0.00016,-0.0025,,,1.070E+03,,,6.00,,,IC 361,
OC,04 19 45.00,+53 10 00.0,-0.00016,-0.0059,,,1.589E+03,,,3.00,,,Mayer 2,
OC,04 20 36.00,+44 55 00.0,+0.00008,-0.0027,,,2.200E+03,,,5.00,,,Berkeley 11,
OC,04 20 57.00,+50 15 12.0,-0.00002,-0.0015,,,7.110E+02,-12.4,,18.00,,,NGC 1545,
OC,04 21 20.00,+36 55 00.0,+0.00031,-0.0024,,,2.501E+03,,,30.00,,,NGC 1548,
OC,04 22 30.00,+51 50 40.0,-0.00013,+0.0021,,,3.501E+03,,,0.00,,,FSR 0671,
OC,04 24 13.00,+29 42 14.0,+0.00014,-0.0027,,,1.800E+03,,,4.00,,,FSR 0756,
OC,04 24 30.00,+54 58 01.0,,,,,,,,3.00,,,FSR 0662,
OC,04 25 51.00,+46 05 53.0,-0.00016,-0.0054,,,1.638E+03,,,1.00,,,FSR 0686,
OC,04 26 54.00,+15 52 00.0,,,,,4.500E+01,+39.2,,330.00,,,C 41,Mel 25,Hyades,
OC,04 28 00.00,+30 56 00.0,+0.00001,-0.0037,,,1.052E+03,,,5.00,,,Czernik 18,
OC,04 31 39.00,+43 44 36.0,+0.00002,+0.0001,,,1.100E+03,+5.5,,24.00,,,NGC 1582,
OC,04 34 53.00,+45 16 12.0,-0.00019,-0.0020,,,2.559E+03,,,6.00,,,NGC 1605,
OC,04 35 32.00,-65 45 00.0,+0.00105,+0.0085,,,9.850E+02,,,11.00,,,NGC 1641,
OC,04 38 06.00,+50 45 00.0,-0.00003,-0.0011,,,2.450E+03,,,10.00,,,Berkeley 67,
OC,04 39 29.00,+48 11 40.0,,,,,,,,1.00,,,FSR 0687,
OC,04 40 36.00,+50 27 42.0,-0.00008,-0.0005,,,6.000E+03,,,3.00,,,NGC 1624,
OC,04 41 37.00,+71 14 12.0,+0.00080,-0.0214,,,2.000E+02,+7.0,,216.00,,,Platais 3,
OC,04 42 46.00,+41 55 19.0,-0.00013,-0.0002,,,1.819E+03,,,2.00,,,FSR 0714,
OC,04 44 19.00,+41 48 51.0,-0.00030,+0.0003,,,3.500E+03,,,2.00,,,FSR 0719,
OC,04 44 30.00,+42 04 00.0,-0.00006,+0.0001,,,1.678E+03,,,12.00,,,Berkeley 68,
OC,04 44 36.00,+42 41 00.0,-0.00007,+0.0014,,,3.162E+03,,,4.00,,,Berkeley 12,
OC,04 44 57.00,+41 30 45.0,+0.00001,-0.0002,,,3.103E+03,,,0.00,,,FSR 0723,
OC,04 45 08.00,+39 46 32.0,-0.00007,+0.0001,,,1.500E+03,,,3.00,,,FSR 0733,
