Field,RAh,RAm,DE-,DEd,DEm,Pmag,Rem_Code
194,15,39.0,+,32,50,15.6,--
195,15,44.6,+,33,22,15.5,1
195,15,45.9,+,37,21,15.2,1
195,15,57.3,+,35,10,14.9,--
195,15,57.9,+,37,10,15.1,--
195,15,59.2,+,36,44,15.6,--
195,16,0.1,+,36,50,15.5,--
195,16,0.5,+,36,15,15.3,1
195,16,0.8,+,37,29,14.4,--
195,16,1.0,+,33,16,15.7,1
195,16,2.7,+,37,17,15.7,1
195,16,2.9,+,34,45,15.4,1
195,16,3.1,+,34,44,15.3,--
195,16,3.6,+,32,47,15.6,--
195,16,4.3,+,36,7,15.7,--
195,16,5.8,+,36,37,15.7,--
195,16,6.5,+,36,13,15.6,--
195,16,7.2,+,35,55,15.4,--
195,16,7.2,+,36,45,15.6,--
195,16,7.5,+,33,8,15.7,--
195,16,9.1,+,36,7,15.4,--
195,16,9.3,+,38,23,15.0,--
195,16,9.4,+,36,5,15.3,1
196,16,9.1,+,36,7,15.4,--
196,16,9.3,+,38,23,15.0,--
196,16,9.4,+,36,5,15.3,1
196,16,9.9,+,32,15,15.6,1
196,16,10.7,+,33,10,15.0,1
196,16,10.7,+,33,10,15.0,1
196,16,11.0,+,32,38,15.3,--
196,16,11.2,+,37,25,15.5,--
196,16,11.3,+,36,43,15.7,1
196,16,11.4,+,32,25,15.7,--
196,16,11.7,+,34,25,15.7,--
196,16,12.0,+,38,17,15.2,1
196,16,12.1,+,33,8,15.7,--
196,16,12.1,+,33,8,15.7,--
196,16,12.2,+,35,0,15.3,1
196,16,12.5,+,35,14,14.9,--
196,16,12.7,+,34,21,15.2,1
196,16,12.9,+,36,40,15.7,1
196,16,13.0,+,33,11,15.7,1
196,16,13.0,+,33,11,15.7,1
196,16,13.5,+,34,21,15.6,1
196,16,13.9,+,36,39,15.3,--
196,16,14.0,+,37,7,15.5,--
196,16,14.1,+,32,58,15.6,--
196,16,14.1,+,32,58,15.6,--
196,16,14.2,+,38,2,15.5,--
196,16,14.7,+,35,50,14.1,--
196,16,15.0,+,33,3,15.7,--
196,16,15.0,+,33,3,15.7,--
196,16,15.0,+,35,50,15.4,--
196,16,15.2,+,35,0,15.3,--
196,16,15.4,+,35,1,14.7,1
196,16,15.5,+,35,15,15.4,--
196,16,15.7,+,35,7,14.9,1
196,16,15.8,+,35,13,15.6,--
196,16,16.1,+,35,14,14.8,1
196,16,16.1,+,35,23,15.7,--
196,16,16.5,+,35,18,15.3,--
196,16,16.7,+,35,37,15.2,--
196,16,17.0,+,35,17,15.3,--
196,16,17.2,+,35,10,15.7,--
196,16,17.4,+,34,40,15.4,--
196,16,17.5,+,35,42,15.7,--
196,16,17.5,+,37,13,14.7,--
196,16,17.6,+,36,24,15.6,--
196,16,17.8,+,34,27,15.5,1
196,16,17.8,+,36,12,15.3,--
196,16,17.9,+,37,56,15.4,--
196,16,18.0,+,37,54,14.3,--
196,16,18.0,+,38,21,15.4,--
196,16,19.1,+,34,53,15.6,1
196,16,19.3,+,32,28,15.5,--
196,16,19.3,+,34,53,15.4,1
196,16,19.3,+,36,10,15.4,--
196,16,19.6,+,36,30,14.5,--
196,16,19.8,+,38,7,15.6,--
196,16,20.0,+,38,6,14.7,--
196,16,20.6,+,35,46,15.3,--
196,16,20.9,+,38,29,14.9,1
196,16,21.0,+,37,40,15.0,--
196,16,21.2,+,38,4,15.5,--
196,16,21.3,+,35,57,15.3,--
196,16,21.3,+,38,2,14.1,--
196,16,21.5,+,37,19,15.6,--
196,16,21.6,+,37,22,14.8,--
196,16,21.8,+,35,7,15.1,1
196,16,22.1,+,36,20,15.2,--
196,16,22.3,+,36,20,15.7,--
196,16,22.5,+,38,43,15.6,--
196,16,23.8,+,36,5,15.7,--
196,16,24.6,+,35,47,15.0,--
196,16,24.7,+,33,38,15.7,1
196,16,24.7,+,35,10,15.7,--
196,16,24.8,+,33,12,15.6,--
196,16,25.1,+,35,35,15.6,--
196,16,25.8,+,38,58,15.5,--
196,16,26.0,+,36,15,15.5,--
196,16,26.0,+,38,31,15.4,--
196,16,26.4,+,33,17,15.6,--
196,16,26.6,+,38,55,15.1,1
196,16,28.8,+,35,10,14.8,--
196,16,28.9,+,35,13,15.7,1
196,16,30.5,+,37,20,15.7,--
196,16,31.0,+,37,27,15.2,--
196,16,31.3,+,35,1,15.5,--
196,16,31.4,+,35,26,14.5,--
196,16,31.9,+,33,25,15.1,--
196,16,32.0,+,35,59,15.7,--
196,16,32.3,+,37,26,15.6,--
196,16,33.6,+,35,56,15.5,--
196,16,34.8,+,36,17,14.6,--
196,16,35.1,+,36,31,15.0,--
196,16,35.2,+,36,33,15.5,--
196,16,35.8,+,37,22,15.4,--
196,16,36.0,+,32,58,15.4,1
196,16,36.0,+,36,13,15.3,--
196,16,36.1,+,36,10,14.2,--
196,16,36.2,+,36,5,15.4,--
197,16,38.1,+,37,16,15.2,--
197,16,38.3,+,37,17,14.8,--
197,16,38.5,+,33,46,14.9,--
197,16,38.8,+,34,1,15.7,1
197,16,39.1,+,33,52,15.4,--
197,16,39.5,+,33,27,15.2,--
197,16,41.3,+,36,55,11.9,--
197,16,42.8,+,33,34,15.7,1
197,16,44.9,+,36,10,15.4,--
197,16,45.0,+,34,30,15.1,--
197,16,45.1,+,34,15,14.7,--
197,16,46.5,+,35,55,15.3,--
197,16,46.5,+,35,59,15.3,1
197,16,46.9,+,36,1,15.5,--
197,16,47.3,+,36,18,15.2,--
197,16,47.6,+,36,8,15.7,--
197,16,52.5,+,36,5,15.7,--
197,16,53.0,+,36,35,13.8,--
197,16,54.3,+,34,55,15.6,--
197,16,54.7,+,38,26,15.6,--
197,16,56.6,+,33,7,15.6,--
197,16,57.2,+,36,35,15.4,--
197,16,57.6,+,38,56,15.7,--
197,16,58.3,+,38,53,15.4,--
197,16,59.1,+,37,10,15.5,1
197,16,59.3,+,33,35,15.7,1
197,17,1.8,+,36,29,14.5,--
197,17,2.8,+,38,1,15.7,--
197,17,2.9,+,34,38,15.5,1
197,17,3.0,+,38,17,15.5,--
197,17,3.2,+,38,5,15.3,--
197,17,3.7,+,35,42,15.6,1
197,17,4.6,+,38,27,15.5,1
197,17,4.7,+,33,45,15.5,--
197,17,4.8,+,38,25,15.1,--
197,17,4.9,+,35,56,14.7,1
197,17,5.0,+,35,43,14.8,--
197,17,5.2,+,34,18,15.7,--
197,17,5.3,+,34,20,15.4,1
197,17,5.4,+,34,38,15.7,--
198,17,4.6,+,38,27,15.5,1
198,17,4.7,+,33,45,15.5,--
198,17,4.8,+,38,25,15.1,--
198,17,4.9,+,35,56,14.7,1
198,17,5.0,+,35,43,14.8,--
198,17,5.2,+,34,18,15.7,--
198,17,5.3,+,34,20,15.4,1
198,17,5.4,+,34,38,15.7,--
198,17,6.2,+,34,53,15.2,--
198,17,6.3,+,36,25,15.7,--
198,17,7.2,+,34,58,15.7,1
198,17,7.7,+,34,29,15.3,--
198,17,7.8,+,34,10,15.4,--
198,17,8.0,+,36,28,15.4,--
198,17,8.8,+,36,21,14.7,--
198,17,9.4,+,38,4,15.6,--
198,17,9.5,+,38,39,15.7,--
198,17,10.1,+,37,37,15.2,--
198,17,10.6,+,35,30,15.3,--
198,17,10.7,+,35,57,15.1,--
198,17,10.8,+,34,45,15.5,--
198,17,10.9,+,38,5,15.0,--
198,17,11.0,+,35,9,15.4,--
198,17,11.5,+,38,8,15.6,--
198,17,11.6,+,37,53,15.4,--
198,17,13.1,+,35,34,14.9,--
198,17,14.0,+,38,56,15.6,1
198,17,14.2,+,36,26,15.6,--
198,17,14.5,+,37,10,15.7,--
198,17,14.7,+,37,23,14.9,--
198,17,15.6,+,38,57,15.5,--
198,17,16.1,+,33,23,14.6,--
198,17,16.5,+,38,53,15.7,1
198,17,16.9,+,36,3,15.5,--
198,17,17.3,+,34,15,15.3,1
198,17,17.3,+,36,6,15.1,--
198,17,20.2,+,33,43,15.6,--
198,17,20.3,+,35,23,15.6,1
198,17,20.8,+,38,32,15.5,--
198,17,22.3,+,33,53,15.2,--
198,17,23.4,+,37,48,15.0,--
198,17,24.6,+,35,18,15.2,--
198,17,25.3,+,37,53,15.4,--
198,17,28.3,+,35,24,15.3,--
198,17,28.7,+,37,2,15.6,--
198,17,29.5,+,36,28,15.7,1
198,17,31.5,+,34,12,15.5,1
198,17,31.6,+,36,46,15.5,1
198,17,31.7,+,36,34,15.6,1
198,17,31.9,+,36,35,15.7,1
199,17,36.5,+,35,33,14.9,--
199,17,37.0,+,38,45,15.4,--
199,17,37.7,+,33,55,15.7,1
199,17,37.8,+,34,46,15.6,1
199,17,38.2,+,33,49,14.9,1
199,17,38.4,+,37,42,15.7,--
199,17,38.8,+,35,40,15.4,1
199,17,39.3,+,38,44,15.0,--
199,17,39.9,+,36,0,15.5,--
199,17,41.8,+,33,5,15.7,1
199,17,41.9,+,33,6,15.7,--
199,17,42.0,+,34,36,15.6,1
199,17,42.2,+,36,48,14.1,--
199,17,42.2,+,36,52,15.2,--
199,17,42.6,+,38,5,15.5,1
199,17,43.6,+,38,55,15.6,--
199,17,44.2,+,37,17,15.7,1
199,17,44.3,+,35,35,15.5,--
199,17,44.5,+,35,35,13.8,--
199,17,46.4,+,34,6,15.5,--
199,17,46.5,+,34,1,15.6,--
199,17,46.6,+,34,5,15.5,--
199,17,47.7,+,36,9,14.0,--
199,17,48.4,+,35,32,15.4,--
199,17,48.5,+,36,22,15.6,--
199,17,50.9,+,37,45,14.8,--
199,17,53.0,+,34,47,13.9,--
199,17,53.9,+,34,35,15.7,--
199,17,54.2,+,33,12,13.4,--
199,17,57.0,+,34,0,14.8,--
199,17,58.0,+,36,40,15.3,--
199,17,58.4,+,34,30,15.6,--
199,17,58.5,+,34,38,14.4,--
199,17,58.9,+,35,0,15.7,--
199,17,59.9,+,33,23,15.7,--
199,18,1.1,+,34,48,15.7,--
200,18,1.1,+,34,48,15.7,--
200,18,3.3,+,34,42,15.5,--
200,18,3.9,+,34,45,15.1,--
200,18,4.0,+,34,0,15.3,--
200,18,5.7,+,35,33,13.9,--
200,18,6.0,+,35,52,14.8,--
200,18,6.6,+,34,58,15.7,--
200,18,7.8,+,38,46,15.6,--
200,18,9.5,+,35,59,14.5,--
200,18,9.8,+,35,58,15.5,1
200,18,11.3,+,38,53,15.7,--
200,18,11.4,+,33,48,14.7,--
200,18,11.6,+,33,43,15.7,--
200,18,14.4,+,36,3,15.6,1
200,18,16.7,+,36,17,14.6,--
200,18,18.8,+,38,9,15.6,--
200,18,19.0,+,38,7,15.2,1
200,18,19.1,+,38,6,15.5,--
200,18,20.3,+,36,35,15.4,--
200,18,24.4,+,35,23,15.6,--
200,18,26.3,+,34,16,14.2,--
200,18,27.0,+,38,0,15.7,--
200,18,27.3,+,33,50,15.6,--
200,18,28.6,+,34,3,15.5,--
200,18,28.6,+,34,18,15.3,--
200,18,29.0,+,34,18,15.7,--
200,18,29.5,+,34,22,15.4,--
201,18,28.6,+,34,3,15.5,--
201,18,28.6,+,34,18,15.3,--
201,18,29.0,+,34,18,15.7,--
201,18,29.5,+,34,22,15.4,--
201,18,29.8,+,33,53,13.9,1
201,18,30.4,+,37,34,14.7,--
201,18,30.7,+,34,1,15.5,--
201,18,31.2,+,34,0,14.2,--
201,18,32.1,+,35,32,15.3,--
201,18,32.1,+,38,1,15.7,--
201,18,32.1,+,38,34,15.1,--
201,18,32.4,+,38,33,14.9,--
201,18,33.6,+,38,24,15.4,1
201,18,34.2,+,38,5,14.6,--
201,18,34.4,+,38,6,15.7,--
201,18,35.7,+,33,14,14.8,--
201,18,35.8,+,36,48,14.6,--
201,18,36.0,+,37,18,15.0,--
201,18,36.1,+,37,24,15.0,--
201,18,36.4,+,37,10,15.5,--
201,18,37.0,+,36,32,15.5,--
201,18,37.0,+,37,0,15.4,--
201,18,37.1,+,37,54,15.1,--
201,18,37.7,+,38,52,15.5,--
201,18,38.3,+,37,46,15.6,--
201,18,38.8,+,36,4,15.1,--
201,18,38.9,+,36,14,13.9,--
201,18,39.0,+,36,6,14.6,--
201,18,39.2,+,36,19,15.1,--
201,18,39.5,+,35,0,15.0,--
201,18,39.7,+,36,10,15.6,--
201,18,39.8,+,33,44,15.4,--
201,18,39.9,+,34,47,14.3,--
201,18,40.8,+,34,25,15.5,1
201,18,40.9,+,35,34,14.5,--
201,18,45.8,+,33,16,15.6,--
201,18,47.2,+,34,24,15.3,--
201,18,48.9,+,33,53,14.2,--
201,18,50.7,+,33,46,15.0,--
201,18,51.4,+,33,0,15.4,--
201,18,52.0,+,34,56,15.2,--
201,18,52.6,+,37,20,15.2,1
201,18,52.7,+,33,45,15.1,--
201,18,55.1,+,36,33,13.8,--
201,18,55.9,+,37,56,14.9,--
201,18,56.8,+,36,20,15.7,--
202,18,55.9,+,37,56,14.9,--
202,18,56.8,+,36,20,15.7,--
202,19,2.0,+,33,45,14.0,--
202,19,3.1,+,34,22,14.6,--
202,19,15.4,+,33,20,15.6,--
202,19,16.4,+,36,18,15.3,--
202,19,16.5,+,34,45,14.4,--
202,19,17.8,+,37,18,15.7,1
202,19,22.0,+,34,42,15.6,--
203,5,53.7,+,43,14,15.5,1
203,5,55.1,+,40,31,15.6,1
203,6,5.5,+,42,5,14.6,--
203,6,8.8,+,44,27,15.0,--
203,6,9.7,+,39,4,15.4,--
203,6,15.6,+,42,39,15.6,1
203,6,16.0,+,42,35,15.7,--
203,6,16.3,+,39,3,15.7,1
203,6,21.6,+,40,20,15.3,1
204,6,21.6,+,40,20,15.3,1
204,6,27.0,+,39,31,15.5,1
204,6,29.1,+,40,14,15.7,--
204,6,30.1,+,40,43,15.3,1
204,6,30.4,+,44,48,14.7,--
204,6,32.6,+,39,27,15.2,--
204,6,36.0,+,43,24,15.6,--
204,6,38.0,+,40,13,15.0,1
204,6,39.3,+,41,28,15.6,--
204,6,39.7,+,39,30,15.4,1
204,6,41.5,+,40,28,14.9,--
204,6,42.0,+,43,37,15.5,--
204,6,42.4,+,43,53,15.7,--
204,6,42.5,+,43,50,15.3,--
204,6,42.7,+,43,52,14.7,1
204,6,43.5,+,40,5,15.3,--
204,6,43.6,+,42,23,15.2,--
204,6,45.0,+,43,33,15.3,--
204,6,45.8,+,42,20,15.6,--
204,6,45.9,+,44,29,14.8,--
204,6,46.8,+,43,6,14.7,--
204,6,47.5,+,39,44,15.2,--
204,6,48.3,+,40,56,15.0,--
204,6,48.5,+,39,30,15.7,--
204,6,48.7,+,39,15,15.3,--
204,6,49.5,+,44,7,15.5,--
204,6,51.6,+,41,4,14.6,1
204,6,51.7,+,40,24,15.1,--
204,6,51.7,+,41,1,14.7,--
204,6,52.0,+,39,50,13.5,--
204,6,52.2,+,44,30,15.7,--
204,6,52.3,+,40,4,14.5,--
204,6,52.3,+,40,45,15.1,--
205,6,51.6,+,41,4,14.6,1
205,6,51.7,+,40,24,15.1,--
205,6,51.7,+,41,1,14.7,--
205,6,52.0,+,39,50,13.5,--
205,6,52.2,+,44,30,15.7,--
205,6,52.3,+,40,4,14.5,--
205,6,52.3,+,40,45,15.1,--
205,6,54.2,+,39,9,14.2,--
205,6,54.4,+,44,13,15.4,--
205,6,56.1,+,41,15,15.4,--
205,6,56.6,+,40,27,15.4,--
205,6,59.6,+,39,18,15.0,--
205,7,0.0,+,40,23,15.3,--
205,7,2.4,+,41,5,15.1,--
205,7,3.2,+,42,35,15.6,1
205,7,3.3,+,44,55,15.7,1
205,7,3.5,+,44,53,14.7,--
205,7,3.8,+,44,52,15.5,--
205,7,5.5,+,43,46,15.2,--
205,7,5.6,+,40,25,15.5,1
205,7,5.9,+,39,10,14.8,--
205,7,6.3,+,42,33,15.7,--
205,7,6.6,+,44,32,13.1,--
205,7,7.1,+,39,48,15.2,--
205,7,7.8,+,39,47,15.6,1
205,7,8.1,+,39,45,15.2,1
205,7,8.2,+,39,39,15.5,--
205,7,8.4,+,43,44,15.5,--
205,7,8.4,+,44,43,15.3,1
205,7,8.6,+,41,51,15.2,--
205,7,8.6,+,44,49,15.6,1
205,7,10.8,+,42,35,15.4,--
205,7,12.0,+,40,35,15.3,--
205,7,13.4,+,42,45,15.6,--
205,7,14.5,+,41,5,14.9,1
205,7,16.5,+,39,43,15.7,1
205,7,18.6,+,40,34,14.9,--
205,7,19.2,+,41,45,15.0,--
205,7,20.0,+,41,31,15.3,1
205,7,21.0,+,39,3,15.6,--
205,7,21.0,+,40,52,15.3,--
205,7,21.5,+,40,12,15.7,--
205,7,21.7,+,42,7,15.7,1
205,7,22.1,+,44,55,15.5,--
205,7,22.4,+,40,47,15.6,--
205,7,22.6,+,40,6,15.7,1
205,7,23.0,+,43,23,14.3,--
206,7,20.0,+,41,31,15.3,1
206,7,21.0,+,39,3,15.6,--
206,7,21.0,+,40,52,15.3,--
206,7,21.5,+,40,12,15.7,--
206,7,21.7,+,42,7,15.7,1
206,7,22.4,+,40,47,15.6,--
206,7,22.6,+,40,6,15.7,1
206,7,23.0,+,43,23,14.3,--
206,7,24.8,+,40,10,15.7,1
206,7,24.8,+,40,51,15.5,1
206,7,25.7,+,42,22,14.9,--
206,7,26.9,+,40,2,15.2,1
206,7,27.6,+,39,7,15.5,--
206,7,34.0,+,42,3,14.5,--
206,7,37.3,+,39,20,13.9,--
206,7,37.7,+,42,52,14.6,1
206,7,39.2,+,41,2,15.4,--
206,7,40.9,+,40,28,15.7,--
206,7,41.0,+,39,46,15.5,--
206,7,41.1,+,44,15,15.3,--
206,7,42.5,+,41,15,15.6,1
206,7,43.0,+,39,10,15.1,--
206,7,43.3,+,44,23,15.3,--
206,7,43.5,+,39,8,13.1,1
206,7,43.5,+,41,40,14.8,1
206,7,43.6,+,43,25,15.5,1
206,7,44.5,+,43,43,15.7,--
206,7,45.4,+,43,55,15.6,--
206,7,45.8,+,43,54,14.7,--
206,7,46.1,+,43,5,15.6,1
206,7,46.2,+,40,19,15.4,--
206,7,46.9,+,41,23,15.6,--
206,7,48.0,+,43,0,15.0,--
206,7,48.4,+,44,8,15.6,1
206,7,49.7,+,39,53,15.7,--
206,7,49.9,+,39,11,14.7,--
206,7,50.1,+,38,52,15.2,1
206,7,51.0,+,39,30,14.8,--
206,7,51.0,+,44,17,15.4,1
206,7,51.3,+,43,18,15.3,--
206,7,51.5,+,43,37,15.5,--
207,7,51.0,+,39,30,14.8,--
207,7,51.0,+,44,17,15.4,1
207,7,51.3,+,43,18,15.3,--
207,7,51.5,+,43,37,15.5,--
207,7,52.0,+,39,19,15.5,--
207,7,52.7,+,44,10,15.7,--
207,7,53.1,+,44,14,15.7,--
207,7,53.3,+,40,4,13.4,--
207,7,54.7,+,42,24,15.6,1
207,7,54.8,+,39,58,15.6,--
207,7,54.8,+,44,11,15.7,1
207,7,56.3,+,42,23,15.4,--
207,7,56.9,+,42,19,15.5,--
207,7,57.0,+,39,58,13.1,--
207,7,57.0,+,41,48,15.4,1
207,7,57.1,+,39,59,15.6,--
207,7,57.2,+,40,0,15.6,--
207,7,57.9,+,44,19,15.5,--
207,7,58.1,+,42,8,15.3,1
207,7,59.3,+,40,49,15.2,--
207,7,59.4,+,40,36,15.4,--
207,7,59.8,+,40,3,15.4,--
207,7,59.9,+,42,3,14.7,--
207,8,0.8,+,43,43,15.7,--
207,8,0.9,+,40,20,15.0,1
207,8,1.1,+,40,21,14.6,--
207,8,1.7,+,40,19,15.1,--
207,8,1.8,+,40,44,15.3,--
207,8,2.0,+,40,19,15.6,--
207,8,3.3,+,39,14,15.5,--
207,8,3.9,+,40,33,15.2,1
207,8,4.0,+,39,20,13.5,--
207,8,4.2,+,39,9,14.4,--
207,8,4.7,+,39,18,13.7,--
207,8,5.0,+,40,7,14.9,--
207,8,5.0,+,41,44,15.7,--
207,8,5.9,+,44,5,15.5,--
207,8,6.1,+,41,45,15.5,--
207,8,6.6,+,40,15,15.4,1
207,8,7.0,+,42,25,15.6,--
207,8,7.1,+,39,17,15.5,--
207,8,8.3,+,41,43,15.3,--
207,8,8.6,+,39,10,15.4,--
207,8,9.1,+,38,46,15.7,1
207,8,10.4,+,41,48,15.2,--
207,8,11.0,+,39,25,15.2,--
207,8,11.0,+,43,17,15.1,1
207,8,11.8,+,41,22,15.3,--
207,8,12.8,+,43,36,15.5,1
207,8,12.9,+,41,52,15.7,--
207,8,12.9,+,44,7,15.6,--
207,8,13.5,+,38,44,15.6,--
207,8,14.5,+,38,57,14.9,--
207,8,15.3,+,39,18,15.0,1
207,8,15.4,+,41,0,15.7,1
207,8,16.7,+,44,23,15.2,1
207,8,17.2,+,40,27,15.3,--
207,8,17.8,+,39,26,14.8,1
207,8,18.3,+,42,23,15.7,1
207,8,18.4,+,42,1,15.4,1
207,8,18.6,+,38,32,15.7,1
207,8,19.5,+,38,39,15.5,--
207,8,20.9,+,42,7,15.7,1
208,8,20.9,+,42,7,15.7,1
208,8,22.6,+,39,21,15.5,--
208,8,22.7,+,41,9,15.4,--
208,8,24.1,+,41,40,15.4,1
208,8,25.1,+,40,48,15.0,--
208,8,25.5,+,40,50,15.5,--
208,8,25.7,+,39,12,15.6,--
208,8,26.9,+,40,3,15.6,--
208,8,27.2,+,43,9,15.5,--
208,8,27.7,+,39,47,15.5,--
208,8,27.8,+,43,38,15.7,--
208,8,28.1,+,41,7,15.7,1
208,8,29.0,+,41,32,15.2,--
208,8,29.1,+,42,10,15.3,--
208,8,29.8,+,41,16,14.9,--
208,8,30.0,+,41,26,15.0,--
208,8,30.2,+,41,42,14.7,--
208,8,30.4,+,41,36,15.6,--
208,8,30.6,+,39,59,15.4,1
208,8,30.7,+,41,35,15.7,--
208,8,31.4,+,38,32,15.2,--
208,8,31.5,+,41,23,15.5,1
208,8,31.6,+,41,35,15.6,--
208,8,31.8,+,39,51,15.6,--
208,8,32.3,+,40,0,15.3,--
208,8,32.5,+,38,44,15.5,1
208,8,33.3,+,41,39,15.6,--
208,8,33.7,+,41,38,15.1,--
208,8,34.0,+,40,13,14.8,--
208,8,34.0,+,41,44,15.4,--
208,8,34.1,+,41,30,15.5,--
208,8,34.6,+,40,5,15.7,--
208,8,35.3,+,43,43,15.0,--
208,8,35.6,+,40,32,15.0,1
208,8,37.5,+,43,1,15.5,--
208,8,38.3,+,40,50,14.9,1
208,8,39.0,+,42,5,15.0,--
208,8,39.3,+,41,0,15.5,--
208,8,39.3,+,43,0,15.2,--
208,8,40.9,+,41,55,14.1,1
208,8,41.4,+,43,14,15.6,--
208,8,41.5,+,43,10,15.4,--
208,8,41.7,+,40,45,15.2,--
208,8,42.3,+,41,28,15.1,--
208,8,42.9,+,41,46,15.1,--
208,8,44.5,+,39,43,15.7,1
208,8,45.7,+,41,12,14.9,1
208,8,45.7,+,41,23,15.4,1
208,8,46.1,+,41,3,15.7,--
208,8,46.1,+,41,58,15.6,--
208,8,46.2,+,39,24,15.3,1
208,8,46.2,+,42,28,15.7,--
208,8,46.4,+,40,26,15.5,1
208,8,46.9,+,40,27,15.1,1
208,8,47.0,+,40,11,15.7,1
208,8,47.0,+,41,29,15.3,1
208,8,47.3,+,40,27,15.4,--
208,8,47.6,+,42,55,15.4,--
208,8,47.7,+,40,31,15.7,--
208,8,48.0,+,43,0,15.7,--
208,8,48.6,+,41,2,15.2,1
208,8,49.4,+,40,53,15.0,--
208,8,49.6,+,42,36,14.1,--
208,8,50.3,+,40,55,14.9,--
208,8,50.4,+,39,20,14.6,--
208,8,50.7,+,40,33,15.6,--
208,8,51.3,+,42,43,15.4,--
208,8,51.5,+,39,44,13.9,--
208,8,52.1,+,42,13,15.3,--
209,8,49.6,+,42,36,14.1,--
209,8,50.3,+,40,55,14.9,--
209,8,50.4,+,39,20,14.6,--
209,8,50.7,+,40,33,15.6,--
209,8,51.3,+,42,43,15.4,--
209,8,51.5,+,39,44,13.9,--
209,8,52.1,+,42,13,15.3,--
209,8,53.3,+,39,20,14.9,--
209,8,53.6,+,39,34,14.4,--
209,8,54.2,+,42,22,15.7,--
209,8,54.4,+,43,18,14.5,--
209,8,55.6,+,39,42,14.7,1
209,8,55.6,+,41,46,14.6,--
209,8,55.7,+,39,0,15.0,--
209,8,55.8,+,39,24,15.5,--
209,8,57.0,+,40,30,15.5,--
209,8,59.8,+,40,38,14.9,1
209,8,59.9,+,42,1,15.7,--
209,9,1.1,+,41,41,15.6,1
209,9,1.3,+,41,36,15.6,--
209,9,1.5,+,42,31,15.5,--
209,9,1.6,+,40,48,15.6,--
209,9,1.6,+,42,27,15.6,--
209,9,2.4,+,41,17,15.7,1
209,9,3.4,+,41,35,15.4,--
209,9,3.4,+,42,0,15.6,1
209,9,3.6,+,41,37,15.1,--
209,9,3.8,+,41,29,15.5,--
209,9,4.0,+,39,9,15.2,--
209,9,4.7,+,41,55,14.2,--
209,9,10.9,+,40,20,12.3,--
209,9,10.9,+,43,20,14.8,--
209,9,11.5,+,41,5,15.2,--
209,9,11.7,+,42,14,15.4,--
209,9,12.0,+,41,7,14.9,--
209,9,12.4,+,44,26,15.4,1
209,9,12.5,+,42,28,14.8,--
209,9,13.1,+,41,45,15.7,1
209,9,13.1,+,43,12,15.3,1
209,9,13.2,+,42,20,15.5,1
209,9,13.4,+,40,5,15.0,--
209,9,13.4,+,41,55,15.3,1
209,9,13.5,+,43,55,15.3,1
209,9,14.1,+,42,7,15.0,--
209,9,14.1,+,42,12,12.9,--
209,9,14.2,+,42,12,14.4,--
209,9,14.3,+,40,8,15.4,--
209,9,14.4,+,44,14,15.5,1
209,9,14.5,+,40,18,15.7,--
209,9,15.6,+,41,19,15.4,1
209,9,15.7,+,42,13,15.6,1
209,9,16.4,+,39,11,15.7,--
209,9,17.0,+,39,22,15.1,--
209,9,17.0,+,40,10,15.7,--
209,9,17.5,+,39,31,14.7,1
209,9,17.8,+,39,22,15.5,1
209,9,18.6,+,40,22,13.6,--
209,9,19.7,+,43,17,15.7,--
209,9,20.0,+,40,23,14.0,1
209,9,20.1,+,40,25,14.6,--
209,9,20.5,+,41,3,15.5,--
209,9,20.5,+,42,24,15.6,--
209,9,21.2,+,40,50,15.4,--
209,9,21.6,+,39,37,15.7,1
209,9,21.7,+,41,16,14.8,--
209,9,21.8,+,40,37,15.2,--
210,9,20.5,+,41,3,15.5,--
210,9,20.5,+,42,24,15.6,--
210,9,21.2,+,40,50,15.4,--
210,9,21.6,+,39,37,15.7,1
210,9,21.7,+,41,16,14.8,--
210,9,21.8,+,38,34,14.8,--
210,9,21.8,+,40,37,15.2,--
210,9,22.5,+,40,52,15.6,--
210,9,23.9,+,42,47,15.5,1
210,9,25.5,+,38,45,15.2,--
210,9,28.4,+,41,32,15.7,--
210,9,29.7,+,42,17,15.7,--
210,9,30.6,+,40,13,15.5,--
210,9,30.7,+,44,29,15.1,--
210,9,32.4,+,39,21,15.7,--
210,9,34.0,+,41,52,15.7,--
210,9,34.6,+,43,19,15.0,--
210,9,34.9,+,42,57,15.6,--
210,9,34.9,+,43,12,15.7,--
210,9,35.2,+,43,44,14.7,--
210,9,35.5,+,43,24,15.3,1
210,9,35.7,+,41,4,15.7,--
210,9,37.4,+,40,19,15.6,--
210,9,38.4,+,41,37,15.6,--
210,9,40.0,+,41,20,14.1,--
210,9,40.2,+,39,7,15.5,1
210,9,40.4,+,39,39,15.5,--
210,9,40.6,+,42,42,15.3,1
210,9,40.8,+,41,55,15.0,--
210,9,40.8,+,42,40,15.0,--
210,9,40.8,+,42,54,15.0,1
210,9,42.3,+,39,30,15.6,--
210,9,43.9,+,42,45,15.4,--
210,9,44.7,+,39,20,15.1,1
210,9,44.7,+,39,46,15.7,--
210,9,45.5,+,44,18,13.3,--
210,9,46.1,+,44,15,15.6,--
210,9,46.2,+,44,8,15.2,--
210,9,46.4,+,44,19,15.4,--
210,9,46.7,+,39,5,15.5,1
210,9,46.8,+,39,9,15.3,1
