---,UGC,A,RAh,RAm,DE-,DEd,DEm,MCG,POSS,MajAxis,MinAxis,PA,Hubble,Pmag,RadVel,aR,bR,i
UGC,1,--,0,0.0,+,16,22,MCG+03-01-015,1195,1.5,1.3,--,DBL SYS,14.9,--,--,--,--
UGC,2,--,0,0.0,+,44,39,MCG+07-01-000,1243,1.1,0.2,120,--,17.0,--,1.0,0.2,7
UGC,3,--,0,0.2,+,18,37,MCG+03-01-018,1195,2.0,1.0,90,SBa,14.8,--,1.8,0.8,5
UGC,4,--,0,0.5,+,3,56,MCG+01-01-014,1465,1.3,0.8,155,Sb-c,15.5,--,1.1,0.7,4
UGC,5,--,0,0.6,-,2,11,MCG+00-01-021,319,1.3,0.8,45,SBb/Sc,14.3,--,1.4,0.9,4
UGC,6,--,0,0.6,+,21,42,MCG+04-01-013,779,1.0,0.7,105,PECULR,14.4,6900,1.0,0.7,--
UGC,7,--,0,0.7,+,15,42,MCG+03-01-019,1195,1.5,0.4,54,PECULR,14.9,--,1.5,0.4,6
UGC,8,--,0,0.7,+,15,52,MCG+03-01-020,1195,6.5,2.7,135,Sa-b,12.0,1047,6.3,2.7,7
UGC,9,--,0,0.8,+,4,21,MCG+01-01-000,1465,1.3,1.2,--,--,16.5,--,1.3,1.2,--
UGC,10,--,0,0.8,+,8,20,MCG+01-01-015,1465,1.9,1.7,--,Sc,15.4,--,2.0,2.0,1
UGC,11,--,0,0.8,+,21,50,MCG+04-01-014,779,1.1,0.8,55,--,16.0,--,0.9,0.6,--
UGC,12,--,0,0.8,+,29,31,MCG+05-01-028,1257,1.1,0.9,100,Sc,15.7,--,0.7,0.6,2
UGC,13,--,0,0.9,+,27,5,MCG+04-01-015,779,1.1,1.0,--,SB0/a,15.0,--,1.0,1.0,1
UGC,14,--,0,1.0,+,22,56,MCG+04-01-017,779,1.9,1.0,32,Sc,14.0,--,2.0,1.0,5
UGC,15,--,0,1.2,+,4,0,MCG+01-01-017,1465,1.5,0.3,63,Sa-b,16.0,--,1.2,0.2,6
UGC,16,--,0,1.2,+,7,11,MCG+01-01-018,1465,2.0,2.0,--,Sb/Sc,14.0,--,2.1,2.1,1
UGC,17,--,0,1.3,+,14,56,MCG+02-01-017,10,3.0,2.0,--,DWARF,17.0,--,3.0,2.0,--
UGC,18,--,0,1.4,+,10,35,MCG+02-01-000,10,1.0,0.9,--,COMPACT,15.7,--,1.1,1.0,--
UGC,19,--,0,1.4,+,20,28,MCG+03-01-021,1195,4.0,1.1,45,Sb/Sc,12.7,--,3.8,1.0,6
UGC,20,--,0,1.5,+,80,1,MCG+13-01-004,1213,2.2,1.4,5,--,16.0,--,1.2,1.1,--
UGC,21,--,0,1.6,+,7,5,MCG+01-01-019,1465,1.1,1.1,--,Sc,15.1,--,1.1,1.1,1
UGC,22,--,0,1.7,+,10,2,MCG+02-01-018,10,1.3,0.8,25,S0,16.0,--,1.3,0.8,4
UGC,23,--,0,1.7,+,10,30,MCG+02-01-019,10,1.3,0.9,20,SBb,15.2,--,1.2,0.8,3
UGC,24,--,0,1.7,+,22,19,MCG+04-01-018,779,1.2,0.8,50,SBc,15.4,--,0.9,0.7,--
UGC,25,--,0,1.8,+,5,53,MCG+01-01-020,1465,1.1,0.3,123,Sc,16.0,--,1.1,0.3,6
UGC,26,--,0,1.8,+,31,12,MCG+05-01-029,1257,2.0,1.8,--,SBb,14.3,--,1.9,1.7,1
UGC,27,--,0,1.9,+,5,34,MCG+01-01-021,1465,2.2,1.2,135,Sc,15.3,--,2.1,1.1,4
UGC,28,--,0,2.0,+,4,55,MCG+01-01-022,1465,1.6,0.7,165,S0-a,13.9,--,1.6,0.7,6
UGC,29,--,0,2.0,+,28,2,MCG+05-01-030,1257,1.3,1.2,--,E,15.2,--,1.3,1.2,--
UGC,30,--,0,2.0,+,33,17,MCG+05-01-000,1257,1.2,0.15,126,S,16.0,--,0.9,0.12,7
UGC,31,--,0,2.3,+,16,55,MCG+03-01-022,1195,1.4,1.1,55,IRR,15.3,--,1.3,1.0,--
UGC,32,--,0,2.4,+,11,26,MCG+02-01-000,10,1.3,1.3,--,--,17.0,--,1.2,1.2,--
UGC,33,--,0,2.5,+,4,51,MCG+01-01-024,1465,1.2,0.9,--,SB0-a,15.4,--,1.3,1.0,2
UGC,34,--,0,2.6,+,6,38,MCG+01-01-025,1465,1.9,1.3,145,Sa/Sb,14.5,--,2.0,1.4,3
UGC,35,--,0,2.7,+,5,59,MCG+01-01-000,1465,1.7,1.5,--,DWRF SP,17.0,--,1.5,1.3,--
UGC,36,--,0,2.7,+,6,30,MCG+01-01-026,1465,1.7,0.8,18,Sa,14.7,--,1.7,0.8,5
UGC,37,--,0,2.9,+,4,54,MCG+01-01-028,1465,1.3,0.4,27,SBb,15.5,--,1.3,0.4,--
UGC,38,--,0,2.9,+,4,57,MCG+01-01-027,1465,1.4,1.3,--,SB0,14.6,--,1.3,1.2,1
UGC,39,--,0,3.0,+,53,22,MCG+09-01-000,636,1.3,0.6,7,Sc,17.0,--,1.2,0.6,5
UGC,40,--,0,3.2,+,27,10,MCG+04-01-021,779,1.2,0.7,115,SB,15.2,--,1.2,0.7,4
UGC,41,--,0,3.4,+,22,12,MCG+04-01-022,779,1.2,0.3,30,SBc,16.0,--,0.8,0.2,6
UGC,42,--,0,3.5,+,12,51,MCG+02-01-000,10,1.0,1.0,--,DISTRBD,17.0,--,0.9,0.9,--
UGC,43,--,0,3.5,+,14,9,MCG+02-01-000,10,1.0,0.3,175,--,16.5,--,1.2,0.3,6
UGC,44,--,0,3.6,+,19,28,MCG+03-01-000,1195,1.0,0.9,--,--,17.0,--,0.9,0.9,1
UGC,45,--,0,3.6,+,54,16,MCG+09-01-000,636,1.0,0.4,150,Sc-IRR,15.5,--,0.9,0.3,6
UGC,46,--,0,3.8,+,17,9,MCG+03-01-023,1195,0.8,0.6,--,DBL SYS,14.5,--,--,--,--
UGC,47,--,0,4.0,+,17,0,MCG+03-01-000,1195,1.4,0.2,64,--,17.0,--,1.0,0.2,7
UGC,48,--,0,4.0,+,47,36,MCG+08-01-021,839,2.1,1.9,--,SB c,16.0,--,2.0,2.0,1
UGC,49,--,0,4.1,+,8,5,MCG+01-01-030,1465,1.4,1.3,--,Sc,15.4,--,1.5,1.5,1
UGC,50,--,0,4.1,+,25,53,MCG+04-01-024,779,1.0,0.3,10,Sa-b,14.9,--,0.9,0.25,6
UGC,51,--,0,4.2,+,4,50,MCG+01-01-032,1465,1.1,0.7,30,SBb-c,15.3,--,1.1,0.7,3
UGC,52,--,0,4.2,+,8,21,MCG+01-01-034,1465,1.8,1.8,--,Sc,15.0,--,1.8,1.8,1
UGC,53,--,0,4.3,+,19,2,MCG+03-01-025,1195,1.4,0.8,--,Sb/SBc,15.5,--,1.0,0.7,--
UGC,54,--,0,4.3,+,41,28,MCG+07-01-000,1243,1.2,0.1,28,Sc,17.0,--,1.2,0.1,7
UGC,55,--,0,4.4,+,46,23,MCG+08-01-022,839,1.2,0.9,115,--,17.0,--,1.1,0.9,--
UGC,56,--,0,4.5,+,13,48,MCG+02-01-000,10,1.0,0.8,30,Sc,15.6,--,0.9,0.7,2
UGC,57,--,0,4.6,+,27,26,MCG+04-01-025,779,1.8,1.2,120,Sb,13.4,--,1.6,1.1,3
UGC,58,--,0,4.7,+,8,2,MCG+01-01-037,1465,1.2,0.7,113,S0?,14.6,--,1.1,0.7,--
UGC,59,--,0,4.7,+,27,24,MCG+04-01-026,779,1.1,0.7,115,Sa-b,14.8,--,0.9,0.5,3
UGC,60,--,0,4.7,+,32,20,MCG+05-01-032,1257,1.8,0.35,38,Sb,13.4,--,1.8,0.35,6
UGC,61,--,0,4.9,+,46,46,MCG+08-01-024,839,1.6,1.4,145,S0,14.3,--,1.6,1.4,1
UGC,62,--,0,5.2,+,35,5,MCG+06-01-013,1247,1.2,0.7,115,(E),14.6,--,1.1,0.6,--
UGC,63,--,0,5.2,+,35,41,MCG+06-01-014,1247,1.0,0.7,55,IRR,15.6,--,0.9,0.5,--
UGC,64,--,0,5.2,+,40,36,MCG+07-01-005,1243,1.4,1.1,35,KNOTS,15.5,--,1.3,0.9,--
UGC,65,--,0,5.4,+,32,48,MCG+05-01-000,1257,1.1,0.7,133,--,13.8,5100,0.7,0.35,--
UGC,66,--,0,5.5,+,9,26,MCG+01-01-038,1465,1.5,1.3,85,Sb/SBb,14.9,--,1.5,1.3,1
UGC,67,--,0,5.6,+,7,30,MCG+01-01-039,1465,1.5,0.5,24,Sa-b,15.4,--,1.5,0.5,6
UGC,68,--,0,5.6,+,26,44,MCG+04-01-028,779,1.0,0.55,145,SB,14.4,--,0.9,0.55,--
UGC,69,--,0,5.6,+,27,15,MCG+04-01-027,779,1.3,0.9,42,Sc,14.7,--,1.3,0.9,4
UGC,70,--,0,5.7,+,49,30,MCG+08-01-000,839,1.0,0.8,--,--,16.5,--,1.0,1.0,--
UGC,71,--,0,6.0,+,43,50,MCG+07-01-000,1243,1.2,0.7,100,Sb-c,15.7,--,1.0,0.6,4
UGC,72,--,0,6.1,-,1,0,MCG+00-01-028,319,1.1,0.5,18,Sa,15.5,--,1.0,0.5,6
UGC,73,--,0,6.1,+,37,10,MCG+06-01-015,1247,1.6,0.22,111,Sa,14.5,--,1.7,0.25,7
UGC,74,--,0,6.2,+,4,20,MCG+01-01-040,1465,2.0,1.7,125,Sc,14.5,--,2.1,1.9,1
UGC,75,--,0,6.2,+,15,32,MCG+03-01-026,1195,3.0,2.5,25,IRR,13.3,--,3.0,2.0,--
UGC,76,--,0,6.2,+,24,15,MCG+04-01-029,779,1.1,0.3,136,--,16.0,--,1.1,0.3,--
UGC,77,--,0,6.2,+,33,10,MCG+05-01-034,1257,2.5,0.7,53,Sb,14.2,--,2.4,0.6,6
UGC,78,--,0,6.3,+,23,33,MCG+04-01-030,779,1.3,0.7,155,PECULR,14.5,--,0.9,0.4,--
UGC,79,--,0,6.4,+,25,21,MCG+04-01-031,779,1.7,1.3,85,Sc,15.7,--,1.7,1.3,2
UGC,80,--,0,6.4,+,27,27,MCG+04-01-032,779,1.8,1.0,16,S0,12.5,3110,1.8,1.0,2
UGC,81,--,0,6.5,+,10,37,MCG+02-01-022,10,1.4,0.4,47,Sb,15.7,--,1.5,0.4,7
UGC,82,--,0,6.5,+,21,21,MCG+03-01-027,1195,1.2,0.7,30,Sa,14.9,--,1.2,0.7,4
UGC,83,--,0,6.8,+,0,20,MCG+00-01-000,319,1.1,0.12,39,Sb,16.5,--,0.8,0.12,7
UGC,84,--,0,6.9,+,33,3,MCG+05-01-036,1257,1.7,1.5,140,E-S0,14.5,--,2.0,1.7,--
UGC,85,--,0,6.9,+,47,5,MCG+08-01-026,839,1.0,0.45,87,Sb-c,14.5,--,1.0,0.45,6
UGC,86,--,0,7.2,+,27,34,MCG+05-01-039,1257,1.8,1.4,160,Sb,14.9,--,1.7,1.4,2
UGC,87,--,0,7.2,+,28,5,MCG+05-01-038,1257,1.2,1.2,--,E?,15.1,--,1.4,1.4,--
UGC,88,--,0,7.3,+,4,25,MCG+01-01-041,1465,1.2,0.9,25,S0-a,15.3,--,1.2,0.9,--
UGC,89,--,0,7.3,+,25,39,MCG+04-01-033,779,2.2,1.6,8,SBa,12.5,4568,2.2,1.5,--
UGC,90,--,0,7.4,+,16,40,MCG+03-01-000,1195,1.1,0.3,88,DWARF,18.0,--,1.0,0.3,--
UGC,91,--,0,7.4,+,27,53,MCG+05-01-040,1257,1.4,0.35,115,S,15.7,--,1.3,0.35,6
UGC,92,--,0,7.4,+,27,56,MCG+05-01-041,1257,1.5,1.3,--,Sb,14.7,--,1.6,1.3,1
UGC,93,--,0,7.7,+,30,35,MCG+05-01-042,1257,2.6,2.0,60,S IV,15.6,--,2.0,1.7,2
UGC,94,--,0,7.8,+,25,33,MCG+04-01-034,779,2.0,1.1,100,Sb,13.9,--,1.6,1.1,4
UGC,95,--,0,7.8,+,28,43,MCG+05-01-043,1257,1.9,0.15,7,Sc,15.7,--,1.9,0.15,7
UGC,96,--,0,7.9,+,28,44,MCG+05-01-044,1257,1.5,0.6,117,S,14.5,--,1.3,0.6,6
UGC,97,--,0,8.0,+,28,24,MCG+05-01-045,1257,1.3,0.7,70,S0,15.6,--,1.1,0.6,4
UGC,98,--,0,8.0,+,32,43,MCG+05-01-046,1257,1.2,0.6,42,SBb,13.9,--,1.2,0.6,5
UGC,99,--,0,8.1,+,13,27,MCG+02-01-023,10,3.0,3.0,--,DWRF SP,16.0,--,3.0,3.0,--
UGC,100,--,0,8.1,+,33,5,MCG+05-01-048,1257,1.6,0.7,154,Sb-c,13.5,--,1.6,0.7,6
UGC,101,--,0,8.3,+,25,17,MCG+04-01-035,205,1.4,0.6,155,SBa,15.4,--,1.3,0.6,5
UGC,102,--,0,8.4,+,29,47,MCG+05-01-049,1257,1.6,1.3,85,SBa/Sa,14.8,--,1.6,1.3,2
UGC,103,--,0,8.5,+,4,0,MCG+01-01-000,1465,1.1,1.1,--,S,17.0,--,1.0,0.9,1
UGC,104,--,0,8.6,+,7,43,MCG+01-01-042,1465,1.2,0.7,75,SBa,16.0,--,1.4,0.9,4
UGC,105,--,0,8.7,+,28,38,MCG+05-01-050,1257,1.2,1.1,--,SB0,15.1,--,1.2,1.1,1
UGC,106,--,0,8.8,+,6,6,MCG+01-01-043,1465,2.7,1.5,21,Sb/SBb,14.5,--,2.5,1.4,4
UGC,107,--,0,9.0,+,27,40,MCG+05-01-000,1257,1.1,0.2,18,S,16.0,--,1.0,0.15,7
UGC,108,--,0,9.2,+,28,14,MCG+05-01-051,1257,1.0,0.5,51,SB:b,14.8,--,1.1,0.6,5
UGC,109,--,0,9.3,-,1,22,MCG+00-01-037,319,1.1,1.0,--,S-IRR,17.0,--,1.1,1.0,--
UGC,110,--,0,9.4,+,26,7,MCG+04-01-000,205,1.3,0.8,145,Sc,15.3,--,1.3,0.8,4
UGC,111,--,0,9.6,+,11,46,MCG+02-01-024,10,1.3,0.4,76,Sc,15.4,--,1.2,0.4,6
UGC,112,--,0,9.6,+,41,28,MCG+07-01-000,1243,2.0,2.0,--,DWRF SP,17.0,--,1.8,1.5,1
UGC,113,--,0,9.7,+,22,3,MCG+04-01-037,205,1.2,0.4,105,Sa,14.9,--,1.2,0.5,6
UGC,114,--,0,9.7,+,30,47,MCG+05-01-052,1257,1.2,1.1,--,Sc,14.4,--,1.3,1.2,1
UGC,115,--,0,10.0,+,88,6,MCG+15-01-001,570,2.3,2.1,--,DWRF SP,16.5,--,1.8,1.7,--
UGC,116,--,0,10.1,+,5,14,MCG+01-01-045,1465,1.2,0.5,68,S,15.4,--,0.8,0.3,6
UGC,117,--,0,10.2,+,33,6,MCG+05-01-053,1257,1.7,1.2,110,Sc,15.2,--,1.7,1.2,3
UGC,118,--,0,10.3,+,21,50,MCG+04-01-041,205,1.1,0.6,115,E-S0,15.0,--,1.1,0.6,--
UGC,119,--,0,10.4,+,14,8,MCG+02-01-025,10,1.0,0.6,78,PECULR,14.2,--,1.1,0.5,--
UGC,120,--,0,10.4,+,30,39,MCG+05-01-054,1257,1.4,1.3,--,SB0,13.9,--,1.5,1.4,1
UGC,121,--,0,10.4,+,38,58,MCG+06-01-017,1247,1.2,0.7,105,SBc,15.4,--,1.1,0.7,4
UGC,122,--,0,10.7,+,16,45,MCG+03-01-028,1195,2.6,0.4,109,IRR,15.2,--,1.9,0.4,--
UGC,123,--,0,10.8,+,17,13,MCG+03-01-029,1195,1.0,1.0,10,S,14.2,--,1.3,1.1,--
UGC,124,--,0,10.8,+,28,6,MCG+05-01-000,1257,1.1,0.2,32,Sa,15.5,--,1.2,0.2,7
UGC,125,--,0,11.1,+,47,53,MCG+08-01-028,839,1.1,0.4,72,S0,15.2,--,1.2,0.6,5
UGC,126,--,0,11.2,+,14,20,MCG+02-01-000,10,1.1,1.0,--,S,15.7,--,1.0,1.0,1
UGC,127,--,0,11.2,+,26,42,MCG+04-01-042,205,1.8,0.8,135,SB:c,16.5,--,1.7,0.7,--
UGC,128,--,0,11.2,+,35,43,MCG+06-01-019,1247,2.3,2.0,65,S IV-V,16.5,--,2.0,2.0,--
UGC,129,--,0,11.3,+,3,26,MCG+00-01-041,319,1.0,0.9,--,SBb,15.5,--,0.9,0.9,1
UGC,130,--,0,11.3,+,30,37,MCG+05-01-000,1257,0.4,0.35,160,COMPACT,14.2,--,0.45,0.35,--
UGC,131,--,0,11.3,+,47,53,MCG+08-01-030,839,1.1,0.2,170,S,15.2,--,1.1,0.2,6
UGC,132,--,0,11.4,+,12,42,MCG+02-01-026,10,1.6,0.5,14,--,15.3,--,1.8,0.7,6
UGC,133,--,0,11.4,+,47,58,MCG+08-01-031,839,1.7,1.0,15,Sb,15.0,--,1.7,0.8,4
UGC,134,--,0,11.5,+,12,38,MCG+02-01-000,10,1.0,1.0,--,S IV-V,17.0,--,0.9,0.8,1
UGC,135,--,0,11.6,+,7,9,MCG+01-01-000,1465,1.2,0.1,27,--,17.0,--,1.2,0.1,7
UGC,136,--,0,11.7,+,47,58,MCG+08-01-033,839,1.0,0.9,165,S0?,15.3,--,1.1,1.0,--
UGC,137,--,0,11.8,+,48,24,MCG+08-01-034,839,1.2,0.4,77,Sb-c,15.7,--,1.0,0.3,6
UGC,138,--,0,11.9,+,47,59,MCG+08-01-035,839,1.4,1.3,--,(S0-a),14.6,--,1.7,1.6,1
UGC,139,--,0,12.0,-,1,0,MCG+00-01-043,319,2.4,1.3,82,Sc,14.8,--,2.2,1.1,5
UGC,140,--,0,12.0,+,18,17,MCG+03-01-030,1195,2.6,0.5,127,S,14.6,--,2.6,0.5,6
UGC,141,--,0,12.0,+,28,10,MCG+05-01-000,1257,1.2,0.6,145,SB0-a,15.7,--,1.2,0.6,6
UGC,142,--,0,12.2,+,4,57,MCG+01-01-000,1465,1.3,0.4,133,SBb,15.6,--,1.3,0.4,6
UGC,143,--,0,12.7,+,5,37,MCG+01-01-046,1465,1.4,1.3,--,SBa,16.0,--,1.1,0.9,1
UGC,144,--,0,12.8,+,15,57,MCG+03-01-032,1195,1.0,0.3,90,Sb-c,15.7,--,0.9,0.2,6
UGC,145,--,0,12.9,+,17,3,MCG+03-01-031,1195,2.6,2.1,40,E,13.7,--,2.8,2.3,--
UGC,146,--,0,13.1,+,27,10,MCG+04-01-045,205,1.2,0.6,65,S0,15.4,--,1.1,0.5,--
UGC,147,--,0,13.1,+,29,23,MCG+05-01-057,1257,1.7,0.25,156,S0-a,14.6,--,1.7,0.3,7
UGC,148,--,0,13.2,+,15,48,MCG+03-01-034,1195,1.5,0.4,98,S,14.0,--,1.5,0.4,6
UGC,149,--,0,13.3,+,13,47,MCG+02-01-027,10,1.3,0.3,60,S,15.6,--,1.1,0.3,6
UGC,150,--,0,13.4,-,0,34,MCG+00-01-048,319,1.6,1.6,--,S,15.4,--,1.4,1.4,1
UGC,151,--,0,13.6,+,10,3,MCG+02-01-028,10,1.3,1.2,--,S0?,14.7,--,1.5,1.3,--
UGC,152,--,0,13.9,+,29,39,MCG+05-01-059,1257,1.5,0.5,73,Sc,15.7,--,1.5,0.5,6
UGC,153,--,0,14.0,+,47,40,MCG+08-01-000,839,1.2,0.5,178,--,17.0,--,0.8,0.3,--
UGC,154,--,0,14.2,+,2,11,MCG+00-01-000,319,1.2,1.2,--,DWARF,18.0,--,0.8,0.8,--
UGC,155,--,0,14.2,+,6,47,MCG+01-01-047,1465,1.6,0.4,3,S,14.6,--,1.5,0.4,6
UGC,156,--,0,14.2,+,12,4,MCG+02-01-029,10,3.0,2.0,5,DWRF IR,15.3,--,3.0,2.0,--
UGC,157,--,0,14.3,+,27,35,MCG+05-01-060,1257,1.1,0.9,15,SBb,15.1,--,1.1,0.9,1
UGC,158,--,0,14.4,+,41,53,MCG+07-01-006,1243,1.9,0.6,173,Sb,15.5,--,1.9,0.5,6
UGC,159,--,0,14.5,+,17,15,MCG+03-01-000,1195,1.4,1.4,--,DWARF,18.0,--,1.0,1.0,--
UGC,160,--,0,14.5,+,34,12,MCG+06-01-021,1247,1.6,1.5,--,S IV-V,16.5,--,1.4,1.4,1
UGC,161,--,0,14.6,+,6,27,MCG+01-01-000,1465,1.1,0.9,--,DWARF,18.0,--,1.0,1.0,--
UGC,162,--,0,14.6,+,17,9,MCG+03-01-035,1195,1.3,0.5,43,S,15.6,--,1.3,0.5,6
UGC,163,--,0,14.7,+,6,27,MCG+01-01-048,1465,1.1,0.6,103,SBc,15.4,--,1.1,0.6,--
UGC,164,--,0,14.8,+,17,47,MCG+03-01-036,1195,1.8,0.7,65,SBb/SBc,15.2,--,1.5,0.7,5
UGC,165,--,0,15.0,+,24,23,MCG+04-01-047,205,1.0,0.2,37,Sa-b,15.4,--,1.0,0.2,7
UGC,166,--,0,15.0,+,29,56,MCG+05-01-062,1257,2.4,1.2,18,Sc,15.5,--,1.7,0.9,5
UGC,167,--,0,15.1,+,11,10,MCG+02-01-030,10,1.7,1.1,108,S,12.6,--,2.0,1.2,4
UGC,168,--,0,15.5,+,18,1,MCG+03-01-037,1195,1.2,0.3,162,Sa,16.0,--,1.3,0.3,7
UGC,169,--,0,15.7,+,19,6,MCG+03-01-000,1195,1.1,0.9,--,SB?c,14.8,--,1.0,0.9,1
UGC,170,--,0,15.7,+,29,48,MCG+05-01-065,1257,1.2,1.1,--,(S0),14.5,5787,1.5,1.4,--
UGC,171,--,0,15.7,+,48,27,MCG+08-01-036,839,0.9,0.7,30,IRR,14.4,--,1.0,0.8,--
UGC,172,--,0,15.8,+,17,34,MCG+03-01-000,1195,1.0,0.12,110,Sc,17.0,--,0.9,0.15,7
UGC,173,--,0,15.8,+,29,47,MCG+05-01-068,1257,1.5,1.2,--,(E),14.8,6591,1.5,1.2,--
UGC,174,--,0,15.8,+,29,49,MCG+05-01-067,1257,2.0,1.6,0,Sb,14.5,--,2.0,1.6,--
UGC,175,--,0,15.8,+,49,43,MCG+08-01-038,839,1.3,0.9,50,Sc/SBc,15.5,--,1.2,0.8,--
UGC,176,--,0,15.9,+,29,46,MCG+05-01-069,1257,1.3,1.0,15,SBa,15.0,6976,1.3,1.2,1
UGC,177,--,0,16.0,+,79,26,MCG+13-01-000,1213,1.3,0.5,42,S,15.4,--,--,--,--
UGC,178,--,0,16.1,+,47,44,MCG+08-01-037,839,1.2,0.6,17,S,14.5,--,1.0,0.35,5
UGC,179,--,0,16.4,+,23,12,MCG+04-01-049,205,1.3,0.7,3,Sc,15.3,--,1.3,0.6,5
UGC,180,--,0,16.5,+,15,28,MCG+02-01-032,10,1.2,0.4,170,Sa-b,15.3,--,1.1,0.3,6
UGC,181,--,0,16.5,+,19,7,MCG+03-01-038,1195,1.3,0.3,14,Sa,15.4,--,1.3,0.4,6
UGC,182,--,0,16.8,+,6,10,MCG+01-01-051,1465,1.9,1.9,--,S0,14.8,--,1.8,1.8,1
UGC,183,--,0,16.9,+,46,58,MCG+08-01-039,839,1.6,0.7,50,Sb,13.8,--,1.5,0.6,6
UGC,184,--,0,17.0,+,12,55,MCG+02-02-000,823,1.0,1.0,--,DWARF,19.0,--,1.0,1.0,--
UGC,185,--,0,17.0,+,29,40,MCG+05-01-072,1257,1.4,1.2,80,COMPACT,14.0,--,1.4,1.2,--
UGC,186,--,0,17.2,+,23,30,MCG+04-01-050,205,1.1,0.5,30,SBb,14.9,--,1.2,0.6,5
UGC,187,--,0,17.4,+,8,52,MCG+01-02-000,915,1.1,0.3,66,S,16.5,--,1.1,0.3,6
UGC,188,--,0,17.4,+,19,43,MCG+03-02-003,903,1.4,0.4,13,SB,15.7,--,1.3,0.3,--
UGC,189,--,0,17.5,+,14,50,MCG+02-02-000,823,1.2,0.9,120,--,17.0,--,1.0,0.8,--
UGC,190,--,0,17.5,+,42,17,MCG+07-01-007,1243,1.4,0.9,110,--,16.5,--,1.0,0.8,--
UGC,191,--,0,17.6,+,10,36,MCG+02-01-033,823,2.6,2.1,150,DWRF SP,15.6,--,2.3,1.8,--
UGC,192,--,0,17.6,+,59,2,MCG+10-01-000,1233,8.0,7.0,--,DWRF IR,--,-347,10.0,10.0,--
UGC,193,--,0,17.8,+,0,33,MCG+00-02-004,591,1.3,0.9,80,SB0-a,14.5,--,1.1,0.8,3
UGC,194,--,0,17.8,+,0,33,MCG+00-02-005,591,1.2,1.0,--,S0,14.5,--,1.3,0.9,--
UGC,195,--,0,17.8,+,7,25,MCG+01-02-003,915,1.5,0.6,163,Sb-c,15.0,--,1.6,0.6,6
UGC,196,--,0,17.9,+,47,10,MCG+08-01-040,839,1.5,1.1,140,SBc,14.2,--,1.1,0.8,3
UGC,197,--,0,18.2,+,19,45,MCG+03-02-004,903,1.2,1.1,--,Sa,15.1,--,1.4,1.2,1
UGC,198,--,0,18.3,+,21,36,MCG+04-02-002,1188,0.8,0.7,30,S,14.2,--,0.8,0.7,--
UGC,199,--,0,18.4,+,12,35,MCG+02-02-000,823,1.0,1.0,--,DWARF,19.0,--,1.0,1.0,--
UGC,200,--,0,18.4,+,17,25,MCG+03-02-000,903,1.1,1.0,--,DWRF IR,18.0,--,0.8,0.8,--
UGC,201,--,0,18.5,+,7,20,MCG+01-02-000,915,1.2,0.2,18,Sc,16.5,--,0.9,0.15,7
UGC,202,--,0,18.5,+,26,57,MCG+04-02-000,1188,1.4,0.8,25,SB0,14.5,--,1.4,0.9,4
UGC,203,--,0,18.6,+,22,5,MCG+04-02-004,1188,2.2,2.0,--,S0,13.7,5586,2.3,2.2,--
UGC,204,--,0,18.7,+,22,50,MCG+04-02-006,1188,1.4,0.9,150,Sc,14.6,--,1.2,0.8,3
UGC,205,--,0,18.8,+,17,3,MCG+03-02-006,903,1.4,0.7,10,SB,15.6,--,--,--,--
UGC,206,--,0,18.8,+,22,9,MCG+04-02-005,1188,1.3,1.2,--,E,14.3,6541,1.3,1.2,--
UGC,207,--,0,18.9,+,29,23,MCG+05-02-004,1244,1.0,0.3,17,Sb,15.6,--,1.0,0.3,6
UGC,208,--,0,19.2,+,22,8,MCG+04-02-011,1188,2.4,0.9,132,S,14.5,--,1.8,0.9,--
UGC,209,--,0,19.4,+,22,8,MCG+04-02-012,1188,1.5,0.7,48,S,14.7,--,1.6,0.7,5
UGC,210,--,0,19.4,+,23,28,MCG+04-02-013,1188,1.3,0.45,19,Sb,15.0,--,1.3,0.45,6
UGC,211,--,0,19.6,+,20,20,MCG+03-02-000,903,1.1,0.2,165,--,17.0,--,1.1,0.1,7
UGC,212,--,0,19.8,-,1,34,MCG+00-02-014,591,1.7,0.7,18,SB,15.0,--,1.2,0.6,--
UGC,213,--,0,19.8,+,6,10,MCG+01-02-000,915,1.3,0.8,150,(S0),15.7,--,1.2,0.7,--
UGC,214,--,0,19.8,+,10,13,MCG+02-02-003,823,1.8,1.3,75,Sc,13.4,--,1.7,1.3,1
UGC,215,--,0,19.8,+,29,13,MCG+05-02-006,1244,1.3,0.8,135,SBa,14.9,--,1.4,0.8,4
UGC,216,--,0,19.9,+,29,28,MCG+05-02-007,1244,1.5,1.3,--,(E),13.5,--,1.5,1.3,--
UGC,217,--,0,20.0,+,27,50,MCG+05-02-000,1244,1.2,0.8,10,DWARF,17.0,--,0.9,0.8,--
UGC,218,--,0,20.3,+,6,42,MCG+01-02-005,915,1.4,1.4,--,S,14.9,--,1.6,1.6,1
UGC,219,--,0,20.4,+,15,58,MCG+03-02-007,903,1.2,0.5,148,--,15.7,--,1.2,0.5,--
UGC,220,--,0,20.5,+,2,10,MCG+00-02-000,591,1.4,0.5,177,S0,16.0,--,1.7,0.7,6
UGC,221,--,0,20.6,+,27,10,MCG+04-02-000,1188,0.7,0.5,155,PECULR,14.5,--,0.7,0.4,--
UGC,222,--,0,20.7,+,34,52,MCG+06-02-000,398,1.2,0.1,138,--,18.0,--,0.8,0.1,--
