---,UGC,A,RAh,RAm,DE-,DEd,DEm,MCG,POSS,MajAxis,MinAxis,PA,Hubble,Pmag,RadVel,aR,bR,i
UGC,6690,--,11,40.8,+,53,0,MCG+09-19-164,59,1.0,0.55,95,SB,15.0,--,1.1,0.6,--
UGC,6691,--,11,40.8,+,60,58,MCG+10-17-050,723,1.3,0.9,120,--,16.5,--,1.1,0.9,--
UGC,6692,--,11,40.9,+,10,26,MCG+02-30-020,468,1.5,0.7,27,Sc,14.7,--,1.5,0.7,5
UGC,6693,--,11,40.9,+,23,0,MCG+04-28-040,103,2.2,1.8,--,SBc,14.0,--,2.2,2.1,1
UGC,6694,--,11,41.0,+,83,45,MCG+14-06-002,1340,1.4,0.7,150,--,16.5,--,1.4,0.7,--
UGC,6695,--,11,41.0,+,9,13,MCG+02-30-022,468,2.5,1.0,60,Sa,13.8,--,2.5,1.0,6
UGC,6696,--,11,41.0,+,33,41,MCG+06-26-000,109,1.0,0.5,102,SBa,15.7,--,1.1,0.5,5
UGC,6697,--,11,41.2,+,20,15,MCG+03-30-066,1406,1.7,0.3,137,IRR,14.3,--,1.7,0.2,7
UGC,6698,--,11,41.2,+,71,30,MCG+12-11-000,714,1.1,0.9,5,S,15.1,--,1.0,0.7,--
UGC,6699,--,11,41.3,+,8,12,MCG+01-30-011,495,1.0,0.4,42,S0-a,14.1,--,0.9,0.35,6
UGC,6700,--,11,41.3,+,11,4,MCG+02-30-024,468,1.0,0.5,87,S-IRR,13.6,--,1.0,0.5,5
UGC,6701,--,11,41.3,+,20,10,MCG+03-30-068,1406,0.8,0.7,--,E,14.2,--,0.9,0.8,--
UGC,6702,--,11,41.3,+,20,21,MCG+03-30-070,1406,1.1,0.7,67,Sa,14.7,--,1.1,0.7,3
UGC,6703,--,11,41.3,+,60,23,MCG+10-17-055,723,2.3,0.7,60,Sa-b,13.0,--,2.1,0.7,6
UGC,6704,--,11,41.4,+,20,13,MCG+03-30-072,1406,1.4,1.0,5,E,13.3,--,1.5,1.2,--
UGC,6705,--,11,41.4,+,20,18,MCG+03-30-069,1406,1.4,0.25,28,S0-a,14.9,--,1.3,0.25,7
UGC,6706,--,11,41.5,+,55,18,MCG+09-19-169,59,2.1,1.8,40,S-IRR,14.2,--,2.3,1.9,--
UGC,6707,--,11,41.5,+,58,14,MCG+10-17-056,723,1.4,0.5,141,S0?,12.7,--,1.5,0.7,6
UGC,6708,--,11,41.6,+,33,47,MCG+06-26-023,109,1.1,1.1,--,E,14.6,--,1.3,1.3,--
UGC,6709,--,11,41.7,+,33,37,MCG+06-26-025,109,1.2,1.0,65,SBb,15.1,--,1.2,0.9,2
UGC,6710,--,11,41.7,+,55,55,MCG+09-19-171,59,1.0,0.8,135,Sb-c,14.7,--,1.1,0.8,2
UGC,6711,--,11,41.7,+,70,1,MCG+12-11-039,714,0.8,0.45,132,--,13.8,--,0.8,0.4,--
UGC,6712,--,11,41.8,+,16,50,MCG+03-30-081,1406,1.5,0.9,140,E,13.5,--,1.6,1.0,--
UGC,6713,--,11,41.8,+,49,7,MCG+08-21-094,700,2.0,1.7,--,DWRF SP,15.5,--,1.8,1.5,--
UGC,6714,--,11,41.8,+,68,13,MCG+11-14-037,977,1.0,0.2,148,--,14.9,--,0.8,0.3,7
UGC,6715,--,11,41.9,+,11,3,MCG+02-30-025,468,1.6,0.25,161,Sb,15.0,--,1.6,0.25,7
UGC,6716,--,11,42.0,+,36,14,MCG+06-26-027,109,1.8,1.7,--,Sb,15.1,--,1.6,1.5,1
UGC,6717,--,11,42.2,+,9,28,MCG+02-30-027,468,1.6,1.6,--,DWRF SP,17.0,--,1.4,1.4,--
UGC,6718,--,11,42.2,+,20,5,MCG+03-30-088,1406,1.2,0.6,38,Sa-b,14.5,--,1.4,0.7,5
UGC,6719,--,11,42.2,+,20,24,MCG+03-30-089,1406,1.2,0.8,30,S,14.6,--,1.1,0.7,3
UGC,6720,--,11,42.3,-,1,19,MCG+00-30-021,471,1.3,0.6,65,SBb,14.7,--,1.2,0.6,5
UGC,6721,--,11,42.3,+,19,44,MCG+03-30-091,1406,1.0,0.25,58,PECULR,14.9,--,1.0,0.2,--
UGC,6722,--,11,42.5,+,8,45,MCG+02-30-028,468,2.8,0.6,75,Sb-c,14.0,--,2.8,0.6,6
UGC,6723,--,11,42.5,+,19,53,MCG+03-30-095,1406,1.0,1.0,--,E,14.0,--,1.3,1.3,--
UGC,6724,--,11,42.5,+,20,15,MCG+03-30-093,1406,2.4,1.4,77,Sb,14.0,--,2.4,1.4,4
UGC,6725,--,11,42.5,+,20,44,MCG+04-28-046,103,1.5,1.2,40,S0,14.5,--,1.7,1.3,2
UGC,6726,--,11,42.5,+,50,0,MCG+08-21-095,700,1.0,0.5,65,E-S0,14.8,--,1.0,0.5,--
UGC,6727,--,11,42.5,+,61,59,MCG+10-17-060,723,0.9,0.25,125,S,14.5,--,0.9,0.25,--
UGC,6728,--,11,42.5,+,79,58,MCG+13-09-002,1339,1.0,0.7,160,SB0-a,14.8,--,1.3,0.9,3
UGC,6729,--,11,42.6,+,27,3,MCG+05-28-027,1379,1.3,0.8,65,Sb/SBc,14.9,--,0.7,0.7,4
UGC,6730,--,11,42.8,+,9,26,MCG+02-30-029,468,1.1,0.8,105,S(a-b),13.4,--,1.2,0.7,3
UGC,6731,--,11,42.8,+,19,40,MCG+03-30-103,1406,1.2,0.4,173,S,14.6,--,1.2,0.7,--
UGC,6732,--,11,42.8,+,59,15,MCG+10-17-061,723,0.9,0.8,--,--,13.5,--,1.1,1.1,--
UGC,6733,--,11,42.9,+,56,9,MCG+09-19-174,59,2.2,1.0,130,SBc,14.4,--,2.2,1.1,5
UGC,6734,--,11,43.0,+,9,24,MCG+02-30-000,468,1.6,0.3,33,Sb,15.4,--,1.5,0.3,6
UGC,6735,--,11,43.1,+,20,3,MCG+03-30-106,1406,0.9,0.8,--,E,14.2,--,1.0,1.0,--
UGC,6736,--,11,43.2,+,3,18,MCG+01-30-014,495,1.5,0.35,178,Sc,14.9,--,1.3,0.25,6
UGC,6737,--,11,43.2,+,11,6,MCG+02-30-032,468,1.9,0.45,135,Sa,13.5,--,1.7,0.45,7
UGC,6738,--,11,43.2,+,14,3,MCG+02-30-033,468,2.3,1.7,--,E,12.9,3109,2.7,2.2,--
UGC,6739,--,11,43.2,+,20,2,MCG+03-30-105,1406,1.0,0.25,87,S0-a,14.8,--,1.2,0.25,7
UGC,6740,--,11,43.3,+,10,45,MCG+02-30-034,468,1.1,0.55,80,S,14.8,--,0.9,0.5,5
UGC,6741,--,11,43.3,+,17,28,MCG+03-30-000,1406,1.6,0.3,172,DBL SYS,16.0,--,--,--,--
UGC,6742,--,11,43.3,+,50,30,MCG+08-22-001,1338,0.9,0.7,25,S0?,13.2,600,1.0,0.7,--
UGC,6743,--,11,43.4,+,21,19,MCG+04-28-049,103,1.6,1.5,--,Sb/Sc,14.8,--,1.6,1.6,1
UGC,6744,--,11,43.5,+,33,23,MCG+06-26-031,109,1.0,0.2,105,S,15.4,--,1.1,0.22,6
UGC,6745,--,11,43.5,+,47,46,MCG+08-22-002,1338,5.6,1.2,35,Sc,11.8,--,5.6,1.2,6
UGC,6746,--,11,43.6,+,20,41,MCG+04-28-051,103,1.9,1.4,10,Sa,14.0,--,2.1,1.7,2
UGC,6747,--,11,43.8,+,14,6,MCG+02-30-000,468,1.3,0.2,70,IRR,15.7,--,0.9,0.1,7
UGC,6748,--,11,43.9,+,36,0,MCG+06-26-000,109,1.0,0.8,--,S,16.0,--,0.9,0.7,--
UGC,6749,--,11,44.0,+,65,39,MCG+11-15-002,674,1.0,0.35,20,Sb-c,16.0,--,0.9,0.35,6
UGC,6750,--,11,44.1,-,1,43,MCG+00-30-022,471,1.2,0.35,13,S,15.0,--,1.2,0.3,6
UGC,6751,--,11,44.1,+,24,15,MCG+04-28-052,103,1.4,0.5,97,Sb-c,15.4,--,1.3,0.4,6
UGC,6752,--,11,44.1,+,69,40,MCG+12-11-040,714,2.5,0.45,130,Sc-IRR,13.5,--,2.5,0.4,6
UGC,6753,--,11,44.2,+,14,49,MCG+03-30-110,1406,1.1,0.6,90,SB,15.3,--,1.1,0.6,--
UGC,6754,--,11,44.2,+,20,58,MCG+04-28-053,103,3.1,2.8,--,Sb,14.2,--,3.3,3.0,1
UGC,6755,--,11,44.3,+,50,59,MCG+09-19-177,59,1.1,0.6,67,S,14.7,--,1.0,0.5,5
UGC,6756,--,11,44.4,+,59,23,MCG+10-17-065,723,1.0,0.4,67,S,15.2,--,1.0,0.4,6
UGC,6757,--,11,44.4,+,61,38,MCG+10-17-067,723,1.1,0.6,155,DWARF,16.5,--,1.0,0.5,--
UGC,6758,--,11,44.5,+,13,59,MCG+02-30-036,468,2.0,1.8,--,S,14.4,--,1.7,1.5,1
UGC,6759,--,11,44.5,+,16,32,MCG+03-30-112,1406,1.2,0.3,71,S,16.0,--,0.9,0.3,6
UGC,6760,--,11,44.5,+,20,7,MCG+03-30-111,1406,1.2,0.8,132,E-S0,14.3,--,1.3,0.8,--
UGC,6761,--,11,44.5,+,29,52,MCG+05-28-029,1379,1.2,0.5,97,S0-a,15.2,--,1.0,0.4,6
UGC,6762,--,11,44.6,+,60,34,MCG+10-17-068,723,1.1,1.1,--,S,13.9,--,1.0,0.9,1
UGC,6763,--,11,44.8,+,50,43,MCG+09-19-000,59,1.0,0.2,8,Sb-c,15.6,--,0.7,0.2,6
UGC,6764,--,11,44.8,+,69,24,MCG+12-11-041,714,1.8,0.7,70,--,16.5,--,1.3,0.4,6
UGC,6765,--,11,44.9,+,56,14,MCG+09-19-189,59,1.7,1.4,120,Sc,12.6,2400,1.8,1.4,2
UGC,6766,--,11,45.0,+,54,47,MCG+09-19-185,59,1.1,0.2,135,Sb-c,15.6,--,1.0,0.2,7
UGC,6767,--,11,45.0,+,57,55,MCG+10-17-070,723,0.8,0.6,--,DBL SYS,13.9,--,--,--,--
UGC,6768,--,11,45.1,+,44,1,MCG+07-24-031,719,1.0,0.45,42,SB:a-b,15.2,--,0.9,0.4,6
UGC,6769,--,11,45.2,+,2,6,MCG+00-30-023,471,1.1,0.5,73,SB:a-b,15.0,--,1.1,0.5,5
UGC,6770,--,11,45.2,+,18,50,MCG+03-30-000,1406,1.0,0.9,--,DBL SYS,15.6,--,--,--,--
UGC,6771,--,11,45.4,+,4,46,MCG+01-30-015,495,1.9,1.7,--,SBa,14.4,--,2.1,1.8,1
UGC,6772,--,11,45.4,+,30,39,MCG+05-28-031,1379,2.3,1.8,70,Sb/Sc,13.7,--,1.8,1.6,1
UGC,6773,--,11,45.4,+,50,5,MCG+08-22-004,1338,1.8,0.7,168,IRR,15.2,--,1.8,0.7,6
UGC,6774,--,11,45.4,+,55,19,MCG+09-19-195,59,2.1,0.2,155,Sc?,16.0,--,1.8,0.2,7
UGC,6775,--,11,45.7,+,13,29,MCG+02-30-038,468,1.4,0.8,103,S,15.0,--,1.4,0.8,--
UGC,6776,--,11,45.9,+,44,0,MCG+07-24-033,719,1.5,0.2,33,Sc,16.5,--,1.5,0.2,7
UGC,6777,--,11,46.0,+,32,55,MCG+06-26-040,109,0.9,0.8,--,COMPACT,15.5,--,0.8,0.6,--
UGC,6778,--,11,46.0,+,48,59,MCG+08-22-007,1338,4.6,2.5,165,Sc,10.6,1001,4.5,2.3,5
UGC,6779,--,11,46.1,+,59,42,MCG+10-17-078,723,2.0,1.4,20,S0,12.9,--,2.5,1.7,3
UGC,6780,--,11,46.3,-,1,45,MCG+00-30-024,471,3.5,1.0,20,Sc,14.7,--,3.5,1.1,6
UGC,6781,--,11,46.3,+,48,56,MCG+08-22-008,1338,1.8,1.0,125,--,14.0,--,1.7,1.2,--
UGC,6782,--,11,46.4,+,24,7,MCG+04-28-057,103,2.0,2.0,--,DWRF IR,17.0,--,1.8,1.8,--
UGC,6783,--,11,46.4,+,31,35,MCG+05-28-000,1379,1.1,0.8,--,DWRF IR,17.0,--,0.9,0.9,--
UGC,6784,--,11,46.4,+,35,18,MCG+06-26-041,109,2.1,2.1,--,Sb/Sc,14.2,--,1.9,1.9,1
UGC,6785,--,11,46.4,+,59,43,MCG+10-17-080,723,1.3,0.9,125,SBa,14.0,--,1.4,0.9,3
UGC,6786,--,11,46.5,+,27,19,MCG+05-28-034,1379,3.2,1.6,2,Sa,12.5,1702,2.8,1.6,5
UGC,6787,--,11,46.5,+,56,20,MCG+09-19-204,59,3.6,2.1,107,Sa,11.7,1038,3.5,2.2,4
UGC,6788,--,11,46.6,+,74,36,MCG+13-09-003,1339,1.0,1.0,--,S,14.1,--,1.0,0.9,1
UGC,6789,--,11,46.6,+,76,17,MCG+13-09-004,1339,1.1,0.7,128,SBb,14.9,--,1.1,0.7,3
UGC,6790,--,11,46.7,+,26,24,MCG+04-28-055,103,1.7,1.3,85,SBb/Sc,14.0,--,1.4,1.1,2
UGC,6791,--,11,46.7,+,27,1,MCG+05-28-035,1379,1.9,0.3,1,Sc,15.2,--,1.7,0.25,7
UGC,6792,--,11,46.7,+,40,3,MCG+07-24-034,719,2.6,0.4,172,Sc,14.8,--,2.5,0.4,6
UGC,6793,--,11,46.8,-,0,48,MCG+00-30-026,471,1.2,0.3,76,Sb,14.8,--,1.1,0.22,6
UGC,6794,--,11,46.8,+,16,55,MCG+03-30-118,1406,1.4,0.5,72,SBc-IRR,14.7,--,1.2,0.4,6
UGC,6795,--,11,46.8,+,25,13,MCG+04-28-056,103,1.2,0.9,110,S,15.4,--,1.0,0.8,--
UGC,6796,--,11,46.9,-,0,48,MCG+00-30-028,471,1.2,0.8,40,S0,14.4,--,1.2,0.8,3
UGC,6797,--,11,47.0,+,48,42,MCG+08-22-012,1338,1.7,1.7,--,SB,14.1,--,1.7,1.7,1
UGC,6798,--,11,47.0,+,78,7,MCG+13-09-005,1339,1.2,0.25,13,Sa-b,15.2,--,1.3,0.25,6
UGC,6799,--,11,47.3,+,29,17,MCG+05-28-000,1379,1.0,0.1,23,Sb-c,16.0,--,0.9,0.12,7
UGC,6800,--,11,47.4,+,21,38,MCG+04-28-058,103,1.6,1.2,150,E-S0,14.4,--,1.9,1.5,--
UGC,6801,--,11,47.4,+,26,45,MCG+05-28-037,1379,1.8,1.0,5,S-IRR,13.2,--,1.3,0.7,--
UGC,6802,--,11,47.4,+,52,9,MCG+09-19-209,59,2.3,0.15,160,Sc,16.0,--,2.1,0.2,7
UGC,6803,--,11,47.5,+,25,13,MCG+04-28-059,103,1.3,1.2,--,--,14.1,--,1.3,1.2,--
UGC,6804,--,11,47.6,+,7,16,MCG+01-30-000,495,1.8,0.12,104,Sc,15.3,--,1.5,0.15,7
UGC,6805,--,11,47.6,+,42,20,MCG+07-24-000,719,0.35,0.25,--,--,14.2,--,0.35,0.25,--
UGC,6806,--,11,47.7,+,26,15,MCG+04-28-060,103,2.0,0.6,45,S,14.4,--,2.0,0.5,6
UGC,6807,--,11,47.8,+,26,17,MCG+04-28-061,103,1.0,0.9,--,DWARF,16.5,--,0.9,0.5,--
UGC,6808,--,11,47.8,+,35,32,MCG+06-26-000,109,1.5,0.1,140,Sc,16.5,--,1.5,0.12,7
UGC,6809,--,11,48.0,+,6,51,MCG+01-30-017,495,1.1,0.6,40,SB,13.8,--,1.1,0.6,5
UGC,6810,--,11,48.0,+,20,17,MCG+03-30-119,1406,0.9,0.9,--,E,14.5,--,0.9,0.9,--
UGC,6811,--,11,48.0,+,50,50,MCG+09-20-003,1389,1.2,0.4,9,S0-a,14.8,--,1.1,0.4,6
UGC,6812,--,11,48.0,+,50,53,MCG+09-20-000,1389,1.6,0.4,54,--,17.0,--,0.3,0.2,6
UGC,6813,--,11,48.0,+,55,37,MCG+09-20-001,1389,3.0,2.8,--,Sc,14.2,--,2.5,2.0,1
UGC,6814,--,11,48.0,+,64,37,MCG+11-15-000,674,1.2,0.5,15,--,17.0,--,1.0,0.4,6
UGC,6815,--,11,48.1,+,52,7,MCG+09-20-008,1389,5.1,1.1,77,Sc,12.5,--,5.1,1.1,6
UGC,6816,--,11,48.1,+,56,44,MCG+10-17-086,723,1.6,1.3,--,IRR,15.1,--,1.6,1.3,--
UGC,6817,--,11,48.2,+,39,9,MCG+07-24-035,719,4.7,2.0,65,DWRF IR,15.1,--,3.0,2.0,--
UGC,6818,--,11,48.2,+,46,5,MCG+08-22-015,1338,2.1,0.9,78,--,14.6,--,2.0,0.8,--
UGC,6819,--,11,48.2,+,55,25,MCG+09-20-005,1389,1.6,0.35,45,Sb,14.8,--,1.6,0.35,6
UGC,6820,--,11,48.3,+,20,47,MCG+04-28-064,103,1.2,0.35,138,S0-a,15.4,--,1.3,0.4,6
UGC,6821,--,11,48.4,+,20,41,MCG+04-28-069,103,1.4,1.2,--,Sb/SBc,14.6,--,1.3,1.3,1
UGC,6822,--,11,48.4,+,21,5,MCG+04-28-068,103,1.3,1.2,--,SBa-b,15.1,--,1.2,1.1,1
UGC,6823,--,11,48.5,+,55,21,MCG+09-20-009,1389,2.2,1.3,20,--,13.4,5930,2.2,1.3,--
UGC,6824,--,11,48.6,+,50,27,MCG+08-22-017,1338,1.9,0.9,38,S0-a,13.8,--,2.1,0.9,6
UGC,6825,--,11,48.6,+,52,17,MCG+09-20-011,1389,1.1,0.9,160,E-S0,14.6,--,1.1,0.9,--
UGC,6826,--,11,48.8,+,32,50,MCG+06-26-000,109,1.3,0.1,152,Sc,16.5,--,1.2,0.15,7
UGC,6827,--,11,48.8,+,35,43,MCG+06-26-042,109,1.2,0.5,127,S0-a,14.3,--,1.3,0.6,6
UGC,6828,--,11,48.8,+,53,43,MCG+09-20-012,1389,1.4,1.2,--,Sb,15.5,--,1.2,1.1,1
UGC,6829,--,11,48.9,+,22,19,MCG+04-28-073,103,1.0,0.8,--,DBL SYS,14.7,--,--,--,--
UGC,6830,--,11,48.9,+,24,9,MCG+04-28-072,103,1.2,0.8,150,SB:a-b,15.1,--,1.2,0.8,3
UGC,6831,--,11,49.0,+,15,45,MCG+03-30-121,1406,1.0,0.9,--,S0,14.9,--,0.9,0.8,1
UGC,6832,--,11,49.1,+,21,17,MCG+04-28-076,103,0.5,0.35,80,--,14.5,--,0.7,0.5,--
UGC,6833,--,11,49.1,+,38,16,MCG+06-26-045,109,4.5,3.5,30,Sc/SBc,13.5,--,4.0,3.0,2
UGC,6834,--,11,49.1,+,48,57,MCG+08-22-019,1338,1.5,1.5,--,--,13.1,1500,1.6,1.6,--
UGC,6835,--,11,49.2,+,17,8,MCG+03-30-000,1406,1.1,0.15,60,S,16.0,--,0.8,0.1,7
UGC,6836,--,11,49.2,+,36,52,MCG+06-26-046,109,1.0,0.6,90,S,15.6,--,0.9,0.5,--
UGC,6837,--,11,49.3,+,18,49,MCG+03-30-000,1406,1.0,0.1,154,Sc,15.7,--,0.9,0.1,7
UGC,6838,--,11,49.4,-,2,22,MCG+00-30-000,471,1.1,0.6,113,--,15.4,--,0.8,0.25,--
UGC,6839,--,11,49.4,+,17,5,MCG+03-30-122,1406,1.4,0.7,83,S,14.2,--,0.9,0.6,--
UGC,6840,--,11,49.5,+,52,23,MCG+09-20-019,1389,3.0,2.5,--,DWRF SP,15.6,--,1.4,0.4,--
UGC,6841,--,11,49.6,+,17,8,MCG+03-30-123,1406,1.3,1.1,--,--,15.0,--,1.0,0.7,--
UGC,6842,--,11,49.7,+,35,4,MCG+06-26-048,109,1.2,0.9,20,S,16.5,--,1.1,0.9,--
UGC,6843,--,11,49.8,+,32,41,MCG+06-26-049,109,1.2,0.7,114,S,14.0,--,1.1,0.6,4
UGC,6844,--,11,49.8,+,70,10,MCG+12-11-000,714,1.1,0.15,35,Sa-b,15.5,--,0.9,0.18,7
UGC,6845,--,11,50.0,+,13,45,MCG+02-30-000,468,1.1,0.2,9,Sb?,15.2,--,1.1,0.2,6
UGC,6846,--,11,50.0,+,23,53,MCG+04-28-079,103,1.0,0.9,--,E?,14.8,--,1.2,1.0,--
UGC,6847,--,11,50.0,+,24,35,MCG+04-28-080,103,1.7,0.35,151,Sb-c,15.4,--,1.1,0.3,6
UGC,6848,--,11,50.0,+,35,39,MCG+06-26-000,109,1.0,0.2,61,--,17.0,--,0.9,0.2,6
UGC,6849,--,11,50.0,+,50,18,MCG+08-22-026,1338,1.8,1.7,--,DWRF SP,15.7,--,1.6,1.6,1
UGC,6850,--,11,50.1,-,2,11,MCG+00-30-032,471,0.7,0.6,--,PECULR,14.1,--,0.7,0.5,--
UGC,6851,--,11,50.1,+,20,55,MCG+04-28-081,103,1.8,1.6,15,E-S0,14.0,--,2.7,2.5,--
UGC,6852,--,11,50.1,+,21,17,MCG+04-28-082,103,1.3,1.2,--,E,14.3,--,1.7,1.5,--
UGC,6853,--,11,50.1,+,29,37,MCG+05-28-042,1379,1.2,0.6,35,S0,14.9,--,1.1,0.6,5
UGC,6854,--,11,50.2,+,2,1,MCG+00-30-033,471,1.1,1.0,--,SB,14.4,--,1.0,0.9,1
UGC,6855,--,11,50.2,+,23,45,MCG+04-28-000,103,1.0,0.6,130,S0,16.0,--,1.2,0.7,--
UGC,6856,--,11,50.2,+,44,23,MCG+07-25-001,1367,5.4,5.1,--,Sc,11.0,874,5.2,4.7,1
UGC,6857,--,11,50.3,+,37,15,MCG+06-26-051,109,3.6,2.5,10,S0,11.3,957,3.6,2.5,3
UGC,6858,--,11,50.3,+,61,30,MCG+10-17-095,723,1.6,0.9,15,Sc,15.1,--,1.6,0.9,4
UGC,6859,--,11,50.5,+,26,30,MCG+04-28-085,103,1.4,1.1,25,E-S0,14.3,--,1.2,0.9,--
UGC,6860,--,11,50.5,+,60,56,MCG+10-17-096,723,5.8,3.6,15,SB0,11.6,1220,5.6,3.5,4
UGC,6861,--,11,50.6,+,25,43,MCG+04-28-087,103,1.0,0.7,115,S,15.1,--,0.8,0.7,--
UGC,6862,--,11,50.7,+,11,56,MCG+02-30-000,468,1.5,0.15,104,Sc,16.0,--,1.1,0.1,7
UGC,6863,--,11,50.8,+,21,2,MCG+04-28-088,103,1.4,1.4,--,SBb,14.2,--,1.4,1.4,1
UGC,6864,--,11,51.0,+,11,9,MCG+02-30-000,468,1.2,0.15,110,Sb-c,15.3,--,1.2,0.15,7
UGC,6865,--,11,51.0,+,43,44,MCG+07-25-002,1367,1.3,0.4,35,DBL SYS,14.7,--,--,--,--
UGC,6866,--,11,51.1,+,21,10,MCG+04-28-091,103,0.9,0.8,--,COMPACT,14.4,--,1.4,1.3,--
UGC,6867,--,11,51.1,+,23,40,MCG+04-28-090,103,1.2,0.6,172,S?,14.5,--,1.1,0.5,6
UGC,6868,--,11,51.1,+,29,33,MCG+05-28-000,1379,1.0,0.3,106,Sb-c,16.0,--,0.7,0.2,6
UGC,6869,--,11,51.1,+,48,8,MCG+08-22-029,1338,2.8,1.7,120,S,10.9,681,2.5,1.6,4
UGC,6870,--,11,51.1,+,52,36,MCG+09-20-026,1389,6.5,3.4,13,SBb,10.8,958,6.5,3.5,4
UGC,6871,--,11,51.2,+,10,41,MCG+02-30-043,468,1.0,0.8,143,SB0,14.6,--,1.0,0.8,2
UGC,6872,--,11,51.2,+,33,38,MCG+06-26-052,109,1.5,0.8,125,SBc,14.5,--,1.5,0.8,5
UGC,6873,--,11,51.3,+,21,2,MCG+04-28-000,103,1.0,0.12,166,S,16.0,--,0.9,0.15,7
UGC,6874,--,11,51.3,+,50,29,MCG+08-22-031,1338,1.1,0.5,105,S,15.6,--,1.0,0.5,5
UGC,6875,--,11,51.4,+,6,37,MCG+01-30-000,495,1.2,0.5,105,S,15.3,--,0.7,0.3,6
UGC,6876,--,11,51.4,+,20,52,MCG+04-28-093,103,1.0,0.8,--,SB:a-b,14.9,--,1.1,0.9,2
UGC,6877,--,11,51.7,+,0,25,MCG+00-30-034,471,0.8,0.7,--,--,13.7,--,0.7,0.6,--
UGC,6878,--,11,51.8,+,33,8,MCG+06-26-053,109,1.0,0.15,161,Sb-c,16.0,--,0.9,0.15,6
UGC,6879,--,11,51.9,-,2,2,MCG+00-30-035,471,1.9,0.6,168,Sc-IRR,14.4,--,1.6,0.4,6
UGC,6880,--,11,51.9,+,58,40,MCG+10-17-098,723,1.4,0.55,28,Sa,13.1,--,1.4,0.55,6
UGC,6881,--,11,52.1,+,20,22,MCG+03-30-000,1406,1.6,0.7,125,DWARF,17.0,--,1.0,0.5,--
UGC,6882,--,11,52.2,+,33,48,MCG+06-26-000,109,1.1,0.15,124,S,16.5,--,1.1,0.18,7
UGC,6883,--,11,52.3,+,26,30,MCG+04-28-094,103,1.4,1.4,--,SBc,15.3,--,0.7,0.7,1
UGC,6884,--,11,52.4,+,58,46,MCG+10-17-100,723,2.9,2.7,--,SBb,12.2,--,2.8,2.5,1
UGC,6885,--,11,52.4,+,69,36,MCG+12-11-000,714,1.4,1.4,--,SBa,14.7,--,1.6,1.5,1
UGC,6886,--,11,52.6,+,6,27,MCG+01-30-020,495,1.3,0.9,80,SBb,14.5,--,1.3,0.9,3
UGC,6887,--,11,52.6,+,22,59,MCG+04-28-095,103,1.2,0.5,157,S,15.5,--,1.2,0.3,--
UGC,6888,--,11,52.6,+,50,26,MCG+08-22-039,1338,1.0,0.2,154,S,15.5,--,0.9,0.2,6
UGC,6889,--,11,52.6,+,67,41,MCG+11-15-000,674,1.0,0.1,132,Sc,16.5,--,0.9,0.1,7
UGC,6890,--,11,52.7,+,0,46,MCG+00-31-000,1401,1.3,0.4,5,DWRF IR,17.0,--,1.0,0.4,--
UGC,6891,--,11,52.7,+,17,46,MCG+03-30-126,1406,1.7,0.35,113,Sa-b,15.4,--,1.5,0.3,6
UGC,6892,--,11,52.8,+,33,24,MCG+06-26-055,109,1.1,0.3,82,--,15.3,--,1.1,0.3,--
UGC,6893,--,11,52.8,+,39,30,MCG+07-25-003,1367,1.2,1.1,--,Sc,15.7,--,1.0,1.0,1
UGC,6894,--,11,52.8,+,54,56,MCG+09-20-029,1389,1.4,0.2,89,Sc,15.6,--,1.3,0.2,7
UGC,6895,--,11,52.9,+,12,15,MCG+02-30-045,468,2.9,1.9,10,Sb/SBc,13.3,--,2.5,1.8,3
UGC,6896,--,11,53.0,+,80,30,MCG+14-05-000,727,1.1,--,--,TRP SYS,15.2,--,--,--,--
UGC,6897,--,11,53.0,+,10,4,MCG+02-31-000,1385,1.2,0.5,8,SBc,16.0,--,0.6,0.4,5
UGC,6898,--,11,53.0,+,26,10,MCG+04-28-096,103,1.3,0.35,169,S,14.5,--,1.0,0.3,6
UGC,6899,--,11,53.0,+,30,16,MCG+05-28-047,1379,1.4,1.2,--,S0,13.9,--,1.3,1.1,--
UGC,6900,--,11,53.0,+,31,48,MCG+05-28-049,1379,2.0,1.2,115,DWARF,15.7,--,1.8,1.1,--
UGC,6901,--,11,53.0,+,43,19,MCG+07-25-004,1367,1.4,0.7,32,S,14.4,--,1.4,0.7,5
UGC,6902,--,11,53.0,+,46,30,MCG+08-22-000,1338,1.0,0.35,--,DBL SYS,15.6,--,--,--,--
UGC,6903,--,11,53.1,+,1,32,MCG+00-31-002,1401,2.5,2.2,150,SBc,14.1,--,2.7,2.4,1
UGC,6904,--,11,53.1,+,55,35,MCG+09-20-032,1389,4.1,1.0,120,Sc,12.9,--,3.5,0.9,6
UGC,6905,--,11,53.2,+,30,13,MCG+05-28-050,1379,1.1,0.2,41,Sb,16.0,--,1.1,0.15,7
UGC,6906,--,11,53.3,+,7,2,MCG+01-31-001,1611,3.6,1.1,53,Sb,12.8,--,3.6,1.1,6
UGC,6907,--,11,53.5,-,2,26,MCG+00-31-003,1401,1.1,1.0,--,S0?,14.2,--,1.1,0.9,--
UGC,6908,--,11,53.5,+,37,26,MCG+06-26-000,109,1.1,0.3,--,SB,16.0,--,--,--,--
