Name,RAh,RAm,RAs,DE-,DEd,DEm,DEs,Bt,SBe,e1,e2,e3,e4,e5,B-Ve,e_B-Ve,gB-V,U-Be,e_U-Be,gU-B,V-Re,e_V-Re,gV-R,V-Ie,e_V-Ie,gV-I,Nap,LastA,Tphot,Mode,Q
NGC3442,10,50,21.2,+,34,10,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0,0
NGC3445,10,51,32.9,+,57,15,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0,0
NGC3448,10,51,38.4,+,54,34,23,12.29,21.67,0.043,0.017,0.013,0.0,0.0,0.43,0.035,9.99,-0.22,0.038,0.072,--,9.99,9.99,--,9.99,9.99,6,0.12,0.0,0,3
NGC3449,10,50,32.0,-,32,39,35,12.9,21.5,0.003,0.002,0.002,0.13,0.0,1.03,0.067,9.99,0.54,0.044,9.99,--,9.99,9.99,1.18,9.99,9.99,44,0.05,-5.1,1,1
NGC3454,10,51,49.2,+,17,36,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0,0
NGC3455,10,51,51.6,+,17,33,7,13.17,21.75,0.004,0.003,0.005,0.041,0.001,0.47,0.005,-0.212,0.42,9.99,9.99,0.48,0.008,-0.085,0.93,0.01,-0.182,40,0.01,9.7,1,1
NGC3456,10,51,35.1,-,15,45,41,13.92,22.07,0.002,0.003,0.006,0.044,0.001,0.88,9.99,9.99,--,9.99,9.99,--,9.99,9.99,1.19,9.99,9.99,22,0.31,5.2,1,6
NGC3463,10,52,49.0,-,25,53,30,14.08,21.55,0.002,0.002,0.002,0.071,0.0,0.92,9.99,9.99,--,9.99,9.99,--,9.99,9.99,1.21,9.99,9.99,31,0.06,0.9,1,1
NGC3464,10,52,14.0,-,20,47,53,12.94,22.82,0.015,0.012,0.027,0.277,0.009,0.47,1.0,9.99,-0.06,1.0,9.99,--,9.99,9.99,1.62,9.99,9.99,37,0.11,3.8,1,2
NGC3467,10,54,7.3,+,10,1,32,14.39,21.41,0.011,0.018,0.022,0.0,0.0,1.01,0.009,9.99,0.56,0.035,-0.131,--,9.99,9.99,--,9.99,9.99,3,0.19,-2.0,0,4
NGC3471,10,56,2.2,+,61,47,56,13.24,21.81,0.014,0.02,0.051,0.219,0.006,0.73,0.034,-0.036,0.17,0.09,0.1,0.58,0.034,9.99,1.47,0.048,-0.11,12,0.26,4.6,1,3
NGC3478,10,56,35.4,+,46,23,26,13.5,22.45,0.035,0.014,0.011,0.0,0.0,0.82,0.137,-0.208,0.36,0.293,-0.408,0.54,0.137,9.99,--,9.99,9.99,3,0.07,4.1,0,4
NGC3483,10,56,36.0,-,28,12,29,13.09,21.34,0.017,0.01,0.017,0.937,0.004,1.03,0.021,0.085,0.48,0.028,-0.134,0.58,0.03,0.062,1.23,0.031,0.061,16,0.03,-3.0,1,2
NGC3485,10,57,23.9,+,15,6,42,12.52,22.58,0.015,0.007,0.019,0.204,0.011,0.65,0.005,-0.181,--,9.99,9.99,0.56,0.009,-0.075,1.09,0.011,-0.152,39,0.09,6.5,1,2
NGC3486,10,57,40.0,+,29,14,39,10.92,22.36,0.013,0.016,0.027,1.045,0.075,0.61,0.048,-0.12,-0.1,0.112,-0.242,0.48,0.08,-0.085,0.93,0.121,-0.209,20,0.16,-0.3,1,2
NGC3489,10,57,40.0,+,14,10,14,11.11,19.7,0.005,0.008,0.01,0.371,0.002,0.85,0.005,-0.037,0.35,0.007,0.023,0.52,0.019,-0.052,1.11,0.029,-0.115,18,0.13,-4.3,1,2
NGC3491,10,57,58.1,+,12,25,53,14.16,21.33,0.029,0.022,0.024,0.0,0.0,1.04,0.038,0.064,0.63,0.047,-0.135,--,9.99,9.99,--,9.99,9.99,3,0.18,-3.0,0,4
NGC3492,10,58,20.9,+,10,46,33,13.86,22.41,0.062,0.109,0.152,0.0,0.0,1.07,0.028,-0.111,--,9.99,9.99,--,9.99,9.99,--,9.99,9.99,4,0.27,-5.0,0,4
NGC3501,11,0,7.6,+,18,15,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0,0
NGC3504,11,0,28.1,+,28,14,35,11.88,19.95,0.069,0.02,0.02,0.797,0.005,0.66,0.027,0.188,-0.09,0.048,0.451,--,9.99,9.99,--,9.99,9.99,12,0.03,2.0,1,3
NGC3507,11,0,46.3,+,18,24,24,11.57,22.26,0.006,0.008,0.02,0.177,0.005,0.88,9.99,9.99,0.48,9.99,9.99,0.27,9.99,9.99,--,9.99,9.99,29,0.15,5.6,1,2
NGC3510,11,1,0.9,+,29,9,19,13.85,21.88,0.049,0.056,0.152,0.0,0.0,0.47,0.039,-0.129,-0.22,0.045,-0.137,--,9.99,9.99,--,9.99,9.99,3,0.16,8.6,0,4
NGC3511,11,0,57.0,-,22,49,0,11.3,22.67,0.006,0.005,0.011,0.143,0.004,0.59,0.024,9.99,-0.06,0.008,9.99,0.91,9.99,9.99,1.53,9.99,9.99,50,0.09,2.2,1,2
NGC3512,11,1,19.7,+,28,18,29,12.89,21.86,0.11,0.029,0.03,0.0,0.0,0.77,1.0,9.99,--,9.99,9.99,--,9.99,9.99,--,9.99,9.99,3,0.12,5.0,0,4
NGC3513,11,1,19.0,-,22,58,30,11.82,21.98,0.024,0.009,0.015,0.432,0.001,0.51,0.069,-0.171,--,9.99,9.99,--,9.99,9.99,--,9.99,9.99,13,0.05,5.1,1,2
NGC3516,11,3,22.6,+,72,50,25,12.49,19.8,0.013,0.01,0.009,1.95,0.007,0.8,0.005,0.048,0.0,0.012,0.023,0.68,0.083,-0.209,1.16,0.064,-0.236,32,0.12,-9.8,1,2
NGC3521,11,3,15.1,+,0,13,58,9.96,20.81,0.016,0.011,0.015,0.0,0.0,0.91,0.013,-0.028,0.27,0.037,-0.065,0.46,1.0,9.99,1.13,1.0,9.99,16,0.07,1.7,1,2
NGC3530,11,5,42.7,+,57,30,0,14.24,21.17,0.031,0.009,0.007,0.638,0.006,0.92,9.99,9.99,--,9.99,9.99,--,9.99,9.99,1.21,9.99,9.99,11,0.07,1.2,1,6
NGC3533,11,4,45.0,-,36,54,6,13.43,21.92,0.003,0.002,0.004,0.093,0.001,0.92,9.99,9.99,--,9.99,9.99,--,9.99,9.99,1.2,9.99,9.99,30,0.05,1.6,1,1
NGC3547,11,7,18.8,+,10,59,39,13.36,21.26,0.004,0.003,0.006,0.127,0.001,0.48,1.0,9.99,-0.13,1.0,9.99,--,9.99,9.99,0.8,1.0,9.99,14,0.04,9.1,1,1
NGC3549,11,8,3.1,+,53,39,33,12.66,22.52,0.072,0.024,0.019,0.0,0.0,0.79,0.108,-0.217,0.25,0.098,9.99,--,9.99,9.99,--,9.99,9.99,3,0.09,4.9,0,4
NGC3550,11,7,56.4,+,29,2,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0,0.0,0.0,0,0
NGC3552,11,8,3.0,+,28,57,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0,0
NGC3554,11,8,7.9,+,28,55,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0,0
NGC3556,11,8,36.8,+,55,56,33,10.66,22.54,0.049,0.03,0.06,0.0,0.0,0.74,0.046,-0.155,0.08,0.029,9.99,--,9.99,9.99,--,9.99,9.99,8,0.12,6.1,0,3
NGC3557,11,7,35.0,-,37,16,0,11.52,21.24,0.003,0.005,0.008,0.167,0.002,1.05,0.001,-0.015,0.63,0.006,0.009,0.65,0.006,-0.071,1.34,0.009,-0.091,162,0.05,-5.4,1,2
NGC3557B,11,7,10.0,-,37,4,36,13.45,19.39,0.009,0.011,0.004,0.0,0.0,1.0,0.023,9.99,0.29,0.131,0.386,0.69,0.069,9.99,1.29,0.074,9.99,8,0.01,-4.8,0,2
NGC3558,11,8,16.1,+,28,48,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0,0
NGC3561,11,8,33.7,+,28,58,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0,0
NGC3562,11,9,39.4,+,73,9,2,13.18,22.01,0.009,0.018,0.022,0.0,0.0,1.03,0.02,-0.114,0.57,0.02,9.99,--,9.99,9.99,--,9.99,9.99,7,0.23,-5.0,0,2
NGC3564,11,8,13.2,-,37,16,41,13.21,20.9,0.007,0.006,0.004,0.0,0.0,1.03,0.018,9.99,0.6,0.03,0.076,0.65,0.018,9.99,--,9.99,9.99,8,0.04,-1.9,0,1
NGC3568,11,8,26.0,-,37,10,23,12.52,21.4,0.004,0.003,0.004,0.065,0.001,0.88,9.99,9.99,0.48,9.99,9.99,--,9.99,9.99,1.19,9.99,9.99,42,0.02,5.5,1,1
NGC3573,11,8,56.0,-,36,36,6,13.6,20.36,0.043,0.021,0.011,0.0,0.0,1.03,0.045,9.99,0.4,0.059,9.99,0.58,0.045,9.99,1.26,0.045,9.99,8,0.01,-0.1,0,3
NGC3583,11,11,22.3,+,48,35,32,12.44,21.16,0.004,0.007,0.015,0.152,0.003,0.89,9.99,9.99,--,9.99,9.99,--,9.99,9.99,1.19,9.99,9.99,11,0.29,4.1,1,6
NGC3585,11,10,50.0,-,26,28,59,10.64,21.27,0.004,0.006,0.01,0.363,0.005,1.0,0.003,0.005,0.55,0.005,-0.073,0.59,0.005,-0.051,1.24,0.008,-0.045,35,0.07,-8.8,1,2
NGC3593,11,11,59.2,+,13,5,27,11.84,21.56,0.01,0.012,0.017,0.0,0.0,0.97,0.029,-0.029,0.29,0.027,0.055,0.72,0.036,9.99,1.17,9.99,9.99,8,0.13,-0.1,0,2
NGC3596,11,12,27.9,+,15,3,38,11.64,22.27,0.006,0.005,0.013,0.106,0.006,0.53,0.003,-0.111,--,9.99,9.99,0.61,0.005,-0.045,1.22,0.006,-0.057,46,0.13,4.2,1,2
NGC3599,11,12,49.1,+,18,23,8,12.69,22.13,0.006,0.008,0.013,0.354,0.004,0.86,0.016,9.99,0.31,0.005,-0.035,0.38,0.018,9.99,--,9.99,9.99,26,0.38,-9.0,1,2
NGC3605,11,14,8.7,+,18,17,26,13.5,20.68,0.003,0.003,0.004,0.133,0.0,0.9,0.003,-0.129,0.36,0.008,0.086,0.56,0.016,0.014,1.17,0.004,0.071,135,0.1,-0.5,1,1
NGC3606,11,13,51.0,-,33,33,11,13.56,21.67,0.011,0.014,0.02,0.698,0.003,1.07,0.044,-0.232,0.5,0.02,-0.086,0.63,0.069,0.024,1.33,0.082,-0.102,16,0.04,0.9,1,2
NGC3607,11,14,16.1,+,18,19,35,10.79,21.31,0.004,0.005,0.01,0.148,0.003,0.9,0.003,-0.103,0.51,0.006,-0.073,0.66,0.007,-0.024,1.34,0.006,-0.006,154,0.27,-5.2,1,2
NGC3608,11,14,20.7,+,18,25,19,11.5,22.21,0.007,0.012,0.021,0.31,0.005,1.04,0.003,-0.168,0.37,0.013,-0.217,0.47,0.014,0.097,1.37,0.007,0.028,161,0.33,-9.4,1,2
NGC3610,11,15,31.4,+,59,3,38,11.6,19.77,0.002,0.003,0.003,0.195,0.0,0.8,0.001,0.028,0.47,0.01,9.99,0.58,0.002,-0.041,1.16,0.002,-0.107,161,0.07,-8.0,1,1
NGC3611,11,14,54.7,+,4,49,41,12.78,21.22,0.044,0.015,0.015,0.0,0.0,0.65,0.021,0.054,0.03,0.0,9.99,--,9.99,9.99,--,9.99,9.99,4,0.12,1.0,0,4
NGC3613,11,15,42.4,+,58,16,28,11.75,20.91,0.002,0.003,0.005,0.061,0.001,0.93,0.001,-0.014,0.53,1.0,9.99,0.61,1.0,9.99,1.13,0.003,-0.089,120,0.09,-4.5,1,1
NGC3614,11,15,34.3,+,46,1,13,12.84,23.22,0.019,0.02,0.058,0.368,0.016,0.87,9.99,9.99,--,9.99,9.99,--,9.99,9.99,1.18,9.99,9.99,15,0.19,6.3,1,6
NGC3615,11,15,27.6,+,23,40,13,12.1,20.52,0.002,0.005,0.007,0.217,0.001,1.02,9.99,9.99,--,9.99,9.99,0.62,9.99,9.99,--,9.99,9.99,34,0.26,-9.8,1,6
NGC3617,11,15,23.0,-,25,51,42,13.74,20.68,0.006,0.016,0.021,0.302,0.002,0.91,0.008,-0.035,0.37,0.012,-0.068,0.57,0.024,-0.095,1.19,0.021,-0.035,12,0.21,-2.9,1,2
NGC3619,11,16,28.6,+,58,1,59,12.57,21.42,0.021,0.032,0.062,0.0,0.0,0.98,1.0,9.99,0.52,1.0,9.99,0.6,1.414,9.99,--,9.99,9.99,3,0.2,-0.9,0,4
NGC3620,11,14,23.0,-,75,56,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0,0
NGC3621,11,15,51.0,-,32,32,24,9.69,22.06,0.025,0.011,0.026,0.277,0.011,0.66,0.032,-0.174,-0.06,0.061,-0.277,0.78,9.99,9.99,1.39,9.99,9.99,19,0.04,6.8,1,2
NGC3622,11,17,10.2,+,67,30,52,13.47,21.09,0.016,0.007,0.008,0.744,0.007,0.54,0.074,-0.288,-0.37,0.14,0.55,--,9.99,9.99,1.53,9.99,9.99,15,0.04,5.0,1,2
NGC3623,11,16,18.6,+,13,22,0,10.32,20.66,0.016,0.005,0.011,0.223,0.01,0.99,0.007,-0.107,0.52,0.012,-0.197,0.63,0.08,-0.107,1.33,0.009,0.0,22,0.01,5.1,1,2
NGC3626,11,17,25.9,+,18,37,55,11.65,21.11,0.006,0.02,0.029,0.812,0.004,0.84,0.006,0.025,0.33,0.027,-0.147,0.51,0.02,9.99,0.95,0.063,-0.306,19,0.2,-8.3,1,2
NGC3627,11,17,37.9,+,13,16,8,9.65,20.92,0.014,0.013,0.032,0.466,0.03,0.83,0.008,-0.151,0.26,0.013,-0.258,0.58,0.046,-0.147,1.14,0.038,0.061,26,0.08,2.4,1,2
NGC3628,11,17,39.6,+,13,51,47,9.56,23.66,0.085,0.033,0.099,0.0,0.0,0.84,0.028,-0.065,0.71,0.27,0.301,0.65,0.04,0.0,1.4,0.04,0.0,6,0.28,3.1,0,3
NGC3630,11,17,42.1,+,3,14,22,12.91,20.17,0.003,0.008,0.008,0.489,0.002,0.95,0.002,-0.005,0.59,0.071,-0.339,0.61,0.039,0.132,1.31,0.048,0.072,49,0.22,-8.1,1,2
NGC3631,11,18,13.2,+,53,26,43,10.37,23.77,0.057,0.014,0.018,0.0,0.0,0.61,1.0,9.99,--,9.99,9.99,--,9.99,9.99,--,9.99,9.99,5,0.13,5.1,0,4
NGC3636,11,17,53.6,-,10,0,28,12.98,21.51,0.013,0.034,0.044,0.0,0.0,0.96,0.023,-0.106,0.44,0.042,0.127,0.65,0.037,-0.032,1.29,0.177,-0.405,10,0.32,-5.0,0,3
NGC3637,11,18,8.0,-,9,59,0,12.55,21.49,0.012,0.023,0.031,1.742,0.02,0.95,0.018,-0.133,0.48,0.005,9.99,--,9.99,9.99,--,9.99,9.99,10,0.29,-4.6,1,2
NGC3640,11,18,32.3,+,3,30,34,11.36,20.9,0.005,0.008,0.012,0.146,0.001,0.93,0.002,-0.043,0.52,0.011,0.098,0.58,0.007,0.055,1.22,0.002,-0.016,136,0.16,-3.7,1,2
NGC3641,11,18,34.2,+,3,28,9,14.1,20.53,0.002,0.003,0.003,0.314,0.0,1.05,9.99,9.99,--,9.99,9.99,0.63,9.99,9.99,--,9.99,9.99,50,0.13,-13.1,1,1
NGC3642,11,19,25.6,+,59,21,1,11.69,21.74,0.07,0.035,0.028,0.0,0.0,0.67,0.082,-0.203,--,9.99,9.99,--,9.99,9.99,--,9.99,9.99,4,0.05,4.0,0,4
NGC3652,11,19,57.0,+,38,2,27,13.51,22.32,0.048,0.02,0.04,0.477,0.004,0.88,9.99,9.99,--,9.99,9.99,--,9.99,9.99,1.19,9.99,9.99,14,0.09,5.9,1,6
NGC3654,11,21,9.0,+,69,41,13,14.22,22.07,0.004,0.003,0.004,0.095,0.001,0.86,9.99,9.99,--,9.99,9.99,--,9.99,9.99,1.18,9.99,9.99,10,0.09,7.5,1,6
NGC3655,11,20,17.6,+,16,51,55,12.32,20.3,0.004,0.007,0.003,0.212,0.002,0.69,0.029,9.99,0.13,0.0,9.99,--,9.99,9.99,0.9,0.041,9.99,19,0.02,4.2,1,1
NGC3658,11,21,15.7,+,38,50,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0,0.0,0.0,0,0
NGC3664,11,21,50.4,+,3,36,7,13.04,23.41,0.085,0.082,0.198,0.0,0.0,0.38,0.083,0.297,-0.35,0.08,0.284,--,9.99,9.99,--,9.99,9.99,5,0.17,8.9,0,4
NGC3665,11,22,0.9,+,39,2,16,11.41,21.73,0.002,0.004,0.007,0.071,0.001,0.89,0.005,0.017,0.5,0.001,-0.034,0.69,0.006,-0.13,--,9.99,9.99,110,0.31,-2.3,1,1
NGC3672,11,22,30.4,-,9,31,13,12.01,22.03,0.058,0.015,0.038,0.0,0.0,0.77,0.028,-0.225,0.32,0.0,9.99,--,9.99,9.99,--,9.99,9.99,9,0.47,4.9,0,3
NGC3673,11,22,44.0,-,26,27,42,12.16,22.6,0.015,0.006,0.011,0.195,0.004,1.0,1.0,9.99,0.42,1.0,9.99,--,9.99,9.99,--,9.99,9.99,9,0.08,3.3,1,2
NGC3675,11,23,24.2,+,43,51,36,10.76,21.91,0.009,0.011,0.023,0.286,0.009,0.94,9.99,9.99,0.47,0.0,9.99,--,9.99,9.99,1.21,9.99,9.99,20,0.23,-0.8,1,2
NGC3681,11,23,52.5,+,17,8,21,12.5,21.33,0.003,0.003,0.004,0.096,0.001,0.76,0.004,-0.173,--,9.99,9.99,0.56,0.006,-0.011,1.22,0.008,-0.046,45,0.06,1.7,1,1
NGC3682,11,24,46.1,+,66,51,56,12.92,20.74,0.052,0.039,0.078,0.0,0.0,0.72,0.009,0.056,0.02,0.049,0.307,--,9.99,9.99,--,9.99,9.99,4,0.32,0.1,0,4
NGC3684,11,24,34.3,+,17,18,20,12.51,21.68,0.002,0.001,0.003,0.031,0.001,0.71,0.004,-0.147,--,9.99,9.99,-0.31,0.007,-0.056,1.01,0.01,-0.167,61,0.03,6.9,1,1
NGC3686,11,25,7.3,+,17,29,56,11.72,22.0,0.014,0.005,0.009,0.22,0.005,0.64,0.131,0.125,0.01,0.011,9.99,0.43,0.132,-0.19,--,9.99,9.99,38,0.08,5.7,1,2
NGC3689,11,25,31.8,+,25,56,15,13.01,21.17,0.014,0.015,0.005,0.736,0.005,0.64,0.071,0.138,0.0,0.048,9.99,--,9.99,9.99,1.43,9.99,9.99,23,0.02,5.5,1,2
NGC3690,11,25,44.2,+,58,50,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0,0.0,0.0,0,0
NGC3697,11,26,13.3,+,21,4,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0,0.0,0.0,0,0
NGC3701,11,26,51.1,+,24,22,9,13.52,22.03,0.005,0.004,0.008,0.15,0.001,0.56,0.0,9.99,-0.07,0.0,9.99,0.5,0.0,9.99,0.86,0.017,9.99,16,0.12,4.6,1,2
NGC3705,11,27,31.5,+,9,33,8,11.65,21.43,0.019,0.009,0.011,0.0,0.0,0.84,0.027,-0.054,0.22,0.086,-0.193,0.46,1.0,9.99,1.07,1.0,9.99,4,0.11,2.1,0,4
NGC3706,11,27,17.0,-,36,7,0,12.05,21.7,0.003,0.006,0.01,0.234,0.002,1.05,0.002,-0.011,0.55,0.005,-0.092,0.63,0.004,-0.014,1.34,0.015,0.336,72,0.13,-9.3,1,2
NGC3710,11,28,29.4,+,23,2,36,14.01,21.5,0.026,0.048,0.061,0.0,0.0,1.01,0.03,9.99,0.54,0.017,-0.107,--,9.99,9.99,--,9.99,9.99,6,0.3,-5.0,0,3
NGC3715,11,29,0.7,-,13,57,23,13.67,20.69,0.004,0.004,0.005,0.193,0.001,0.89,9.99,9.99,--,9.99,9.99,--,9.99,9.99,1.19,9.99,9.99,24,0.09,4.3,1,6
NGC3717,11,29,3.0,-,30,1,54,12.06,22.33,0.007,0.007,0.017,0.254,0.011,1.1,0.012,-0.023,0.38,0.033,-0.273,0.62,0.04,-0.215,1.37,0.06,-0.339,15,0.04,1.6,1,2
NGC3718,11,29,50.7,+,53,20,32,11.42,22.93,0.006,0.009,0.028,0.087,0.007,0.96,0.024,-0.447,0.38,0.247,-0.279,0.62,0.093,-0.184,1.27,0.088,-0.521,30,0.17,6.9,1,2
NGC3719,11,29,39.6,+,1,5,48,13.62,22.38,0.005,0.003,0.007,0.069,0.002,0.71,0.015,-0.297,0.43,9.99,9.99,0.57,0.031,-0.188,1.2,0.031,-0.203,19,0.06,9.2,1,2
NGC3720,11,29,48.2,+,1,4,50,13.85,20.77,0.006,0.004,0.004,0.184,0.001,0.74,0.005,0.029,-0.04,0.027,0.297,0.6,0.008,-0.017,1.19,0.009,-0.096,26,0.05,5.6,1,1
NGC3725,11,30,51.8,+,62,9,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0,0
NGC3726,11,30,38.3,+,47,18,12,10.63,22.86,0.019,0.022,0.063,0.315,0.022,0.55,0.03,9.99,--,9.99,9.99,--,9.99,9.99,1.25,0.043,9.99,24,0.05,5.3,1,3
NGC3728,11,30,36.0,+,24,43,0,13.81,22.61,0.003,0.005,0.009,0.193,0.002,1.01,9.99,9.99,--,9.99,9.99,0.46,9.99,9.99,--,9.99,9.99,37,0.25,-8.3,1,2
NGC3729,11,31,5.3,+,53,24,11,11.49,22.99,0.016,0.016,0.04,0.42,0.023,0.62,1.0,9.99,--,9.99,9.99,--,9.99,9.99,1.48,9.99,9.99,15,0.22,2.8,1,3
NGC3732,11,31,41.6,-,9,34,9,12.78,20.23,0.024,0.009,0.009,0.0,0.0,0.57,0.01,0.054,-0.23,0.018,0.191,0.54,0.017,-0.105,0.95,0.02,0.138,19,0.14,0.3,0,2
NGC3733,11,32,17.1,+,55,7,42,12.98,23.44,0.017,0.008,0.011,0.089,0.014,0.63,0.083,-0.175,-0.14,0.086,-0.155,0.37,0.122,0.009,0.87,0.299,-0.419,12,0.11,9.4,1,2
NGC3737,11,32,52.2,+,55,13,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0,0
NGC3738,11,33,4.5,+,54,47,57,11.9,21.16,0.075,0.017,0.015,0.0,0.0,0.34,0.101,0.193,-0.22,0.01,9.99,--,9.99,9.99,--,9.99,9.99,6,0.0,9.9,0,3
NGC3741,11,33,25.2,+,45,33,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0,0.0,0.0,0,0
NGC3742,11,33,5.0,-,37,40,54,12.72,22.63,0.009,0.009,0.014,0.299,0.004,1.02,0.068,-0.128,0.57,0.016,0.031,--,9.99,9.99,--,9.99,9.99,12,0.08,0.0,1,2
NGC3746,11,35,7.0,+,22,17,10,14.84,22.6,0.058,0.024,0.041,0.0,0.0,0.98,0.088,0.223,0.59,0.126,-0.463,--,9.99,9.99,--,9.99,9.99,3,0.25,3.0,0,4
NGC3749,11,33,25.0,-,37,43,12,13.82,22.27,0.023,0.015,0.015,0.315,0.003,1.12,0.038,9.99,0.44,0.126,-0.294,--,9.99,9.99,--,9.99,9.99,12,0.1,1.9,1,2
NGC3752,11,29,27.6,+,74,54,21,14.46,22.95,0.009,0.008,0.015,0.221,0.002,0.88,9.99,9.99,--,9.99,9.99,--,9.99,9.99,1.19,9.99,9.99,13,0.11,5.1,1,6
NGC3755,11,33,54.3,+,36,41,15,13.5,23.33,0.037,0.025,0.065,0.418,0.016,0.89,9.99,9.99,--,9.99,9.99,--,9.99,9.99,1.19,9.99,9.99,13,0.38,3.9,1,6
NGC3756,11,34,4.7,+,54,34,22,11.91,22.28,0.014,0.006,0.015,0.116,0.007,0.65,0.0,9.99,--,9.99,9.99,--,9.99,9.99,0.98,0.006,9.99,20,0.09,8.2,1,2
NGC3758,11,33,52.5,+,21,52,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0,0
NGC3759,11,34,10.5,+,55,6,2,14.2,21.78,0.015,0.027,0.031,0.0,0.0,1.0,0.02,-0.036,--,9.99,9.99,--,9.99,9.99,--,9.99,9.99,4,0.19,-2.1,0,4
NGC3759A,11,34,14.0,+,55,26,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0,0
NGC3764,11,34,12.0,+,18,8,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0,0
NGC3767,11,34,39.7,+,17,9,10,14.31,21.28,0.01,0.013,0.015,0.0,0.0,0.99,0.027,-0.1,0.5,0.077,-0.233,--,9.99,9.99,--,9.99,9.99,3,0.19,-2.0,0,4
NGC3772,11,35,12.0,+,22,58,9,13.93,22.27,0.025,0.018,0.032,0.0,0.0,1.0,0.119,-0.308,0.59,0.202,0.457,--,9.99,9.99,--,9.99,9.99,3,0.42,1.0,0,4
NGC3773,11,35,37.8,+,12,23,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0,0
NGC3780,11,36,40.1,+,56,32,52,11.93,23.19,0.012,0.009,0.015,0.0,0.0,--,9.99,9.99,--,9.99,9.99,--,9.99,9.99,--,9.99,9.99,3,0.25,5.1,0,4
NGC3783,11,36,33.0,-,37,27,42,12.72,20.92,0.022,0.01,0.015,0.749,0.005,0.64,0.014,0.144,-0.45,0.039,0.557,0.56,0.06,9.99,1.38,0.104,0.66,17,0.03,-5.0,1,2
NGC3786,11,37,4.7,+,32,11,12,12.95,22.42,0.028,0.025,0.058,0.0,0.0,0.82,0.104,-0.224,0.02,0.119,9.99,0.58,0.259,-0.24,--,9.99,9.99,4,0.86,1.0,0,5
NGC3787,11,37,1.8,+,20,43,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0,0.0,0.0,0,0
