MCG,n_MCG,OtherName,RAh,RAm,DE-,DEd,DEm,Mag,MajAxisIn,MinAxisIn,MajAxis,MinAxis,IntIn,IntOut,Incl
MCG+02-23-005,*,--,8,43.3,+,12,59,15.0,4.0,2.0,8.0,3.0,1,3,3
MCG+02-23-006,--,--,8,43.9,+,13,24,15.0,6.0,2.0,8.0,3.0,1,6,3
MCG+02-23-007,--,--,8,44.9,+,13,36,14.9,3.0,2.5,14.0,14.0,1,6,1
MCG+02-23-008,--,--,8,50.3,+,9,30,15.1,3.5,1.6,6.0,3.0,1,4,3
MCG+02-23-009,--,IC  523,8,50.5,+,9,20,15.0,3.5,2.5,16.0,12.0,2,5,2
MCG+02-23-010,--,--,8,53.1,+,13,25,14.2,4.0,3.0,12.0,8.0,1,5,1
MCG+02-23-011,--,--,8,53.6,+,12,37,15.1,4.0,3.0,8.0,5.0,1,2,2
MCG+02-23-012,--,--,8,53.6,+,13,22,15.1,2.5,2.0,12.0,8.0,3,5,2
MCG+02-23-013,*,--,8,53.7,+,11,45,15.6,2.0,2.0,6.0,3.0,2,4,3
MCG+02-23-014,--,--,8,54.3,+,13,24,14.2,7.0,3.0,12.0,4.0,1,5,3
MCG+02-23-015,--,--,8,55.1,+,12,41,15.1,3.0,1.0,8.0,6.0,3,5,1
MCG+02-23-016,--,NGC 2720,8,56.4,+,11,22,14.2,3.8,3.8,--,--,1,--,--
MCG+02-23-017,--,--,8,58.3,+,10,49,14.7,3.0,2.5,12.0,10.0,2,5,1
MCG+02-23-018,--,NGC 2725,8,58.3,+,11,17,14.1,--,--,7.0,6.0,--,1,1
MCG+02-23-019,--,--,8,58.7,+,10,24,15.0,3.0,3.0,6.0,6.0,2,5,1
MCG+02-23-020,--,NGC 2728,8,59.0,+,11,16,14.9,2.5,2.0,10.0,6.0,2,6,2
MCG+02-23-021,--,NGC 2731,8,59.5,+,8,30,14.2,--,--,8.0,6.0,1,3,2
MCG+02-23-022,--,IC  526,8,59.9,+,11,2,14.7,4.5,3.0,7.0,4.0,1,3,1
MCG+02-23-023,--,--,8,59.9,+,13,18,14.8,--,--,8.0,2.0,1,6,3
MCG+02-23-024,--,--,9,0.4,+,13,50,14.9,3.0,2.0,--,--,1,5,--
MCG+02-23-025,--,--,9,0.6,+,13,43,15.1,3.0,3.0,8.0,6.0,2,6,1
MCG+02-23-026,--,--,9,1.8,+,13,45,14.9,4.0,2.0,6.0,3.0,1,6,2
MCG+02-23-027,--,--,9,2.1,+,13,46,14.8,3.5,2.5,8.0,6.0,1,4,1
MCG+02-24-001,--,--,9,8.3,+,13,38,15.0,--,--,12.0,2.0,2,4,5
MCG+02-24-002,--,--,9,10.9,+,12,39,13.8,5.0,3.0,8.0,4.0,--,2,2
MCG+02-24-003,*,IC  530,9,12.6,+,12,6,14.3,6.0,2.0,12.0,4.0,2,6,5
MCG+02-24-004,--,--,9,13.2,+,10,20,14.7,2.5,1.6,10.0,6.0,1,5,1
MCG+02-24-005,--,--,9,15.4,+,13,41,14.8,3.0,2.5,6.0,5.0,3,5,1
MCG+02-24-006,--,--,9,16.0,+,14,2,15.0,4.0,2.0,8.0,6.0,2,6,2
MCG+02-24-007,--,--,9,18.3,+,10,55,14.9,--,--,6.0,3.0,2,3,2
MCG+02-24-008,*,NGC 2872,9,23.0,+,11,39,13.0,5.0,4.0,--,--,1,--,--
MCG+02-24-009,*,NGC 2873,9,23.1,+,11,40,15.3,--,--,6.0,2.0,2,5,3
MCG+02-24-010,*,NGC 2874/,9,23.1,+,11,39,13.5,6.0,3.5,20.0,6.0,2,3,3
MCG+02-24-011,--,--,9,23.3,+,12,57,13.9,2.0,2.0,6.0,5.0,1,5,1
MCG+02-24-012,*,--,9,24.9,+,12,29,15.6,--,--,7.0,1.5,3,5,4
MCG+02-24-013,*,--,9,25.0,+,12,30,14.7,1.5,1.5,8.0,6.0,2,5,--
MCG+02-24-014,*,--,9,25.0,+,12,30,14.7,1.5,1.5,8.0,6.0,2,6,--
MCG+02-24-015,--,--,9,26.0,+,12,50,15.1,2.0,1.5,8.0,5.0,1,6,2
MCG+02-25-001,--,NGC 2906,9,29.5,+,8,40,13.1,10.0,5.0,14.0,8.0,--,1,2
MCG+02-25-002,--,--,9,29.7,+,11,2,14.8,--,--,12.0,3.0,1,4,3
MCG+02-25-003,*,NGC 2911,9,31.1,+,10,22,13.6,4.5,3.8,--,--,1,--,--
MCG+02-25-004,*,--,9,31.3,+,10,15,14.9,6.0,2.0,10.0,3.0,2,3,2
MCG+02-25-005,--,NGC 2913,9,31.4,+,9,42,14.1,3.0,2.0,11.0,6.0,2,5,2
MCG+02-25-006,*,NGC 2914,9,31.4,+,10,20,13.7,4.0,3.0,8.0,6.0,1,4,1
MCG+02-25-007,--,NGC 2919,9,32.1,+,10,30,13.6,--,--,16.0,5.0,1,3,3
MCG+02-25-008,--,--,9,32.2,+,11,55,14.5,2.0,2.0,--,--,1,6,--
MCG+02-25-009,--,--,9,32.6,+,13,47,15.0,1.5,1.5,6.0,4.0,4,5,2
MCG+02-25-010,--,--,9,33.7,+,11,33,15.0,4.0,1.8,10.0,4.0,2,3,3
MCG+02-25-011,--,NGC 2939,9,35.4,+,9,45,13.5,10.0,3.6,24.0,8.0,1,3,3
MCG+02-25-012,--,NGC 2940,9,35.4,+,9,50,14.8,2.0,2.0,--,--,1,5,--
MCG+02-25-013,*,--,9,36.8,+,11,44,15.0,--,--,12.0,1.5,--,3,5
MCG+02-25-014,*,--,9,37.8,+,11,43,14.7,--,--,6.0,4.0,--,1,2
MCG+02-25-015,--,NGC 2958,9,38.0,+,12,7,13.9,4.0,4.0,10.0,8.0,1,4,1
MCG+02-25-016,*,--,9,38.2,+,11,47,14.9,--,--,12.0,2.0,2,4,5
MCG+02-25-017,--,IC  552,9,38.6,+,10,52,14.5,--,--,8.0,3.0,--,1,5
MCG+02-25-018,--,--,9,38.8,+,11,38,15.1,--,--,24.0,2.0,2,4,5
MCG+02-25-019,--,--,9,39.1,+,11,42,15.0,3.5,3.0,6.0,6.0,1,6,1
MCG+02-25-020,--,IC  555,9,39.2,+,12,31,14.4,4.0,3.0,10.0,3.0,1,5,5
MCG+02-25-021,*,--,9,40.2,+,9,43,13.75,4.0,2.0,8.0,6.0,1,6,3
MCG+02-25-022,*,--,9,40.2,+,9,42,--,--,--,16.0,8.0,3,6,3
MCG+02-25-023,--,--,9,40.2,+,12,36,14.6,4.0,2.0,7.0,3.0,1,3,4
MCG+02-25-024,*,--,9,40.7,+,10,19,15.7,--,--,6.0,3.0,2,3,--
MCG+02-25-025,--,IC  556,9,41.0,+,11,18,14.3,2.5,2.5,6.0,6.0,1,5,--
MCG+02-25-026,--,--,9,41.2,+,9,53,14.8,--,--,6.0,6.0,--,1,1
MCG+02-25-027,--,IC  557,9,41.4,+,11,13,14.7,--,--,5.0,2.5,--,2,2
MCG+02-25-028,--,--,9,41.7,+,11,27,15.0,4.0,3.0,8.0,8.0,3,5,1
MCG+02-25-029,--,IC  559,9,42.0,+,9,51,15.0,6.0,3.0,8.0,6.0,1,5,2
MCG+02-25-030,--,--,9,42.6,+,9,20,13.8,8.0,3.0,16.0,8.0,3,4,3
MCG+02-25-031,--,--,9,42.7,+,9,59,14.8,2.0,1.5,12.0,6.0,3,6,2
MCG+02-25-032,--,--,9,44.0,+,13,46,14.9,--,--,6.5,4.0,1,2,1
MCG+02-25-033,*,--,9,44.0,+,14,0,14.5,--,--,4.0,3.0,--,1,2
MCG+02-25-034,--,--,9,44.2,+,9,58,14.6,3.6,2.0,6.0,5.0,1,5,2
MCG+02-25-035,--,--,9,44.7,+,8,48,14.9,3.0,2.5,4.0,4.0,1,4,1
MCG+02-25-036,*,--,9,45.2,+,9,3,14.7,2.5,2.0,7.0,4.0,1,3,1
MCG+02-25-037,--,--,9,46.0,+,9,14,15.0,--,--,4.0,2.0,--,2,3
MCG+02-25-038,--,--,9,46.3,+,14,7,15.7,4.0,1.0,10.0,6.0,4,6,1
MCG+02-25-039,--,--,9,47.0,+,9,14,14.7,3.0,2.0,8.0,2.0,1,5,2
MCG+02-25-040,*,NGC 3016,9,47.1,+,12,56,13.7,6.0,3.6,12.0,7.0,1,4,2
MCG+02-25-041,--,--,9,47.2,+,9,19,14.9,6.0,1.5,16.0,2.0,2,5,5
MCG+02-25-042,--,--,9,47.3,+,9,23,14.65,2.5,2.0,4.5,2.0,1,5,2
MCG+02-25-043,--,--,9,47.3,+,9,23,--,--,--,6.0,3.0,1,4,3
MCG+02-25-044,*,NGC 3019,9,47.4,+,12,58,15.0,3.8,2.0,7.0,4.0,3,5,1
MCG+02-25-045,*,NGC 3020,9,47.4,+,13,3,13.2,12.0,5.0,28.0,14.0,1,4,2
MCG+02-25-046,*,NGC 3024,9,47.8,+,13,0,13.7,11.0,2.0,20.0,3.0,1,5,4
MCG+02-25-047,--,--,9,48.5,+,9,14,14.4,6.0,4.0,20.0,12.0,3,4,2
MCG+02-25-048,--,IC  569,9,48.8,+,11,9,15.1,2.0,1.8,--,--,1,6,--
MCG+02-25-049,--,--,9,49.0,+,12,40,15.0,2.0,2.0,--,--,1,6,--
MCG+02-25-050,*,--,9,49.2,+,13,11,14.8,2.5,2.0,--,--,1,6,--
MCG+02-25-051,*,--,9,49.9,+,10,7,14.9,4.0,4.0,--,--,1,--,--
MCG+02-25-052,--,--,9,50.6,+,11,29,15.0,3.6,1.6,6.0,2.0,1,3,5
MCG+02-25-053,--,--,9,51.2,+,13,52,15.0,--,--,4.0,3.0,1,2,2
MCG+02-25-054,--,--,9,51.4,+,10,51,15.0,2.0,2.0,--,--,1,6,--
MCG+02-25-055,--,NGC 3049,9,52.2,+,9,30,13.5,6.0,2.0,20.0,14.0,1,4,2
MCG+02-25-056,*,--,9,52.8,+,8,37,15.3,2.5,2.0,8.0,3.0,3,6,--
MCG+02-26-001,--,IC  577,9,53.4,+,10,44,14.4,--,--,5.0,5.0,--,1,1
MCG+02-26-002,--,IC  578,9,53.6,+,10,43,14.7,5.0,2.0,8.0,4.0,1,6,3
MCG+02-26-003,--,--,9,53.9,+,10,20,15.0,3.0,2.5,6.0,4.0,3,6,1
MCG+02-26-004,--,--,9,53.9,+,11,24,15.0,3.0,2.0,6.0,6.0,1,6,--
MCG+02-26-005,--,IC  580,9,55.3,+,10,41,15.0,--,--,6.0,2.5,--,1,3
MCG+02-26-006,--,NGC 3070,9,55.4,+,10,36,13.2,6.0,5.0,--,--,1,--,--
MCG+02-26-007,--,--,9,55.5,+,10,14,15.7,--,--,5.0,4.0,5,6,2
MCG+02-26-008,--,--,9,55.9,+,13,29,14.7,--,--,4.0,3.0,--,1,--
MCG+02-26-009,--,--,9,56.1,+,11,38,14.9,3.6,2.0,14.0,8.0,2,4,2
MCG+02-26-010,--,IC  584,9,56.4,+,10,36,14.7,--,--,3.0,3.0,--,1,1
MCG+02-26-011,*,--,9,56.5,+,13,18,15.0,--,--,10.0,1.5,--,2,5
MCG+02-26-012,*,--,9,56.5,+,13,18,15.0,--,--,4.0,3.0,--,2,3
MCG+02-26-013,--,--,9,57.0,+,11,54,14.6,3.0,2.5,10.0,8.0,1,5,--
MCG+02-26-014,--,IC  585,9,57.0,+,13,13,14.8,2.5,2.0,6.0,6.0,1,6,--
MCG+02-26-015,--,NGC 3080,9,57.3,+,13,17,14.5,3.0,3.0,8.0,8.0,1,5,1
MCG+02-26-016,--,--,9,58.3,+,11,25,15.0,2.0,2.0,6.0,6.0,2,4,1
MCG+02-26-017,--,--,9,58.4,+,11,42,14.9,3.0,2.5,6.0,6.0,1,6,1
MCG+02-26-018,--,--,9,58.9,+,13,0,14.6,2.5,2.0,4.0,4.0,1,6,1
MCG+02-26-019,--,--,9,59.0,+,11,0,14.6,--,--,14.0,4.0,2,4,3
MCG+02-26-020,--,--,9,59.6,+,13,56,14.3,3.8,2.0,--,--,1,6,--
MCG+02-26-021,--,--,10,0.4,+,10,59,15.0,6.0,2.0,12.0,4.0,2,3,4
MCG+02-26-022,--,--,10,1.7,+,13,52,13.6,--,--,6.0,4.0,--,1,1
MCG+02-26-023,--,--,10,2.2,+,12,9,15.2,3.0,1.8,6.0,6.0,1,5,1
MCG+02-26-024,--,--,10,4.7,+,10,36,13.5,11.0,4.0,16.0,8.0,--,1,3
MCG+02-26-025,--,IC  591,10,4.8,+,12,31,14.0,--,--,6.0,4.0,--,1,2
MCG+02-26-026,--,NGC 3130,10,5.6,+,10,13,14.3,5.0,3.0,--,--,1,6,2
MCG+02-26-027,*,--,10,5.8,+,12,33,11.3,--,--,80.0,60.0,4,6,2
MCG+02-26-028,--,--,10,6.1,+,9,42,14.9,--,--,10.0,4.0,--,1,3
MCG+02-26-029,--,--,10,7.3,+,12,10,15.2,4.0,4.0,8.0,6.0,--,3,1
MCG+02-26-030,--,IC  596,10,7.9,+,10,17,15.0,--,--,8.0,5.0,--,1,3
MCG+02-26-031,--,--,10,9.8,+,12,37,14.8,--,--,8.0,2.0,1,2,4
MCG+02-26-032,--,NGC 3153,10,10.2,+,12,55,13.6,8.0,3.0,20.0,8.0,1,2,2
MCG+02-26-033,--,--,10,11.9,+,12,7,14.9,--,--,4.0,4.0,--,1,1
MCG+02-27-001,--,--,10,18.2,+,11,38,15.7,--,--,6.0,4.0,2,3,2
MCG+02-27-002,*,--,10,19.0,+,12,49,15.3,5.0,3.0,13.0,11.0,3,6,1
MCG+02-27-003,*,--,10,20.7,+,10,12,15.7,--,--,14.0,1.0,2,5,5
MCG+02-27-004,*,--,10,20.7,+,13,5,15.3,4.0,3.0,12.0,10.0,1,6,--
MCG+02-27-005,*,--,10,20.7,+,13,4,15.3,--,--,2.5,2.0,--,1,--
MCG+02-27-006,--,IC  606,10,20.8,+,11,13,15.2,--,--,4.0,4.0,1,3,1
MCG+02-27-007,--,NGC 3230,10,21.1,+,12,49,14.9,8.0,5.0,--,--,1,--,--
MCG+02-27-008,--,--,10,21.5,+,13,49,14.8,6.0,2.0,12.0,8.0,2,4,3
MCG+02-27-009,*,--,10,22.2,+,9,51,14.2,4.0,2.0,6.0,5.0,1,5,3
MCG+02-27-010,*,--,10,22.2,+,9,49,15.1,--,--,2.0,2.0,--,1,--
MCG+02-27-011,--,--,10,23.0,+,11,59,14.8,--,--,17.0,2.0,1,3,5
MCG+02-27-012,*,--,10,23.1,+,13,58,14.6,6.0,4.0,10.0,6.0,2,5,1
MCG+02-27-013,*,--,10,23.1,+,13,59,14.1,2.0,2.0,6.0,6.0,1,6,1
MCG+02-27-014,*,--,10,23.1,+,14,0,15.0,0.3,--,5.0,4.0,3,4,1
MCG+02-27-015,*,--,10,23.1,+,14,0,17.0,2.0,1.5,--,--,1,6,--
MCG+02-27-016,*,--,10,23.9,+,12,18,15.4,--,--,7.0,4.0,2,3,2
MCG+02-27-017,*,--,10,24.4,+,10,39,17.0,1.5,1.5,4.0,4.0,1,4,--
MCG+02-27-018,*,IC  613,10,24.5,+,11,16,15.1,2.5,2.5,--,--,1,--,--
MCG+02-27-019,*,IC  612,10,24.5,+,11,18,15.3,3.0,2.0,--,--,1,5,1
MCG+02-27-020,*,IC  615,10,24.7,+,11,20,15.1,4.0,2.0,12.0,3.0,1,5,5
MCG+02-27-021,--,NGC 3253,10,25.8,+,12,57,14.4,3.0,2.0,12.0,12.0,1,3,1
MCG+02-27-022,--,--,10,27.1,+,13,16,14.9,2.0,1.0,11.0,4.0,2,3,3
MCG+02-27-023,--,--,10,28.9,+,12,45,14.9,3.0,2.0,8.0,4.0,2,5,2
MCG+02-27-024,--,--,10,29.6,+,12,19,15.0,2.0,2.0,6.0,4.0,1,3,--
MCG+02-27-025,--,--,10,31.2,+,13,8,14.8,--,--,8.0,4.0,2,3,1
MCG+02-27-026,--,--,10,31.7,+,14,0,13.9,--,--,10.0,3.0,--,1,3
MCG+02-27-027,*,IC  622,10,32.0,+,11,27,14.1,--,--,30.0,3.0,2,3,5
MCG+02-27-028,*,--,10,33.7,+,13,58,14.2,--,--,14.0,4.0,1,2,4
MCG+02-27-029,*,NGC 3299,10,33.8,+,12,57,14.1,5.0,5.0,18.0,15.0,4,5,1
MCG+02-27-030,*,NGC 3300,10,34.0,+,14,26,13.4,--,--,13.0,7.0,1,2,2
MCG+02-27-031,--,--,10,34.5,+,13,2,15.2,--,--,10.0,8.0,3,4,1
MCG+02-27-032,--,NGC 3306,10,34.5,+,12,54,13.7,8.0,4.0,14.0,5.0,1,5,3
MCG+02-27-033,--,--,10,35.5,+,10,38,15.1,3.0,3.0,7.0,5.0,2,--,--
MCG+02-27-034,--,--,10,36.0,+,11,28,15.5,1.5,1.5,10.0,7.0,2,4,1
MCG+02-27-035,*,--,10,36.2,+,12,23,15.4,--,--,3.0,1.5,1,2,2
MCG+02-27-036,*,--,10,36.2,+,12,23,15.4,--,--,4.0,2.0,1,--,4
MCG+02-27-037,*,--,10,36.8,+,13,15,15.3,--,--,4.0,4.0,3,4,2
MCG+02-27-038,--,NGC 3332,10,37.8,+,9,27,13.7,4.0,4.0,--,--,1,--,--
MCG+02-27-039,--,--,10,37.8,+,12,33,14.6,4.0,4.0,12.0,12.0,2,4,1
MCG+02-27-040,--,--,10,38.3,+,12,44,15.6,8.0,1.5,11.0,4.0,4,6,5
MCG+02-27-041,*,NGC 3338,10,39.5,+,14,0,12.1,4.0,3.0,50.0,40.0,2,3,2
MCG+02-27-042,*,--,10,40.2,+,13,43,13.8,6.0,2.0,12.0,10.0,1,3,--
MCG+02-28-001,*,NGC 3351,10,41.4,+,11,58,11.2,48.0,44.0,70.0,40.0,1,3,1
MCG+02-28-002,--,NGC 3357,10,41.7,+,14,21,14.3,3.0,3.0,12.0,12.0,1,5,--
MCG+02-28-003,--,--,10,43.1,+,11,37,14.9,4.0,3.0,14.0,10.0,1,3,1
MCG+02-28-004,--,--,10,43.2,+,10,0,15.0,--,--,5.0,3.0,--,2,1
MCG+02-28-005,*,NGC 3367,10,43.9,+,14,2,12.0,--,--,20.0,20.0,1,3,1
MCG+02-28-006,*,NGC 3368,10,44.1,+,12,5,10.0,30.0,20.0,75.0,50.0,1,6,2
MCG+02-28-007,--,--,10,44.7,+,14,20,15.0,--,--,20.0,20.0,5,6,1
MCG+02-28-008,--,--,10,45.0,+,11,22,14.0,10.0,4.0,25.0,10.0,3,4,3
MCG+02-28-009,*,NGC 3377,10,45.1,+,14,15,10.7,15.0,9.0,--,--,1,--,--
MCG+02-28-010,*,--,10,45.2,+,11,11,14.7,--,--,10.0,8.0,2,5,--
MCG+02-28-011,*,NGC 3379,10,45.2,+,12,51,9.6,16.0,13.0,46.0,40.0,1,--,--
MCG+02-28-012,*,NGC 3384,10,45.7,+,12,54,10.0,16.0,11.0,--,--,1,--,--
MCG+02-28-013,*,NGC 3389,10,45.8,+,12,48,12.0,--,--,26.0,12.0,1,2,3
MCG+02-28-014,--,NGC 3391,10,46.3,+,14,29,13.5,--,--,10.0,6.0,--,1,2
MCG+02-28-015,--,--,10,47.9,+,12,46,15.1,4.0,3.0,9.0,7.0,2,4,1
MCG+02-28-016,*,NGC 3412,10,48.3,+,13,41,10.8,13.0,9.0,--,--,1,--,--
MCG+02-28-017,--,IC  648,10,48.4,+,12,33,14.9,1.5,1.5,8.0,6.0,2,3,2
MCG+02-28-018,*,NGC 3419,10,48.7,+,14,14,13.4,--,--,7.0,6.0,2,3,1
MCG+02-28-019,--,--,10,48.7,+,14,18,14.9,--,--,16.0,2.0,1,3,5
MCG+02-28-020,--,NGC 3427,10,48.8,+,8,34,14.0,4.5,2.5,10.0,4.0,1,5,3
MCG+02-28-021,*,NGC 3425,10,48.8,+,8,50,14.5,3.0,2.5,6.0,6.0,1,6,--
MCG+02-28-022,--,NGC 3428,10,48.8,+,9,53,14.1,4.0,2.0,15.0,6.0,2,5,3
MCG+02-28-023,*,NGC 3433,10,49.4,+,10,25,13.6,4.0,3.0,35.0,30.0,3,5,1
MCG+02-28-024,--,--,10,49.5,+,13,4,15.0,--,--,6.0,3.0,1,2,2
MCG+02-28-025,*,NGC 3438,10,49.8,+,10,50,14.3,4.0,4.0,8.0,8.0,1,6,--
MCG+02-28-026,--,--,10,51.9,+,10,13,14.9,--,--,4.0,4.0,--,2,1
MCG+02-28-027,--,--,10,52.9,+,9,7,15.0,2.0,1.6,6.0,5.0,1,4,2
MCG+02-28-028,*,NGC 3466,10,53.6,+,10,1,14.6,3.0,3.0,10.0,5.0,2,4,2
MCG+02-28-029,--,--,10,53.9,+,10,12,14.7,3.0,2.0,9.0,6.0,2,4,1
MCG+02-28-030,--,NGC 3467,10,54.1,+,10,2,14.2,3.0,3.0,--,--,1,--,--
MCG+02-28-031,--,--,10,54.9,+,8,34,14.7,--,--,8.0,7.0,1,2,1
MCG+02-28-032,--,NGC 3476,10,55.5,+,9,33,15.0,2.0,2.0,--,--,1,--,--
MCG+02-28-033,*,IC  658,10,55.7,+,8,31,14.6,2.5,2.0,--,--,1,--,--
MCG+02-28-034,--,--,10,56.0,+,9,19,13.7,4.0,3.0,8.0,8.0,1,5,1
MCG+02-28-035,--,--,10,57.1,+,10,20,14.9,2.5,2.5,10.0,10.0,1,6,1
MCG+02-28-036,--,--,10,57.3,+,9,38,15.0,2.5,2.0,--,--,1,6,--
MCG+02-28-037,--,--,10,57.5,+,12,30,15.1,--,--,10.0,4.0,2,5,3
MCG+02-28-038,*,--,10,57.7,+,10,19,14.8,4.0,1.5,10.0,3.0,3,4,4
MCG+02-28-039,*,NGC 3489,10,57.7,+,14,10,10.9,17.0,8.0,32.0,22.0,1,--,--
MCG+02-28-040,--,--,10,58.0,+,11,41,15.0,--,--,6.0,2.0,1,2,3
MCG+02-28-041,--,NGC 3491,10,58.0,+,12,26,14.1,3.0,3.0,--,--,1,6,1
MCG+02-28-042,--,IC  664,10,58.1,+,10,49,14.8,3.6,2.0,10.0,10.0,1,6,--
MCG+02-28-043,--,--,10,58.1,+,10,9,15.1,2.0,1.0,10.0,4.0,2,4,3
MCG+02-28-044,--,--,10,58.2,+,11,0,14.8,6.0,6.0,14.0,12.0,2,4,1
MCG+02-28-045,--,NGC 3492,10,58.3,+,10,46,14.0,4.5,3.6,--,--,1,6,--
MCG+02-28-046,--,--,10,58.6,+,12,45,14.6,4.0,2.0,10.0,8.0,2,4,1
MCG+02-28-047,*,NGC 3506,11,0.6,+,11,21,12.9,--,--,10.0,8.0,1,2,1
MCG+02-28-048,--,--,11,1.5,+,8,38,15.0,0.6,0.3,10.0,8.0,3,4,1
MCG+02-28-049,--,--,11,3.4,+,8,38,15.0,2.5,1.8,8.0,3.0,2,4,3
MCG+02-28-050,--,NGC 3524,11,3.9,+,11,40,13.4,8.0,3.6,16.0,4.0,1,2,4
MCG+02-28-051,--,--,11,4.3,+,14,28,14.9,--,--,1.5,1.5,--,1,--
MCG+02-28-052,--,--,11,4.5,+,12,20,14.6,8.0,2.0,18.0,3.0,2,5,4
MCG+02-29-001,--,--,11,5.1,+,13,18,14.8,2.8,2.0,6.0,4.0,1,5,2
MCG+02-29-002,--,--,11,5.4,+,14,23,15.0,3.0,2.0,--,--,1,6,1
MCG+02-29-003,--,--,11,5.7,+,13,30,15.0,2.0,1.8,4.0,4.0,1,5,--
MCG+02-29-004,--,--,11,5.7,+,14,8,14.7,--,--,6.0,4.5,--,1,1
MCG+02-29-005,--,--,11,6.8,+,11,7,15.0,--,--,6.0,6.0,--,3,1
MCG+02-29-006,*,--,11,7.2,+,13,2,14.2,4.0,3.6,8.0,6.0,1,6,1
MCG+02-29-007,*,NGC 3547,11,7.3,+,11,0,12.8,10.0,4.0,20.0,8.0,1,6,2
MCG+02-29-008,--,NGC 3559,11,8.1,+,12,17,13.7,10.0,4.0,14.0,8.0,1,5,3
MCG+02-29-009,--,IC  676,11,10.1,+,9,20,13.4,8.0,3.5,20.0,14.0,1,5,3
MCG+02-29-010,--,IC 2634,11,10.9,+,10,46,15.0,--,--,4.0,4.0,--,3,1
MCG+02-29-011,--,IC 2637,11,11.2,+,9,52,13.9,4.0,2.5,8.0,8.0,1,5,1
MCG+02-29-012,--,IC 2638,11,11.3,+,10,50,15.1,--,--,6.0,2.0,--,1,3
MCG+02-29-013,--,IC  677,11,11.3,+,12,35,13.6,7.8,3.5,15.0,6.0,1,3,3
MCG+02-29-014,*,NGC 3593,11,12.0,+,13,5,11.8,16.0,10.0,50.0,23.0,1,4,5
MCG+02-29-015,--,IC 2649,11,12.2,+,11,24,15.0,2.0,2.0,6.0,6.0,1,5,--
MCG+02-29-016,--,IC 2666,11,13.1,+,14,3,14.6,3.0,3.0,7.0,5.0,2,3,2
MCG+02-29-017,*,IC 2672,11,13.5,+,10,26,15.3,5.0,3.0,10.0,10.0,3,5,2
MCG+02-29-018,*,NGC 3623,11,16.3,+,13,22,9.6,50.0,12.0,90.0,20.0,1,3,4
MCG+02-29-019,*,NGC 3627,11,17.6,+,13,16,8.9,33.0,19.0,76.0,33.0,1,3,2
MCG+02-29-020,*,NGC 3628,11,17.7,+,13,52,11.5,56.0,8.0,100.0,33.0,1,4,5
MCG+02-29-021,*,IC 2763,11,19.7,+,13,21,14.9,--,--,12.0,2.0,--,1,5
MCG+02-29-022,*,IC 2776,11,20.1,+,13,36,14.9,4.0,2.0,8.0,4.0,1,4,4
MCG+02-29-023,--,IC 2782,11,20.3,+,13,43,15.2,--,--,8.0,8.0,3,6,1
MCG+02-29-024,*,IC 2786,11,20.7,+,13,40,15.2,2.0,2.0,--,--,1,--,--
MCG+02-29-025,*,NGC 3666,11,21.8,+,11,37,12.5,14.0,4.0,45.0,12.0,1,5,3
MCG+02-29-026,--,IC 2804,11,22.3,+,13,29,14.9,--,--,8.0,2.0,--,2,4
MCG+02-29-027,--,IC  692,11,23.3,+,10,16,14.1,4.0,3.0,6.0,4.0,1,6,--
MCG+02-29-028,--,IC 2828,11,24.6,+,9,0,14.7,4.0,3.0,10.0,4.0,1,6,2
MCG+02-29-029,--,IC 2846,11,25.4,+,11,26,14.8,4.0,2.0,8.0,6.0,--,1,--
MCG+02-29-030,--,IC 2850,11,25.6,+,9,20,14.8,--,--,6.0,2.0,--,1,3
MCG+02-29-031,--,IC 2853,11,25.7,+,9,25,14.6,4.0,2.0,10.0,6.0,1,3,2
MCG+02-29-032,--,NGC 3692,11,25.8,+,9,41,12.9,12.0,4.0,32.0,6.0,1,4,4
MCG+02-29-033,--,IC 2857,11,25.9,+,9,23,15.3,--,--,20.0,1.5,--,3,5
MCG+02-29-034,*,IC  696,11,26.0,+,9,22,14.5,4.5,4.0,10.0,10.0,1,4,1
MCG+02-29-035,--,IC  698,11,26.4,+,9,23,14.4,5.0,2.5,8.0,4.0,1,5,3
MCG+02-29-036,--,IC  699,11,26.5,+,9,16,14.6,2.5,2.5,12.0,3.0,2,2,3
MCG+02-29-037,--,IC 2871,11,26.7,+,8,53,15.2,--,--,7.0,5.0,--,3,2
MCG+02-29-038,--,IC 2873,11,26.9,+,13,29,14.9,3.0,2.0,6.0,4.0,1,4,2
MCG+02-29-039,*,NGC 3705,11,27.5,+,9,31,11.5,14.0,8.0,45.0,16.0,1,4,3
MCG+02-30-001,*,NGC 3731,11,31.6,+,12,48,14.3,4.0,3.0,--,--,1,--,--
MCG+02-30-002,--,IC 2934,11,31.7,+,13,37,14.8,--,--,6.0,3.0,--,2,2
MCG+02-30-003,--,IC 2941,11,33.6,+,10,20,15.0,2.0,1.5,8.0,8.0,2,4,1
MCG+02-30-004,*,IC 2945,11,34.5,+,13,12,15.0,3.0,2.0,--,--,2,--,--
MCG+02-30-005,*,NGC 3773,11,35.6,+,12,24,13.1,3.5,3.5,--,--,1,--,--
MCG+02-30-006,--,--,11,36.7,+,10,14,14.5,5.0,3.0,--,--,1,3,3
