Wray 17-74     |          | 16 16.7 -51 18 |332.16 -00.46| H2? |
Wray 17-75     |          | 16 16.9 -53 25 |330.70 -02.00|     |
Wray 17-87     |          | 11 18.1 -70 38 |295.28 -09.16|     |
Wray 17-96     |          | 17 41.6 -30 07 |358.54 +00.13|     |
Wray 17-104    |          | 17 58.4 -33 04 |357.83 -04.46|     |
Y-C 2-2        |*259- 9 1 | 07 52.8 -45 12 |259.45 -09.07|     |
Y-C 2-9        |*287+10 1 | 11 17.1 -49 12 |287.49 +10.82|     |
Y-C 2-13       |*289+10 1 | 11 31.4 -49 59 |289.99 +10.87| U   |
Y-C 2-14       |*302- 5 1 | 12 43.4 -68 13 |302.18 -05.35| U   |
Y-C 2-17       |*339+29 1 | 15 08.3 -23 15 |339.46 +29.74|     |ESO 513-20
Y-C 2-19       |*342+15 1 | 15 58.8 -32 00 |342.97 +15.94| U   |
Y-C 2-26       |* 13- 7 2 | 18 41.9 -20 32 |013.51 -07.21|     |ESO 591-13
Y-C 2-29       |* 15- 8 1 | 18 49.1 -19 34 |015.14 -08.30| U   |
Y-C 37         |*221+ 5 2 | 07 26.5 -05 22 |221.73 +05.29| **  |
Y-C 40         |*235+ 4 1 | 07 50.0 -17 52 |235.51 +04.26| U   |
Y-C 41         |*271- 8 1 | 08 34.8 -55 04 |271.50 -08.72|     |
Y-C 43         |*315+59 1 | 13 16.8 -03 04 |315.38 +59.19|     |
Y-C 44         |* 36+21 1 | 17 38.4 +12 41 |036.40 +21.84|  U  |
Y-C 45         |* 36+20 1 | 17 43.1 +12 21 |036.57 +20.67|  U  |
Y-C 47         |*  9- 8 1 | 18 37.4 -24 27 |009.51 -08.00|     |
19W43          |          | 17 40.6 -28 42 |359.63 +01.07|     |PBOZ 25,IRAS 17374-2840
19W96          |          | 17 47.1 -28 46 |000.31 -00.19|     |
