037.8-06.3 |NGC 6790    |19 20 25.0 +01 25 00|08 Nov 1981 19 17|70|LWR 11935 
038.1-25.4 |A 70        |20 28 54.0 -07 16 00|22 Apr 1981 02 41|70|SWP 13765 
038.1-25.4 |A 70        |20 28 54.0 -07 16 00|22 Apr 1981 05 17|70|LWR 10397 
038.2+12.0 |PK 38+121   |18 15 10.7 +10 08 02|08 Oct 1987 14 04|70|SWP 32027 
038.2+12.0 |PK 38+121   |18 15 10.7 +10 08 02|08 Oct 1987 14 36|70|LWP 11819 
038.2+12.0 |PK 38+121   |18 15 10.7 +10 08 02|19 Aug 1987 19 26|70|LWP 11434 
038.2+12.0 |PK 38+121   |18 15 10.7 +10 08 02|19 Aug 1987 19 59|70|SWP 31591 
038.2+12.0 |PK 38+121   |18 15 10.7 +10 08 02|19 Aug 1987 20 49|70|LWP 11435 
038.2+12.0 |PK 38+121   |18 15 10.7 +10 08 02|20 Aug 1987 16 12|70|SWP 31600 
038.2+12.0 |PK 38+121   |18 15 10.7 +10 08 02|20 Aug 1987 17 39|70|LWP 11444 
040.3-00.4 |AB    53    |19 04 19.2 +06 19 14|01 Jun 1987 07 57|70|SWP 31074 
043.1+37.7 |NGC     6210|16 42 23.0 +23 53 17|11 Mar 1981 19 57|70|SWP 13455 
043.1+37.7 |NGC     6210|16 42 23.0 +23 53 29|02 Jul 1978 12 49|70|LWR 01766 
043.1+37.7 |NGC     6210|16 42 23.0 +23 53 29|02 Jul 1978 13 11|70|LWR 01766 
043.1+37.7 |NGC     6210|16 42 23.0 +23 53 29|02 Jul 1978 14 02|70|SWP 01904 
043.1+37.7 |NGC     6210|16 42 23.0 +23 53 29|02 Jul 1978 14 18|70|SWP 01904 
043.1+37.7 |NGC     6210|16 42 23.0 +23 53 29|05 Aug 1981 14 17|71|SWP 14650 
043.1+37.7 |NGC     6210|16 42 23.0 +23 53 29|05 Aug 1981 15 00|71|LWR 11241 
043.1+37.7 |NGC     6210|16 42 23.0 +23 53 29|05 Aug 1981 15 29|71|SWP 14651 
043.1+37.7 |NGC     6210|16 42 23.5 +23 53 17|11 Mar 1981 20 32|71|LWR 10117 
043.1+37.7 |NGC     6210|16 42 23.6 +23 53 28|03 Dec 1980 18 47|70|SWP 10732 
043.1+37.7 |NGC     6210|16 42 24.0 +23 53 00|13 Nov 1978 09 24|70|SWP 03327 
043.1+37.7 |NGC     6210|16 42 24.0 +23 54 00|04 Dec 1980 01 04|70|LWR 09422 
043.1+37.7 |NGC     6210|16 42 24.0 +23 54 00|04 Dec 1980 02 00|70|SWP 10733 
043.1+37.7 |NGC 6210    |16 42 23.0 +23 53 00|26 Jan 1980 15 30|70|LWR 06782 
043.1+37.7 |NGC 6210    |16 42 23.3 +23 53 29|04 Mar 1984 08 44|70|SWP 22397 
043.1+37.7 |NGC 6210    |16 42 23.7 +23 53 29|02 Mar 1984 04 39|70|SWP 22384 
043.1+37.7 |NGC 6210    |16 42 23.7 +23 53 29|30 May 1984 23 39|70|SWP 23133 
043.1+37.7 |NGC 6210    |16 42 24.0 +23 53 00|11 Sep 1982 17 00|70|SWP 17925 
043.1+37.7 |NGC 6210    |16 42 24.0 +23 53 00|11 Sep 1982 17 09|70|LWR 14149 
043.1+37.7 |NGC 6210    |16 42 24.0 +23 53 00|15 Feb 1982 12 09|70|SWP 16329 
043.1+37.7 |NGC 6210    |16 42 27.0 +23 53 00|09 May 1979 02 47|70|SWP 05175 
043.1+37.7 |NGC6210     |16 42 23.7 +23 53 29|02 Mar 1984 08 05|70|LWP 02869 
043.3+11.6 |M3-   27    |18 25 31.5 +14 27 08|03 May 1984 15 55|70|LWP 03259 
043.3+11.6 |M3-   27    |18 25 31.6 +14 27 09|10 Apr 1984 17 54|70|SWP 22700 
045.4-02.7 |PK45-2 1    |19 21 59.3 +09 47 59|19 Jun 1979 14 41|70|SWP 05571 
045.4-02.7 |PK45-2 1    |19 21 59.3 +09 47 59|19 Jun 1979 15 48|70|LWR 04813 
045.4-02.7 |VY2-2       |19 21 59.0 +09 48 00|26 Jun 1979 03 47|70|LWR 04882 
045.4-02.7 |VY2-2       |19 21 59.0 +09 48 00|26 Jun 1979 04 17|70|SWP 05632 
045.6+24.3 |K1-   14    |17 40 29.3 +21 28 17|11 Mar 1986 19 50|70|SWP 27899 
045.6+24.3 |K1-   14    |17 40 29.3 +21 28 17|23 Mar 1981 19 38|70|SWP 13549 
046.4-04.1 |NGC     6803|19 28 53.5 +09 57 00|23 Aug 1979 02 39|70|LWR 05428 
046.4-04.1 |NGC     6803|19 28 53.5 +09 57 00|23 Aug 1979 03 43|70|SWP 06256 
047.0+42.4 |A 39        |16 25 33.0 +28 01 00|09 May 1982 06 35|70|SWP 16937 
047.0+42.4 |ABELL 39    |16 25 32.2 +28 01 12|16 Jun 1982 20 55|70|SWP 17237 
047.0+42.4 |ABELL 39    |16 25 32.2 +28 01 12|30 Apr 1983 15 42|70|LWR 15846 
049.3+88.1 |H4-    1    |12 57 02.9 +27 54 21|25 Nov 1979 07 18|70|LWR 06223 
049.3+88.1 |H4-    1    |12 57 02.9 +27 54 21|25 Nov 1979 09 50|70|SWP 07220 
049.3+88.1 |H4-    1    |12 57 03.0 +27 54 22|07 Jul 1981 17 51|70|SWP 14410 
049.3+88.1 |H4-    1    |12 57 03.0 +27 54 22|07 Jul 1981 18 10|70|LWR 11018 
049.3+88.1 |H4-    1    |12 57 03.0 +27 54 22|07 Jul 1981 19 13|70|SWP 14411 
049.3+88.1 |H4-    1    |12 57 03.0 +27 54 22|27 Nov 1979 11 23|70|LWR 06241 
049.3+88.1 |H4-1        |12 57 02.8 +27 54 20|03 Aug 1983 18 54|70|SWP 20599 
049.3+88.1 |H4-1        |12 57 02.8 +27 54 20|03 Aug 1983 20 07|70|LWR 16513 
050.1+03.3 |PK 50+3.1   |19 09 16.7 +16 46 29|20 Aug 1986 18 35|70|SWP 28945 
051.0+02.8 |1912+172    |19 12 46.0 +17 17 30|23 Mar 1987 12 40|70|SWP 30594 
051.0+02.8 |IRAS 19127  |19 12 45.8 +17 17 27|19 Jul 1988 20 02|70|SWP 33939 
051.4+09.6 |HU2-   1    |18 47 38.0 +20 46 56|21 Dec 1978 03 12|70|SWP 03659 
051.4+09.6 |HU2-   1    |18 47 38.0 +20 46 56|21 Dec 1978 03 58|70|LWR 03222 
051.4+09.6 |HU2-   1    |18 47 39.1 +20 47 11|27 Sep 1979 00 18|70|SWP 06642 
051.4+09.6 |HU2-   1    |18 47 39.1 +20 47 11|27 Sep 1979 00 43|70|LWR 05703 
051.4+09.6 |HU2-   1    |18 47 39.1 +20 47 11|27 Sep 1979 10 54|70|SWP 06649 
051.4+09.6 |HU2-   1    |18 47 39.1 +20 47 11|30 Mar 1980 11 25|70|SWP 08589 
052.2-04.0 |PK 52-41    |19 40 01.4 +15 02 01|15 May 1987 03 07|70|SWP 30975 
052.2-04.0 |PK52-41     |19 40 01.4 +15 02 01|15 May 1987 03 53|70|LWP 10769 
053.3+24.0 |PK 53+241   |17 52 24.7 +28 00 29|18 May 1988 02 43|70|SWP 33544 
053.3+24.0 |PK53+241    |17 52 24.7 +28 00 29|17 May 1988 23 40|70|SWP 33543 
053.3+24.0 |PK53+241    |17 52 24.7 +28 00 29|18 May 1988 00 33|70|LWP 13245 
053.8-03.0 |UU  SGE     |19 39 54.9 +16 58 06|11 Aug 1981 17 03|70|SWP 14712 
053.8-03.0 |UU  SGE     |19 39 55.0 +16 58 06|02 Sep 1983 23 00|70|SWP 20893 
053.8-03.0 |UU  SGE     |19 39 55.0 +16 58 06|03 Sep 1983 00 05|70|LWR 16719 
053.8-03.0 |UU  SGE     |19 39 55.0 +16 58 06|30 Mar 1985 14 09|70|SWP 25541 
054.1-12.1 |N   6891    |20 12 48.0 +12 33 00|04 Sep 1980 18 34|70|LWR 08708 
054.1-12.1 |NGC     6891|20 12 48.0 +12 32 54|06 Mar 1980 20 00|70|SWP 08172 
054.1-12.1 |NGC     6891|20 12 48.0 +12 32 54|06 Mar 1980 20 57|70|SWP 08173 
054.1-12.1 |NGC     6891|20 12 48.0 +12 32 54|06 Mar 1980 21 34|70|SWP 08174 
054.1-12.1 |NGC     6891|20 12 48.0 +12 32 54|20 Dec 1978 23 25|70|SWP 03657 
054.1-12.1 |NGC     6891|20 12 48.0 +12 32 54|21 Dec 1978 00 02|70|LWR 03220 
054.1-12.1 |NGC     6891|20 12 48.0 +12 32 54|22 Nov 1988 05 18|70|SWP 34791 
054.1-12.1 |NGC     6891|20 12 48.0 +12 32 54|27 Sep 1979 04 10|70|SWP 06644 
054.1-12.1 |NGC     6891|20 12 48.0 +12 32 54|27 Sep 1979 04 41|70|SWP 06644 
054.1-12.1 |NGC     6891|20 12 48.0 +12 32 54|27 Sep 1979 10 04|70|SWP 06648 
054.1-12.1 |NGC     6891|20 12 48.0 +12 33 00|30 Apr 1980 17 45|70|SWP 08864 
054.1-12.1 |NGC 6891    |20 12 48.0 +12 32 54|04 Jul 1987 22 18|71|SWP 31292 
054.1-12.1 |NGC 6891    |20 12 48.0 +12 32 54|04 Jul 1987 23 08|71|SWP 31293 
054.1-12.1 |NGC 6891    |20 12 48.0 +12 32 54|13 May 1988 00 06|70|SWP 33511 
054.1-12.1 |NGC 6891    |20 12 48.0 +12 32 54|31 Aug 1983 20 35|70|SWP 20868 
054.1-12.1 |NGC6543     |20 12 48.0 +12 32 54|12 May 1988 04 02|70|SWP 33504 
054.1-12.1 |NGC6891     |20 12 48.0 +12 32 54|11 May 1988 23 51|70|SWP 33503 
055.4+16.0 |ABELL 46    |18 29 18.0 +26 53 59|10 Feb 1985 14 34|70|SWP 25203 
055.4+16.0 |ABELL 46    |18 29 18.0 +26 53 59|10 Feb 1985 19 28|70|SWP 25205 
055.4+16.0 |ABELL 46    |18 29 18.0 +26 54 05|09 Jul 1980 08 11|70|SWP 09473 
055.4+16.0 |ABELL 46    |18 29 18.0 +26 54 05|09 Jul 1980 08 59|70|LWR 08203 
055.5-00.5 |55-00-1     |19 34 14.8 +19 35 37|31 Aug 1987 11 04|70|SWP 31678 
058.3-10.9 |IC  4997    |20 17 50.9 +16 34 26|28 Mar 1980 11 47|70|SWP 08577 
058.3-10.9 |IC  4997    |20 17 50.9 +16 34 26|28 Mar 1980 14 53|70|LWR 07316 
058.3-10.9 |IC  4997    |20 17 50.9 +16 34 26|28 Mar 1980 18 43|70|LWR 07317 
058.3-10.9 |IC  4997    |20 17 50.9 +16 34 26|28 Mar 1980 18 47|70|SWP 08578 
058.3-10.9 |IC  4997    |20 17 51.0 +16 34 27|06 Jul 1981 05 35|70|SWP 14400 
058.3-10.9 |IC  4997    |20 17 51.0 +16 34 27|06 Jul 1981 06 09|70|LWR 11011 
058.3-10.9 |IC  4997    |20 17 53.9 +16 34 59|06 Apr 1980 11 10|70|SWP 08667 
058.3-10.9 |IC  4997    |20 17 53.9 +16 34 59|06 Apr 1980 11 21|70|SWP 08667 
058.3-10.9 |IC  4997    |20 17 53.9 +16 34 59|06 Apr 1980 11 41|70|LWR 07419 
058.3-10.9 |IC  4997    |20 17 53.9 +16 34 59|06 Apr 1980 12 16|70|SWP 08668 
058.3-10.9 |IC  4997    |20 17 53.9 +16 34 59|06 Apr 1980 14 21|70|LWR 07420 
058.3-10.9 |IC  4997    |20 17 54.0 +16 35 00|06 Jun 1978 13 17|70|SWP 01731 
058.3-10.9 |IC  4997    |20 17 54.0 +16 35 00|06 Jun 1978 14 16|70|LWR 01628 
058.3-10.9 |IC  4997    |20 17 54.0 +16 35 00|06 Jun 1978 14 44|70|SWP 01732 
058.3-10.9 |IC 4997     |20 17 51.0 +16 34 00|02 Sep 1978 16 45|70|SWP 02451 
058.3-10.9 |IC 4997     |20 17 51.0 +16 34 00|02 Sep 1978 17 08|70|LWR 02247 
058.3-10.9 |IC 4997     |20 17 51.0 +16 34 00|02 Sep 1978 21 47|70|SWP 02455 
058.3-10.9 |IC 4997     |20 17 51.0 +16 34 00|02 Sep 1978 22 26|70|LWR 02250 
058.3-10.9 |IC 4997     |20 17 51.0 +16 34 00|02 Sep 1978 22 59|70|SWP 02456 
058.3-10.9 |PK58-101    |20 17 51.2 +16 34 21|01 Sep 1987 10 19|70|SWP 31683 
058.3-10.9 |PK58-101    |20 17 51.2 +16 34 21|01 Sep 1987 10 57|70|LWP 11540 
058.3-10.9 |PK58-101    |20 17 51.2 +16 34 21|01 Sep 1987 11 36|70|SWP 31684 
059.7-18.7 |A 72        |20 47 40.0 +13 22 00|09 May 1982 03 45|70|SWP 16936 
059.7-18.7 |ABELL 72    |20 47 40.1 +13 22 15|08 Jun 1981 15 08|70|SWP 14212 
060.1-07.7 |NGC     6886|20 10 29.5 +19 50 15|28 Nov 1988 20 00|70|LWP 14546 
060.1-07.7 |NGC     6886|20 10 29.6 +19 50 16|12 May 1979 18 27|70|LWR 04509 
060.1-07.7 |NGC     6886|20 10 29.6 +19 50 16|12 May 1979 19 33|70|SWP 05214 
060.1-07.7 |NGC     6886|20 10 29.6 +19 50 16|12 May 1979 19 33|70|SWP 05214 
060.1-07.7 |NGC     6886|20 10 29.6 +19 50 16|13 May 1980 08 43|70|SWP 08983 
060.1-07.7 |NGC     6886|20 10 29.6 +19 50 16|13 May 1980 12 48|70|LWR 07735 
060.1-07.7 |NGC 6886    |20 10 29.5 +19 50 15|26 Nov 1988 19 49|70|SWP 34816 
060.3-07.3 |FG  SGE     |20 09 41.0 +20 11 00|06 Jun 1978 16 31|70|SWP 01733 
060.3-07.3 |FG  SGE     |20 09 41.0 +20 11 00|06 Jun 1978 17 29|70|LWR 01629 
060.8-03.6 |NGC     6853|19 57 20.7 +22 33 49|05 Dec 1982 18 41|71|SWP 18737 
060.8-03.6 |NGC     6853|19 57 20.7 +22 33 49|05 Dec 1982 22 44|71|LWR 14790 
060.8-03.6 |NGC     6853|19 57 20.7 +22 33 49|15 Jul 1982 09 17|71|SWP 17427 
060.8-03.6 |NGC     6853|19 57 25.1 +22 33 49|06 Dec 1982 01 57|71|SWP 18739 
060.8-03.6 |NGC     6853|19 57 25.1 +22 33 49|15 Jul 1982 11 15|71|LWR 13682 
060.8-03.6 |NGC     6853|19 57 25.8 +22 33 51|06 Sep 1979 00 53|71|FES 01165 
060.8-03.6 |NGC     6853|19 57 26.4 +22 34 32|14 Jul 1982 05 09|71|SWP 17420 
060.8-03.6 |NGC     6853|19 57 26.4 +22 34 32|14 Jul 1982 06 53|71|LWR 13676 
060.8-03.6 |NGC     6853|19 57 26.5 +22 34 44|04 Dec 1980 03 56|70|SWP 10734 
060.8-03.6 |NGC     6853|19 57 27.9 +22 34 25|06 Sep 1979 03 36|70|LWR 05515 
060.8-03.6 |NGC     6853|19 57 27.9 +22 34 25|06 Sep 1979 04 13|70|LWR 05515 
060.8-03.6 |NGC     6853|19 57 27.9 +22 34 25|06 Sep 1979 05 06|71|SWP 06404 
060.8-03.6 |NGC     6853|19 57 28.9 +22 34 42|06 Sep 1979 06 15|71|LWR 05516 
060.8-03.6 |NGC     6853|19 57 28.9 +22 34 42|06 Sep 1979 08 11|71|SWP 06405 
060.8-03.6 |NGC     6853|19 57 28.9 +22 35 37|06 Sep 1979 09 33|71|LWR 05517 
060.8-03.6 |NGC     6853|19 57 29.4 +22 34 50|10 Sep 1979 07 12|71|SWP 06465 
060.8-03.6 |NGC     6853|19 57 29.9 +22 34 59|06 Sep 1979 12 03|70|SWP 06406 
060.8-03.6 |NGC     6853|19 57 30.0 +22 35 00|06 Sep 1979 00 51|71|SWP 06403 
060.8-03.6 |NGC     6853|19 57 30.0 +22 35 00|06 Sep 1979 01 27|71|LWR 05514 
060.8-03.6 |NGC     6853|19 57 30.8 +22 34 32|14 Jul 1982 09 08|71|SWP 17421 
060.8-03.6 |NGC     6853|19 57 30.8 +22 34 32|14 Jul 1982 11 00|71|LWR 13677 
060.8-03.6 |NGC     6853|19 57 39.6 +22 36 18|15 Jul 1982 05 13|71|SWP 17426 
060.8-03.6 |NGC     6853|19 57 39.6 +22 36 18|15 Jul 1982 05 14|71|SWP 17426 
060.8-03.6 |NGC     6853|19 57 39.6 +22 36 18|15 Jul 1982 07 27|71|LWR 13681 
060.8-03.6 |NGC 6853    |19 57 24.0 +22 35 00|20 Oct 1982 15 05|70|SWP 18340 
060.8-03.6 |NGC 6853    |19 57 24.0 +22 35 00|21 Jul 1982 20 55|71|SWP 17460 
060.8-03.6 |NGC 6853    |19 57 24.0 +22 35 00|21 Jul 1982 21 02|71|LWR 13741 
060.8-03.6 |NGC 6853    |19 57 24.0 +22 35 00|21 Jul 1982 23 19|71|SWP 17461 
060.8-03.6 |NGC 6853    |19 57 24.0 +22 35 00|22 Jul 1982 00 39|71|SWP 17462 
060.8-03.6 |NGC 6853    |19 57 27.0 +22 35 00|30 Oct 1979 19 21|70|SWP 07044 
060.8-03.6 |NGC 6853    |19 57 27.0 +22 35 00|30 Oct 1979 19 46|70|LWR 05985 
060.8-03.6 |NGC 6853    |19 57 27.0 +22 35 00|30 Oct 1979 20 59|70|SWP 07045 
060.8-03.6 |NGC 6853    |19 57 27.0 +22 35 00|30 Oct 1979 21 21|70|LWR 05986 
061.0+08.0 |K3-   27    |19 12 30.8 +28 35 26|21 Aug 1982 10 30|70|SWP 17729 
061.3+03.6 |M1-91       |19 30 54.9 +26 46 13|15 Aug 1987 21 37|71|LWP 11405 
061.3+03.6 |M1-91       |19 30 55.0 +26 46 13|15 Aug 1987 22 58|71|SWP 31573 
061.4-09.5 |N   6905    |20 20 09.0 +19 56 00|05 Mar 1981 04 32|70|SWP 13404 
061.4-09.5 |N   6905    |20 20 09.0 +19 56 00|05 Mar 1981 06 06|70|LWR 10067 
061.4-09.5 |N   6905    |20 20 09.0 +19 56 00|05 Mar 1981 08 02|70|SWP 13405 
061.4-09.5 |N   6905    |20 20 09.0 +19 56 00|05 Mar 1981 08 40|70|LWR 10068 
061.4-09.5 |NGC     6905|20 20 08.0 +19 56 39|07 Aug 1978 11 56|70|LWR 02005 
061.4-09.5 |NGC     6905|20 20 08.0 +19 56 39|07 Aug 1978 13 10|70|SWP 02228 
061.4-09.5 |NGC     6905|20 20 08.0 +19 56 39|07 Aug 1978 14 06|70|LWR 02006 
061.4-09.5 |NGC     6905|20 20 08.5 +19 56 39|06 Apr 1982 19 48|70|SWP 16703 
061.4-09.5 |NGC     6905|20 20 08.5 +19 56 39|06 Apr 1982 20 25|70|LWR 12969 
061.4-09.5 |NGC     6905|20 20 08.5 +19 56 39|06 Jul 1981 07 08|70|SWP 14401 
061.4-09.5 |NGC     6905|20 20 08.5 +19 56 39|06 Jul 1981 07 46|70|LWR 11012 
061.4-09.5 |NGC 6905    |20 20 09.1 +19 58 22|22 Oct 1982 14 39|70|SWP 18366 
061.9+41.3 |DDM-1       |16 38 34.7 +38 42 58|02 Sep 1984 15 10|70|SWP 23839 
061.9+41.3 |DDM-1       |16 38 34.7 +38 42 58|02 Sep 1984 15 39|70|LWP 04123 
061.9+41.3 |DDM-1       |16 38 34.7 +38 48 05|02 Sep 1984 16 47|70|SWP 23840 
061.9+41.3 |DDM-1       |16 38 34.7 +38 48 05|05 Sep 1984 14 43|70|SWP 23872 
061.9+41.3 |DDM-1       |16 38 34.7 +38 48 05|05 Sep 1984 17 06|70|LWP 04145 
063.1+13.9 |NGC     6720|18 51 40.7 +32 57 49|27 Nov 1979 03 17|71|SWP 07232 
063.1+13.9 |NGC     6720|18 51 43.4 +32 57 49|26 Nov 1979 21 18|71|FES 01192 
063.1+13.9 |NGC     6720|18 51 43.4 +32 57 49|26 Nov 1979 21 19|71|SWP 07230 
063.1+13.9 |NGC     6720|18 51 43.4 +32 57 49|26 Nov 1979 22 22|71|LWR 06238 
063.1+13.9 |NGC     6720|18 51 43.4 +32 58 08|25 Nov 1979 05 25|71|SWP 07219 
063.1+13.9 |NGC     6720|18 51 43.4 +32 58 08|25 Nov 1979 05 25|71|SWP 07219 
063.1+13.9 |NGC     6720|18 51 43.5 +32 58 08|25 Nov 1979 04 52|71|LWR 06222 
063.1+13.9 |NGC     6720|18 51 44.1 +32 57 58|10 Sep 1979 01 38|70|SWP 06462 
063.1+13.9 |NGC     6720|18 51 44.1 +32 57 58|10 Sep 1979 02 41|70|LWR 05545 
063.1+13.9 |NGC     6720|18 51 44.1 +32 57 58|10 Sep 1979 03 32|70|SWP 06463 
063.1+13.9 |NGC     6720|18 51 44.1 +32 58 13|10 Sep 1979 05 10|71|SWP 06464 
063.1+13.9 |NGC     6720|18 51 44.1 +32 58 13|10 Sep 1979 05 56|71|FES 01170 
063.1+13.9 |NGC     6720|18 51 44.2 +32 57 52|27 Nov 1979 04 02|71|LWR 06240 
063.1+13.9 |NGC     6720|18 51 46.0 +32 58 07|27 Nov 1979 00 03|71|SWP 07231 
063.1+13.9 |NGC     6720|18 51 46.0 +32 58 07|27 Nov 1979 01 35|71|LWR 06239 
063.1+13.9 |NGC 6720    |18 51 44.0 +32 58 00|04 Sep 1978 20 24|70|LWR 02272 
063.1+13.9 |NGC 6720    |18 51 44.0 +32 58 00|04 Sep 1978 21 02|70|SWP 02487 
063.1+13.9 |NGC 6720    |18 51 44.0 +32 58 00|04 Sep 1978 21 47|70|LWR 02273 
063.1+13.9 |NGC 6720    |18 51 44.0 +32 58 00|04 Sep 1978 22 32|70|SWP 02488 
064.6+48.2 |NGC     6058|16 02 43.4 +40 49 04|21 Jun 1981 21 15|70|LWR 10913 
064.6+48.2 |NGC     6058|16 02 43.4 +40 49 04|21 Jun 1981 21 38|70|SWP 14293 
064.7+05.0 |    +30 3639|19 32 48.0 +30 24 00|19 Feb 1981 14 52|70|LWR 09945 
064.7+05.0 |+30 3639    |19 32 47.0 +30 24 00|14 Feb 1980 10 48|70|LWR 06924 
064.7+05.0 |+30 3639    |19 32 48.0 +30 24 00|07 Jan 1980 08 34|70|SWP 07594 
064.7+05.0 |+30 3639    |19 32 48.0 +30 24 00|12 Apr 1979 09 24|70|LWR 04254 
064.7+05.0 |+30 3639    |19 32 48.0 +30 24 00|12 Apr 1979 09 32|70|SWP 04923 
064.7+05.0 |+30 3639    |19 32 48.0 +30 24 00|13 Jan 1980 13 00|70|SWP 07642 
064.7+05.0 |BD  +30 3639|19 32 47.0 +30 24 20|01 Jul 1978 14 17|70|SWP 01895 
064.7+05.0 |BD  +30 3639|19 32 47.0 +30 24 20|01 Jul 1978 14 38|70|LWR 01759 
064.7+05.0 |BD  +30 3639|19 32 47.0 +30 24 20|01 Jul 1978 15 39|70|SWP 01896 
064.7+05.0 |BD  +30 3639|19 32 47.0 +30 24 20|01 Jul 1978 16 13|70|LWR 01760 
064.7+05.0 |BD  +30 3639|19 32 47.5 +30 24 20|30 Apr 1980 10 59|70|SWP 08863 
064.7+05.0 |BD  +30 3639|19 32 47.9 +30 23 59|19 Feb 1981 15 01|70|SWP 13333 
064.7+05.0 |BD  +30 3639|19 32 47.9 +30 23 59|30 Mar 1980 12 40|70|LWR 07333 
064.7+05.0 |BD  +30 3639|19 32 47.9 +30 23 59|30 Mar 1980 12 52|70|SWP 08590 
064.7+05.0 |BD  +30 3639|19 32 47.9 +30 23 59|30 Mar 1980 13 25|70|LWR 07334 
064.7+05.0 |BD  +30 3639|19 32 47.9 +30 23 59|30 Mar 1980 15 30|70|SWP 08591 
065.0-27.3 |K    648    |21 27 36.0 +11 57 00|27 Nov 1979 06 34|70|SWP 07233 
065.0-27.3 |K 648       |21 27 34.0 +11 57 00|18 Apr 1980 06 33|71|LWR 07528 
065.0-27.3 |K 648       |21 27 34.0 +11 57 00|18 Apr 1980 07 08|71|SWP 08780 
065.0-27.3 |K 648       |21 27 34.0 +11 57 00|18 Apr 1980 08 17|71|LWR 07529 
065.0-27.3 |K 648       |21 27 34.0 +11 57 00|30 May 1982 06 04|70|SWP 17069 
065.0-27.3 |K 648       |21 27 34.0 +11 57 00|31 May 1982 06 39|70|LWR 13360 
065.0-27.3 |K648        |21 27 34.0 +11 57 00|10 Jun 1980 23 02|70|LWR 07998 
065.0-27.3 |K648        |21 27 34.0 +11 57 00|11 Jun 1980 00 06|70|SWP 09240 
065.0-27.3 |K648        |21 27 34.0 +11 57 00|12 Jun 1980 22 52|70|SWP 09261 
065.0-27.3 |K648        |21 27 34.0 +11 57 00|20 Apr 1980 07 25|70|SWP 08786 
065.0-27.3 |K648 M15    |21 27 34.4 +11 57 14|25 Jul 1980 11 06|70|SWP 09580 
065.0-27.3 |K648 M15    |21 27 40.0 +11 57 00|27 Jul 1980 18 33|70|LWR 08379 
065.0-27.3 |K648 M15    |21 27 40.0 +11 57 00|27 Jul 1980 19 07|70|SWP 09605 
066.7-28.2 |N   7094    |21 34 28.0 +12 34 00|04 Jun 1981 22 36|70|SWP 14178 
066.7-28.2 |N   7094    |21 34 28.0 +12 34 00|04 Jun 1981 22 51|70|LWR 10774 
066.7-28.2 |NGC     7094|21 34 27.9 +12 33 47|01 May 1986 16 42|70|SWP 28248 
066.7-28.2 |NGC     7094|21 34 27.9 +12 33 47|21 Jun 1981 14 57|70|LWR 10909 
066.7-28.2 |NGC     7094|21 34 27.9 +12 33 49|21 Jun 1981 14 40|70|SWP 14289 
069.4-02.6 |NGC     6894|20 14 21.9 +30 24 22|31 May 1987 08 22|71|SWP 31068 
075.7+35.8 |PKS   75+351|17 12 30.5 +49 19 19|05 Jun 1986 20 00|70|SWP 28437 
075.7+35.8 |PKS   75+351|17 12 30.5 +49 19 19|09 Jun 1986 14 56|70|SWP 28462 
075.7+35.8 |PKS   75+351|17 12 30.5 +49 19 19|09 Jun 1986 15 17|70|LWP 08361 
075.7+35.8 |PKS   75+351|17 12 30.6 +49 19 20|03 Dec 1987 17 07|70|SWP 32458 
081.2-14.9 |A     78    |21 33 20.1 +31 28 18|15 May 1982 17 15|70|SWP 16966 
081.2-14.9 |A 78        |21 33 20.0 +31 28 00|04 Sep 1980 17 24|71|LWR 08707 
081.2-14.9 |A 78        |21 33 20.0 +31 28 00|04 Sep 1980 17 53|71|SWP 09999 
081.2-14.9 |ABELL 78    |21 33 20.0 +31 28 17|15 May 1982 17 38|70|LWR 13250 
081.2-14.9 |ABELL 78    |21 33 20.0 +31 28 17|15 May 1982 17 59|70|SWP 16967 
081.2-14.9 |ABELL 78    |21 33 20.1 +31 28 18|02 May 1983 08 41|70|SWP 19879 
081.2-14.9 |ABELL 78    |21 33 20.1 +31 28 18|05 May 1983 08 51|70|SWP 19906 
081.2-14.9 |ABELL 78    |21 33 20.1 +31 28 18|05 May 1983 15 58|70|LWR 15881 
081.2-14.9 |ABELL 78    |21 33 20.1 +31 28 18|05 May 1983 16 27|70|SWP 19907 
081.2-14.9 |ABELL 78    |21 33 20.1 +31 28 18|23 Mar 1981 22 47|70|SWP 13551 
081.2-14.9 |ABELL 78    |21 33 20.1 +31 28 18|23 Mar 1981 23 04|70|LWR 10189 
081.2-14.9 |ABELL 78    |21 33 24.0 +31 28 00|06 Apr 1978 12 24|70|SWP 01322 
082.1+07.0 |NGC     6884|20 08 49.0 +46 18 44|06 Jul 1978 12 38|70|SWP 01922 
082.1+07.0 |NGC     6884|20 08 50.0 +46 18 44|06 Jul 1978 11 29|70|LWR 01784 
082.1+07.0 |NGC 6884    |20 08 49.0 +46 19 00|23 May 1982 00 44|70|SWP 17018 
082.5+11.3 |NGC     6833|19 48 21.0 +48 50 01|04 Sep 1987 08 41|70|SWP 31708 
082.5+11.3 |NGC     6833|19 48 21.0 +48 50 01|04 Sep 1987 09 50|70|LWP 11570 
082.5+11.3 |NGC     6833|19 48 21.0 +48 50 01|11 Sep 1987 11 16|70|LWP 11593 
082.5+11.3 |NGC     6833|19 48 21.0 +48 50 01|11 Sep 1987 12 23|70|SWP 31826 
