010.8-01.8 |-11.55   .05   83..3099,89...513
011.0+05.8 |-11.68   .03   63...352,83..3099,89...513,91..1504
011.0+06.2 |-12.18   .01   89...513
011.0-05.1 |-11.91   .10   91..1504
011.1+07.0 |-13.3    .3    91..1504
011.1+11.5 |-12.31   .03   89...513, 91..1504
011.3+02.8 |-13.12   .10   91..1504
011.3-09.4 |-11.31   .10   91..1504
011.7-00.0 |-13.4    .3    91..1504
011.7-00.6 |-10.93   .03   CD 61   ,83..3099,89...513
011.7-06.6 |-11.88   .05   91..1504
011.9+04.2 |-12.2    .2    91..1504
012.5-09.8 |-11.95   .10   91..1504
012.6-02.7 |-12.89   .10   91..1504
013.0-04.3 |-12.76   .10   91..1504
013.1+04.1 |-12.09   .10   91..1504
013.3+32.7 |-11.73   .01   78...109,78...302,89...513
013.4-03.9 |-12.74   .10   91..1504
013.7-10.6 |-11.8    .2    91..1504
013.8-02.8 |-12.3    .5    91..1504
013.8-07.9 |-12.0    .2    90.00004, 91..1504
014.0-05.5 |-12.65   .10   91..1504
014.2+04.2 |-13.8    .3    91..1504
014.2-07.3 |-12.11   .10   91..1504
014.3-05.5 |-12.45   .10   91..1504
014.6-04.3 |-12.0    .2    91..1504
014.7-11.8 |-12.6    .5    91..1504
014.9+06.4 |-13.5    .4    91..1504
014.9-03.1 |-12.6    .4    91..1504
015.4-04.5 |-12.2    .2    91..1504
015.6-03.0 |-13.0    .4    91..1504
015.9+03.3 |-13.04   .10   91..1504
016.0-04.3 |-11.6    .2    91..1504
016.1-04.7 |-12.18   .10   91..1504
016.4-01.9 |-11.5    .2    91..1504
016.9-02.0 |-13.34   .10   91..1504
017.3-21.9 |-11.63   .05   83...481,91..1504
017.6-10.2 |-11.80   .10   83...481
017.7-02.9 |-12.8    .2    91..1504
017.9-04.8 |-12.29   .02   89...513
018.0+20.1 |-11.98   .03   83....46
018.6-02.2 |-13.4    .3    91..1504
019.2-02.2 |-12.80   .10   91..1504
019.4-05.3 |-11.43   .10   91..1504
019.4-13.6 |-12.1    .3    91..1504
019.7+03.2 |-12.83   .10   91..1504
019.7-04.5 |-12.28   .10   91..1504
019.8+05.6 |-13.22   .10   91..1504
019.9+00.9 |-14.3    .3    91..1504
020.7-05.9 |-12.3    .2    91..1504
020.9-01.1 |-13.0    .4    91..1504
021.1-05.9 |-12.4    .3    91..1504
021.7-00.6 |-14.2    .4    91..1504
021.8-00.4 |-13.7    .4    91..1504
022.0-03.1 |-12.3    .2    91..1504
022.1-02.4 |-12.3    .2    91..1504
022.5+01.0 |-13.6    .4    91..1504
023.0+04.3 |-13.6    .3    91..1504
023.3-07.6 |-12.6    .2    91..1504
023.8-01.7 |-14.1    .3    91..1504
023.9+01.2 |-14.3    .3    91..1504
023.9-02.3 |-12.00   .10   91..1504
024.1+03.8 |-12.5    .2    91..1504
024.2+05.9 |-12.8    .4    91..1504
024.2-05.2 |-12.36   .10   90.00004, 91..1504
024.3-03.3 |-13.44   .10   91..1504
024.8-02.7 |-12.93   .10   91..1504
025.0-11.6 |-13.0    .5    91..1504
025.3+40.8 |-10.58   .02   60...353,78...302,83..3099
025.3-04.6 |-12.35   .10   91..1504
025.4-04.7 |-11.7    .4    91..1504
025.8-17.9 |-10.48   .03   Ka 80   ,81..1549,83..3099
025.9-00.9 |-14.2    .3    91..1504
025.9-02.1 |-13.00   .10   91..1504
025.9-10.9 |-12.2    .4    91..1504
026.0-01.8 |-13.70   .10   91..1504
026.3-02.2 |-12.4    .3    91..1504
026.5-03.0 |-12.56   .10   91..1504
026.6-01.5 |-13.0    .3    91..1504
027.3-02.1 |-13.1    .2    91..1504
027.3-03.4 |-13.1    .4    91..1504
027.4-03.5 |-12.09   .10   91..1504
027.6+04.2 |-13.1    .3    91..1504
027.6+16.9 |-12.6    .5    91..1504
027.6-09.6 |-11.34   .02   O 63    ,89...513
027.7+00.7 |-13.6    .4    91..1504
028.0+10.2 |-12.8    .4    91..1504
028.2-04.0 |-13.2    .4    91..1504
028.5+01.6 |-12.8    .2    91..1504
028.5+05.1 |-13.7    .3    91..1504
028.7+02.7 |-14.0    .4    91..1504
028.7-03.9 |-13.2    .4    91..1504
029.2-05.9 |-11.26   .01   CD61    ,SK85
029.8-07.8 |-13.0    .2    91..1504
031.0+04.1 |-13.9    .3    91..1504
031.0-10.8 |-11.8    .3    91..1504
032.0-03.0 |-14.2    .3    91..1504
032.1+07.0 |-11.6    .2    91..1504
032.5-03.2 |-13.23   .10   91..1504
032.7+05.6 |-13.0    .2    91..1504
032.7-02.0 |-12.1    .3    91..1504
032.9+07.8 |-12.89   .10   91..1504
032.9-02.8 |-13.2    .3    91..1504
033.0-05.3 |-11.9    .4    91..1504
033.1-06.3 |-11.67   .02   63...352
033.8-02.6 |-11.32   .03   83..3099,85..3094
034.0+02.2 |-14.1    .3    91..1504
034.3+06.2 |-13.0    .2    91..1504
034.5-06.7 |-11.16   .03   83....46,83..3099
034.6+11.8 | -9.82   .02   81..1549,83....46,83..3099,89...513
035.7-05.0 |-12.9    .2    91..1504
035.9-01.1 |-11.60   .05   83...481
036.0+17.6 |-12.25   .01   83...481
036.1-57.1 | -9.37   .02   O62
037.7-34.5 | -9.78   .03   71..9003,83..3099
037.8-06.3 |-10.90   .05   81..1549,83....46
038.1-25.4 |-12.34   .10   83...481
038.2+12.0 |-10.94   .02   O 62    ,78...109,81..1549
038.4-03.3 |-13.22   .10   91..1504
038.7-03.3 |-12.25   .10   91..1504
039.5-02.7 |-12.4    .2    91..1504
040.3-00.4 |-12.61   .05   83...481
040.4-03.1 |-12.89   .10   91..1504
041.2-00.6 |-13.6    .4    91..1504
041.8+04.4 |-12.76   .10   91..1504
041.8-02.9 |-11.21   .04   CD 61
042.0+05.4 |-12.8    .3    91..1504
042.5-14.5 |-11.7    .4    91..1504
042.9-06.9 |-11.48   .01   Ka   80
043.0-03.0 |-12.7    .3    91..1504
043.1+03.8 |-12.15   .06   91..1504
043.1+37.7 |-10.09   .01   60...353,78...302,81..1549
043.3+11.6 |-11.83   .02   78...109
043.5-13.4 |-12.0    .4    91..1504
044.0+05.2 |-13.6    .3    91..1504
044.1+05.8 |-13.5    .3    91..1504
044.3-05.6 |-12.7    .2    91..1504
045.4-02.7 |-11.56   .03   Ka 80   ,SK 89
045.6+24.3 |-12.40   .01   83...481
045.7-04.5 |-11.30   .04   CD 61
045.9-01.9 |-14.2    .3    91..1504
046.3-03.1 |-12.6    .4    91..1504
046.4-04.1 |-11.18   .01   CD 61   ,71..9003,78...302
047.0+42.4 |-11.79   .02   83...481
047.1+04.1 |-13.6    .2    91..1504
047.1-04.2 |-12.01   .06   83...481
048.0-02.3 |-12.7    .2    91..1504
048.1+01.1 |-13.80   .10   91..1504
048.5+04.2 |-13.26   .10   91..1504
048.7+01.9 |-12.91   .10   91..1504
048.7+02.3 |-14.1    .4    91..1504
048.7-01.5 |-12.9    .4    91..1504
049.3+88.1 |-12.27   .10   91..1504
049.4+02.4 |-13.6    .4    91..1504
050.1+03.3 | -9.7    .4    91..1504
051.0+02.8 |-13.52   .10   91..1504
051.0+03.0 |-12.81   .10   91..1504
051.0-04.5 |-12.4    .3    91..1504
051.4+09.6 |-10.80   .02   78...302,78...109,81..1549
051.5+06.1 |-12.9    .3    90.00004
051.9-03.8 |-11.7    .2    91..1504
052.2+07.6 |-12.1    .3    91..1504
052.2-04.0 |-11.75   .02   78...109
052.5-02.9 |-11.39   .01   63...352
052.9+02.7 |-13.8    .3    91..1504
052.9-02.7 |-14.2    .3    91..1504
053.3+03.0 |-12.5    .3    90.00004
053.3+24.0 |-11.53   .01   78...109,Ka 80
053.8-03.0 |-12.8    .4    91..1504
054.1-12.1 |-10.65   .03   CD 61   ,78...302,83..3099
054.4-02.5 |-12.5    .3    91..1504
055.1-01.8 |-14.2    .3    91..1504
055.2+02.8 |-13.4    .3    91..1504
055.3+02.7 |-13.4    .3    91..1504
055.3+06.6 |-13.05   .10   90.00004, 91..1504
055.4+16.0 |-11.85   .11   83...481
055.5-00.5 |-12.29   .10   91..1504
055.6+02.1 |-12.9    .2    91..1504
056.0+02.0 |-13.9    .3    91..1504
056.8-06.9 |-12.4    .4    91..1504
057.2-08.9 |-11.58   .03   CD 61   ,83....46,83..3099
057.9-01.5 |-13.11   .10   91..1504
058.3-10.9 |-10.53   .02   O 62    ,78...302
058.6+06.1 |-12.3    .4    91..1504
058.9+01.3 |-12.9    .2    91..1504
059.0+04.6 |-12.9    .2    91..1504
059.0-01.7 |-13.1    .2    91..1504
059.4+02.3 |-13.10   .10   91..1504
059.7-18.7 |-11.88   .07   83...481
059.9+02.0 |-13.7    .3    91..1504
060.1-07.7 |-11.31   .01   78...302,Ka 80
060.3-07.3 |-12.43   .10   78...107
060.5+01.8 |-12.80   .10   91..1504
060.5-00.3 |-13.8    .4    91..1504
060.8-03.6 | -9.46   .06   61...352
061.0+08.0 |-12.11   .03   83...481
061.3+03.6 |-12.7    .2    91..1504
061.4-09.5 |-10.92   .03   CD61
061.8+02.1 |-12.79   .10   91..1504
061.9+41.3 |-11.57   .10   91..1504
062.4+09.5 |-11.90   .10   83...481
062.4-00.2 |-13.3    .4    91..1504
063.1+13.9 |-10.08   .03   CD 61
063.8-03.3 |-13.3    .3    91..1504
064.6+48.2 |-11.77   .03   CD 61   ,83...481
064.7+05.0 |-10.03   .01   70...259,71..9003
064.9+15.5 |-11.5    .2    91..1504
064.9-02.1 |-13.6    .3    91..1504
065.0-27.3 |-12.10   .03   78.30034,79.13502
065.2-05.6 |-12.4    .2    90.00004, 91..1504
065.9+00.5 |-11.73   .03   63...352
066.7-28.2 |-11.77   .06   83...481
066.9-05.2 |-12.0    .2    91..1504
067.9-00.2 |-13.6    .3    91..1504
068.3-02.7 |-12.73   .10   91..1504
068.6+01.1 |-12.2    .3    91..1504
068.7+01.9 |-12.98   .10   91..1504
068.7+03.0 |-12.65   .10   91..1504
068.7+14.8 |-11.84   .10   91..1504
068.8-00.0 |-12.8    .2    91..1504
069.2+02.8 |-13.16   .10   91..1504
069.2+03.8 |-12.8    .4    91..1504
069.4-02.6 |-11.41   .05   CD 61   ,83...481
069.6-03.9 |-13.3    .2    91..1504
071.6-02.3 |-12.45   .06   78...109
072.1+00.1 |-13.1    .2    91..1504
073.0-02.4 |-13.6    .3    91..1504
074.5+02.1 |-12.24   .03   83....46,91..1504
075.6+04.3 |-12.6    .4    91..1504
075.7+35.8 |-12.8    .2    91..1504
076.3+01.1 |-14.1    .3    90.00004
076.4+01.8 |-13.3    .2    91..1504
077.5+03.7 |-12.9    .2    91..1504
077.7+03.1 |-13.8    .3    91..1504
078.3-02.7 |-12.9    .4    91..1504
078.5+18.7 |-11.9    .3    91..1504
078.6+05.2 |-13.0    .3    90.00004, 91..1504
078.9+00.7 |-13.0    .2    91..1504
079.6+05.8 |-12.4    .2    91..1504
079.9+06.4 |-12.9    .2    91..1504
081.2-14.9 |-12.04   .04   83...481
082.1+07.0 |-11.11   .02   CD 61   ,71..9003,SK 85
082.5+11.3 |-11.25   .02   76..9051,78...109,91..1504
083.5+12.7 | -9.98   .02   60...353,78...302
083.9-08.4 |-12.8    .2    91..1504
084.0+09.5 |-12.60   .10   90.00004, 91..1504
084.2+01.0 |-13.3    .4    91..1504
084.2-04.2 |-13.4    .2    91..1504
084.9+04.4 |-11.75   .02   83...481
084.9-03.4 |-10.12   .01   82...287
086.5-08.8 |-11.21   .01   63...352,76..9051
087.4-03.8 |-12.8    .4    91..1504
088.7+04.6 |-14.1    .3    91..1504
088.7-01.6 |-11.41   .01   63...352
089.0+00.3 |-10.90   .02   60...353,85..3094
089.3-02.2 |-11.9    .2    91..1504
089.8-00.6 |-12.1    .3    90.00004, 91..1504
089.8-05.1 |-11.37   .01   78...302
091.6-04.8 |-12.4    .2    91..1504
092.1+05.8 |-13.8    .4    91..1504
093.3-00.9 |-13.0    .4    91..1504
093.3-02.4 |-11.73   .01   83....46
093.4+05.4 |-10.86   .01   CD 61   ,83....46
093.5+01.4 |-12.88   .24   83....46
094.0+27.4 |-12.00   .04   83...481
094.5-00.8 |-14.4    .3    91..1504
095.1-02.0 |-12.96   .10   91..1504
095.2+00.7 |-13.07   .10   91..1504
095.2+07.8 |-12.82   .08   83...481
096.3+02.3 |-13.2    .2    91..1504
096.4+29.9 | -9.61   .02   60...353,83....46
097.5+03.1 |-12.40   .10   83....46
097.6-02.4 |-12.48   .03   78...109
098.1+02.4 |-12.97   .06   83....46
098.2+04.9 |-13.17   .18   83....46
100.0-08.7 |-11.16   .04   76..9051,78...109
100.6-05.4 |-11.17   .01   71..9003,78...109,78...302
101.8+08.7 |-12.00   .10   83...481
102.8-05.0 |-11.80   .12   83...481
102.9-02.3 |-12.6    .3    83...481
103.2+00.6 |-11.97   .04   83....46
103.7+00.4 |-12.3    .2    91..1504
104.1+01.0 |-13.6    .3    91..1504
104.1+07.9 |-11.80   .02   63...352
104.2-29.6 |-11.48   .03   83...481
104.4-01.6 |-12.6    .3    90.00004, 91..1504
104.8-06.7 |-12.01   .07   83....46
106.5-17.6 | -9.99   .01   60...353,71..9003,78...302
107.4-00.6 |-13.6    .3    91..1504
107.4-02.6 |-13.4    .2    91..1504
107.6-13.3 |-11.96   .03   83....46,91..1504
107.7-02.2 |-12.0    .2    91..1504
107.8+02.3 |-11.58   .01   63...352,85..3094
108.4-76.1 |-12.70   .10   91..1504
110.6-12.9 |-12.93   .09   83...481
111.2+07.0 |-13.2    .4    91..1504
111.8-02.8 |-10.98   .05   63...352,76...515,91..1504
112.5+03.7 |-14.3    .3    91..1504
112.5-00.1 |-13.4    .2    91..1504
112.9-10.2 |-11.74   .05   83...481
113.6-06.9 |-12.5    .4    91..1504
114.0-04.6 |-11.72   .12   83...481
116.2+08.5 |-12.16   .01   83...481
117.5+18.9 |-12.17   .03   78...302
118.0-08.6 |-11.54   .01   78...302
118.8-74.7 |-10.53   .05   78...302
119.3+00.3 |-12.70   .03   83....46
119.4+06.5 |-13.6    .3    90.00004
119.6-06.7 |-11.60   .02   76..9051,78...109
120.0+09.8 |-10.66   .05   55....57
121.6+03.5 |-14.7    .3    90.00004
121.6-00.0 |-11.8    .3    91..1504
122.1-04.9 |-12.37   .03   83...481
123.6+34.5 |-10.82   .01   60...353,76..9051
126.3+02.9 |-12.6    .2    91..1504
129.5+04.5 |-14.54         90.00004
130.2+01.3 |-11.49   .03   63...352,85..3094
130.3-11.7 |-11.94   .03   78...109
130.4+03.1 |-13.50         90.00004
130.9-10.5 |-10.68   .01   78...302
131.4-05.4 |-12.40   .07   83...481
131.5+02.6 |-12.61   .10   83...481
132.4+04.7 |-13.6    .2    91..1504
133.1-08.6 |-11.90   .02   78...109,83....46
136.1+04.9 |-12.43   .06   83...481
138.8+02.8 |-11.69   .01   63...352,76...515
141.7-07.8 |-12.9    .2    83...481
142.1+03.4 |-12.9    .2    91..1504
143.6+23.8 |-10.5    .4    91..1504
144.3-15.5 |-12.49   .03   83...481
144.5+06.5 |-11.28   .06   CD 61
146.7+07.6 |-11.89   .03   83....46,91..1504
147.4-02.3 |-12.14   .05   83....46
147.8+04.1 |-12.22   .02   83....46
148.4+57.0 |-10.42   .02   76..9051
151.4+00.5 |-13.1    .4    91..1504
153.7+22.8 |-12.31   .06   83...481
153.7-01.4 |-14.2    .3    91..1504
158.8+37.1 |-11.82   .07   83...481
158.9+17.8 |-10.85   .10   83...481
159.0-15.1 |-11.42   .01   60...353,78...109
