 162  1102+45
 163  1103+48
 164  1109+51
 165  1115+63
 166  1116+62
 167  1119+51
 168  1123+47
 169  1123+59
 170  1123+64
 171  1125+58
 172  1126+22
 173  1127+48
 174  1128+56
 175  1129+62
 176  1129+53
 177  1130+55
 178  1130+49
 179  1130+62
 180  1133+70
 181  1134+20
 182  1134+20
 183  1136+68
 184  1137+55
 185  1138+47
 186  1143+50
 187  1143+71
 188  1144+56
 189  1145+67
 190  1149+48
 191  1150+70
 192  1152+51
 193  1152+57
 194  1159+66
 195  1200+64
 196  1201+66
 197  1205+67
 198  1206+47
 199  1208+70
 200  1208+48
 201  1211+54
 202  1215+58
 203  1215+44
 204  1218+62
 205  1219+75
 206  1221+67
 207  1222+54
 208  1223+47
 209  1223+48
 210  1224+48
 211  1225+44
 212  1225+44
 213  1229+58
 214  1229+66
 215  1230+46
 216  1230+52
 217  1232+66
 218  1233+48
 219  1236+56
 220  1241+55
 221  1241+55
 222  1243+47
 223  1243+71
 224  1244+48
 225  1244+47
 226  1245+72
 227  1245+51
 228  1246+42
 229  1246+47
 230  1253+64
 231  1254+57
 232  1255+59
 233  1256+59
 234  1258+64
 235  1257+33
 236  1258+61
 237  1259+48
 238  1259+65
 239  1303+53
 240  1303+53
 241  1303+33
 242  1303+53
 243  1308+60
 244  1310+50
 245  1310+67
 246  1311+56
 247  1312+55
 248  1313+44
 249  1315+57
 250  1315+44
 251  1317+52
 252  1318+55
 253  1318+56
 254  1320+51
 255  1320+53
 256  1321+70
 257  1325+55
 258  1326+53
 259  1326+44
 260  1327+45
 261  1329+75
 262  1329+75
 263  1331+69
 264  1332+52
 265  1335+28
 266  1336+48
 267  1337+43
 268  1338+30
 269  1339+66
 270  1339+67
 271  1339+55
 272  1339+43
 273  1342+56
 274  1344+29
 275  1346+31
 276  1349+44
 277  1350+64
 278  1351+72
 279  1351+69
 280  1355+29
 281  1355+42
 282  1401+69
 283  1401+41
 284  1404+69
 285  1407+71
 286  1418+71
 287  1435+73
 288  1450+74
 289  1531+58
 290  1534+58
 291  1552+19
 292  1553+19
 293  1557+18
 294  1559+18
 295  1601+19
 296  1601+19
 297  1603+20
 298  1603+17
 299  1603+17
 300  1604+18
 301  1607+19
 302  1600+15
 303  2214+16
 304  2214+13
 305  2229+19
 306  2229+19
 307  2233+20
 308  2239+19
 309  2250+24
 310  2255+16
 311  2256+14
 312  2258+16
 313  2259+15
 314  2300+16
 315  2301+22
 316  2311+13
 317  2311+23
 318  2315+13
 319  2316+24
 320  2317+26
 321  2317+23
 322  2317+25
 323  2317+27
 324  2324+17
 325  2325+23
 326  2325+23
 327  2334+23
 328  2335+29
 329  2336+23
 330  2340+19
 331  2348+20
 332  2356+20
 333  2358+31
 334  0000+21
 335  0003+19
 336  0005+32
 337  0009+20
 338  0021+14
 339  0022+14
 340  0025+30
 341  0034+23
 342  0035+13
 343  0035+14
 344  0035+23
 345  0037+24
 346  0042+27
 347  0045+22
 348  0046+31
 349  0050+21
 350  0054+23
 351  0055+28
 352  0057+31
 353  0100+22
 354  0101+20
 355  0119+26
 356  0119+26
 357  0119+22
 358  0123+31
 359  0124+18
 360  0141+16
 361  0142+16
 362  0145+23
 363  0148+21
 364  0154+27
 365  0201+28
 366  0208+13
 367  0210+16
 368  0230+20
 369  0234+20
 370  0237+19
 371  0245-01
 372  0246+19
 373  0650+50
 374  0655+54
 375  0702+67
 376  0710+45
 377  0710+74
 378  0713+49
 379  0713+63
 380  0713+74
 381  0749+58
 382  0752+39
 383  0757+39
 384  0800+23
 385  0800+25
 386  0816+22
 387  0821+17
 388  0825+25
 389  0829+22
 390  0832+30
 391  0851+39
 392  0856+33
 393  09 5+60
 394  0916+26
 395  0918+33
 396  0921+35
 397  0921+18
 398  0921+17
 399  0923+35
 400  0923+19
 401  0927+29
 402  0932+30
 403  0937+21
 404  0939+32
 405  0940+32
 406  0941+29
 407  0944+39
 408  0945+33
 409  0946+32
 410  0950+37
 411  0954+33
 412  0955+32
 413  0956+31
 414  1010+35
 415  1025+40
 416  1040+20
 417  1046+23
 418  1050+34
 419  1055+24
 420  1100+38
 421  1101+38
 422  1108+28
 423  1124+35
 424  1127+37
 425  1131+64
 426  1138+35
 427  1140+36
 428  1141+37
 429  1143+35
 430  1148+55
 431  1148+35
 432  1155+28
 433  1156+54
 434  1156+35
 435  1209+40
 436  1211+37
 437  1213+41
 438  1220+22
 439  1222+39
 440  1225+36
 441  1242+41
 442  1244+35
 443  1245+33
 444  1246+34
 445  1246+40
 446  1247+33
 447  1255+24
 448  1259+30
 449  1309+36
 450  1312+35
 451  1322+36
 452  1322+36
 453  1323+33
 454  1324+26
 455  1328+31
 456  1330+37
 457  1330+39
 458  1332+40
 459  1332+34
 460  1342+40
 461  1345+34
 462  1349+40
 463  1353+18
 464  1353+38
 465  1359+37
 466  1359+37
 467  1410+34
 468  1413+41
 469  1416+34
 470  1420+37
 471  1420+33
 472  1426+36
 473  1430+57
 474  1433+48
 475  1437+37
 476  1436+41
 477  1439+53
 478  1440+35
 479  1452+18
 480  1504+42
 481  1526+55
 482  1526+55
 483  1528+34
 484  1529+54
 485  1530+51
 486  1535+54
 487  1535+55
 488  1359+52
 488  1538+35
 489  1542+41
 490  1544+46
 491  1549+43
 492  1556+26
 493  1557+35
 494  1558+30
 495  16 2+26
 496  1610+52
 497  1615+52
 498  1617+52
 499  1647+48
 500  1647+48
 501  1652+39
 502  1653+64
 503  1655+63
 504  1659+29
 505  1719+39
 506  1720+30
 507  1748+68
 508  2039-05
 509  2041-10
 510  2106-02
 511  21 7-01
 512  2109-01
 513  2116+02
 514  2117+02
 515  2120-07
 516  2153+07
 517  2154+06
 518  2156+11
 519  2156+10
 520  2158+10
 521  2254+08
 522  2257+16
 523  2258+07
 524  2258+09
 525  23 1+01
 526  2310+10
 527  2310+06
 528  2311+12
 529  2311-03
 530  2316-00
 531  2321+09
 532  2324+11
 533  2325+08
 534  2326+03
 535  2329+25
 536  2329+02
 537  2331+04
 538  2333+01
 539  2341+02
 540  2344-00
 541  2353+07
 542  2354-02
 543  2359+03
 544  0002-01
 545  0007+25
 546  0012-01
 547  0017+00
 548  0018+06
 549  0019-01
 550  0024+01
 551  0026+30
 552  0028+08
 553  0033+02
 554  0036+03
 555  0043-01
 556  0046+04
 557  0046-02
 558  0049-02
 559  0056+06
 560  0103-00
 561  0105+20
 562  0109-00
 563  0109-01
 564  0111+07
 565  0113+04
 566  0116+04
 567  0116+04
 568  0119+08
 569  0120+01
 570  0124-01
 571  0133+00
 572  0141+11
 573  0141+02
 574  0142+11
 575  0145+12
 576  0146+05
 577  0146+12
 578  0149+07
 579  0149+07
 580  0150+06
 581  0150+06
 582  0155+02
 583  0156+09
 584  0157+02
 585  0200+02
 586  0205+02
 587  0208+05
 588  0208+03
 589  0211+03
 590  0212-00
 591  0214+01
 592  0217-00
 593  0223+11
 594  0231+07
 595  0238+06
 596  0240+07
 597  0243+15
 598  0243+07
 599  0245+02
 600  0248+04
 601  0254-02
 602  0257+02
 603  0306-03
 604  0310-05
 605  0313-03
 606  0317+03
 607  0322-03
 608  0322-03
 609  0322-06
 610  0323-06
 611  0323-00
 612  0328-03
 613  0333-04
 614  0408-07
 615  0422-00
 616  0428+00
 617  0431-08
 618  0433-10
 619  0627+57
 620  0645+60
 621  0804+15
 622  0804+39
 623  0813+26
 624  0821+25
 625  0835+19
 626  0842+37
 627  0843+36
 628  0847+29
 629  1014+15
 630  1020+18
 631  1027+16
 632  1041+16
 633  1054+37
 634  1055+20
 635  1120+30
 636  1133+16
 637  1136+21
 638  1138+38
 639  1140+24
 640  1144+21
 641  1149+35
 642  1149+23
 643  1153+17
 644  1154+23
 645  1201+23
 646  1203+35
 647  1203+21
 648  1204+24
 649  1234+26
 650  1235+27
 651  1236+28
 652  1236+28
 653  1237+35
 654  1240+34
 655  1241+29
 656  1243+27
 657  1246+27
 658  1312+24
 659  1320+21
 660  1326+22
 661  1329+27
 662  1351+23
 663  1352+33
 664  1353+26
 665  1359+34
 666  1401+33
 667  1402+21
 668  1404+28
 669  1409+39
 670  1412+26
 671  1413+34
 672  1413+49
 673  1415+27
 674  1416+22
 675  1417+36
 676  1417+40
 677  1417+36
 678  1419+23
 679  1421+33
 680  1423+28
 681  1424+23
 682  1426+27
 683  1427+23
 684  1428+28
 685  1428+27
 686  1435+36
 687  1436+21
 688  1514+19
 689  1534+30
 690  1544+18
 691  1544+18
 692  1551+23
 693  1551+23
 694  1559+16
 695  1600+16
 696  1602+28
 697  1610+29
 698  1622+52
 699  1622+41
 700  1701+31
 701  0646+77
 702  0842+16
 703  0856+06
 704  0915+16
 705  0923+12
 706  0931+11
 707  0934+01
 708  0939+04
 709  0946+17
 710  0952+09
 711  0952+13
 712  0953+15
 713  0958+04
 714  1001+06
 715  1002+15
 716  1007+23
 717  1007+24
 718  1009+05
 719  1013+05
 720  1015+07
 721  1020+11
 722  1029+12
 723  1034+23
 724  1038+21
 725  1039+21
 726  1043+27
 727  1046+26
 728  1058+11
 729  1107+13
 730  1110+25
 731  1110+09
 732  1111+09
 733  1115+22
 734  1119+12
 735  1124+20
 736  1125+29
 737  1132+31
 738  1133+28
 739  1133+21
 740  1134+14
 741  1134+26
 742  1134+15
 743  1135+12
 744  1137+32
 745  1137+17
 746  1138+32
 747  1139+16
 748  1145+31
 749  1146+15
 750  1147+15
 751  1149+15
 752  1150+02
 753  1153+13
 754  1154+04
 755  1156+02
 756  1158+14
 757  1202+31
 758  1208+18
 759  1208+16
 760  1208+12
 761  1209+29
 762  1210+17
 763  1211+27
 764  1213+12
 765  1214+28
 766  1215+30
 767  1215+20
 768  1216+12
 769  1222+16
 770  1226+31
 771  1229+20
 772  1230+09
 773  1230+32
 774  1232+26
 775  1234+28
 776  1234+28
 777  1235+14
 778  1236+00
 779  1237+12
 780  1239+26
 781  1251+09
 782  1258+14
 783  1300+16
 784  1304+13
 785  1313+30
 786  1314+12
 787  1320+12
 788  1322+16
 789  1329+11
 790  1329+14
 791  1330+10
 792  1339+15
 793  1340+22
 794  1342+22
 795  1343+23
 796  1344+14
 797  1353+12
 798  1358+09
 799  1359+59
 800  1359+10
 801  1359+16
 802  1401+15
 803  1402+12
 804  1403+13
 805  1407+16
 806  1408+48
 807  1413+59
 808  1416+17
 809  1420+13
 810  1421+60
 811  1422+54
 812  1422+57
 813  1425+20
 814  1428+29
 815  1430+52
 816  1431+52
 817  1434+59
 818  1437+47
 819  1437+13
 820  1437+31
 821  1438+16
 822  1443+16
 823  1445+15
 824  1446+21
 825  1448+50
 826  1448+52
 827  1448+42
 828  1448+42
 829  1448+35
 830  1449+58
 831  1453+55
 832  1454+64
 833  1455+35
 834  1456+45
 835  1457+13
 836  1457+61
 837  1459+16
 838  1459+15
 839  1500+83
 840  1502+14
 841  1501+10
 842  1503+12
 843  1504+56
 844  1504+43
 845  1506+51
 846  1507+52
 847  1512+58
 848  1516+42
 849  1517+28
 850  1520+31
 851  1519+06
 852  1521+12
 853  1521+12
 854  1524+43
 855  1525+15
 856  1528+14
 857  1529+41
 858  1532+14
 859  1534+49
 860  1537+25
 861  1547+12
 862  1550+12
 863  1554+09
 864  1556+25
 865  1556+58
 866  1558+59
 867  1600+26
 868  1602+10
 869  1603+65
 870  1604+10
 871  1606+12
 872  1606+19
 873  1608+18
 874  1610+60
 875  1611+58
 876  1613+65
 877  1617+17
 878  1619+36
 879  1620+38
 880  1621+40
 881  1624+40
 882  1625+39
 883  1627+24
 884  1629+20
 885  1629+67
 886  1633+17
 887  1638+39
 888  1642+20
 889  1652+57
 890  1655+63
 891  1657+57
 892  1705+60
 893  1714+60
 894  1716+30
 895  1748+23
 896  2043-02
 897  2105+03
 898  2109+11
 899  2126-11
 900  2127+02
 901  2143+16
 902  2152-01
 903  2201+35
 904  2201-00
 905  2207+39
 906  2215+35
 907  2216+40
 908  2220+37
 909  2221+40
 910  2221-04
 911  2221+03
 912  2225-03
 913  2231+23
 914  2232+40
 915  2234-12
 916  2237+35
 917  2238+31
 918  2239+35
 919  2241+24
 920  2243+33
 921  2246+31
 922  2251+31
 923  2254+04
 924  2256+35
 925  2301+41
 926  2302-08
 927  2310+30
 928  2315-04
 929  2320+32
 930  2329+28
 931  2330-02
 932  2335+01
 933  2339-03
 934  2358+12
 935  2359+12
 936  0001-12
 937  0007-04
 938  0008-12
 939  0011+47
 940  0011+33
 941  0012+34
 942  0013+00
 943  0014-10
 944  0021-04
 945  0023-03
 946  0024-02
 947  0024-02
 948  0025+06
 949  0026-11
 950  0027+32
 951  0027-10
 952  0028-00
 953  0034+35
 954  0034-09
 955  0035+00
 956  0037-07
 957  0039+40
 958  0040+33
 959  0040+39
 960  0046-12
 961  0048+33
 962  0052+05
 963  0053-10
 964  0053-03
 965  0054-04
 966  0055-05
 967  0056+35
 968  0058-09
 969  0100-13
 970  0100-03
 971  0101+35
 972  0103-06
 973  0105-04
 974  0107-06
 975  0111+13
 976  0113+32
 977  0113+38
 978  0114+03
 979  0115+11
 980  0116+34
 981  0116-01
 982  0116+12
 983  0116+12
 984  0116+12
 985  0117+37
 986  0119-10
 987  0119+34
 988  0120+34
 989  0120-07
 990  0121+34
 991  0121+31
 992  0121+31
 993  0122+31
 994  0124-08
 995  0124-08
 996  0125-06
 997  0126+10
 998  0130-02
 999  0130-12
1000  0130-12
1001  0131+11
1002  0134+05
1003  0137+06
1004  0137-05
1005  0138-04
1006  0143+34
1007  0146+10
1008  0147+33
1009  0147+35
1010  0152+35
1011  0153+36
1012  0154-05
1013  0157-07
1014  0157+00
1015  0158-01
1016  0159-01
1017  0200-02
1018  0203-00
1019  0206-08
1020  0206-08
1021  0206-10
1022  0207-10
1023  0207-08
1024  0207-07
1025  0207-09
1026  0207-10
1027  0211+04
1028  0214+31
1029  0214+05
1030  0214+29
1031  0216-03
1032  0217+32
1033  0219-10
1034  0220+31
1035  0221+33
1036  0221-04
1037  0223+36
1038  0223+00
1039  0225-10
1040  0225+31
1041  0225+35
1042  0225-10
1043  0227-03
1044  0227-09
1045  0229-00
1046  0229+30
1047  0230+00
1048  0232-09
1049  0233-14
1050  0234+34
1051  0237+35
1052  0242+00
1053  0243-08
1054  0244+15
1055  0245-09
1056  0246+35
1057  0246+33
1058  0246+34
1059  0247-09
1060  0249+43
1061  0249+36
1062  0251-08
1063  0252-10
1064  0255-10
1065  0256-04
1066  0256+36
1067  0258+42
1068  0259+02
1069  0305-14
1070  0309-00
1071  0309-10
1072  0310+41
1073  0311+41
1074  0314-00
1075  0316-06
1076  0317+00
1077  0325+39
1078  0338-03
1079  0401-11
1080  0401-02
1081  0402+04
1082  0427+00
1083  0436+00
1084  0441+08
1085  0443-12
1086  0445-01
1087  0447+03
1088  0452+03
1089  0459-04
1090  0459-04
1091  0459-14
1092  0501-10
1093  0505-08
1094  0508-02
1095  0513-00
1096  1523+67
1097  1524+71
1098  1527+30
1099  1547+69
1100  1550+41
1101  1554+42
1102  1555+41
1103  1555+41
1104  1604+41
1105  1612+12
1106  1614+18
1107  1644+36
1108  1648+28
1109  1651+63
1110  1651+69
1111  1653+26
1112  1655+28
1113  1655+28
1114  1658+32
1115  1701+33
1116  1736+86
1117  1738+39
1118  1749+24
1119  1750+37
1120  1754+40
1121  1809+31
1122  1825+42
1123  2205+44
1124  2228-14
1125  2247+19
1126  2258-13
1127  2259+26
1128  2300+38
1129  2304+09
1130  2308-00
1131  2325-02
1132  2335+31
1133  2341+27
1134  2344+29
1135  2348+28
1136  2348+35
1137  2357+26
1138  0012+08
1139  0013+21
1140  0013+24
1141  0015+22
1142  0018+21
1143  0039+02
1144  0040+02
1145  0041+02
1146  0044+14
1147  0045+10
1148  0049+17
1149  0053-14
1150  0059+34
1151  0105-13
1152  0111-15
1153  0120-00
1154  0122-01
1155  0123+33
1156  0129+32
1157  0130+35
1158  0132+34
1159  0132+32
1160  0135+34
1161  0135-09
1162  0135+29
1163  0137+30
1164  0138+32
1165  0140+27
1166  0146+12
1167  0153+31
1168  0154+03
1169  0155+02
1170  0155+37
1171  0158+31
1172  0203-08
1173  0205+20
1174  0205+01
1175  0210+31
1176  0224+41
1177  0224-13
1178  0224-13
1179  0230+27
1180  0233+33
1181  0236+03
1182  0237+16
1183  0239+28
1184  0243-05
1185  0244+15
1186  0245+15
1187  0245+13
1188  0301-01
1189  0302-02
1190  0304-02
1191  0340-06
1192  0353-09
1193  0404-10
1194  0509+05
1195  0640+78
1196  0659+39
1197  0702+28
1198  0708+25
1199  0720+33
1200  0721+27
1201  0722+30
1202  0742+28
1203  0744+28
1204  0746+29
1205  0752+16
1206  0754+14
1207  0759+09
1208  0801+08
1209  0801+10
1210  0801+05
1211  0803+07
1212  0804+27
1213  0811-00
1214  0821+14
1215  0825+23
1216  0826-06
1217  0827-04
1218  0835+25
1219  0850-04
1220  0851+17
1221  0900+18
1222  0900+20
1223  0901+17
1224  0901+14
1225  0906+15
1226  0906+19
1227  0911+18
1228  0912+19
1229  0913+21
1230  0914+25
1231  0917-10
1232  0917+01
1233  0931+00
1234  0936-09
1235  0939-08
1236  0947+00
1237  0947+44
1238  0948-01
1239  0949-01
1240  0952+11
1241  0953+11
1242  0955+13
1243  0957+13
1244  0957-05
1245  1004-07
1246  1006+77
1247  1007+16
1248  1009+78
1249  1010-07
1250  1011+77
1251  1014-09
1252  1014-07
1253  1017-03
1254  1017-08
1255  1022+79
1256  1022-03
1257  1022-07
1258  1035-07
1259  1036-06
1260  1036+05
1261  1041-01
1262  1043+11
1263  1046+12
1264  1046+07
1265  1046+23
1266  1049+05
1267  1050+04
1268  1052+39
1269  1052+40
1270  1053-09
1271  1053+06
1272  1055+15
1273  1056-09
1274  1056+06
1275  1057+10
1276  1058+10
1277  1101-01
1278  11 1+39
1279  1102+35
1280  1103-05
1281  1104+77
1282  1104+21
1283  1105+28
1284  1106+00
1285  1108+22
1286  1115+78
1287  1110-10
1288  1115+23
1289  1116+36
1290  1117-05
1290  1117-05
1291  1121-08
1292  1121-07
1293  1122+20
1294  1123-05
1295  1111+08
1296  1126+21
1297  1126+20
1298  1126-04
1299  1131-07
1300  1131+24
1301  1133+35
1302  1136+03
1303  1137-00
1304  1139+00
1305  1140-08
1306  1142-09
1307  1150-02
1308  1151+00
1309  1155-09
1310  1158-03
1311  1207-01
1312  1209+20
1313  1209+00
1314  1211-09
1315  1212+20
1316  1213+20
1317  1215+18
1318  1216+04
1319  1216+18
1320  1216-01
1321  1216+05
1322  1221-01
1323  1221+03
1324  1223+05
1325  1223+09
1326  1224+08
1327  1224-08
1328  1229+15
1329  1234+07
1330  1237-05
1331  1238-09
1332  1239-03
1333  1239-06
1334  1243-06
1335  1244+26
1336  1246-09
1337  1249-09
1338  1250+25
1339  1251+05
1340  1254+06
1341  1258+00
1342  1258-05
1343  1306+07
1344  1306-05
1345  1317+20
1346  1319+38
1347  1320+08
1348  1322+76
1349  1327+12
1350  1328+12
1351  1329+03
1352  1330+13
1353  1330+07
1354  1330+09
1355  1330+09
1356  1332+10
1357  1338-03
1358  1341+05
1359  1342+20
1360  1344+11
1361  1344+11
1362  1347+23
1363  1351-07
1364  1351-01
1365  1352+15
1366  1352+06
1367  1357+04
1368  1400+07
1369  1402+36
1370  1405+07
1371  1406+15
1372  1406+14
1373  1407-03
1374  1408+01
1375  1409+32
1376  1410-02
1377  1412+13
1378  1412+66
1379  1415-07
1380  1418+30
1381  1418+05
1382  1425-01
1383  1426+01
1384  1430+06
1385  1437-05
1386  1437+41
1387  1441+16
1388  1448+22
1389  1449+79
1390  1458+00
1391  1458+17
1392  1503+03
1393  1506-00
1394  1507-07
1395  1508+04
1396  1511+04
1397  1514+24
1398  1515+69
1399  1523+33
1400  0217+07
1401  0246-00
1402  0251+02
1403  0300-01
1404  0310-07
1405  0340+39
1406  0725+55
1407  0728+31
1408  0731+56
1409  0741+53
1410  0743+55
1411  0750+58
1412  0755+55
1413  0758+73
1414  0848-02
1415  0910+52
1416  0917+52
1417  0923+58
1418  0937+48
1419  0938+03
1420  0938+48
1421  0938+61
1422  0939+12
1423  0939+59
1424  0942+57
1425  0944+54
1426  0946+48
1427  0951+42
1428  1002+44
1429  1012+64
1430  1018+65
1431  1020+61
1432  1023+47
1433  1030+52
1434  1030+58
1435  1033+55
1436  1039+62
1437  1043+12
1438  1045+13
1439  1045+13
1440  1046+23
1441  1047+59
1442  1048+59
1443  1113+41
1444  1114+51
1445  1114+51
1446  1124+54
1447  1127+49
1448  1132+50
1449  1133+21
1450  1135+58
1451  1140+53
1452  1141+55
1453  1142+31
1454  1142+21
1455  1142+55
1456  1144+52
1457  1144+52
1458  1145+52
1459  1145+22
1460  1148+48
1461  1148+21
1462  1148+21
1463  1148+21
1464  1153+43
1465  1200+51
1466  1205+03
1467  1211+42
1468  1213+59
1469  1213+51
1470  1214+44
1471  1216+46
1472  1219+53
1473  1221+60
1474  1224+43
1475  1226+44
1476  1249+60
1477  1314+41
1478  1323+59
1479  1332+51
1480  1340+52
1481  1341+52
1482  1342+15
1483  1344+39
1484  1346+41
1485  1351+40
1486  1358+57
1487  1359+45
1489  1405+60
1490  1417+49
1491  1437+03
1492  1448+60
1493  1451+60
1494  1459+10
1495  1506+57
1496  1552+16
1497  1625+49
1498  1626+51
1499  1634+52
1500  1640+51
1501  0008+10
1502  0051+12
1503  0119-01
1504  0252-00
1505  0316+41
1506  0430+05
1507  1137+28
1508  1356+37
1509  1415+25
1510  1415+26
1511  1528+07
1512  1532+15
1513  2130+09
1514  2300+08
1515  2340+28
