ID,RA2PI,DEC2PI,VMAG,SIZED,TYPE
NGC1118,0.741670393,-0.212299911,13.2,0.036666667,Gxy
NGC1115,0.743612072,0.231551862,14.7,0.011666667,Gxy
NGC1116,0.744368382,0.232739656,14.3,0.023333333,Gxy
NGC1121,0.744608364,-0.030266918,12.9,0.015,Gxy
NGC1106,0.744710175,0.727317484,12.3,0.021666667,Gxy
NGC1135,0.745197413,-0.958699662,14.8,0.011666667,Gxy
NGC1136,0.745662834,-0.959514149,13,0.023333333,Gxy
IC260,0.746193705,0.81951935,13.2,0.016666667,Gxy
NGC1117,0.74706637,0.230252562,13.9,0.008333333,Gxy
IC1848,0.747437252,1.054324312,6.5,0.3,OCL
NGC1124,0.748746249,-0.448573858,14,0.016666667,Gxy
NGC1125,0.749058954,-0.290611865,12.6,0.03,Gxy
IC262,0.749269848,0.74749543,13.2,0.026666667,Gxy
IC1851,0.749466197,1.017779057,6.5,0,*
IC1862,0.750404312,-0.581892773,13.3,0.05,Gxy
NGC1126,0.751851481,-0.022626254,14.6,0.013333333,Gxy
NGC1133,0.753560449,-0.153666544,14,0.015,Gxy
NGC1139,0.753887698,-0.253576948,14.6,0.02,Gxy
NGC1123,0.754214947,0.736621059,12.1,0.03,Gxy
NGC1127,0.754258581,0.231377329,14.7,0.011666667,Gxy
NGC1132,0.754258581,-0.022243252,12.3,0.041666667,Gxy
IC1861,0.755363956,0.444889274,13.3,0.02,Gxy
IC1864,0.75772015,-0.596868667,11.6,0.02,Gxy
NGC1134,0.757843778,0.227149754,12.2,0.041666667,Gxy
IC267,0.758498276,0.224260264,13,0.026666667,Gxy
NGC1137,0.759414574,0.051695683,12.4,0.036666667,Gxy
NGC1130,0.760999915,0.726163628,15.1,0.008333333,Gxy
NGC1129,0.761203537,0.725703055,12.4,0.048333333,Gxy
NGC1145,0.761647141,-0.325256651,12.4,0.053333333,Gxy
NGC1140,0.761654413,-0.175022587,12.5,0.03,Gxy
NGC1131,0.761690774,0.725344293,14.6,0.006666667,Gxy
IC265,0.762410723,0.727031444,14.6,0.011666667,Gxy
IC1863,0.762905233,0.153327175,14.7,0.006666667,Gxy
IC1866,0.763065221,-0.273192509,14,0.018333333,Gxy
IC266,0.763923341,0.737644016,14.8,0.011666667,Gxy
NGC1147,0.764250591,-0.15916918,99,0,NF
NGC1141,0.764286952,-0.003107656,13.1,0.015,Gxy
NGC1142,0.764468757,-0.003209467,13,0.015,Gxy
IC1865,0.765035989,0.154078636,13.9,0.025,Gxy
IC269,0.76550141,-0.2455048,14.4,0.018333333,Gxy
IC268,0.765537771,-0.246149602,14.6,0.016666667,Gxy
IC270,0.76678859,-0.247967653,12.9,0.028333333,Gxy
IC1867,0.767377639,0.162528938,14.1,0.025,Gxy
IC271,0.767901238,-0.209584954,13.8,0.015,Gxy
IC1868,0.768366659,0.163702188,15.1,0.006666667,Gxy
IC272,0.76840302,-0.247608891,14.1,0.016666667,Gxy
NGC1138,0.770584681,0.751315762,12.8,0.018333333,Gxy
NGC1150,0.772402733,-0.262647812,14.1,0.015,Gxy
NGC1148,0.772620899,-0.134138249,14.9,0.023333333,Gxy
NGC1151,0.772642715,-0.262032098,15,0.006666667,Gxy
IC273,0.77308632,0.048452279,13.4,0.025,Gxy
NGC1158,0.773137225,-0.251240146,14.8,0.015,Gxy
IC1871,0.773886263,1.058930042,99,0,Nb
NGC1149,0.774038979,-0.005391128,14,0.01,Gxy
NGC1152,0.774751655,-0.135432702,13.5,0.015,Gxy
NGC1146,0.775289798,0.810138206,99,0,*2
NGC1128,0.775326159,0.105185176,14.5,0.008333333,Gxy
IC1870,0.776198824,-0.04095706,13.2,0.046666667,Gxy
NGC1157,0.777151483,-0.263859846,14.8,0.01,Gxy
NGC1154,0.777224205,-0.180879136,13.2,0.016666667,Gxy
NGC1153,0.777413282,0.058677,12.4,0.02,Gxy
IC1869,0.777522365,0.101869051,14.4,0.01,Gxy
NGC1155,0.777616904,-0.180646426,13.4,0.016666667,Gxy
IC276,0.779653121,-0.27407487,13.1,0.033333333,Gxy
NGC1165,0.780140359,-0.560240994,12.7,0.041666667,Gxy
NGC1162,0.78073668,-0.216391738,12.5,0.023333333,Gxy
NGC1156,0.784096439,0.440472622,11.7,0.043333333,Gxy
IC277,0.784707304,0.048365013,13.1,0.021666667,Gxy
IC274,0.785834496,0.771726418,99,0,NF
NGC1163,0.786998049,-0.299372448,13.8,0.036666667,Gxy
NGC1166,0.787936163,0.206695465,14,0.016666667,Gxy
NGC1159,0.788772467,0.753332587,13.5,0.008333333,Gxy
NGC1168,0.7888161,0.205464038,14.2,0.018333333,Gxy
IC275,0.789659676,0.77406322,15.6,0.003333333,Gxy
IC279,0.790648696,0.282903327,14.5,0.006666667,Gxy
NGC1160,0.790721418,0.784622462,12.8,0.025,Gxy
NGC1161,0.790786867,0.783609201,11,0.046666667,Gxy
IC278,0.791972237,0.659147833,13.2,0.018333333,Gxy
NGC1172,0.79237948,-0.258948683,11.9,0.038333333,Gxy
NGC1167,0.792837629,0.614457708,12.4,0.055,Gxy
NGC1181,0.79287399,-0.262720534,15.4,0.013333333,Gxy
NGC1180,0.793470311,-0.262327835,14.9,0.01,Gxy
NGC1164,0.794110265,0.743258158,13.1,0.021666667,Gxy
NGC1170,0.796073761,0.47250911,99,0,NF
NGC1187,0.796859159,-0.399108319,10.8,0.07,Gxy
NGC1179,0.796924609,-0.329828444,12,0.078333333,Gxy
NGC1185,0.798429955,-0.15940189,13.7,0.02,Gxy
IC280,0.798706299,0.739302079,99,0,*Grp
IC1877,0.799186264,-0.881590046,15.4,0.013333333,Gxy
NGC1189,0.800248006,-0.272673759,13.8,0.028333333,Gxy
NGC1190,0.800378906,-0.273357346,14.2,0.015,Gxy
NGC1182,0.800553439,-0.168783035,13.9,0.015,Gxy
NGC1191,0.800727972,-0.273764589,14.4,0.01,Gxy
NGC1195,0.800866144,-0.210123098,14.5,0.01,Gxy
NGC1192,0.801004316,-0.273648234,14.8,0.011666667,Gxy
NGC1169,0.80101886,0.809595214,11.3,0.066666667,Gxy
NGC1196,0.801047949,-0.210763052,13.2,0.023333333,Gxy
NGC1199,0.80128066,-0.272504074,11.4,0.038333333,Gxy
NGC1188,0.80164427,-0.270259387,13.8,0.016666667,Gxy
IC1878,0.80164427,-0.909345629,14.6,0.006666667,Gxy
NGC1194,0.802058786,-0.019256799,12.9,0.03,Gxy
IC283,0.802160596,-0.003568229,14.9,0.011666667,Gxy
IC1879,0.802306041,-0.909626821,15.1,0.02,Gxy
IC1873,0.802327857,0.167794015,14.3,0.018333333,Gxy
NGC1200,0.802451485,-0.209289218,12,0.048333333,Gxy
IC1875,0.802604201,-0.688372401,12.5,0.023333333,Gxy
NGC1173,0.802684195,0.739733563,99,0,NF
NGC1171,0.802771462,0.75743411,12.3,0.031666667,Gxy
IC285,0.803302333,-0.20970131,14.2,0.018333333,Gxy
NGC1201,0.80342596,-0.454987943,10.7,0.06,Gxy
NGC1175,0.805200378,0.738977253,12.9,0.031666667,Gxy
IC1876,0.805200378,-0.479267413,14.1,0.018333333,Gxy
NGC1176,0.805382183,0.739912944,99,0,*
IC1872,0.805389456,0.747165757,16,0,*4
NGC1177,0.805556716,0.739369953,14.6,0.006666667,Gxy
NGC1178,0.805665799,0.738521529,13.8,0,*
NGC1204,0.805753066,-0.215402719,13.3,0.02,Gxy
NGC1183,0.806203943,0.739486308,13.9,0,*
IC286,0.806298481,-0.11318945,99,0,NF
IC287,0.807054791,-0.210661241,14.7,0.013333333,Gxy
NGC1202,0.807389312,-0.113305805,14.2,0.01,Gxy
NGC1203,0.808232888,-0.250992891,13.8,0.011666667,Gxy
NGC1186,0.80946189,0.747621481,11.4,0.053333333,Gxy
NGC1193,0.811214492,0.7746353,12.6,0.05,OCL
NGC1209,0.811788996,-0.272465289,11.5,0.036666667,Gxy
NGC1217,0.812014434,-0.681303818,12.1,0.03,Gxy
NGC1206,0.812283506,-0.154161054,14.5,0.008333333,Gxy
IC284,0.81229805,0.739525093,11.5,0.063333333,Gxy
NGC1208,0.81242895,-0.166518955,12.3,0.031666667,Gxy
NGC1198,0.812545305,0.730400899,12.5,0.023333333,Gxy
NGC1197,0.812603483,0.769011461,99,0,NF
IC1874,0.813170715,0.62858033,13.7,0.016666667,Gxy
IC1880,0.813643408,-0.169830232,13,0.026666667,Gxy
NGC1231,0.813708858,-0.27173322,14.2,0.013333333,Gxy
NGC1244,0.813832486,-1.165458152,12.8,0.031666667,Gxy
IC1885,0.814508801,-0.573587914,14.1,0.023333333,Gxy
NGC1210,0.814872411,-0.448835658,12.7,0.016666667,Gxy
NGC1211,0.815388738,-0.013860823,12.3,0.035,Gxy
NGC1214,0.815650537,-0.166577133,14,0.021666667,Gxy
NGC1246,0.816108686,-1.168294312,12.9,0.021666667,Gxy
NGC1215,0.816639557,-0.167425557,14.1,0.03,Gxy
NGC1216,0.817286783,-0.167769774,14.8,0.013333333,Gxy
IC291,0.817875832,-0.219683623,13.7,0.023333333,Gxy
IC288,0.818326709,0.739806285,14.2,0.016666667,Gxy
IC1882,0.819541167,0.05492939,14,0.015,Gxy
IC1896,0.819788422,-0.946210861,15,0.011666667,Gxy
IC1886,0.820537459,-0.076794487,13.9,0.016666667,Gxy
NGC1229,0.821090147,-0.400737293,14.1,0.023333333,Gxy
NGC1228,0.821155596,-0.400073098,13.3,0.026666667,Gxy
NGC1207,0.821424668,0.669896152,12.7,0.038333333,Gxy
NGC1221,0.821439212,-0.074346178,13.5,0.02,Gxy
NGC1230,0.821490118,-0.401144536,14.4,0.01,Gxy
NGC1223,0.821751917,-0.07223239,13.4,0.02,Gxy
NGC1218,0.822202794,0.071757273,12.6,0.021666667,Gxy
IC1892,0.822282788,-0.402395355,12.9,0.031666667,Gxy
NGC1219,0.822348238,0.03679251,13,0.016666667,Gxy
NGC1225,0.823744502,-0.071587588,14,0.016666667,Gxy
NGC1222,0.824442633,-0.051584176,12.5,0.018333333,Gxy
NGC1213,0.825926163,0.674555211,14.4,0.03,Gxy
IC1895,0.82730061,-0.440753814,13.3,0.025,Gxy
NGC1234,0.827504232,-0.136935624,14.2,0.03,Gxy
NGC1212,0.827744214,0.713718461,14.6,0.016666667,Gxy
IC290,0.827780575,0.715148661,14.8,0.018333333,Gxy
NGC1232,0.827962381,-0.359174216,9.9,0.123333333,Gxy
IC1890,0.828915039,0.335253509,14.6,0.011666667,Gxy
NGC1249,0.829111389,-0.930890749,11.8,0.078333333,Gxy
NGC1237,0.829678621,-0.151703049,99,0,*2
IC1891,0.829904059,0.342200889,15.2,0.005,Gxy
IC292,0.829969509,0.711498014,13.5,0.02,Gxy
IC1893,0.830231309,0.34238027,15.7,0.003333333,Gxy
IC289,0.830427658,1.070192264,13.2,0.013333333,PN
IC1898,0.830514925,-0.391021626,12.7,0.06,Gxy
IC1894,0.830878535,0.342210585,14.6,0.008333333,Gxy
NGC1252,0.832231165,-1.008073087,99,0.133333333,*Grp
IC1897,0.832369337,-0.188417989,14.1,0.008333333,Gxy
NGC1238,0.832856575,-0.187579261,13.3,0.026666667,Gxy
NGC1239,0.832936569,-0.044549529,13.6,0.02,Gxy
IC293,0.833111102,0.717989669,14.3,0.01,Gxy
IC299,0.833576523,-0.228798121,14.8,0.006666667,Gxy
IC294,0.833620156,0.708981831,13.9,0.035,Gxy
IC295,0.833620156,0.708981831,13.9,0.035,Gxy
NGC832,0.833787417,0.617608997,12.9,0.026666667,Gxy
NGC1227,0.83396195,0.616542406,14.2,0.016666667,Gxy
NGC1224,0.834376466,0.721926356,14,0.016666667,Gxy
NGC1241,0.83445646,-0.155722154,12,0.056666667,Gxy
IC298,0.834725531,0.022965624,14.6,0.013333333,Gxy
NGC1242,0.834798253,-0.155387633,13.7,0.02,Gxy
NGC1243,0.835241858,-0.15612455,99,0,*2
NGC1236,0.835423663,0.1886507,14.8,0.015,Gxy
NGC1220,0.836347233,0.931099219,11.8,0.033333333,OCL
IC1899,0.838703428,-0.441655567,13.4,0.018333333,Gxy
NGC1247,0.838797966,-0.182929898,12.5,0.056666667,Gxy
NGC1261,0.838870688,-0.963707787,8.3,0.113333333,GCL
NGC1233,0.840165141,0.686248917,13.2,0.03,Gxy
IC303,0.840725101,-0.204019293,15.2,0.006666667,Gxy
NGC1248,0.841277788,-0.091188605,12.5,0.02,Gxy
IC302,0.841488682,0.082141982,12.8,0.03,Gxy
IC306,0.842135908,-0.204479866,14.8,0.008333333,Gxy
IC1903,0.843037662,-0.882753599,15,0.013333333,Gxy
IC297,0.84345945,0.735632039,99,0,*2
NGC1240,0.844055771,0.532456322,99,0,*4
NGC1255,0.84444847,-0.448976254,10.9,0.07,Gxy
IC307,0.845408401,-0.004208183,13.3,0.028333333,Gxy
NGC1256,0.846346515,-0.383734877,13.6,0.018333333,Gxy
NGC1258,0.846877386,-0.380035748,13.2,0.021666667,Gxy
NGC1251,0.847146458,0.025428478,99,0,*2
NGC1253,0.84715373,-0.049271614,11.7,0.088333333,Gxy
IC300,0.847633696,0.740281402,15,0.005,Gxy
NGC1254,0.848215472,0.046736039,14.1,0.013333333,Gxy
NGC1245,0.84949538,0.824469298,8.4,0.166666667,OCL
IC301,0.849953529,0.73693134,13.2,0.013333333,Gxy
IC1904,0.85091346,-0.535961524,13.4,0.023333333,Gxy
IC304,0.850949821,0.661164658,13.8,0.018333333,Gxy
IC305,0.851117082,0.660791351,14.1,0.013333333,Gxy
IC1908,0.851218893,-0.956774952,14,0.021666667,Gxy
NGC1250,0.852375173,0.721790608,12.9,0.035,Gxy
NGC1262,0.853291471,-0.277158285,14.2,0.015,Gxy
NGC1263,0.853720531,-0.263515628,14.1,0.011666667,Gxy
IC1900,0.854862268,0.648472235,14,0.008333333,Gxy
NGC1266,0.855262239,-0.042353323,13,0.026666667,Gxy
IC1901,0.855393139,0.647745015,14.9,0.013333333,Gxy
IC1906,0.855625849,-0.599695131,13.5,0.02,Gxy
IC309,0.85566221,0.712176753,13.5,0.015,Gxy
IC1902,0.856113087,0.648879479,14.6,0.006666667,Gxy
IC308,0.856367614,0.718750827,14.2,0.02,Gxy
IC310,0.858338382,0.721252465,12.7,0.018333333,Gxy
IC1912,0.858360198,-0.884096533,15,0.015,Gxy
NGC1184,0.858505642,1.410104832,12.4,0.046666667,Gxy
IC311,0.858614726,0.698204423,14.1,0.015,Gxy
NGC1257,0.859538296,0.724825542,99,0,*2
NGC1288,0.860534588,-0.568565245,12.1,0.038333333,Gxy
NGC1259,0.860832748,0.722314207,14.3,0.011666667,Gxy
NGC1291,0.86090547,-0.717456374,8.5,0.183333333,Gxy
IC1909,0.861029098,-0.588006273,13.5,0.02,Gxy
NGC1260,0.861552696,0.722658425,13.3,0.018333333,Gxy
NGC1284,0.862876238,-0.179570139,13.8,0.021666667,Gxy
NGC1286,0.863101676,-0.132931063,13.9,0.015,Gxy
NGC1285,0.863458014,-0.127365402,12.8,0.025,Gxy
IC1910,0.863625275,-0.374106477,99,0,NF
NGC1280,0.863719814,-0.002947667,13.4,0.015,Gxy
NGC1264,0.863901619,0.724665554,14.1,0.016666667,Gxy
NGC1265,0.864548845,0.728752533,13.4,0.016666667,Gxy
NGC1292,0.865014266,-0.481895103,12.2,0.05,Gxy
NGC1313,0.865101533,-1.160561534,8.7,0.153333333,Gxy
NGC1287,0.866359624,-0.047657185,13.9,0.013333333,Gxy
NGC1267,0.867195928,0.723744408,13.1,0.018333333,Gxy
NGC1268,0.867225016,0.724122562,13.4,0.015,Gxy
IC1905,0.867428638,0.721979686,99,0,*3
NGC1296,0.867552266,-0.227978785,14.2,0.018333333,Gxy
NGC1289,0.867559538,-0.034436316,12.6,0.03,Gxy
IC317,0.867966781,-0.222350099,14,0.015,Gxy
NGC1270,0.868163131,0.723792889,13.1,0.015,Gxy
IC315,0.868977618,0.070496757,14.2,0.011666667,Gxy
NGC1271,0.86911579,0.721756671,13.9,0.008333333,Gxy
NGC1297,0.869319412,-0.333357887,11.8,0.038333333,Gxy
NGC1272,0.869850283,0.724146803,11.8,0.036666667,Gxy
NGC1290,0.870126626,-0.244157018,14.8,0.008333333,Gxy
IC1914,0.870126626,-0.865668765,12.9,0.056666667,Gxy
NGC1273,0.870250254,0.725009771,13.2,0.013333333,Gxy
IC1913,0.870810214,-0.566621142,13.6,0.031666667,Gxy
NGC1274,0.871253818,0.725174608,14.1,0.013333333,Gxy
NGC1300,0.87126109,-0.338792648,10.4,0.103333333,Gxy
NGC1275,0.871799234,0.724510413,11.9,0.038333333,Gxy
NGC1276,0.8720174,0.726798734,99,0,*2
NGC1302,0.8720174,-0.454842499,10.7,0.065,Gxy
NGC1277,0.872039216,0.725606092,13.6,0.013333333,Gxy
IC1915,0.872068305,-0.884741335,15.4,0.01,Gxy
NGC1278,0.872235566,0.725421863,12.4,0.023333333,Gxy
NGC1279,0.872599176,0.723957726,15,0.01,Gxy
NGC1295,0.872897337,-0.24430731,14.3,0.015,Gxy
NGC1281,0.873122775,0.726575719,13.3,0.015,Gxy
NGC1311,0.873151864,-0.910838855,13,0.05,Gxy
NGC1299,0.873362758,-0.109291548,13,0.02,Gxy
NGC1282,0.873537291,0.721989382,12.9,0.02,Gxy
NGC1298,0.873610013,-0.036889473,14,0.018333333,Gxy
NGC1283,0.873791818,0.72254207,13.6,0.011666667,Gxy
IC1916,0.873842723,-0.855938554,14.6,0.011666667,Gxy
NGC1301,0.875238987,-0.326652914,13.4,0.036666667,Gxy
NGC1303,0.875624414,-0.129052554,13.9,0.013333333,Gxy
IC318,0.875849852,-0.254260535,13.9,0.015,Gxy
IC1911,0.87600984,0.616004263,99,0,NF
IC313,0.876875233,0.731191146,14.1,0.015,Gxy
NGC1306,0.877246115,-0.445272277,12.9,0.013333333,Gxy
NGC1310,0.877282476,-0.647555938,12.1,0.031666667,Gxy
NGC1304,0.877951519,-0.079999106,13.5,0.023333333,Gxy
IC316,0.878475118,0.731850492,14.2,0.023333333,Gxy
NGC1305,0.878693284,-0.040428613,13.3,0.025,Gxy
NGC1293,0.879675032,0.722449955,13.4,0.015,Gxy
NGC1294,0.879936831,0.721877875,13.2,0.018333333,Gxy
NGC1309,0.881849421,-0.268780705,11.5,0.038333333,Gxy
IC1917,0.882285753,-0.928263059,15,0.005,Gxy
NGC1308,0.883463851,-0.048122606,13.7,0.02,Gxy
NGC1314,0.884380149,-0.07306627,14.2,0.025,Gxy
NGC1316,0.884401965,-0.64939823,8.5,0.183333333,Gxy
NGC1317,0.884605587,-0.64757533,11,0.046666667,Gxy
NGC1315,0.886227289,-0.373059279,12.6,0.026666667,Gxy
IC319,0.887739907,0.722576007,14.4,0,*
NGC1312,0.888794377,0.020672455,99,0,*2
NGC1326,0.889856119,-0.636419767,10.5,0.065,Gxy
NGC1319,0.889863391,-0.375720907,12.9,0.021666667,Gxy
IC1920,0.891892337,-0.920026075,15.5,0.006666667,Gxy
NGC1325,0.891972331,-0.37599725,11.5,0.08,Gxy
IC321,0.892263219,-0.261552133,15.2,0.01,Gxy
IC1921,0.893172245,-0.884852842,99,0,*
IC1922,0.893244967,-0.885584911,16.1,0.006666667,Gxy
NGC1320,0.89365221,-0.053101642,12.5,0.031666667,Gxy
NGC1321,0.89365221,-0.052626525,13.6,0.015,Gxy
IC1923,0.893972187,-0.8823609,16.1,0.008333333,Gxy
NGC1322,0.894088543,-0.050939373,13.4,0.016666667,Gxy
NGC1323,0.894190353,-0.049247374,15.1,0.015,Gxy
NGC1324,0.894604869,-0.100274014,12.7,0.035,Gxy
IC1924,0.895026657,-0.902393401,15.9,0.008333333,Gxy
IC1927,0.895426628,-0.902897607,99,0,*2
IC1926,0.895848416,-0.902354616,15.8,0.008333333,Gxy
NGC1327,0.896168393,-0.448190856,14.5,0.016666667,Gxy
IC1925,0.896342926,-0.89477213,14.1,0.013333333,Gxy
NGC1328,0.897317402,-0.071985135,14,0.016666667,Gxy
IC1933,0.897382852,-0.921267198,12.5,0.036666667,Gxy
IC1932,0.898408232,-0.896100519,14.5,0.011666667,Gxy
IC320,0.898786387,0.711905257,13.7,0.02,Gxy
IC322,0.898880926,0.064232965,14.6,0.015,Gxy
IC1919,0.898997281,-0.574121209,13,0.021666667,Gxy
NGC1329,0.89902637,-0.307032504,12.7,0.023333333,Gxy
IC1935,0.899811768,-0.872848855,14.3,0.018333333,Gxy
NGC1332,0.90008084,-0.3723563,10.3,0.075,Gxy
IC1918,0.900139017,0.079267037,14.1,0.006666667,Gxy
IC1936,0.90087351,-0.895756302,15.2,0.011666667,Gxy
NGC1331,0.900895327,-0.372724758,13.4,0.015,Gxy
NGC1336,0.90117167,-0.623315254,12.3,0.035,Gxy
IC1937,0.90229159,-0.850023827,14.1,0.015,Gxy
IC1938,0.903964197,-0.925199036,14.7,0.013333333,Gxy
IC1928,0.9053241,-0.376288139,13.1,0.026666667,Gxy
IC1940,0.906262214,-0.910004976,13.7,0.015,Gxy
IC1939,0.90648038,-0.891368738,99,0,NF
IC1942,0.907134879,-0.91936188,14.4,0.011666667,Gxy
NGC1341,0.907447584,-0.648380121,11.8,0.02,Gxy
NGC1337,0.907978455,-0.146404035,11.9,0.095,Gxy
NGC1339,0.908043904,-0.563489245,11.6,0.025,Gxy
NGC1344,0.908989291,-0.542239862,10.4,0.08,Gxy
IC1930,0.910923698,0.076513295,15,0.006666667,Gxy
NGC1338,0.911527291,-0.212110834,12.9,0.023333333,Gxy
IC1931,0.911774546,0.030552958,14.7,0.013333333,Gxy
NGC1330,0.912254511,0.727375662,99,0,*Grp
IC1945,0.913127176,-0.918513456,15,0.013333333,Gxy
NGC1333,0.913243531,0.548324273,99,0.1,Nb
IC1946,0.913534419,-0.918382556,14.4,0.015,Gxy
NGC1345,0.914225279,-0.310304997,13.8,0.025,Gxy
IC323,0.914370723,0.730522103,99,0,*3
IC1944,0.914836144,-0.837695015,14.9,0.008333333,Gxy
NGC1347,0.914974316,-0.388844813,13.2,0.025,Gxy
NGC1334,0.916421485,0.730114859,13.2,0.025,Gxy
NGC1346,0.917257788,-0.09674457,13.2,0.016666667,Gxy
NGC1335,0.917708665,0.725591548,13.8,0.018333333,Gxy
IC1947,0.918668596,-0.878579353,14.8,0.008333333,Gxy
NGC1351,0.918835857,-0.608305422,11.6,0.046666667,Gxy
IC326,0.918952212,-0.251763745,14.2,0.021666667,Gxy
NGC1356,0.919257645,-0.878060602,13,0.028333333,Gxy
IC325,0.919846693,-0.122982686,15.7,0.013333333,Gxy
IC1948,0.919926688,-0.837137479,14.7,0.013333333,Gxy
IC1949,0.920144854,-0.837404127,13.1,0.018333333,Gxy
IC1951,0.920399381,-0.927225558,16.3,0.008333333,Gxy
IC1950,0.920973885,-0.880218023,14.5,0.023333333,Gxy
NGC1350,0.921235685,-0.586905746,10.3,0.098333333,Gxy
IC327,0.921402945,-0.256427652,14.7,0.011666667,Gxy
IC328,0.921461123,-0.255477417,14.1,0.008333333,Gxy
IC1934,0.921672017,0.746874868,14,0.02,Gxy
IC1955,0.922457415,-0.999060401,15,0.011666667,Gxy
NGC1349,0.922653765,0.076469662,13.1,0.013333333,Gxy
IC1954,0.922922836,-0.905898604,11.6,0.05,Gxy
NGC1352,0.923053736,-0.336460695,13.3,0.016666667,Gxy
NGC1342,0.923424618,0.652345897,6.7,0.283333333,OCL
IC329,0.925119042,0.004886922,14.3,0.015,Gxy
NGC1353,0.925249942,-0.363358158,11.5,0.056666667,Gxy
IC330,0.925599008,0.00616683,14.1,0.02,Gxy
IC1957,0.925998979,-0.915546396,15.7,0.015,Gxy
IC1941,0.92610079,0.425579146,99,0,*3
IC331,0.926406223,0.004935403,13.9,0.015,Gxy
NGC1354,0.927147987,-0.265653657,12.3,0.038333333,Gxy
IC1960,0.927409787,-0.998449536,14.4,0.018333333,Gxy
IC332,0.927744308,0.024138873,13.7,0.015,Gxy
IC1958,0.928413351,-0.89781676,15.2,0.006666667,Gxy
IC1965,0.930180497,-0.987051566,15.1,0.016666667,Gxy
IC1959,0.930267764,-0.879859261,12.8,0.048333333,Gxy
NGC1360,0.930449569,-0.45153607,9.4,0.107,PN
NGC1357,0.930631374,-0.238489546,11.5,0.053333333,Gxy
NGC1355,0.931096795,-0.087237374,13.3,0.025,Gxy
IC1952,0.931322233,-0.413866047,12.7,0.043333333,Gxy
IC1964,0.931584033,-0.928040045,15.8,0.008333333,Gxy
IC1961,0.931809471,-0.854353213,14.8,0.01,Gxy
NGC1365,0.932056726,-0.630776536,9.6,0.183333333,Gxy
NGC1358,0.932274892,-0.088817866,12.1,0.035,Gxy
IC1953,0.932427608,-0.374867635,11.7,0.048333333,Gxy
NGC1359,0.932863941,-0.340179216,12.2,0.041666667,Gxy
NGC1362,0.933242095,-0.353991557,12.8,0.02,Gxy
NGC1366,0.933285729,-0.544426371,11.1,0.035,Gxy
IC333,0.933802055,-0.089137843,99,0,NF
IC1966,0.933991133,-0.895741757,14.8,0.01,Gxy
NGC1348,0.934187482,0.897448301,99,0.1,OCL
NGC1361,0.93503833,-0.109335181,13.9,0.026666667,Gxy
IC1968,0.936500043,-0.884033507,15.4,0.008333333,Gxy
NGC1363,0.937350891,-0.171779183,13.1,0.015,Gxy
NGC1368,0.938027206,-0.273240991,14.2,0.021666667,Gxy
NGC1364,0.938041751,-0.171721006,14.7,0.008333333,Gxy
NGC1373,0.938049023,-0.61385169,13.3,0.02,Gxy
NGC1371,0.938201739,-0.43516876,10.7,0.093333333,Gxy
NGC1370,0.93916167,-0.355581746,12.6,0.025,Gxy
NGC1374,0.939321659,-0.614806773,11.1,0.045,Gxy
NGC1375,0.939336203,-0.615504905,12.4,0.038333333,Gxy
IC1963,0.940383401,-0.60120775,12.1,0.043333333,Gxy
IC1956,0.940528845,0.088439712,14.6,0.026666667,Gxy
IC1962,0.940827005,-0.371614535,14.1,0.045,Gxy
IC1971,0.942295991,-0.918915851,15.1,0.011666667,Gxy
NGC1378,0.942346896,-0.614549822,99,0,*2
NGC1379,0.94275414,-0.618559231,10.9,0.04,Gxy
IC1969,0.943488633,-0.788525212,14.8,0.021666667,Gxy
IC1973,0.943997687,-0.907464552,15.9,0.008333333,Gxy
IC1972,0.944019504,-0.907008827,15.6,0.013333333,Gxy
IC337,0.944026776,-0.117198859,14.9,0.026666667,Gxy
NGC1380,0.944477653,-0.610433754,9.9,0.066666667,Gxy
IC1970,0.944746724,-0.767188562,12,0.051666667,Gxy
NGC1381,0.944790357,-0.616018808,11.5,0.043333333,Gxy
NGC1377,0.945313956,-0.364798054,12.5,0.03,Gxy
IC1974,0.945546667,-0.864815493,15.1,0.013333333,Gxy
NGC1369,0.945764833,-0.632778817,12.8,0.025,Gxy
NGC1386,0.945844827,-0.628299138,11.2,0.056666667,Gxy
IC1979,0.945844827,-1.011321339,99,0,*2
NGC1387,0.946637497,-0.619693695,10.7,0.046666667,Gxy
IC1980,0.946761125,-1.011830393,14.2,0.018333333,Gxy
NGC1372,0.946819303,-0.277187374,14.3,0.01,Gxy
IC336,0.946841119,0.408407045,99,0,Nb
IC1978,0.94724109,-0.875302012,14.9,0.018333333,Gxy
NGC1376,0.947277452,-0.088013076,12.1,0.035,Gxy
IC1976,0.947488345,-0.827945412,15,0.013333333,Gxy
NGC1382,0.947495618,-0.614278327,12.9,0.025,Gxy
NGC1389,0.947691967,-0.623877637,11.5,0.038333333,Gxy
NGC1385,0.94892097,-0.427654148,10.9,0.06,Gxy
NGC1392,0.949044597,-0.64812317,99,0,NF
IC338,0.949611829,0.054425184,13.8,0.013333333,Gxy
NGC1383,0.949691824,-0.320083689,12.5,0.031666667,Gxy
IC1982,0.949924534,-1.008388216,14.8,0.008333333,Gxy
IC1967,0.950317233,0.057077115,15,0.015,Gxy
NGC1343,0.950462677,1.266609679,12.7,0.043333333,Gxy
